"","cSObM2TOMPOOM080315.extra.kraken2.report","IGpcM2TOMPOOB051290.extra.kraken2.report","AYtCM2TOMPOOA100360.extra.kraken2.report","X9JUZM2TOMPOOB100355.extra.kraken2.report","nG3jM2TOMPOOA051345.extra.kraken2.report","iYASM2TOMPOOA050195.extra.kraken2.report","aFJgM2TOMPOOM090325.extra.kraken2.report","wQqUM2TOMPOOA080335.extra.kraken2.report","dSz8M2TOMPOOA051340.extra.kraken2.report","Nm8MM2TOMPOOA051300.extra.kraken2.report","FvY2M2TOMPOOB051329.extra.kraken2.report"
"367190",4,8,14,0,2,14,4,8,13,6,16
"633",11,8,14,1,3,10,0,8,8,4,15
"632",11,4,10,1,3,4,2,2,11,3,2
"29486",19,28,42,5,16,29,10,20,36,22,29
"935293",28,13,34,2,10,29,8,33,28,22,40
"28152",9,11,18,2,8,16,2,4,11,10,27
"1453495",18,20,22,0,8,15,6,6,12,16,18
"29484",16,0,29,2,8,14,3,14,21,18,32
"349967",16,19,31,3,14,24,5,13,33,18,44
"29485",14,24,18,1,6,21,1,11,18,9,18
"263819",18,15,17,1,6,6,6,10,11,10,17
"2607663",14,12,11,3,4,10,5,4,14,7,20
"2339259",1,8,6,0,1,3,0,1,6,3,2
"349968",2,5,2,0,1,1,0,1,9,4,4
"419257",2,2,2,0,1,7,0,0,8,6,3
"1179669",0,2,4,2,7,0,0,1,3,3,3
"2126321",181,273,339,34,97,212,47,135,264,201,283
"745277",47,45,48,4,17,61,8,25,57,46,62
"1151116",1,1,1,0,0,1,1,2,3,0,3
"1805933",60,87,86,9,26,81,18,51,76,69,100
"741091",0,0,1,2,0,1,1,0,0,0,4
"2703885",2,10,11,2,1,6,1,7,9,3,5
"929813",93,124,189,13,50,139,28,94,128,121,207
"1646377",66,105,124,20,47,85,17,56,81,100,109
"41202",60,87,129,15,40,74,23,63,99,65,105
"1441930",42,24,55,2,24,38,9,39,52,35,57
"1878942",14,15,19,1,8,12,4,8,16,8,12
"2575375",59,91,103,6,28,95,26,62,92,76,88
"592316",58,71,95,9,41,66,20,36,97,69,94
"1484158",66,58,107,7,46,66,17,66,71,76,119
"2052056",41,58,87,10,28,51,12,40,72,50,53
"2490851",33,39,70,9,27,42,14,25,64,39,80
"2479547",15,35,38,6,16,31,5,27,39,23,45
"2768165",6,5,8,0,1,2,0,0,4,2,7
"2787629",5,10,11,3,0,10,0,5,8,6,10
"59814",136,211,302,25,102,207,51,117,240,246,286
"712898",3,6,8,3,3,3,0,2,6,6,12
"549",89,101,250,29,43,84,33,67,102,100,183
"932677",0,1,1,0,0,1,0,0,0,0,1
"1123863",0,0,0,1,0,1,0,11,3,0,4
"55209",43,66,108,11,24,56,14,52,51,71,94
"66271",6,4,11,3,4,3,1,7,9,8,15
"1891675",36,45,101,7,23,55,18,33,58,43,65
"1076550",47,40,94,4,21,38,25,34,75,30,51
"1235990",5,8,11,2,0,3,2,3,14,7,15
"470933",13,6,12,1,1,6,3,7,6,10,10
"1619313",67,102,141,18,43,88,28,67,117,70,111
"55211",72,76,98,8,36,75,22,59,74,55,91
"2681984",35,58,77,11,32,43,15,35,45,38,60
"2547962",15,10,18,2,7,16,2,9,15,14,13
"215689",17,7,26,1,11,8,3,15,13,15,14
"465817",27,49,72,4,24,51,12,24,49,60,70
"634500",23,19,26,4,17,13,2,11,9,28,21
"1407064",1,5,2,0,0,1,0,1,1,1,1
"716540",1,0,0,0,1,0,0,0,0,2,1
"1922217",28,34,44,5,15,25,8,29,31,22,41
"79967",7,5,13,1,1,0,0,4,5,7,0
"665914",96,144,166,16,58,129,28,61,135,113,209
"665913",102,123,138,13,60,96,27,80,149,102,167
"1458355",78,93,145,14,53,94,19,63,103,88,129
"1615494",27,39,108,12,38,43,19,26,52,49,75
"1241869",2,3,5,1,0,3,0,3,3,5,4
"118103",0,5,2,0,2,0,0,0,5,0,3
"135842",1,18,1,0,9,6,2,2,9,1,4
"1315998",5,2,8,0,2,6,0,3,6,8,5
"2315800",15,10,8,0,2,9,0,12,16,8,7
"2518979",0,0,0,0,0,0,0,1,1,1,2
"98785",0,0,0,0,0,0,0,1,0,0,2
"2518977",0,1,1,0,0,0,1,0,1,0,1
"1660043",1,1,2,0,2,4,0,0,1,0,2
"1258543",2,5,3,0,0,1,0,2,1,0,0
"1241860",4,2,4,0,2,3,0,0,1,1,0
"1241836",0,2,3,0,1,0,0,0,1,0,2
"1241834",0,1,0,0,0,0,0,2,3,0,3
"911343",0,4,1,0,1,3,1,0,2,0,2
"2518976",1,1,11,0,2,3,1,0,3,2,2
"2173854",0,0,1,0,0,1,1,1,2,0,0
"118101",4,1,1,0,1,0,1,7,11,1,0
"2495405",1,1,2,0,7,0,0,1,2,0,3
"557993",0,0,0,0,4,1,0,1,1,0,2
"1241865",0,0,2,0,0,4,0,2,1,0,2
"1241859",1,2,1,0,0,1,0,5,0,0,2
"118110",2,4,10,0,0,0,0,0,1,2,3
"1660040",5,0,2,2,0,0,0,1,0,0,0
"655384",0,0,0,0,0,1,0,1,2,0,2
"571428",0,2,0,0,0,0,0,0,0,0,1
"1878935",1,0,5,0,0,0,1,1,0,0,1
"1507522",1,2,0,0,1,3,0,2,2,1,1
"2315802",0,2,4,0,1,0,0,0,1,0,0
"1265350",1,1,0,0,1,1,0,0,1,2,0
"1921549",2,1,1,0,0,0,0,0,1,0,2
"2518980",0,4,1,0,0,0,0,0,1,2,0
"98793",0,1,3,0,2,2,0,0,6,0,1
"1241878",0,1,0,0,3,0,0,3,2,1,0
"98794",3,2,2,0,0,0,2,0,5,0,2
"98804",0,1,1,0,0,0,0,0,0,2,0
"118118",1,3,1,0,0,0,0,1,1,0,1
"261318",0,1,0,0,1,0,0,0,1,0,1
"571430",1,0,1,0,0,0,0,1,0,1,1
"1241832",0,0,0,0,2,2,0,0,1,1,5
"1241833",2,0,1,0,0,0,1,3,2,2,4
"1241884",1,0,0,0,4,3,1,0,3,0,4
"53336",14,20,34,5,13,14,9,16,33,22,26
"82987",25,23,33,4,9,24,8,22,32,34,36
"2487345",26,26,38,2,13,39,5,14,36,14,29
"36868",2,1,7,0,0,2,0,1,6,5,4
"590409",10,8,26,2,10,15,1,11,17,11,15
"1427366",7,11,13,3,2,10,3,6,8,10,12
"1224147",4,3,6,1,4,8,0,3,5,3,6
"1224153",3,6,9,1,1,3,4,5,8,5,13
"1223567",1,1,4,0,0,1,0,4,4,6,1
"1223573",3,4,4,0,4,1,0,2,2,4,5
"1224146",2,4,5,1,2,5,1,5,5,1,5
"1223569",18,33,54,3,6,38,5,24,24,28,45
"1223571",9,11,55,6,8,21,3,12,10,40,21
"561229",0,0,0,0,0,0,0,0,0,0,0
"204040",26,26,36,4,12,37,5,13,32,24,30
"1224149",12,17,29,5,7,23,3,11,18,25,16
"198628",9,8,16,2,3,7,2,10,11,8,14
"1223572",0,0,0,0,0,0,0,0,0,0,0
"579405",1,0,1,0,1,0,0,0,0,0,0
"1226343",9,1,2,0,1,3,0,4,2,0,3
"1223570",0,1,0,0,1,1,0,0,0,0,4
"1225780",3,2,0,0,1,0,0,1,2,3,0
"1089444",32,30,0,9,28,38,15,17,35,30,60
"568766",24,22,55,3,13,17,7,13,16,14,26
"2037915",4,2,1,1,5,1,0,1,6,2,3
"1224145",6,4,6,0,2,2,1,1,1,6,5
"1778540",36,27,72,6,14,29,9,22,40,35,52
"568768",23,42,36,4,11,36,20,28,40,30,44
"180957",31,56,105,10,43,60,15,37,63,57,77
"555",45,52,74,10,15,33,7,38,52,38,67
"2042057",31,38,48,4,12,37,12,22,38,38,50
"218491",2,5,16,2,2,9,1,1,5,1,8
"1905730",27,31,0,4,15,0,9,0,0,0,45
"2108399",17,14,35,1,8,23,4,19,19,24,30
"1175631",13,14,26,3,4,25,3,12,13,24,26
"2488639",15,9,22,6,4,15,6,10,16,13,31
"78398",15,8,18,1,5,13,2,12,4,14,16
"1201031",4,3,5,1,3,6,3,4,11,13,8
"2722756",80,83,113,8,41,97,23,63,97,83,123
"1109412",62,76,98,9,35,64,15,51,91,61,108
"55213",54,48,69,4,26,46,13,32,60,34,68
"1172565",57,98,128,13,39,87,17,58,96,80,125
"1082704",80,87,100,13,41,78,15,64,105,73,108
"718251",0,3,0,0,0,0,1,0,0,1,0
"93378",48,82,107,9,30,83,15,51,73,72,106
"67780",55,66,83,11,43,0,13,39,72,63,0
"1288122",2,4,8,1,1,4,0,1,2,0,4
"1578828",6,6,9,0,1,3,3,4,1,3,4
"1650654",0,1,0,0,1,1,0,1,4,1,1
"667120",0,1,0,0,0,0,0,0,0,1,0
"1453496",5,6,3,0,5,3,0,0,9,1,5
"546367",14,25,34,4,11,28,3,19,29,29,45
"1848580",1,0,4,0,0,5,0,2,2,0,3
"82983",13,18,25,1,7,16,3,9,16,16,25
"1141663",2,0,2,0,0,0,0,0,3,1,1
"158850",12,4,12,0,11,10,2,13,11,14,30
"126385",4,8,30,3,2,8,1,8,8,2,14
"333962",7,10,18,3,4,14,2,10,13,7,12
"1141660",4,11,9,3,10,12,0,2,10,5,13
"333965",10,12,25,0,6,6,5,6,8,8,12
"588",0,4,4,0,0,2,0,0,0,8,6
"2791982",0,0,0,0,0,0,0,0,0,0,0
"406818",5,9,25,2,6,21,2,7,15,15,18
"351671",28,22,22,3,8,23,10,16,34,17,49
"351679",13,9,17,3,4,7,2,9,13,11,23
"628",14,16,15,1,4,22,1,15,22,6,25
"1354304",8,11,13,3,8,15,2,5,11,9,12
"290110",16,8,13,1,6,14,3,12,9,14,16
"180434",1,1,0,0,0,1,0,0,2,1,1
"584",17,170,56,7,0,0,6,50,0,0,0
"585",23,18,34,1,8,16,2,13,20,23,29
"183417",3,3,9,0,1,9,0,5,7,8,9
"102862",1,4,4,0,1,6,0,0,6,6,2
"2697019",2,3,4,1,3,3,0,1,6,1,5
"626774",1,1,2,0,1,1,0,1,5,1,0
"1987580",1,2,2,0,1,2,0,0,2,1,1
"230089",4,15,18,2,5,9,2,10,17,20,16
"141679",13,9,31,1,9,16,3,22,14,11,22
"291112",16,15,11,4,5,22,3,9,5,10,22
"235559",12,9,13,1,0,4,3,0,10,14,6
"1231049",5,4,13,0,2,7,3,5,15,9,7
"638",5,9,7,1,4,9,1,12,14,8,15
"634113",1,1,2,0,2,4,3,1,5,5,4
"1239307",70,92,128,14,41,84,25,63,102,68,126
"2342",24,54,66,4,40,60,5,24,63,47,58
"1929246",8,8,9,4,3,5,2,8,8,4,4
"158841",47,41,86,9,23,52,8,37,50,38,71
"82985",16,9,25,2,17,15,3,20,11,24,36
"2172103",9,11,14,4,9,12,1,12,15,10,15
"2498113",6,20,13,1,12,16,1,4,12,12,16
"703",56,55,81,5,20,78,20,48,79,60,86
"1255043",699,740,969,83,340,801,191,486,848,713,938
"396588",684,625,994,93,356,681,229,463,768,612,934
"713585",636,675,893,73,313,648,179,376,725,608,879
"396595",463,407,699,58,260,478,151,300,539,447,665
"106634",431,507,735,60,207,476,154,335,588,441,666
"1765967",478,514,710,45,203,470,137,343,607,438,736
"2792603",531,617,701,63,266,568,161,377,663,457,763
"2819280",250,340,387,29,155,322,82,208,424,233,400
"1335757",329,344,478,35,156,336,99,225,419,294,472
"2666185",265,306,417,42,118,288,80,167,377,259,392
"1260251",183,221,307,38,95,196,63,154,264,236,322
"349124",561,690,919,82,295,665,185,415,711,575,871
"1052",91,115,129,13,41,104,21,81,122,93,127
"2740807",588,628,835,58,289,651,181,424,743,549,913
"187272",553,536,929,93,318,533,201,374,655,575,831
"421628",217,231,347,33,103,230,83,147,245,189,307
"1442136",258,180,292,32,90,210,68,178,230,199,271
"1166950",819,921,1531,115,391,1019,223,697,991,931,1417
"765912",821,1026,1429,110,423,1035,242,585,1122,880,1323
"765910",770,894,1303,107,413,935,228,622,1024,883,1286
"572477",581,681,933,79,289,691,168,425,763,587,855
"765911",518,562,804,73,263,630,132,395,570,568,870
"316276",379,431,579,60,190,444,108,294,469,394,549
"472759",55,54,94,5,25,60,24,48,112,60,76
"1814290",61,70,108,10,33,74,25,45,95,73,99
"323261",37,43,63,3,15,39,92,36,85,39,70
"105559",47,46,67,2,13,43,26,28,72,51,60
"2699430",267,257,449,46,131,347,58,204,287,279,421
"1763998",317,55,75,4,24,55,16,34,67,52,71
"2498451",1090,97,45,3,5,22,6,10,37,10,36
"2545632",23,17,19,1,8,17,8,19,24,12,38
"553981",0,9,12,1,4,13,3,1,18,4,11
"1630141",26,12,23,1,6,18,4,16,21,16,25
"1579979",585,652,905,76,301,676,177,444,759,622,948
"2771012",345,431,555,43,175,414,153,273,541,386,537
"2795687",139,144,247,16,86,175,48,61,183,122,211
"585455",115,88,155,11,48,120,52,74,141,87,153
"1972068",588,608,783,93,340,601,199,387,759,524,843
"47960",509,619,922,74,272,653,185,356,729,731,904
"1860122",250,325,381,30,154,315,70,188,370,274,397
"555778",98,95,142,10,65,90,36,90,134,103,137
"1548547",288,284,444,49,122,347,133,209,425,267,440
"1811807",145,156,213,14,77,138,33,106,184,141,232
"1192854",104,147,206,19,53,125,32,96,163,160,236
"2587844",435,550,787,70,218,516,158,366,560,487,718
"2773308",345,342,543,35,159,376,129,217,395,336,475
"2587849",292,295,438,37,126,308,112,213,369,296,485
"1883416",311,323,513,30,162,380,131,214,357,343,475
"2733488",274,304,540,47,132,305,101,220,371,275,433
"2733487",311,365,484,37,139,336,118,231,408,279,456
"2497861",300,309,500,33,156,296,110,230,373,288,466
"1609967",294,282,548,36,150,300,116,230,333,299,444
"2306583",256,297,514,38,116,309,83,200,375,305,398
"2730360",241,206,375,29,102,207,54,132,238,189,304
"2562282",128,127,173,19,62,107,49,110,159,101,163
"2749040",104,104,159,17,61,92,34,66,105,109,145
"2785909",113,74,159,15,53,110,39,79,98,106,156
"1504981",82,64,93,10,35,58,19,85,92,54,75
"2136172",53,57,79,10,38,48,26,40,85,42,90
"2733484",33,51,54,9,19,34,10,21,54,49,63
"1118153",33,63,75,8,14,43,17,19,57,36,55
"2014541",6,13,23,3,4,19,6,8,16,7,15
"1971364",22,23,18,1,7,20,4,12,27,16,12
"1666906",16,14,20,2,11,10,7,7,16,20,20
"1761789",14,11,21,2,7,12,12,9,23,13,27
"1346287",3,4,8,2,1,9,3,4,9,6,10
"1250400",0,1,0,0,0,0,3,0,0,0,0
"475662",420,523,927,67,224,469,160,342,593,485,726
"1897729",341,432,696,73,172,400,126,248,454,388,610
"1081866",281,357,553,44,125,325,129,213,406,294,518
"768066",293,346,463,41,147,283,118,224,394,305,448
"507626",208,244,447,27,116,270,90,191,345,236,320
"115561",154,157,277,21,90,154,52,105,188,171,222
"29571",174,184,237,25,91,202,52,131,228,134,218
"1178482",158,165,234,27,88,150,60,130,221,165,240
"29570",216,189,278,23,102,215,73,126,268,165,310
"2609667",89,99,144,12,45,81,25,85,123,74,124
"664683",51,44,90,3,22,52,13,59,63,44,72
"74661",29,55,49,5,31,29,18,21,47,40,55
"44935",18,21,16,4,5,13,9,23,25,28,40
"213554",9,9,5,0,1,6,0,1,5,5,13
"272774",3,2,0,0,1,6,1,4,4,1,7
"2686360",110,150,193,19,64,127,52,87,157,108,155
"2609415",82,48,98,7,40,58,23,45,75,69,109
"2661553",55,55,62,1,22,53,16,38,65,52,80
"2053669",1,5,2,0,0,2,1,0,2,0,3
"1055101",47,62,53,10,28,56,10,28,61,68,81
"28258",2,3,12,0,3,2,0,7,3,3,3
"376489",455,593,853,79,250,552,147,356,639,474,653
"1771309",468,530,827,71,283,570,174,354,688,499,725
"657387",138,138,191,22,72,138,34,93,155,124,220
"698828",108,128,175,16,59,119,33,88,151,115,149
"157779",103,152,177,12,56,120,45,71,164,102,190
"290398",419,362,544,53,177,347,217,240,457,316,504
"1883414",261,296,398,31,126,284,98,184,340,215,338
"33074",73,62,109,9,27,79,19,69,68,80,104
"91844",4,6,8,2,2,6,0,4,4,8,11
"114186",3,9,3,0,1,12,0,1,2,0,2
"2014542",386,435,619,44,222,439,134,256,501,326,590
"1113728",4,3,7,2,2,3,3,5,6,0,3
"391936",368,377,472,42,200,335,1384,256,433,321,542
"930169",185,211,317,27,82,191,52,141,249,192,290
"1094342",161,180,274,23,79,185,67,124,210,152,273
"393595",5,1,3,1,0,2,1,6,4,4,2
"1917421",61,76,83,10,30,74,28,48,89,58,102
"1821621",214,218,385,29,106,237,73,167,289,197,341
"48076",94,103,156,11,48,80,36,95,115,74,109
"2668067",34,23,34,3,18,16,14,19,31,15,24
"400668",19,14,16,6,11,18,4,17,18,6,16
"2071621",23,8,21,1,5,17,3,13,21,8,14
"178399",28,34,28,5,16,32,3,14,49,25,41
"383750",19,14,35,2,7,28,1,13,21,17,18
"717774",32,16,18,1,9,14,4,9,19,22,18
"491952",14,10,28,5,6,16,3,14,14,10,18
"2773454",8,11,21,0,3,10,2,7,21,13,14
"491950",12,9,27,3,3,15,2,9,25,15,19
"1031538",35,17,25,2,12,14,5,13,26,21,34
"1572645",18,18,26,0,11,23,8,18,32,16,24
"1441457",19,17,20,3,10,10,6,10,26,18,35
"1249553",61,49,92,7,20,57,25,65,87,51,75
"2614693",32,47,55,2,23,28,13,38,48,49,55
"1298593",2,2,6,2,1,3,0,3,4,4,3
"1208320",0,2,3,0,1,4,1,1,4,3,1
"1278309",26,44,44,6,9,20,8,15,42,24,34
"207949",18,17,22,2,9,3,4,10,18,9,15
"1628392",137,156,220,23,82,187,36,96,171,162,171
"349521",115,145,174,19,81,151,31,88,164,135,225
"2683272",21,16,37,4,7,14,3,12,27,17,23
"2161747",183,199,249,20,101,198,55,129,231,169,251
"1336806",87,91,124,7,44,89,23,75,96,88,104
"1445510",63,58,72,11,39,61,29,54,57,50,83
"418701",85,115,146,15,56,90,32,53,129,77,99
"523791",24,12,23,3,18,11,6,8,18,12,26
"1561924",22,16,24,1,10,15,7,11,24,7,18
"914150",11,15,14,4,3,4,7,16,15,10,16
"1144748",9,8,14,2,9,9,4,10,16,4,15
"141451",45,41,77,6,17,42,8,30,48,29,61
"570277",40,24,55,5,16,30,9,30,46,22,38
"2304594",160,151,211,11,67,164,53,88,160,150,234
"2769486",144,147,216,29,49,135,46,124,132,115,191
"2488665",120,126,202,15,53,128,51,85,153,118,173
"1749259",64,52,111,7,34,72,30,53,98,60,81
"1761794",46,43,102,8,42,49,16,47,75,43,65
"1415568",51,45,89,10,35,55,22,37,71,53,110
"2547598",50,70,54,6,12,63,16,49,55,49,67
"1671721",48,41,60,6,32,32,15,34,43,31,72
"490759",39,43,59,2,15,31,7,19,46,27,62
"2603215",178,211,290,24,116,212,146,140,233,180,293
"1163748",28,34,101,9,12,48,14,15,40,48,67
"351348",50,42,64,7,25,36,14,27,55,44,81
"1420917",150,168,229,12,79,152,46,87,208,138,214
"418719",118,91,199,20,37,117,34,80,113,106,155
"1874317",88,96,157,11,33,113,34,53,138,98,112
"225937",42,38,77,8,24,34,16,34,46,43,62
"330734",26,32,28,5,13,22,9,21,23,21,55
"2267264",28,29,56,0,12,31,12,15,44,36,55
"1714845",12,9,12,1,2,6,0,4,14,4,15
"2358187",16,5,11,2,5,2,1,11,4,4,12
"1917158",3,2,1,1,2,1,1,2,0,0,1
"2058133",1,3,3,0,1,2,1,2,2,2,4
"1004787",4,4,3,0,3,2,0,1,3,5,9
"1004785",16,9,16,1,2,12,2,4,11,5,15
"529120",0,0,3,0,0,2,0,1,1,0,1
"1004788",1,4,0,0,1,0,0,0,4,1,2
"1774373",4,6,2,1,0,0,0,1,1,0,2
"1300254",0,4,1,0,0,0,0,0,4,0,1
"1858656",25,25,34,1,12,16,13,21,32,22,26
"589873",5,13,11,1,3,9,1,2,14,2,9
"715451",7,4,10,1,3,6,1,3,6,4,6
"233316",0,2,3,1,0,0,0,1,1,3,7
"287094",1,1,0,0,0,0,0,0,1,1,0
"2259620",169,144,254,24,87,148,57,103,175,169,214
"2785918",29,37,61,10,8,27,8,21,50,36,56
"2572577",34,27,43,1,5,27,13,13,27,16,33
"914153",38,32,44,7,13,31,9,26,36,24,49
"2303538",28,25,26,4,14,24,17,23,34,17,43
"2686358",14,10,17,1,3,9,4,6,12,10,15
"2686359",10,6,17,3,2,18,5,6,19,11,14
"1129794",15,20,26,0,5,16,9,3,20,8,16
"197222",8,13,15,1,2,15,6,8,24,10,19
"2489595",2189,65,43,7,30,48,64,244,158,14,39
"1085623",21,8,22,2,1,12,3,8,19,7,16
"1526571",51,37,66,2,22,48,15,46,49,34,60
"2183582",58,43,82,7,22,49,26,36,60,55,74
"2172099",6,21,21,1,5,17,8,9,22,10,30
"1740262",14,15,40,3,9,14,5,4,28,10,19
"680279",34,14,36,6,11,33,6,19,34,17,25
"2814293",23,22,40,2,19,26,10,22,25,43,34
"2814294",36,22,44,1,15,22,10,19,33,27,46
"2814292",21,18,30,4,14,19,3,18,24,18,28
"2593655",20,10,24,2,6,7,8,13,12,26,21
"2803864",11,19,24,4,5,18,4,8,24,10,17
"2589987",12,14,43,0,5,17,3,11,12,4,21
"2590015",17,10,16,3,11,14,3,11,26,13,23
"94122",20,8,19,2,3,7,2,9,9,10,16
"2814295",18,16,31,3,7,28,3,12,20,21,27
"2059264",6,7,19,3,11,19,0,9,22,16,34
"2029986",17,10,11,1,8,24,3,19,14,12,21
"2487742",5,13,14,0,6,16,2,7,15,8,18
"2698686",15,11,10,0,3,8,1,2,14,5,9
"60480",12,5,12,0,4,3,2,3,11,5,13
"1930557",6,4,4,1,2,2,1,4,2,5,4
"2589790",5,4,1,0,0,1,1,0,1,2,4
"2575361",3,5,5,0,4,9,2,0,5,3,10
"60481",5,2,10,2,4,6,1,4,6,5,3
"2806008",4,8,2,0,2,2,5,3,6,0,3
"2593656",0,1,0,0,0,2,4,0,2,1,4
"2601269",0,0,0,0,0,2,0,0,0,0,0
"2775245",0,3,8,0,0,2,0,3,2,0,3
"351745",2,0,1,0,0,2,0,0,0,1,0
"323850",105,108,161,17,48,86,33,72,128,104,125
"1965282",71,44,122,9,31,68,13,61,76,52,93
"38313",81,94,114,12,29,75,24,56,79,58,100
"407976",1,1,3,0,2,4,2,4,4,1,4
"693971",0,0,1,0,0,0,0,0,0,0,0
"399804",3,1,6,1,2,1,0,3,3,2,9
"260364",44,35,88,7,20,46,13,38,49,42,60
"1173586",43,56,106,9,25,60,17,41,90,37,54
"326297",42,27,64,8,9,33,13,28,43,37,63
"425104",25,23,50,0,2,20,17,19,26,8,29
"318161",11,20,12,1,10,8,4,25,22,6,15
"458817",23,18,18,1,7,16,2,12,13,16,25
"2520507",10,13,28,1,2,15,0,4,5,8,12
"637905",7,19,26,2,6,13,3,5,13,6,16
"256839",13,14,22,5,7,12,1,10,19,9,20
"392500",16,23,29,4,5,27,4,10,28,10,30
"43661",23,24,25,1,9,20,6,15,35,15,35
"225848",22,14,25,0,5,10,6,8,11,8,24
"150120",8,6,12,1,10,17,1,8,7,8,15
"398579",12,14,26,2,8,18,6,13,14,10,14
"558541",22,14,19,0,8,12,8,8,20,17,27
"211586",15,11,46,3,9,13,3,6,12,12,26
"225849",12,6,32,2,7,14,6,4,15,26,26
"238836",9,8,23,1,5,8,4,5,16,10,11
"1028752",9,4,20,4,0,11,2,9,11,13,20
"2018305",2,4,7,1,0,4,2,3,5,3,9
"93973",2,8,3,1,2,4,0,3,7,5,2
"318167",13,7,16,0,3,11,1,3,4,4,5
"2588449",3,5,3,0,0,1,0,4,6,2,4
"342950",6,9,20,2,5,24,6,5,11,5,9
"2547970",19,15,15,1,2,2,2,3,9,7,12
"1709477",27,33,28,1,5,21,6,16,20,18,39
"116092",14,11,25,2,10,14,3,5,18,7,15
"2744479",10,7,18,3,3,4,5,7,18,2,11
"2003316",7,2,16,0,4,14,3,4,5,7,17
"2587843",6,8,10,4,3,3,3,6,9,5,14
"1390185",11,2,7,1,0,1,0,1,10,1,4
"1514074",5,6,6,1,1,3,3,2,10,9,7
"649161",1,1,0,1,1,0,0,1,1,1,2
"2799564",0,1,1,1,0,4,0,2,2,0,2
"2583375",1,1,0,0,1,1,1,3,3,0,0
"283699",1,1,5,0,1,1,0,2,3,1,7
"87791",1,1,2,0,1,1,0,0,0,3,2
"1720343",2,2,5,0,2,3,0,2,5,1,3
"1761891",0,1,1,0,0,0,0,1,3,0,0
"234831",1,0,2,0,0,0,1,0,2,0,1
"2752475",0,0,0,0,0,0,0,2,0,0,1
"2759705",0,0,1,0,0,0,0,1,3,0,3
"2785910",2,0,3,0,0,0,1,1,0,0,2
"43658",56,58,104,8,31,72,14,49,73,45,83
"1365250",0,2,3,0,0,3,0,1,3,2,6
"339617",39,39,61,7,9,34,8,18,24,20,40
"1315306",12,5,15,4,3,14,3,7,16,11,15
"43662",25,17,34,5,18,22,4,7,23,25,27
"342610",16,20,31,5,3,16,3,11,14,14,37
"1117319",6,5,8,3,2,7,1,0,5,5,15
"161398",9,9,14,2,5,9,6,5,18,8,15
"227",10,4,11,0,5,0,5,3,9,8,10
"1315282",10,6,12,0,8,9,1,23,18,5,16
"314281",12,9,21,2,0,13,4,4,15,8,18
"874454",9,8,10,3,1,8,2,7,6,8,10
"882626",17,13,16,2,5,7,1,12,16,18,20
"1348114",6,18,12,3,3,10,9,8,9,4,9
"1314866",4,5,12,2,1,2,0,4,5,0,4
"1190813",8,11,15,2,6,8,4,5,5,9,11
"1312369",2,0,1,1,0,5,1,2,4,1,1
"151081",11,4,9,0,2,8,2,4,9,8,6
"1117313",3,7,4,0,4,8,0,2,6,4,4
"1315283",4,4,2,0,3,7,1,4,6,2,5
"1314869",10,6,8,2,3,7,8,3,10,4,12
"1315279",1,2,3,0,0,5,0,1,2,0,1
"267375",0,3,6,0,0,1,1,1,0,0,5
"43660",5,2,9,0,1,6,2,7,4,3,1
"621376",4,0,2,0,1,3,0,1,7,1,5
"28109",1,1,1,0,1,0,0,0,1,0,2
"152297",1,2,5,0,0,2,0,1,2,2,3
"1315275",1,1,3,0,1,0,1,5,0,0,0
"43659",2,1,2,0,0,0,1,0,0,0,1
"2820710",15,14,37,5,8,20,3,4,13,15,23
"1266052",10,6,15,2,5,6,3,8,9,8,13
"550540",161,165,291,20,87,176,54,142,227,187,237
"2724191",24,27,46,4,9,31,4,23,34,31,43
"1816218",14,10,17,2,8,15,3,9,10,17,23
"2161872",15,6,14,1,2,8,5,5,12,7,10
"2497879",4,5,18,1,3,6,3,7,16,9,10
"1816219",10,7,18,0,0,13,1,6,9,5,16
"2689569",7,11,13,1,4,4,5,11,10,5,13
"58049",7,4,21,4,2,10,2,3,10,3,12
"167879",9,8,13,1,2,17,4,5,9,4,18
"1967665",8,9,10,3,1,3,1,6,8,4,9
"2594005",25,26,16,4,4,14,1,10,35,15,40
"2769490",8,4,11,2,0,4,1,5,12,6,16
"2552945",8,13,17,3,9,15,5,10,29,10,11
"1763536",7,14,8,0,0,14,2,6,19,7,9
"718192",17,10,12,1,5,7,1,10,8,2,21
"2100422",38,31,41,4,15,26,14,24,39,39,50
"2055892",13,9,19,1,5,9,3,8,12,16,15
"135577",44,26,18,1,4,21,10,18,17,12,25
"1940690",220,14,20,2,7,14,4,24,15,9,26
"1096243",19,10,13,1,4,11,3,7,18,7,14
"357804",16,13,31,3,1,19,5,8,21,15,29
"314282",3,4,15,0,4,10,3,3,9,8,11
"69539",10,16,15,1,8,11,2,6,12,4,18
"1202962",8,10,13,0,0,8,4,15,15,5,11
"1347420",9,9,10,0,2,10,2,11,11,8,12
"998088",13,11,11,0,10,12,1,10,10,11,15
"1354302",25,52,79,6,19,45,7,20,61,29,82
"1448139",14,23,23,0,10,23,5,15,19,21,15
"196023",14,31,26,0,14,24,8,20,30,30,39
"1208104",3,2,4,1,0,0,2,0,0,0,4
"652",167,266,362,36,97,203,70,136,270,211,338
"2033032",64,65,171,13,39,69,23,50,113,68,113
"2033033",44,59,108,8,26,54,13,42,56,60,51
