"","AYtCM2TOMPOOA100360.extra.kraken2.report","DYZgM2TOMPOOB100370.extra.kraken2.report","X1qGgM2TOMPOOM080340.extra.kraken2.report","aFJgM2TOMPOOM090325.extra.kraken2.report","iYASM2TOMPOOA050195.extra.kraken2.report","XR8LM2TOMPOOB051125.extra.kraken2.report","FvY2M2TOMPOOB051329.extra.kraken2.report","Nm8MM2TOMPOOA051300.extra.kraken2.report","IGpcM2TOMPOOB051290.extra.kraken2.report","a50wM2TOMPOOB051350.extra.kraken2.report","nG3jM2TOMPOOA051345.extra.kraken2.report"
"55211",98,82,188,22,75,60,91,55,76,51,36
"2681984",77,53,159,15,43,40,60,38,58,43,32
"2547962",18,19,21,2,16,8,13,14,10,13,7
"215689",26,16,29,3,8,12,14,15,7,2,11
"465817",72,51,94,12,51,39,70,60,49,47,24
"634500",26,22,23,2,13,15,21,28,19,24,17
"1407064",2,0,2,0,1,1,1,1,5,0,0
"716540",0,0,0,0,0,0,1,2,0,0,1
"1922217",44,35,98,8,25,23,41,22,34,21,15
"79967",13,12,71,0,0,7,0,7,5,8,1
"665914",166,122,250,28,129,102,209,113,144,102,58
"665913",138,145,218,27,96,89,167,102,123,89,60
"1458355",145,102,171,19,94,86,129,88,93,76,53
"1615494",108,59,162,19,43,44,75,49,39,48,38
"1241869",5,7,15,0,3,4,4,5,3,0,0
"118103",2,3,10,0,0,1,3,0,5,0,2
"135842",1,2,8,2,6,2,4,1,18,2,9
"1315998",8,4,7,0,6,9,5,8,2,1,2
"2315800",8,5,14,0,9,7,7,8,10,8,2
"2518979",0,0,2,0,0,0,2,1,0,0,0
"98785",0,2,4,0,0,0,2,0,0,0,0
"2518977",1,0,2,1,0,0,1,0,1,0,0
"1660043",2,2,2,0,4,1,2,0,1,0,2
"1258543",3,0,7,0,1,0,0,0,5,0,0
"1241860",4,3,2,0,3,2,0,1,2,2,2
"1241836",3,3,1,0,0,0,2,0,2,1,1
"1241834",0,0,2,0,0,0,3,0,1,2,0
"911343",1,1,5,1,3,1,2,0,4,0,1
"2518976",11,5,6,1,3,2,2,2,1,4,2
"2173854",1,0,9,1,1,1,0,0,0,2,0
"118101",1,4,4,1,0,0,0,1,1,1,1
"2495405",2,1,6,0,0,1,3,0,1,3,7
"557993",0,0,3,0,1,0,2,0,0,1,4
"1241865",2,3,8,0,4,2,2,0,0,1,0
"1241859",1,0,4,0,1,2,2,0,2,0,0
"118110",10,1,7,0,0,0,3,2,4,0,0
"1660040",2,0,6,0,0,0,0,0,0,1,0
"655384",0,0,7,0,1,0,2,0,0,1,0
"571428",0,0,6,0,0,0,1,0,2,1,0
"1878935",5,2,3,1,0,0,1,0,0,3,0
"1507522",0,0,5,0,3,1,1,1,2,3,1
"2315802",4,3,5,0,0,1,0,0,2,1,1
"1265350",0,1,3,0,1,0,0,2,1,0,1
"1921549",1,0,4,0,0,1,2,0,1,0,0
"2518980",1,0,3,0,0,0,0,2,4,1,0
"98793",3,0,3,0,2,0,1,0,1,3,2
"1241878",0,0,59,0,0,3,0,1,1,0,3
"98794",2,1,15,2,0,1,2,0,2,0,0
"98804",1,0,7,0,0,2,0,2,1,3,0
"118118",1,1,12,0,0,0,1,0,3,1,0
"261318",0,0,4,0,0,2,1,0,1,0,1
"571430",1,2,7,0,0,2,1,1,0,3,0
"1241832",0,4,3,0,2,1,5,1,0,4,2
"1241833",1,2,5,1,0,1,4,2,0,1,0
"1241884",0,8,2,1,3,0,4,0,0,3,4
"53336",34,20,61,9,14,21,26,22,20,28,13
"82987",33,33,55,8,24,16,36,34,23,23,9
"2487345",38,24,60,5,39,14,29,14,26,14,13
"36868",7,0,10,0,2,8,4,5,1,5,0
"590409",26,9,35,1,15,14,15,11,8,5,10
"1427366",13,6,56,3,10,7,12,10,11,9,2
"1224147",6,7,24,0,8,3,6,3,3,4,4
"1224153",9,7,7,4,3,3,13,5,6,2,1
"1223567",4,6,6,0,1,2,1,6,1,7,0
"1223573",4,1,4,0,1,2,5,4,4,0,4
"1224146",5,2,42,1,5,5,5,1,4,2,2
"1223569",54,27,69,5,38,23,45,28,33,40,6
"1223571",55,21,21,3,21,18,21,40,11,23,8
"561229",0,0,0,0,0,0,0,0,0,1,0
"204040",36,26,29,5,37,28,30,24,26,18,12
"1224149",29,20,14,3,23,22,16,25,17,14,7
"198628",16,3,14,2,7,6,14,8,8,1,3
"1223572",0,0,1,0,0,0,0,0,0,0,0
"579405",1,1,0,0,0,0,0,0,0,0,1
"1226343",2,2,19,0,3,1,3,0,1,0,1
"1223570",0,1,0,0,1,0,4,0,1,0,1
"1225780",0,1,3,0,0,0,0,3,2,1,1
"1089444",0,40,106,15,38,55,60,30,30,40,28
"568766",55,33,50,7,17,22,26,14,22,11,13
"2037915",1,3,7,0,1,3,3,2,2,4,5
"1224145",6,7,26,1,2,3,5,6,4,1,2
"1778540",72,34,68,9,29,35,52,35,27,29,14
"568768",36,32,201,20,36,26,44,30,42,25,11
"180957",105,53,1276,15,60,50,77,57,56,43,43
"555",74,75,168,7,33,39,67,38,52,27,15
"2042057",48,42,136,12,37,32,50,38,38,28,12
"218491",16,3,14,1,9,4,8,1,5,1,2
"1905730",0,0,0,9,0,15,45,0,31,0,15
"2108399",35,35,66,4,23,13,30,24,14,17,8
"1175631",26,16,64,3,25,12,26,24,14,9,4
"2488639",22,16,65,6,15,16,31,13,9,16,4
"78398",18,20,46,2,13,15,16,14,8,18,5
"1201031",5,4,19,3,6,3,8,13,3,5,3
"2722756",113,96,179,23,97,68,123,83,83,62,41
"1109412",98,82,265,15,64,50,108,61,76,54,35
"55213",69,68,121,13,46,37,68,34,48,35,26
"1172565",128,84,174,17,87,58,125,80,98,73,39
"1082704",100,85,146,15,78,49,108,73,87,69,41
"718251",0,0,0,1,0,0,0,1,3,1,0
"93378",107,84,133,15,83,50,106,72,82,59,30
"67780",83,0,124,13,0,48,0,63,66,0,43
"1288122",8,5,7,0,4,2,4,0,4,0,1
"1578828",9,6,6,3,3,6,4,3,6,1,1
"1650654",0,2,0,0,1,0,1,1,1,0,1
"667120",0,0,0,0,0,0,0,1,1,1,0
"1453496",3,6,5,0,3,1,5,1,6,8,5
"546367",34,23,54,3,28,19,45,29,25,21,11
"1848580",4,0,2,0,5,4,3,0,0,0,0
"82983",25,21,31,3,16,11,25,16,18,16,7
"1141663",2,1,0,0,0,0,1,1,0,0,0
"158850",12,12,29,2,10,10,30,14,4,16,11
"126385",30,12,26,1,8,4,14,2,8,9,2
"333962",18,12,37,2,14,4,12,7,10,7,4
"1141660",9,9,20,0,12,3,13,5,11,4,10
"333965",25,17,27,5,6,6,12,8,12,10,6
"588",4,1,0,0,2,2,6,8,4,1,0
"2791982",0,0,0,0,0,0,0,0,0,0,0
"406818",25,12,21,2,21,10,18,15,9,7,6
"351671",22,23,44,10,23,18,49,17,22,28,8
"351679",17,15,60,2,7,13,23,11,9,9,4
"628",15,14,0,1,22,14,25,6,16,15,4
"1354304",13,16,35,2,15,6,12,9,11,12,8
"290110",13,11,34,3,14,8,16,14,8,6,6
"180434",0,1,3,0,1,1,1,1,1,0,0
"584",56,0,0,6,0,0,0,0,170,0,0
"585",34,21,92,2,16,19,29,23,18,18,8
"183417",9,7,90,0,9,8,9,8,3,4,1
"102862",4,11,9,0,6,2,2,6,4,11,1
"2697019",4,1,2,0,3,3,5,1,3,1,3
"626774",2,0,29,0,1,2,0,1,1,0,1
"1987580",2,3,6,0,2,0,1,1,2,0,1
"230089",18,11,42,2,9,15,16,20,15,14,5
"141679",31,18,52,3,16,7,22,11,9,6,9
"291112",11,20,31,3,22,8,22,10,15,6,5
"235559",13,9,24,3,4,8,6,14,9,4,0
"1231049",13,6,29,3,7,4,7,9,4,5,2
"638",7,9,28,1,9,2,15,8,9,4,4
"634113",2,2,18,3,4,2,4,5,1,1,2
"1239307",128,96,142,25,84,71,126,68,92,63,41
"2342",66,39,74,5,60,35,58,47,54,43,40
"1929246",9,6,16,2,5,8,4,4,8,8,3
"158841",86,55,85,8,52,34,71,38,41,33,23
"82985",25,28,108,3,15,18,36,24,9,19,17
"2172103",14,14,24,1,12,9,15,10,11,8,9
"2498113",13,15,49,1,16,11,16,12,20,12,12
"703",81,77,227,20,78,53,86,60,55,51,20
"1255043",969,837,1257,191,801,544,938,713,740,531,340
"396588",994,682,1575,229,681,586,934,612,625,506,356
"713585",893,720,1112,179,648,485,879,608,675,443,313
"396595",699,474,1053,151,478,401,665,447,407,400,260
"106634",735,505,1012,154,476,459,666,441,507,346,207
"1765967",710,619,1104,137,470,434,736,438,514,419,203
"2792603",701,591,1189,161,568,455,763,457,617,482,266
"2819280",387,272,668,82,322,287,400,233,340,229,155
"1335757",478,393,659,99,336,258,472,294,344,251,156
"2666185",417,338,678,80,288,274,392,259,306,229,118
"1260251",307,222,564,63,196,173,322,236,221,155,95
"349124",919,594,1024,185,665,539,871,575,690,528,295
"1052",129,111,194,21,104,78,127,93,115,78,41
"2740807",835,638,1190,181,651,509,913,549,628,502,289
"187272",929,649,1196,201,533,553,831,575,536,526,318
"421628",347,241,478,83,230,179,307,189,231,204,103
"1442136",292,209,471,68,210,205,271,199,180,196,90
"1166950",1531,1025,1676,223,1019,935,1417,931,921,682,391
"765912",1429,1047,1504,242,1035,894,1323,880,1026,778,423
"765910",1303,916,1544,228,935,831,1286,883,894,726,413
"572477",933,681,1324,168,691,503,855,587,681,470,289
"765911",804,621,1161,132,630,451,870,568,562,421,263
"316276",579,426,797,108,444,320,549,394,431,299,190
"472759",94,76,129,24,60,57,76,60,54,45,25
"1814290",108,57,140,25,74,56,99,73,70,66,33
"323261",63,42,407,92,39,31,70,39,43,42,15
"105559",67,42,132,26,43,33,60,51,46,48,13
"2699430",449,283,512,58,347,220,421,279,257,223,131
"1763998",75,46,698,16,55,46,71,52,55,50,24
"2498451",45,24,6678,6,22,17,36,10,97,13,5
"2545632",19,13,124,8,17,14,38,12,17,11,8
"553981",12,21,44,3,13,7,11,4,9,11,4
"1630141",23,11,126,4,18,8,25,16,12,10,6
"1579979",905,639,1409,177,676,555,948,622,652,568,301
"2771012",555,421,904,153,414,349,537,386,431,311,175
"2795687",247,204,290,48,175,147,211,122,144,125,86
"585455",155,121,217,52,120,85,153,87,88,83,48
"1972068",783,680,1776,199,601,485,843,524,608,478,340
"47960",922,701,1152,185,653,581,904,731,619,544,272
"1860122",381,266,710,70,315,191,397,274,325,198,154
"555778",142,115,334,36,90,79,137,103,95,84,65
"1548547",444,368,856,133,347,200,440,267,284,219,122
"1811807",213,167,373,33,138,128,232,141,156,101,77
"1192854",206,178,298,32,125,127,236,160,147,110,53
"2587844",787,475,867,158,516,449,718,487,550,380,218
"2773308",543,374,768,129,376,322,475,336,342,281,159
"2587849",438,346,589,112,308,243,485,296,295,303,126
"1883416",513,362,811,131,380,313,475,343,323,242,162
"2733488",540,314,579,101,305,279,433,275,304,272,132
"2733487",484,339,813,118,336,307,456,279,365,319,139
"2497861",500,355,803,110,296,290,466,288,309,253,156
"1609967",548,337,686,116,300,252,444,299,282,268,150
"2306583",514,295,658,83,309,267,398,305,297,255,116
"2730360",375,202,422,54,207,216,304,189,206,181,102
"2562282",173,134,326,49,107,97,163,101,127,107,62
"2749040",159,113,229,34,92,99,145,109,104,96,61
"2785909",159,122,229,39,110,89,156,106,74,111,53
"1504981",93,74,176,19,58,54,75,54,64,42,35
"2136172",79,67,127,26,48,55,90,42,57,47,38
"2733484",54,41,81,10,34,26,63,49,51,32,19
"1118153",75,43,85,17,43,35,55,36,63,35,14
"2014541",23,14,40,6,19,7,15,7,13,9,4
"1971364",18,27,75,4,20,12,12,16,23,23,7
"1666906",20,25,48,7,10,17,20,20,14,13,11
"1761789",21,21,99,12,12,12,27,13,11,7,7
"1346287",8,7,14,3,9,5,10,6,4,10,1
"1250400",0,0,0,3,0,0,0,0,1,0,0
"475662",927,521,1010,160,469,473,726,485,523,439,224
"1897729",696,406,757,126,400,352,610,388,432,385,172
"1081866",553,360,674,129,325,327,518,294,357,238,125
"768066",463,347,770,118,283,272,448,305,346,238,147
"507626",447,266,570,90,270,216,320,236,244,217,116
"115561",277,201,294,52,154,155,222,171,157,154,90
"29571",237,163,410,52,202,123,218,134,184,131,91
"1178482",234,179,381,60,150,137,240,165,165,145,88
"29570",278,179,464,73,215,181,310,165,189,159,102
"2609667",144,100,158,25,81,68,124,74,99,72,45
"664683",90,64,87,13,52,30,72,44,44,57,22
"74661",49,41,104,18,29,33,55,40,55,34,31
"44935",16,28,53,9,13,27,40,28,21,22,5
"213554",5,11,22,0,6,6,13,5,9,3,1
"272774",0,5,7,1,6,4,7,1,2,3,1
"2686360",193,130,287,52,127,98,155,108,150,96,64
"2609415",98,77,164,23,58,71,109,69,48,68,40
"2661553",62,51,123,16,53,54,80,52,55,29,22
"2053669",2,0,1,1,2,1,3,0,5,0,0
"1055101",53,73,128,10,56,35,81,68,62,60,28
"28258",12,7,2,0,2,2,3,3,3,4,3
"376489",853,520,1115,147,552,482,653,474,593,446,250
"1771309",827,581,1106,174,570,499,725,499,530,481,283
"657387",191,142,307,34,138,117,220,124,138,117,72
"698828",175,92,238,33,119,86,149,115,128,79,59
"157779",177,141,258,45,120,88,190,102,152,99,56
"290398",544,376,2141,217,347,322,504,316,362,236,177
"1883414",398,234,644,98,284,216,338,215,296,221,126
"33074",109,79,189,19,79,47,104,80,62,80,27
"91844",8,9,16,0,6,2,11,8,6,14,2
"114186",3,5,6,0,12,1,2,0,9,0,1
"2014542",619,415,1005,134,439,379,590,326,435,335,222
"1113728",7,3,5,3,3,3,3,0,3,10,2
"391936",472,364,1314,1384,335,302,542,321,377,327,200
"930169",317,213,541,52,191,142,290,192,211,198,82
"1094342",274,196,450,67,185,141,273,152,180,161,79
"393595",3,3,5,1,2,1,2,4,1,7,0
"1917421",83,64,232,28,74,67,102,58,76,51,30
"1821621",385,249,487,73,237,224,341,197,218,166,106
"48076",156,102,223,36,80,70,109,74,103,59,48
"2668067",34,29,108,14,16,19,24,15,23,14,18
"400668",16,22,81,4,18,16,16,6,14,5,11
"2071621",21,10,52,3,17,4,14,8,8,9,5
"178399",28,30,73,3,32,16,41,25,34,18,16
"383750",35,20,50,1,28,14,18,17,14,14,7
"717774",18,15,71,4,14,10,18,22,16,7,9
"491952",28,15,61,3,16,15,18,10,10,20,6
"2773454",21,15,42,2,10,14,14,13,11,11,3
"491950",27,13,38,2,15,11,19,15,9,4,3
"1031538",25,22,56,5,14,20,34,21,17,20,12
"1572645",26,22,106,8,23,7,24,16,18,12,11
"1441457",20,17,42,6,10,28,35,18,17,11,10
"1249553",92,74,162,25,57,44,75,51,49,47,20
"2614693",55,28,143,13,28,34,55,49,47,37,23
"1298593",6,1,6,0,3,1,3,4,2,3,1
"1208320",3,1,13,1,4,0,1,3,2,1,1
"1278309",44,29,95,8,20,20,34,24,44,18,9
"207949",22,15,59,4,3,7,15,9,17,7,9
"1628392",220,175,332,36,187,117,171,162,156,123,82
"349521",174,131,342,31,151,98,225,135,145,133,81
"2683272",37,22,83,3,14,20,23,17,16,13,7
"2161747",249,223,457,55,198,126,251,169,199,133,101
"1336806",124,78,194,23,89,65,104,88,91,67,44
"1445510",72,60,160,29,61,43,83,50,58,46,39
"418701",146,97,320,32,90,82,99,77,115,62,56
"523791",23,18,42,6,11,19,26,12,12,14,18
"1561924",24,14,88,7,15,12,18,7,16,15,10
"914150",14,9,68,7,4,10,16,10,15,7,3
"1144748",14,11,50,4,9,7,15,4,8,19,9
"141451",77,46,176,8,42,44,61,29,41,26,17
"570277",55,38,132,9,30,28,38,22,24,23,16
"2304594",211,161,400,53,164,113,234,150,151,103,67
"2769486",216,167,317,46,135,108,191,115,147,109,49
"2488665",202,129,387,51,128,102,173,118,126,118,53
"1749259",111,69,209,30,72,53,81,60,52,44,34
"1761794",102,52,141,16,49,46,65,43,43,33,42
"1415568",89,72,195,22,55,51,110,53,45,46,35
"2547598",54,56,144,16,63,41,67,49,70,36,12
"1671721",60,52,167,15,32,37,72,31,41,35,32
"490759",59,35,86,7,31,17,62,27,43,41,15
"2603215",290,226,542,146,212,149,293,180,211,166,116
"1163748",101,51,109,14,48,34,67,48,34,40,12
"351348",64,48,131,14,36,30,81,44,42,37,25
"1420917",229,174,378,46,152,132,214,138,168,141,79
"418719",199,113,324,34,117,86,155,106,91,89,37
"1874317",157,120,299,34,113,66,112,98,96,64,33
"225937",77,52,86,16,34,60,62,43,38,33,24
"330734",28,28,76,9,22,28,55,21,32,16,13
"2267264",56,47,70,12,31,25,55,36,29,15,12
"1714845",12,8,84,0,6,6,15,4,9,8,2
"2358187",11,13,35,1,2,4,12,4,5,2,5
"1917158",1,1,7,1,1,3,1,0,2,3,2
"2058133",3,7,13,1,2,1,4,2,3,1,1
"1004787",3,6,11,0,2,1,9,5,4,3,3
"1004785",16,7,22,2,12,12,15,5,9,1,2
"529120",3,1,4,0,2,0,1,0,0,6,0
"1004788",0,0,1,0,0,0,2,1,4,2,1
"1774373",2,4,2,0,0,1,2,0,6,1,0
"1300254",1,1,0,0,0,1,1,0,4,1,0
"1858656",34,22,50,13,16,17,26,22,25,13,12
"589873",11,6,8,1,9,4,9,2,13,3,3
"715451",10,6,23,1,6,6,6,4,4,3,3
"233316",3,1,0,0,0,2,7,3,2,0,0
"287094",0,0,0,0,0,1,0,1,1,0,0
"2259620",254,192,337,57,148,173,214,169,144,129,87
"2785918",61,36,83,8,27,39,56,36,37,22,8
"2572577",43,24,96,13,27,25,33,16,27,16,5
"914153",44,30,131,9,31,21,49,24,32,34,13
"2303538",26,35,128,17,24,18,43,17,25,23,14
"2686358",17,9,41,4,9,4,15,10,10,10,3
"2686359",17,18,27,5,18,8,14,11,6,8,2
"1129794",26,15,105,9,16,7,16,8,20,9,5
"197222",15,20,39,6,15,9,19,10,13,15,2
"2489595",43,27,2061,64,48,16,39,14,65,32,30
"1085623",22,23,44,3,12,10,16,7,8,13,1
"1526571",66,51,150,15,48,37,60,34,37,37,22
"2183582",82,33,170,26,49,51,74,55,43,46,22
"2172099",21,16,91,8,17,11,30,10,21,18,5
"1740262",40,21,86,5,14,12,19,10,15,5,9
"680279",36,25,80,6,33,15,25,17,14,8,11
"2814293",40,33,77,10,26,24,34,43,22,31,19
"2814294",44,22,67,10,22,19,46,27,22,21,15
"2814292",30,23,66,3,19,28,28,18,18,23,14
"2593655",24,23,44,8,7,14,21,26,10,13,6
"2803864",24,12,48,4,18,4,17,10,19,14,5
"2589987",43,12,44,3,17,10,21,4,14,12,5
"2590015",16,10,77,3,14,9,23,13,10,13,11
"94122",19,13,10,2,7,6,16,10,8,6,3
"2814295",31,19,27,3,28,8,27,21,16,16,7
"2059264",19,13,32,0,19,7,34,16,7,21,11
"2029986",11,12,19,3,24,10,21,12,10,5,8
"2487742",14,15,28,2,16,3,18,8,13,10,6
"2698686",10,10,24,1,8,4,9,5,11,4,3
"60480",12,10,22,2,3,3,13,5,5,4,4
"1930557",4,4,10,1,2,1,4,5,4,2,2
"2589790",1,4,10,1,1,0,4,2,4,1,0
"2575361",5,4,4,2,9,0,10,3,5,5,4
"60481",10,5,33,1,6,2,3,5,2,4,4
"2806008",2,5,14,5,2,5,3,0,8,0,2
"2593656",0,0,7,4,2,0,4,1,1,0,0
"2601269",0,1,1,0,2,0,0,0,0,1,0
"2775245",8,0,6,0,2,2,3,0,3,1,0
"351745",1,1,16,0,2,0,0,1,0,0,0
"323850",161,94,196,33,86,88,125,104,108,95,48
"1965282",122,80,172,13,68,56,93,52,44,56,31
"38313",114,70,233,24,75,66,100,58,94,45,29
"407976",3,1,6,2,4,0,4,1,1,2,2
"693971",1,0,0,0,0,0,0,0,0,0,0
"399804",6,3,4,0,1,2,9,2,1,1,2
"260364",88,37,108,13,46,45,60,42,35,28,20
"1173586",106,54,208,17,60,47,54,37,56,27,25
"326297",64,54,143,13,33,25,63,37,27,27,9
"425104",50,33,91,17,20,15,29,8,23,20,2
"318161",12,18,119,4,8,10,15,6,20,8,10
"458817",18,12,47,2,16,7,25,16,18,14,7
"2520507",28,19,154,0,15,13,12,8,13,12,2
"637905",26,18,34,3,13,14,16,6,19,9,6
"256839",22,10,32,1,12,10,20,9,14,6,7
"392500",29,20,53,4,27,8,30,10,23,15,5
"43661",25,15,53,6,20,17,35,15,24,19,9
"225848",25,14,44,6,10,21,24,8,14,15,5
"150120",12,15,55,1,17,8,15,8,6,5,10
"398579",26,21,60,6,18,15,14,10,14,17,8
"558541",19,21,61,8,12,23,27,17,14,8,8
"211586",46,18,37,3,13,20,26,12,11,12,9
"225849",32,13,65,6,14,13,26,26,6,12,7
"238836",23,12,61,4,8,7,11,10,8,6,5
"1028752",20,13,37,2,11,13,20,13,4,5,0
"2018305",7,12,46,2,4,3,9,3,4,2,0
"93973",3,2,26,0,4,3,2,5,8,2,2
"318167",16,9,17,1,11,4,5,4,7,7,3
"2588449",3,3,16,0,1,0,4,2,5,2,0
"342950",20,16,33,6,24,13,9,5,9,10,5
"2547970",15,11,61,2,2,10,12,7,15,7,2
"1709477",28,27,109,6,21,14,39,18,33,22,5
"116092",25,30,67,3,14,8,15,7,11,13,10
"2744479",18,6,34,5,4,15,11,2,7,5,3
"2003316",16,3,22,3,14,10,17,7,2,2,4
"2587843",10,4,18,3,3,4,14,5,8,8,3
"1390185",7,2,25,0,1,1,4,1,2,0,0
"1514074",6,5,20,3,3,3,7,9,6,4,1
"649161",0,0,4,0,0,0,2,1,1,0,1
"2799564",1,0,6,0,4,0,2,0,1,1,0
"2583375",0,1,5,1,1,0,0,0,1,1,1
"283699",5,2,4,0,1,1,7,1,1,1,1
"87791",2,3,9,0,1,1,2,3,1,0,1
"1720343",5,4,13,0,3,1,3,1,2,2,2
"1761891",1,2,16,0,0,2,0,0,1,0,0
"234831",2,0,4,1,0,0,1,0,0,0,0
"2752475",0,0,0,0,0,2,1,0,0,0,0
"2759705",1,0,1,0,0,0,3,0,0,0,0
"2785910",3,0,19,1,0,1,2,0,0,3,0
"43658",104,53,175,14,72,52,83,45,58,61,31
"1365250",3,4,12,0,3,1,6,2,2,0,0
"339617",61,40,95,8,34,17,40,20,39,31,9
"1315306",15,22,33,3,14,9,15,11,5,11,3
"43662",34,22,55,4,22,13,27,25,17,14,18
"342610",31,17,46,3,16,15,37,14,20,9,3
"1117319",8,6,15,1,7,5,15,5,5,5,2
"161398",14,11,44,6,9,11,15,8,9,9,5
"227",11,8,19,5,0,4,10,8,4,7,5
"1315282",12,13,51,1,9,6,16,5,6,7,8
"314281",21,12,72,4,13,6,18,8,9,4,0
"874454",10,13,42,2,8,7,10,8,8,2,1
"882626",16,10,32,1,7,9,20,18,13,3,5
"1348114",12,9,28,9,10,7,9,4,18,3,3
"1314866",12,3,5,0,2,4,4,0,5,2,1
"1190813",15,8,34,4,8,5,11,9,11,15,6
"1312369",1,3,6,1,5,0,1,1,0,1,0
"151081",9,5,12,2,8,10,6,8,4,0,2
"1117313",4,3,20,0,8,1,4,4,7,6,4
"1315283",2,5,14,1,7,6,5,2,4,2,3
"1314869",8,9,31,8,7,9,12,4,6,4,3
"1315279",3,1,6,0,5,1,1,0,2,1,0
"267375",6,4,5,1,1,5,5,0,3,3,0
"43660",9,5,16,2,6,1,1,3,2,0,1
"621376",2,6,8,0,3,1,5,1,0,1,1
"28109",1,2,2,0,0,1,2,0,1,2,1
"152297",5,0,3,0,2,2,3,2,2,2,0
"1315275",3,1,19,1,0,2,0,0,1,0,1
"43659",2,0,6,1,0,3,1,0,1,0,0
"2820710",37,19,52,3,20,7,23,15,14,13,8
"1266052",15,7,33,3,6,7,13,8,6,3,5
"550540",291,168,410,54,176,153,237,187,165,131,87
"2724191",46,42,59,4,31,21,43,31,27,32,9
"1816218",17,16,67,3,15,4,23,17,10,8,8
"2161872",14,8,45,5,8,8,10,7,6,11,2
"2497879",18,8,36,3,6,8,10,9,5,11,3
"1816219",18,9,34,1,13,6,16,5,7,6,0
"2689569",13,16,32,5,4,10,13,5,11,8,4
"58049",21,9,37,2,10,6,12,3,4,10,2
"167879",13,11,53,4,17,7,18,4,8,8,2
"1967665",10,13,31,1,3,4,9,4,9,4,1
"2594005",16,18,69,1,14,13,40,15,26,16,4
"2769490",11,15,41,1,4,3,16,6,4,12,0
"2552945",17,16,59,5,15,14,11,10,13,5,9
"1763536",8,10,57,2,14,6,9,7,14,9,0
"718192",12,10,35,1,7,4,21,2,10,5,5
"2100422",41,37,121,14,26,19,50,39,31,29,15
"2055892",19,11,18,3,9,6,15,16,9,13,5
"135577",18,25,56,10,21,12,25,12,26,21,4
"1940690",20,10,106,4,14,13,26,9,14,14,7
"1096243",13,17,22,3,11,10,14,7,10,14,4
"357804",31,15,67,5,19,13,29,15,13,13,1
"314282",15,8,23,3,10,6,11,8,4,11,4
"69539",15,11,45,2,11,7,18,4,16,11,8
"1202962",13,12,56,4,8,8,11,5,10,2,0
"1347420",10,7,31,2,10,10,12,8,9,6,2
"998088",11,9,21,1,12,10,15,11,11,15,10
"1354302",79,48,91,7,45,35,82,29,52,37,19
"1448139",23,21,49,5,23,17,15,21,23,22,10
"196023",26,26,40,8,24,34,39,30,31,17,14
"1208104",4,4,11,2,0,2,4,0,2,1,0
"652",362,268,437,70,203,191,338,211,266,201,97
"2033032",171,99,183,23,69,78,113,68,65,62,39
"2033033",108,51,189,13,54,60,51,60,59,54,26
"2560029",14,21,9,2,8,13,16,17,7,7,7
"1636606",34,13,22,3,9,7,7,8,8,6,0
"1636609",28,13,28,9,20,7,17,7,20,18,14
"2560028",26,24,28,5,21,28,28,27,18,9,7
"1758179",18,5,20,3,5,9,17,17,15,11,16
"1636607",13,5,14,1,3,7,9,4,5,6,1
"1636608",15,0,112,15,2,30,4,2,3,3,12
"1920107",1,3,11,0,1,2,1,0,3,3,1
"647",0,0,0,0,0,0,0,0,0,0,0
"2675707",14,2,3,0,0,5,1,2,0,3,0
"73010",251,157,277,37,149,122,200,146,163,131,100
"96473",23,20,14,6,16,6,10,14,13,11,6
"29491",4,3,8,1,9,1,10,3,4,1,0
"197700",1,0,3,1,0,1,1,1,0,0,3
"218936",271,196,363,44,188,161,262,155,189,134,61
"648",229,157,491,44,179,132,189,132,128,100,68
"650",145,111,256,27,99,73,132,103,112,89,41
"196024",170,96,221,21,88,94,151,112,109,83,39
"948519",29,25,33,6,28,20,38,16,18,14,9
"656",27,23,33,5,18,9,22,23,14,10,8
"347534",687,404,905,129,418,394,599,419,413,343,208
"511062",248,199,395,56,168,153,296,176,167,171,82
"2047966",84,64,119,22,84,54,80,85,62,53,37
"1416627",50,28,94,9,28,29,45,27,45,23,6
"1903694",20,13,79,6,18,15,34,18,25,9,16
"595494",35,30,185,14,30,29,52,34,30,22,20
"83771",30,27,41,3,11,10,18,8,22,13,2
"2812648",737,539,1302,118,565,471,767,520,496,387,276
"2681310",681,546,1066,154,543,430,732,478,636,427,269
"243233",771,524,932,110,478,509,709,551,442,397,223
"2785785",236,185,478,34,165,118,219,155,138,106,78
"1727196",117,88,188,15,89,67,124,56,84,55,25
"107637",95,69,224,17,69,39,114,58,85,47,18
"2812647",95,76,184,8,43,47,102,66,51,37,22
"2608981",218,176,322,42,157,123,227,140,129,118,74
"1538553",182,146,360,36,149,122,229,133,131,94,61
"857087",152,102,469,29,133,87,163,98,70,73,40
"702114",131,79,260,18,97,86,122,82,74,70,29
"686340",632,519,1090,122,522,381,654,413,475,350,222
"2049332",133,106,246,20,87,66,127,71,87,65,34
"1432792",806,535,1013,132,634,479,824,523,573,625,314
"1808979",291,223,665,63,215,177,297,199,154,184,100
"1091494",68,56,94,14,53,30,68,37,52,14,27
"95641",53,41,224,17,50,30,74,43,37,34,25
"1704499",116,92,296,21,112,73,109,64,87,65,43
