"","s9OmM2TOMPOOB051285.extra.kraken2.report","FvY2M2TOMPOOB051329.extra.kraken2.report","nG3jM2TOMPOOA051345.extra.kraken2.report","IGpcM2TOMPOOB051290.extra.kraken2.report","X0n7bM2TOMPOOA100365.extra.kraken2.report","AYtCM2TOMPOOA100360.extra.kraken2.report","TECcM2TOMPOOA051310.extra.kraken2.report","abKIM2TOMPOOA051320.extra.kraken2.report","aFJgM2TOMPOOM090325.extra.kraken2.report","DYZgM2TOMPOOB100370.extra.kraken2.report","XR8LM2TOMPOOB051125.extra.kraken2.report"
"264686",29,30,10,22,35,32,25,15,3,25,31
"374162",11,27,4,20,13,21,27,11,2,11,15
"142864",43,58,18,42,81,65,51,27,10,75,42
"2619674",32,32,5,24,44,32,19,42,4,25,13
"1165",25,27,7,16,31,41,33,11,4,25,26
"1164",18,18,16,17,22,10,14,9,4,15,17
"264691",2,2,0,0,5,1,0,0,0,4,4
"2619626",262,318,68,216,406,359,224,244,33,244,202
"1973486",51,84,4,61,74,62,55,37,10,32,39
"938406",38,63,19,29,60,44,32,14,8,26,33
"32054",19,18,9,16,29,27,20,14,3,16,26
"2618749",287,286,57,130,251,318,170,197,16,184,273
"1397703",41,50,9,37,61,52,36,25,10,42,36
"109266",25,30,2,17,40,30,17,12,4,20,21
"156213",23,18,10,17,19,23,9,14,10,14,4
"70799",11,32,10,17,37,29,12,14,24,22,10
"289435",34,32,14,29,36,28,19,13,3,28,32
"136073",16,19,2,9,16,9,13,10,2,12,9
"2622029",10,18,0,5,11,5,8,4,1,3,9
"1166",3,7,2,3,3,7,6,14,0,3,6
"747548",4,2,1,1,6,3,4,4,1,3,4
"312883",6,7,1,2,6,7,1,5,3,4,5
"494603",70,92,18,91,112,84,75,59,4,67,43
"2676603",24,23,16,26,48,33,17,22,1,16,21
"1197",19,42,15,17,27,29,25,32,2,18,29
"2649714",31,15,3,17,28,22,10,22,5,26,22
"33071",1446,1731,430,1079,1677,1927,1068,1132,197,1184,1103
"54299",105,106,18,85,108,115,82,67,15,70,84
"54308",38,43,12,28,50,56,29,27,4,43,19
"2642663",14,30,6,6,25,17,21,10,6,13,6
"102116",21,14,0,12,20,18,7,6,3,6,6
"1188228",52,70,7,38,63,68,37,26,6,40,30
"1228987",6,11,5,18,12,13,9,8,0,3,2
"1763363",6,3,2,3,8,9,1,2,2,5,2
"2623546",1308,1443,408,1117,1482,1674,919,1030,249,996,1019
"309887",772,946,308,755,1033,1048,584,702,137,624,580
"1768108",728,843,243,724,895,966,535,590,111,515,540
"502394",839,903,263,636,877,1125,561,669,140,667,595
"1211322",749,817,254,715,858,959,597,595,125,608,550
"317577",756,821,244,689,831,1221,640,644,114,564,601
"2202254",586,591,188,583,649,756,422,578,106,471,420
"432329",506,586,203,452,573,675,396,451,94,415,408
"980427",433,550,186,400,563,624,321,312,96,364,342
"68909",423,489,162,411,504,525,350,353,77,302,347
"1182571",416,464,129,384,491,568,330,371,59,357,347
"1299",400,412,148,394,451,517,252,316,80,286,272
"310783",250,346,103,224,394,396,238,240,40,253,219
"1309411",306,306,109,226,360,445,241,267,36,231,213
"55148",262,336,95,246,310,334,188,247,41,211,215
"1182568",168,187,46,118,210,169,107,113,22,112,119
"274",354,368,86,266,357,522,239,288,53,229,267
"271",247,293,104,234,273,338,181,195,52,191,224
"2619321",223,242,59,141,250,300,172,166,42,155,181
"56957",205,253,52,195,236,260,156,152,25,127,181
"37636",188,164,41,92,173,189,95,95,17,101,91
"56956",132,166,54,119,157,165,125,132,19,105,128
"2483360",121,108,31,76,122,172,77,77,9,85,75
"456163",56,57,10,28,40,44,42,23,16,33,41
"52022",366,392,100,304,405,431,284,287,62,248,309
"277",299,311,86,205,376,433,215,246,52,242,259
"172827",271,339,78,269,339,383,208,218,33,252,217
"187137",1126,1280,375,974,1265,1507,956,952,169,773,956
"186192",650,727,278,721,704,809,539,556,97,449,514
"332249",897,1023,339,953,1093,1260,657,737,311,720,798
"85002",2535,3662,765,2794,2919,3929,3539,2335,490,2385,2856
"500",753,769,253,713,847,995,591,640,110,518,688
"120961",1332,1581,484,1670,1743,1840,1095,1916,173,1117,1405
"1107",581,758,198,596,763,856,521,654,119,498,544
"2601677",1663,2092,519,2125,2044,2268,1419,1449,328,1255,1682
"1806508",1744,2063,501,1305,1991,2376,1510,1420,271,1213,1572
"167964",390,534,143,213,463,475,467,305,34,318,409
"2635759",280,486,117,167,369,303,313,153,52,277,311
"913107",322,457,129,181,400,386,362,256,36,266,296
"1986204",119,159,72,93,156,161,121,90,19,92,146
"133453",743,917,243,583,1040,1045,657,662,149,675,687
"1839801",165,212,55,190,230,228,149,136,22,136,155
"552811",185,225,51,201,201,265,163,156,35,148,163
"1536648",99,129,24,89,126,133,84,87,21,83,82
"61435",40,55,13,33,42,49,36,31,11,26,45
"237581",0,4,1,0,5,1,1,0,0,0,2
"2509675",308,370,137,354,467,410,270,505,44,278,327
"525904",294,306,70,284,371,377,265,284,42,202,331
"1005039",858,1060,508,985,1033,1086,738,843,114,667,608
"454171",210,283,88,220,271,255,204,176,28,146,150
"2683645",29,41,29,28,70,48,31,30,19,32,21
"656088",15,12,5,8,24,10,5,9,10,16,3
"2116",23,17,2,3,17,26,15,3,2,9,12
"28227",8,21,2,8,14,6,17,10,1,9,4
"86660",11,15,2,14,11,48,11,5,7,14,19
"2118",8,1,3,5,8,2,8,19,0,1,13
"2096",3,3,1,7,8,8,2,2,1,0,3
"2099",0,2,0,1,7,3,0,6,0,0,1
"2123",5,8,0,2,7,5,2,2,2,3,2
"519450",1,2,0,5,6,2,0,1,0,4,1
"92400",2,0,1,0,5,0,2,0,0,1,3
"2104",0,4,0,1,5,3,4,7,0,6,0
"50052",2,1,1,0,5,4,5,0,1,1,2
"2121",0,1,0,0,5,2,1,4,0,2,1
"45362",1,2,2,0,4,1,1,1,0,0,1
"45361",1,3,1,0,4,3,0,0,0,3,1
"141391",1,2,0,1,4,2,3,1,0,3,3
"2124",0,2,0,1,4,1,1,1,1,4,1
"2100",0,1,0,3,4,2,0,4,0,0,0
"29501",1,2,0,1,3,2,2,1,1,1,2
"2120",1,3,0,3,3,1,1,5,0,2,2
"2111",1,0,1,2,3,1,1,2,2,0,1
"353852",2,2,2,0,3,6,0,1,0,1,1
"142651",0,3,0,0,3,3,2,1,1,2,1
"57372",0,4,0,0,3,2,1,0,0,0,0
"65123",0,0,0,1,3,2,0,0,2,0,1
"2098",3,5,2,5,3,10,6,2,2,1,2
"1612150",0,1,0,1,2,5,0,1,1,0,2
"142649",1,2,2,4,2,1,3,2,1,0,0
"45363",0,2,1,0,2,1,0,2,0,2,0
"51365",4,1,3,3,2,4,0,2,1,2,0
"29559",0,1,1,5,2,2,1,2,1,2,2
"2128",4,1,1,1,2,2,0,0,0,6,1
"136241",2,4,0,0,1,2,0,1,0,2,1
"984991",1,2,2,2,1,0,1,0,0,0,0
"2097",2,0,0,1,1,3,0,0,0,1,1
"29555",4,3,2,0,7,10,3,1,2,0,1
"2112",2,3,0,2,5,4,3,1,0,1,2
"48003",2,2,0,1,5,3,2,1,1,2,1
"171285",0,1,1,0,4,3,2,0,0,1,0
"114885",1,1,0,1,4,3,3,4,1,2,0
"114881",2,3,0,0,4,3,0,0,0,1,1
"171281",3,0,0,0,4,2,1,0,0,2,0
"29556",4,2,4,8,4,7,1,0,0,5,1
"2110",4,4,0,1,4,1,3,3,2,1,4
"29561",1,2,0,0,3,2,1,0,1,0,2
"171282",2,3,0,3,3,1,1,3,1,2,0
"114880",2,0,0,2,3,1,2,2,1,3,0
"29553",0,4,0,2,2,3,1,2,0,1,3
"28903",0,3,0,0,2,4,2,5,0,7,1
"2113",1,2,0,1,2,2,1,3,0,0,1
"76629",0,2,1,1,2,1,1,0,2,0,1
"2109",1,3,0,1,2,4,0,1,0,2,2
"142650",2,0,2,0,2,1,0,0,0,2,0
"171284",3,9,1,2,1,5,0,0,0,0,2
"2107",3,2,0,1,1,3,0,0,0,1,0
"171279",2,4,0,3,1,0,0,0,1,1,1
"2094",1,4,1,0,1,6,0,2,1,1,1
"295596",8,23,6,11,21,12,17,0,0,11,17
"42094",1,4,0,1,6,1,0,5,0,4,1
"134821",3,1,0,1,6,0,4,0,0,0,1
"2130",2,1,1,2,3,1,4,0,0,1,0
"1609546",0,0,0,0,3,0,0,0,0,0,0
"315358",1,3,1,2,15,5,0,0,2,7,0
"2637901",1,5,1,3,10,7,1,3,0,6,2
"216942",12,7,0,3,10,11,3,10,2,3,7
"216946",2,5,0,0,6,2,2,1,0,1,1
"216931",1,2,2,0,5,3,0,3,1,3,0
"2136",1,3,0,1,4,1,0,1,2,1,0
"362837",1,2,1,1,4,3,0,1,0,0,0
"2138",1,1,0,0,4,5,0,2,2,0,2
"216935",1,3,0,0,4,1,2,4,0,0,1
"216934",2,3,1,3,3,5,2,1,0,0,4
"216933",1,2,0,0,3,3,3,3,0,2,0
"2139",2,5,0,4,3,2,0,3,0,0,1
"47835",2,1,1,0,2,3,1,1,0,3,1
"47834",0,0,1,2,2,0,1,1,0,1,0
"2145",1,3,1,1,2,1,1,0,0,0,2
"324079",2,1,0,1,2,1,2,0,2,1,1
"216938",6,2,4,1,2,4,1,1,0,2,1
"216944",0,0,1,0,2,2,1,1,1,3,0
"2143",1,2,0,0,2,0,0,2,0,2,1
"216932",3,5,1,5,1,5,2,0,0,4,0
"2134",3,0,0,1,1,2,1,0,0,1,1
"2137",0,2,0,3,1,6,0,4,1,6,2
"216937",3,3,1,0,1,3,3,0,2,0,2
"2151",4,2,2,1,7,6,0,1,0,5,1
"219745",1,0,0,1,4,3,0,0,2,1,0
"225999",1,1,0,0,2,1,1,3,0,0,2
"2149",1,1,1,0,1,2,0,3,0,2,1
"138853",1,0,0,0,1,2,3,1,2,1,0
"216427",1,2,0,2,1,0,1,2,0,0,1
"214888",3,2,2,4,5,6,1,2,1,4,3
"74700",1,0,0,1,3,0,1,2,0,1,2
"81459",2,1,0,1,1,2,1,2,1,1,3
"2148",5,6,0,1,8,3,11,5,1,9,1
"29552",4,7,3,4,7,4,7,3,2,3,2
"38986",3,3,0,5,7,9,2,1,0,1,3
"61635",5,10,3,6,5,8,5,3,3,2,8
"264636",6,2,3,6,5,5,4,4,2,1,1
"85620",2,1,2,0,2,7,5,4,0,1,2
"85630",2,1,0,3,2,3,2,5,1,2,4
"85632",1,4,2,0,2,3,1,1,0,2,2
"85625",2,3,0,2,1,4,0,2,1,0,0
"1541959",23,19,15,7,34,43,23,10,4,22,20
"114",10934,11605,2164,7037,8419,9206,8277,6893,492,5769,5113
"1210884",4007,4331,849,2509,3609,3873,3022,2604,170,2395,1886
"2622970",3655,4117,810,2519,3436,3503,2683,2343,185,2433,1660
"2528023",20706,22129,4604,14020,15381,16779,15115,12790,850,11028,9247
"2774151",12811,13890,2652,8461,10638,11780,9576,8340,590,7506,5982
"2598579",9700,11093,1995,6470,7789,8172,7460,6226,468,5211,4522
"692036",1128,1319,211,688,1232,993,906,697,83,806,492
"2528024",4082,5130,847,2097,4925,5024,2763,1626,1092,3619,2810
"2650471",4030,5151,758,2206,4790,4801,2965,1595,1103,3549,2572
"2528009",3136,4494,760,2169,3932,3500,2798,1777,494,2632,1848
"2528022",2783,4040,577,1845,3652,2946,2365,1421,453,2495,1677
"2527972",1033,1643,233,710,1611,1167,943,507,218,1020,683
"1400387",562,840,116,274,747,726,533,229,92,530,362
"2528010",2072,2913,425,1494,2646,2231,1812,1116,341,1721,1175
"2795974",961,1271,217,662,1207,1042,810,569,176,820,605
"2527979",904,1256,238,656,1206,1034,719,581,166,819,539
"2528021",1591,2148,348,1081,2514,1825,1340,777,257,1787,853
"2527990",735,1048,224,545,1025,836,609,431,148,651,432
"2528017",381,539,124,277,503,421,312,236,77,330,220
"125",917,1290,184,557,1306,989,829,419,205,970,487
"2639138",278,367,69,181,363,281,214,123,44,234,166
"2527984",929,1267,227,623,1220,929,803,430,225,811,500
"980254",898,1236,231,673,1187,1039,806,492,221,769,483
"980251",344,448,96,243,469,353,313,169,51,344,174
"2527968",304,420,94,245,451,337,278,210,65,251,181
"265606",320,446,74,248,442,358,242,165,84,290,187
"1331910",373,480,85,260,438,336,307,234,54,289,166
"2527974",11030,11705,2050,13451,8916,12269,8183,9133,5551,7008,6105
"406548",7587,9133,1926,9069,7393,8271,6145,8013,1260,5572,4287
"1387353",4873,5596,1529,5999,4766,5397,3910,5105,1058,3677,2624
"466153",3184,3894,1030,4396,3675,4203,2695,4419,644,2919,1882
"128",865,1126,248,794,929,913,801,698,167,660,450
"2648843",8484,10259,2272,8779,8532,10037,6744,7206,2245,5814,4729
"2527983",3302,3363,2536,3280,3739,2940,2260,1848,483,2073,1571
"2527978",674,979,171,505,818,818,544,396,106,585,337
"2605989",419,536,118,326,486,447,335,220,61,352,233
"122",284,378,73,202,391,296,230,147,58,235,149
"2527976",138,205,40,140,222,165,118,72,24,109,70
"2527971",187,267,39,149,216,227,155,124,29,165,99
"2527973",150,254,48,120,210,165,160,101,16,182,83
"2527964",140,197,30,119,201,149,117,74,31,153,71
"2608982",106,163,21,60,129,111,64,55,16,95,72
"2528026",2483,3388,626,1889,2774,2498,2022,1394,387,1774,1355
"2527989",2439,2864,575,1933,2375,2550,1792,1446,423,1567,1401
"2527995",899,1422,246,742,1253,1079,850,515,145,885,574
"1891926",544,804,118,438,723,591,433,310,94,473,299
"119",553,724,179,481,691,571,500,308,119,509,326
"2528027",512,561,126,430,642,496,408,244,125,390,299
"2528019",185,244,51,137,219,192,146,110,33,176,95
"120",167,218,59,128,217,147,111,111,42,147,93
"2527996",432,652,126,351,620,559,394,306,89,412,245
"2528007",193,281,59,166,283,240,199,126,37,199,115
"2527994",224,267,54,172,276,232,191,117,39,174,107
"2807512",4520,3878,1046,3707,3457,4360,2715,2795,579,2529,2087
"547188",1872,2083,551,1666,2009,2235,1368,1317,376,1304,1184
"2528020",128,148,44,112,171,134,121,83,29,115,106
"1851148",104,133,24,82,105,116,94,60,30,75,65
"1941349",39,56,2,23,44,32,43,52,2,47,32
"1940790",38,59,8,23,43,44,33,17,7,40,23
"1936003",159,230,54,141,212,181,146,136,13,146,124
"174633",57,80,21,56,76,89,50,54,4,53,47
"2649488",2267,2769,1568,2277,5796,2916,1518,1440,242,3282,1547
"107709",2449,2975,1594,2792,3038,2559,1729,1800,309,2015,1478
"1838286",2018,2649,1763,1849,4415,3149,1346,1215,225,2516,1415
"2576891",1058,1346,751,1306,2044,1272,784,761,122,1289,742
"1796921",851,1051,491,881,1111,902,630,581,105,722,519
"395922",102,154,46,89,158,164,84,77,23,94,82
"2625155",1189,1409,498,1131,1523,1419,984,951,216,1072,802
"2736",734,933,283,606,1080,955,607,484,91,677,442
"2711230",1723,1615,543,875,2162,1822,1086,703,155,1694,1148
"2728835",865,1066,366,606,1345,1088,642,539,180,784,924
"239935",359,445,152,309,457,375,305,255,54,320,240
"1679444",187,255,89,140,293,250,135,154,25,172,122
"2730359",347,448,131,294,491,441,307,281,56,258,268
"2796139",293,344,116,271,394,365,229,228,38,240,205
"1704307",82,96,34,123,123,95,78,100,21,70,48
"2628272",17,17,7,31,20,8,17,5,4,21,9
"431057",7,14,5,17,18,6,7,9,0,13,2
"511746",15,11,3,12,12,12,7,10,2,6,13
"1307763",572,690,189,485,688,689,478,472,79,446,413
"389348",15,27,4,28,36,28,22,18,2,29,23
"362787",2,17,0,9,7,24,7,5,3,13,7
"83552",15,31,20,43,30,30,12,27,3,17,17
"2643326",20,50,5,33,25,26,19,18,7,21,8
"71667",26,45,8,26,44,18,47,20,8,26,22
"83561",35,41,16,32,40,20,19,25,4,25,23
"340071",0,0,2,3,5,3,1,0,0,1,1
"810",51,89,31,55,106,84,44,52,8,59,58
"1930593",141,206,39,121,193,162,121,131,23,139,80
"89966",6529,7444,2381,5346,7654,8237,4923,5613,1481,5058,4385
"323449",2535,1617,566,1115,1269,2534,1258,745,3377,961,1016
"1379908",385,348,109,253,366,641,244,230,174,292,215
"299566",171,179,52,119,224,445,106,113,138,150,110
"1649474",93,91,36,55,111,157,60,60,52,63,48
"107",1736,2130,660,1397,2140,1965,1266,1328,404,1452,1088
"120831",519,572,230,476,659,585,357,319,275,402,482
"861914",470,552,191,415,535,531,361,310,91,378,313
"105",262,317,87,211,333,335,193,203,75,248,156
"455076",94,92,32,76,193,165,58,70,38,84,73
"978",21,42,13,46,49,37,21,44,15,39,16
"2173039",18,7,9,18,41,17,8,12,7,16,12
"319458",30,25,16,20,37,37,17,25,67,21,14
"2676247",21,23,2,7,21,19,8,6,4,10,17
"861913",0,1,0,1,1,0,1,1,0,3,0
"1433993",657,987,236,433,1166,804,542,358,133,882,509
"396811",33,36,15,21,42,31,12,14,15,36,14
"390846",172,241,79,167,257,218,137,142,67,183,129
"246875",83,122,36,73,169,97,56,57,69,126,65
"68288",45,68,14,35,66,60,32,33,21,39,21
"280472",34,44,13,27,56,46,25,20,18,39,13
"232244",12,21,8,15,33,20,9,9,12,10,12
"290180",55,37,13,37,60,53,26,36,16,40,47
"59739",28,44,12,30,57,53,29,21,12,29,16
"281119",14,45,29,23,30,47,10,33,18,23,24
"273135",4,17,6,11,26,24,14,11,4,17,11
"869806",22,32,10,16,37,28,15,13,7,33,14
"1937972",17,22,8,22,27,19,15,15,4,14,14
"237",681,923,3262,831,1928,8232,495,525,596,901,664
"1016",206,252,91,169,301,260,146,169,91,146,141
"52959",101,143,32,104,201,238,64,72,65,125,75
"292691",114,135,38,71,183,155,66,75,117,110,64
"252306",142,206,70,101,145,170,117,104,37,103,97
"286104",69,86,33,86,131,132,49,74,46,80,52
"363408",92,107,43,90,128,133,70,56,53,87,52
"111500",86,124,28,73,118,101,72,74,130,70,69
"153265",76,99,21,73,113,95,66,37,128,62,43
"104267",46,56,24,60,109,113,43,48,36,64,30
"252356",73,88,32,54,106,98,57,41,53,68,53
"104264",38,64,21,44,98,95,25,29,24,33,20
"225842",70,58,24,62,94,94,36,45,36,48,45
"290174",46,62,13,34,87,92,30,43,42,50,33
"76831",76,71,19,57,84,110,44,52,83,66,48
"2058174",35,56,15,30,67,52,35,34,86,49,36
"326319",27,43,15,26,56,51,21,27,21,37,22
"291183",21,34,5,22,51,74,9,20,21,25,24
"143222",39,41,11,27,50,49,18,20,38,36,20
"221065",30,33,14,35,48,58,21,29,21,34,10
"261827",26,35,12,42,45,68,21,45,29,30,19
"1209327",7,15,6,15,36,20,9,12,11,10,7
"762641",13,25,6,16,34,29,13,10,3,22,11
"178469",32,32,9,16,34,34,12,22,12,17,20
"83612",28,32,6,19,33,39,14,16,15,29,22
"1287916",23,34,4,22,32,27,11,12,9,20,13
"1518147",30,40,5,21,31,31,18,17,5,21,11
"527198",20,14,12,17,31,52,11,25,24,23,14
"283735",14,36,11,10,30,36,13,16,9,22,16
"358023",6,14,10,12,27,24,11,8,6,10,13
"112040",18,34,7,23,27,29,19,21,22,23,17
"379070",11,18,8,20,27,21,7,10,16,11,7
"393005",25,28,13,12,27,33,16,14,16,14,10
"343334",15,23,13,12,24,17,7,12,5,16,5
"389486",12,16,7,10,23,11,7,12,10,11,8
"1176327",16,13,5,21,21,23,13,9,13,13,10
"2045416",17,11,3,8,20,39,6,11,12,16,10
"2049301",16,26,6,13,20,19,12,10,11,13,2
"336276",17,12,8,8,20,22,6,8,9,16,10
"1535231",24,22,8,11,19,30,9,10,14,12,10
"379068",12,16,5,10,19,19,7,7,16,9,4
"1649495",8,8,3,5,18,13,4,4,15,7,6
"417127",13,26,3,20,18,30,9,7,12,17,7
"244698",8,5,7,10,17,13,0,15,17,13,7
"444459",16,14,3,6,16,19,8,7,11,19,7
"216431",8,10,2,6,16,19,7,7,3,6,3
"2700084",11,9,5,14,16,19,4,13,17,10,7
"2715289",6,8,3,5,16,12,7,7,8,9,7
"444051",3,10,3,5,14,11,3,2,5,2,6
"1204360",6,12,4,6,12,17,4,2,15,11,3
"49277",7,8,2,11,11,11,2,7,5,7,2
"2782232",1915,1039,325,752,1159,996,596,652,375,700,541
"308865",84,345,36,69,132,143,589,68,45,64,45
"1778601",31,34,5,40,66,67,27,30,17,31,43
"59734",39,39,16,33,51,58,21,27,29,20,18
"1433995",51,35,21,58,49,37,32,36,13,34,22
"28250",27,23,9,23,25,16,14,12,19,21,17
"34084",13,24,4,12,23,15,12,11,9,14,8
"1013",4,9,12,6,18,17,7,10,10,7,6
"59735",12,17,1,11,13,16,8,12,4,7,7
"501783",15,11,5,7,12,20,7,7,11,10,6
"34098",78,99,35,73,139,127,48,37,29,85,57
"267986",36,33,21,29,47,33,28,27,9,28,13
"2828338",16,18,6,20,15,26,13,10,15,22,17
"332102",12,28,6,30,38,39,13,10,36,20,14
"1940138",6,15,5,2,13,6,11,5,5,5,11
"336809",5,12,3,8,11,16,7,6,3,8,5
"1755829",6,8,5,2,21,10,4,3,3,5,3
"79328",1230,1326,680,1173,1412,1277,877,1012,1738,1041,833
"354354",630,961,594,684,861,630,1665,1025,73,685,338
"649461",102,130,99,212,838,283,78,133,20,208,85
"2698688",300,363,140,224,626,380,258,264,56,387,169
"398041",722,601,350,733,473,550,436,973,78,308,316
"379899",217,274,122,251,418,205,182,241,68,246,133
"1860196",206,226,109,235,306,289,193,202,794,283,1098
"2812019",331,305,120,297,303,483,256,399,59,195,193
"1874621",92,92,96,323,253,98,86,334,25,140,43
"1769012",167,152,91,181,225,163,115,202,51,172,98
"1004301",121,120,61,133,166,133,87,130,25,83,60
"649460",104,111,56,138,133,88,89,128,16,116,57
"239759",2098,2586,802,1743,2690,2456,1635,1699,372,1696,1464
"816",577,682,220,510,770,719,435,446,143,492,375
"838",410,479,151,408,537,557,333,322,95,362,259
"577309",44,56,16,32,59,45,34,31,16,38,34
"1283313",22,29,6,16,31,35,18,25,5,29,14
"2815786",188,195,46,113,211,221,107,124,25,135,119
"2518495",112,118,40,88,154,121,115,84,22,102,80
"1918540",124,131,44,71,142,116,97,54,23,97,67
"195950",235,289,88,221,309,212,179,189,46,202,174
"375288",115,144,37,93,131,137,100,84,25,99,67
"836",125,157,45,106,182,160,116,102,34,113,75
"909656",132,180,56,114,155,171,108,101,33,126,90
"307628",59,92,26,57,78,67,55,52,18,55,57
"294702",24,51,16,35,41,47,26,47,12,36,21
"156973",12,23,10,12,29,21,20,16,10,12,8
"397864",85,100,25,79,106,80,75,69,15,72,51
"1348911",14,18,2,17,30,16,8,5,6,10,12
"574697",46,77,16,49,53,69,42,38,13,41,33
"283168",34,31,7,11,33,30,19,19,6,25,7
"346096",41,52,18,30,45,60,27,25,13,32,20
"1970191",19,30,11,8,28,19,9,11,3,12,15
"2760873",21,20,6,14,26,28,13,11,1,13,11
"1471399",68,78,22,56,84,88,47,35,16,61,34
"1193324",20,44,17,23,52,35,34,21,8,31,32
"2060722",14,22,5,18,21,18,11,8,4,16,8
"29549",2131,2495,795,1779,2162,2324,1705,1639,492,1440,1463
"146919",1257,1319,459,1060,1316,1467,933,894,348,806,932
"423349",868,1037,331,807,1227,1067,713,763,375,835,524
"84567",420,509,175,406,643,604,298,349,241,467,206
"28453",832,2044,188,626,607,597,385,339,1014,348,381
"1773450",106,109,41,81,112,128,65,73,47,62,76
"929509",34,48,11,27,63,41,13,24,19,38,24
"1649482",46,57,6,50,52,35,51,30,81,44,24
"376469",118,200,26,74,46,43,39,59,50,29,93
"2349",142,161,47,88,176,156,118,75,24,150,106
"1007",18,29,7,25,33,28,23,16,6,26,18
"256319",948,1239,397,845,1259,1126,789,773,153,811,684
"274493",541,722,191,470,755,732,481,416,87,484,414
"1101",371,469,146,334,533,412,299,326,80,356,273
"100715",55,86,19,42,87,68,72,53,9,56,39
"1457365",153,176,48,155,195,186,107,115,41,113,96
"1134403",90,100,20,67,94,107,78,71,10,68,50
"795750",28,42,20,40,43,36,26,29,7,36,33
"861299",22854,22033,21989,36223,15676,17589,16472,52689,3306,11440,12474
"2646123",3104,3574,2478,3834,2955,2777,2320,3787,445,2094,1664
"173480",2384,2655,2092,2831,2255,2104,1941,2757,439,1478,1412
"1379270",1790,2057,1489,2428,1687,1722,1509,2225,296,1197,1048
"833",67,117,28,75,89,78,57,59,10,66,64
"459349",38,55,15,89,73,66,36,88,3,36,56
"2602070",1210,1390,449,1259,1442,1438,941,1035,147,1032,833
"1617967",834,1056,365,855,1004,945,665,778,102,709,519
"682795",837,946,384,914,1048,1049,678,687,93,762,500
"1198114",743,839,275,779,866,766,547,618,67,577,429
"926566",739,880,283,796,918,798,572,667,70,630,370
"1592106",913,1135,388,1000,1223,1066,742,884,78,859,526
"401053",440,596,216,521,618,480,375,423,49,411,261
"240015",1050,1185,434,1181,1254,989,854,853,114,851,578
"2763107",903,1192,445,1086,1226,936,766,982,83,881,540
"204669",1590,1974,616,1871,1804,1487,1395,1735,143,1354,839
"2703788",631,765,324,680,727,595,544,544,57,536,405
"2763071",379,462,146,337,497,379,291,320,49,345,226
"2211140",697,826,286,747,924,760,560,667,73,625,413
"234267",3726,4281,1399,3471,4742,3700,2929,3986,280,3314,1877
"1473598",2936,3489,968,2363,3771,3132,2243,2549,247,2592,1641
"1855912",19554,19505,5940,12314,23857,21206,13748,10555,987,17045,9627
"981222",674,855,227,516,866,776,556,550,64,592,365
"981385",104,90,35,78,132,127,78,56,11,74,65
"42253",2028,2541,457,1884,2778,2113,2099,1554,202,1834,1419
"1325564",1199,1548,221,1191,1506,1401,1146,933,102,1079,901
"1715989",860,1076,212,893,1411,944,801,664,83,1024,682
"1936990",1079,1226,176,1092,1125,1080,984,818,58,754,733
"180",46,63,27,70,80,63,46,34,19,36,41
"178606",26,38,7,16,33,33,22,20,5,31,16
"1660083",23,23,6,21,27,27,18,15,1,22,27
"2715679",53,54,7,29,58,61,36,38,5,24,64
"545694",97,110,27,125,171,200,78,91,14,83,112
"906968",117,129,41,129,156,169,81,107,15,77,79
"2766701",37,43,11,31,75,41,38,28,8,38,27
"2787628",20,18,5,16,23,28,16,18,6,16,9
"1539298",9,20,9,11,15,8,15,5,0,12,10
"120683",4,13,4,18,10,12,9,2,2,7,5
"69713",47,47,7,41,65,45,29,36,3,50,26
"545695",40,73,14,51,56,54,45,47,4,43,35
"138851",33,41,19,34,50,43,26,36,7,33,16
"744872",22,39,13,19,36,38,21,22,6,36,21
"58231",26,26,8,9,32,30,23,21,8,16,17
"744515",14,17,7,10,25,26,17,14,1,17,7
"1291379",0,4,0,1,2,0,0,4,0,1,2
"999426",0,0,2,3,2,1,0,3,1,0,3
"999431",2,1,1,3,2,1,2,3,0,1,3
"999432",0,1,0,1,2,1,0,2,0,1,2
"869209",10,16,5,5,15,19,10,9,2,17,7
"162",14,14,2,12,14,14,12,13,2,26,4
"161",0,0,0,0,2,1,0,0,0,0,0
"221027",8,8,0,9,2,1,5,2,0,2,4
"665571",82,117,44,101,116,153,85,81,22,89,81
"869211",98,108,35,77,99,132,69,73,14,86,80
"889378",137,142,37,77,157,137,90,79,17,102,74
"760011",59,55,18,43,57,54,33,39,7,36,36
"158189",42,39,15,21,53,53,25,23,6,35,22
"158190",16,16,2,15,15,21,17,8,3,15,10
"1307761",49,60,9,46,59,63,49,54,14,55,25
"573413",37,45,9,38,55,58,36,38,7,47,20
"252967",7,5,3,6,23,16,7,6,3,3,10
"2518645",22,24,10,13,16,18,14,15,3,22,10
"1313295",0,0,0,0,2,1,1,0,0,1,0
"47466",4,6,2,8,5,5,7,3,8,6,8
"143",2,0,2,2,3,0,1,2,0,3,0
"1408429",2,3,2,0,3,3,2,2,0,2,2
"2608247",4,0,0,1,2,7,2,2,0,2,0
"29520",1,0,0,0,1,0,2,0,0,0,0
"412419",0,0,0,0,1,2,0,0,0,0,0
"1104446",4,0,2,0,1,5,2,2,0,2,0
"2761123",1,5,0,1,1,2,2,1,0,2,0
