"","FvY2M2TOMPOOB051329.extra.kraken2.report","X9JUZM2TOMPOOB100355.extra.kraken2.report","dSz8M2TOMPOOA051340.extra.kraken2.report","X1qGgM2TOMPOOM080340.extra.kraken2.report","IGpcM2TOMPOOB051290.extra.kraken2.report","vcXtM2TOMPOOB050180.extra.kraken2.report","iYASM2TOMPOOA050195.extra.kraken2.report","Nm8MM2TOMPOOA051300.extra.kraken2.report","cSObM2TOMPOOM080315.extra.kraken2.report","OeS0M2TOMPOOA051355.extra.kraken2.report","wQqUM2TOMPOOA080335.extra.kraken2.report"
"1654388",1,0,6,19,5,1,0,2,0,4,5
"1281",3,2,4,42,6,4,6,4,10,8,4
"61015",4,5,6,26,10,7,5,2,6,11,5
"246432",11,1,6,47,2,8,1,3,3,3,3
"1461582",35,3,19,199,29,38,26,26,64,28,15
"946432",9,1,8,101,6,3,8,11,29,9,8
"69966",5,1,5,71,13,5,7,4,11,10,14
"1855823",21,2,17,105,14,18,18,20,14,27,16
"2619255",0,0,1,8,0,1,1,1,1,1,2
"1903056",0,0,0,38,1,0,2,1,2,1,0
"1296",43,7,39,368,34,18,12,192,855,22,36
"71237",15,1,3,74,9,5,4,4,13,12,5
"42858",6,0,6,297,9,4,10,3,228,8,18
"150056",4,1,1,25,6,6,7,0,3,3,3
"643214",8,2,8,54,6,6,4,6,5,5,1
"407035",39,0,36,377,26,19,27,17,44,26,17
"1817405",4,1,12,110,10,6,4,5,12,6,9
"33986",374,51,384,851,371,375,321,276,254,411,200
"1378",32,5,30,167,35,21,23,27,29,24,23
"1639",50,5,61,1671,63,67,44,36,101,54,72
"1638",9,1,11,117,13,13,15,10,8,13,12
"1006155",9,2,13,69,10,12,13,7,6,12,10
"1640",13,1,7,39,10,13,7,4,11,10,6
"1641",20,2,5,95,10,11,12,10,12,16,8
"1642",10,4,5,277,7,7,5,5,9,5,37
"2642072",12,1,26,114,18,5,9,9,9,17,12
"1643",6,1,8,107,9,22,6,3,7,12,9
"2756",11,1,12,84,5,5,11,5,10,9,12
"269673",59,8,59,158,44,49,49,51,41,59,37
"1584",92,3,60,110,67,67,50,75,54,123,35
"2620435",17,4,15,71,17,32,24,13,21,22,15
"47770",8,2,6,251,10,10,7,5,184,10,7
"227945",4,0,3,21,2,3,0,1,5,6,8
"83683",3,0,1,9,3,8,0,3,6,4,3
"1579",5,0,6,12,1,4,4,2,11,7,5
"33959",6,0,11,115,6,10,8,9,158,12,4
"1600",12,1,6,31,5,0,5,6,9,9,0
"109790",8,1,7,30,1,10,5,3,8,10,3
"147802",11,0,7,27,13,12,8,4,5,10,4
"303541",3,2,5,14,1,3,4,3,1,1,3
"1587",13,2,5,35,8,4,6,4,121,13,6
"1604",7,1,8,27,12,8,5,6,78,8,6
"1218494",3,0,2,13,0,2,2,6,0,2,0
"267818",5,1,8,7,5,4,4,2,9,6,4
"1218493",2,0,5,12,3,6,1,2,2,1,1
"2269374",3,0,8,12,5,7,8,5,0,3,1
"1596",6,2,6,12,1,5,1,4,4,2,1
"508451",5,0,1,13,0,4,4,1,5,1,2
"2107999",0,0,1,1,1,2,2,3,1,1,1
"267363",101,13,80,79,76,85,63,51,50,79,40
"1580",76,5,45,70,39,49,44,46,43,100,17
"2292255",32,2,23,32,26,28,21,17,27,28,15
"637971",18,2,17,38,19,22,13,12,12,26,7
"1613",72,4,72,74,71,73,54,125,43,84,40
"35787",89,6,58,75,40,44,52,60,58,60,32
"97478",23,5,23,36,16,34,27,28,18,47,12
"1598",23,5,20,169,18,15,20,11,93,23,12
"227942",17,0,3,18,5,6,10,8,4,6,3
"1633",7,1,6,37,2,8,4,2,31,4,5
"104955",3,0,4,13,3,2,6,5,6,3,5
"1582",33,1,28,43,31,33,12,18,14,33,10
"47715",45,6,29,68,17,45,34,34,17,59,10
"88233",17,5,15,43,14,41,25,14,16,19,7
"1597",24,2,13,34,17,16,16,13,15,21,9
"57037",21,1,12,21,11,9,14,10,7,23,6
"1583",18,4,13,329,6,21,11,155,13,10,5
"137591",28,3,13,114,7,15,12,41,28,8,6
"2506420",13,6,14,30,12,16,15,8,10,18,11
"155866",15,4,11,22,11,12,8,8,7,12,3
"1631871",2,0,4,30,2,3,2,0,4,2,2
"46256",3,3,6,14,2,2,3,2,3,3,3
"1162633",3,2,8,16,5,5,7,0,1,7,2
"759620",4,1,9,21,5,3,5,8,2,4,5
"1629",13,0,12,22,3,6,5,0,4,5,5
"1249",6,7,4,61,5,10,0,13,5,12,6
"2683241",5,0,1,5,1,4,4,1,4,10,2
"304207",78,7,62,127,59,87,69,44,53,70,40
"1589",44,6,33,75,27,29,31,22,32,60,15
"1590",47,0,26,107,20,18,37,39,42,64,46
"60520",7,6,7,26,4,9,12,10,8,8,1
"1245",7,0,13,34,12,11,3,8,3,13,3
"1244",13,2,11,26,10,10,3,6,7,16,2
"1246",15,2,15,23,7,9,10,3,4,13,4
"1252",7,1,3,8,2,5,4,2,0,5,2
"33964",7,4,1,3,1,4,3,2,3,5,0
"1511761",6,1,1,6,1,6,7,4,3,13,1
"33968",12,0,2,24,3,2,2,5,4,10,3
"136609",0,0,0,1,0,1,0,0,0,0,0
"1622",14,1,8,20,6,5,5,7,7,8,1
"1623",12,5,22,37,14,24,15,8,10,22,7
"1624",19,3,19,105,8,18,9,13,125,12,17
"1605",10,1,7,12,11,5,4,16,6,10,5
"228229",7,0,5,25,6,3,7,3,7,9,3
"89059",14,2,5,22,5,17,9,5,5,10,2
"1601",10,1,10,20,11,6,2,8,19,3,7
"1581",19,3,11,26,11,14,12,12,8,24,5
"152331",8,1,9,18,6,15,13,11,10,10,5
"1588",18,3,10,42,12,11,5,2,10,15,7
"33962",9,0,5,16,9,8,7,6,6,5,3
"1138822",7,0,7,8,2,8,6,5,5,3,3
"1255",11,3,10,22,12,21,7,1,6,9,8
"1670797",16,2,24,40,12,16,20,14,12,34,4
"114090",5,0,10,23,6,7,4,3,5,8,4
"51663",6,1,9,19,4,5,10,2,3,20,2
"187452",5,0,4,14,5,8,9,1,4,6,10
"1599",20,3,20,72,9,20,12,12,7,18,11
"164393",6,0,3,19,5,6,6,5,5,4,10
"28038",23,2,14,24,15,12,16,6,8,7,4
"60519",5,0,7,22,5,5,7,5,2,10,3
"2203724",9,1,4,16,5,6,10,12,10,12,6
"1247",15,1,7,15,8,13,9,6,11,20,2
"336988",6,0,7,17,4,6,12,6,5,8,5
"2636988",8,0,6,22,6,0,3,0,4,14,4
"1847728",3,0,3,17,1,0,1,2,3,6,1
"938155",5,2,3,4,2,6,5,2,5,3,0
"1612",3,0,4,7,4,7,4,4,2,3,0
"2304606",2,1,6,14,9,2,3,2,1,9,3
"1602",4,0,4,11,3,3,6,4,1,4,3
"83526",9,1,2,10,1,9,9,2,4,4,4
"392416",3,1,4,20,1,3,1,1,4,9,1
"2714036",2,0,5,9,2,3,4,4,4,5,2
"1007676",10,3,5,37,6,5,8,2,4,7,3
"1074467",5,0,5,13,4,6,6,1,2,9,2
"1607",12,0,6,38,11,13,9,16,17,15,11
"1610",17,4,17,47,23,17,17,16,16,28,11
"375175",15,4,10,16,5,8,9,12,3,13,4
"240427",15,2,19,30,14,26,15,26,11,23,20
"176292",3,0,5,18,7,3,3,5,0,18,3
"231049",33,2,17,58,16,27,18,18,4,25,5
"468911",7,5,5,26,3,6,5,5,2,6,6
"82688",5,1,3,26,3,7,6,7,7,1,2
"1618",5,0,4,37,7,10,3,1,5,1,6
"1720083",6,0,11,30,13,8,7,5,8,5,11
"1296540",8,1,4,9,2,17,5,6,3,9,5
"293371",1,0,6,20,3,9,3,0,1,1,2
"1193095",5,0,3,15,8,10,3,2,3,7,1
"1614",8,0,6,16,3,9,1,0,1,1,5
"53444",7,1,3,12,3,7,2,1,2,3,4
"1625",4,0,1,11,0,7,1,0,3,1,0
"51664",1,0,3,48,7,11,5,0,12,5,1
"148814",2,0,2,14,4,5,1,1,2,3,0
"2419772",1,1,6,25,1,4,0,2,7,3,3
"1603",18,3,4,29,7,7,10,7,16,13,3
"1303590",7,3,8,21,6,8,8,5,1,2,5
"2608887",51,4,28,104,28,39,39,37,27,48,22
"1307",62,4,49,142,33,40,36,25,32,60,25
"119603",28,4,25,83,17,24,23,20,20,30,16
"2173853",20,5,9,32,22,8,17,15,8,18,8
"1305",35,6,25,73,20,32,23,27,18,35,16
"1303",24,5,19,71,17,14,13,12,7,18,5
"671232",21,1,19,35,11,10,7,5,6,21,15
"1302",26,2,16,40,7,19,16,8,7,12,4
"1308",11,1,6,17,12,8,8,2,3,15,5
"1310",9,0,5,20,6,10,6,1,6,26,10
"1313",17,2,12,44,7,11,14,9,5,18,4
"1309",10,0,8,30,10,4,8,7,7,14,1
"1811193",9,0,7,25,3,11,10,3,11,4,1
"28037",12,0,8,26,13,12,9,6,10,6,12
"1335",7,1,7,37,6,13,3,6,5,9,6
"1340",7,0,2,22,5,10,5,8,2,10,4
"1329",6,0,3,17,2,2,0,6,2,6,3
"1341",6,2,9,17,4,9,7,5,7,13,7
"1304",15,2,9,20,6,12,9,10,3,9,3
"1314",16,1,20,44,18,9,15,12,15,13,8
"1318",3,0,7,25,6,4,5,5,4,9,2
"1326",8,0,3,12,1,6,3,4,5,5,8
"45634",9,1,8,40,10,10,10,12,7,14,2
"82348",4,1,12,21,4,7,10,6,5,7,3
"315405",11,0,7,8,7,8,9,0,2,7,1
"1888195",12,0,6,19,0,5,3,1,2,11,2
"1825069",1,1,2,6,2,1,5,0,1,3,1
"1349",7,0,5,34,4,5,6,5,3,11,6
"1348",6,0,2,19,4,3,5,5,1,9,5
"1111760",5,1,1,10,3,3,0,1,1,6,2
"400065",9,1,3,17,1,5,5,2,0,6,2
"361101",7,1,5,18,3,4,4,5,5,5,3
"149016",7,0,6,32,2,4,5,0,1,1,2
"257758",4,0,1,4,2,0,2,3,3,0,0
"113107",9,1,2,13,3,4,5,4,4,3,1
"2021971",5,1,3,24,4,1,3,2,4,6,3
"1345",9,0,15,31,10,5,11,18,10,16,7
"2490633",1,0,0,2,0,1,1,1,1,1,0
"1814128",7,0,0,14,4,7,4,1,6,5,1
"102684",2,0,2,5,1,0,1,1,2,1,0
"2382163",1,0,0,4,1,3,1,0,1,0,0
"1343",1,0,1,7,1,3,2,1,3,2,2
"1917441",3,0,0,0,2,0,0,2,0,1,0
"33040",0,0,0,1,0,0,1,0,1,0,0
"1311",2,0,7,50,3,1,4,0,5,4,3
"1346",5,0,1,24,4,6,1,1,8,3,3
"197614",0,0,0,1,0,0,0,0,0,0,0
"1363",19,1,12,42,16,24,10,6,11,16,10
"1359",13,0,9,31,6,14,9,16,15,24,8
"1358",24,5,22,58,10,13,12,17,12,8,11
"1366",25,2,18,23,14,12,12,8,13,13,7
"2419773",3,2,5,23,2,4,6,7,6,4,0
"1151742",10,3,3,22,3,8,5,2,2,6,2
"2643510",6,1,6,12,6,3,6,5,5,7,1
"1364",0,0,3,10,3,4,1,1,2,4,2
"2749961",0,0,1,2,2,3,1,2,1,0,1
"33945",25,4,20,91,26,30,19,34,15,17,15
"160453",17,2,17,46,14,12,20,12,7,13,4
"1351",26,2,44,138,16,31,23,24,5,37,20
"37734",21,4,21,122,8,13,17,65,23,26,8
"1352",11,3,13,216,13,16,16,4,96,13,20
"1354",12,2,16,96,15,11,9,6,13,19,11
"53346",17,3,13,71,13,14,13,8,10,17,5
"53345",12,4,9,44,8,13,9,5,9,12,4
"118060",9,0,15,73,5,4,7,14,8,10,4
"1805431",12,1,2,37,5,7,8,7,8,6,3
"44008",13,1,15,83,14,9,9,10,191,13,9
"2005703",18,1,5,40,8,7,8,12,8,11,11
"417368",2,2,5,36,5,8,6,4,7,8,1
"2608891",2,0,3,13,5,0,2,8,1,3,3
"1353",1,0,0,4,3,0,0,1,1,1,0
"357441",0,0,0,0,0,0,0,0,0,0,0
"2571750",8,0,7,41,9,6,3,4,8,12,3
"218144",6,2,8,31,4,7,4,10,6,11,7
"2714946",6,2,3,41,2,3,5,1,1,8,3
"2648499",3,1,4,37,9,2,3,3,3,9,2
"519472",5,0,6,68,5,5,3,5,2,5,3
"2714947",4,1,2,27,8,12,8,8,9,9,6
"633807",11,0,5,31,3,4,3,2,6,2,6
"51669",16,2,8,60,6,8,6,4,11,12,14
"290335",8,0,7,30,7,11,5,6,4,9,5
"526944",13,1,8,42,1,6,6,8,2,7,4
"33970",36,3,5,50,12,17,12,14,7,25,5
"119206",16,3,22,78,26,27,20,22,24,30,16
"1376",13,1,20,48,9,7,15,14,4,18,12
"51665",26,1,6,145,2,8,12,11,18,10,3
"1377",12,0,6,34,7,9,5,7,5,7,2
"87541",10,1,5,26,6,4,9,8,5,8,3
"128944",9,0,7,26,7,11,4,4,3,12,1
"46125",15,0,18,40,18,16,10,17,23,17,12
"2036206",13,0,18,28,13,9,6,4,6,14,6
"2748",13,2,21,66,8,16,12,6,9,12,12
"257487",25,2,21,99,19,12,10,11,18,20,12
"2751",21,2,22,71,12,17,13,6,13,19,8
"147709",3,1,8,28,3,4,5,5,2,1,4
"1868793",9,4,5,308,11,9,9,8,26,3,6
"2496265",7,1,12,86,11,14,6,4,21,6,3
"1868794",3,0,4,170,5,10,3,0,17,5,3
"708126",8,2,20,50,11,9,3,2,7,14,3
"2621505",4,1,6,60,2,1,5,0,8,2,2
"29394",18,4,21,91,20,27,16,6,16,17,6
"2632303",8,1,9,112,5,12,8,2,14,3,8
"73918",3601,311,2378,2718,2511,2873,2569,2716,1801,3714,1409
"28033",2,0,1,0,1,0,2,2,0,0,2
"1297617",269,22,173,239,161,273,204,237,130,285,96
"2610894",171,21,104,192,101,178,99,150,98,171,82
"2086584",98,10,88,90,83,96,90,63,68,116,51
"2060094",66,9,60,130,53,74,51,49,37,80,26
"86331",28,0,10,41,11,15,14,12,10,15,15
"178898",71,6,46,74,54,54,39,38,33,82,19
"1981510",10,0,7,26,6,10,8,6,4,8,4
"853",640,44,492,741,447,578,458,514,378,651,290
"292800",496,34,341,393,334,443,347,354,276,488,177
"2643836",303,24,252,372,235,306,263,216,166,322,120
"2629304",225,21,153,212,168,190,149,147,125,243,84
"351091",132,10,132,137,93,140,82,95,86,145,58
"253239",269,28,215,302,199,243,205,195,172,271,106
"1550024",274,29,200,221,173,228,187,201,125,297,105
"1677857",62,1,16,42,10,60,40,8,8,20,6
"288965",35,1,17,43,7,21,26,5,7,22,7
"1515",28,3,15,34,14,24,26,12,13,24,9
"1796620",148,12,117,141,118,122,120,165,81,170,66
"1161942",60,5,56,69,41,59,43,39,31,82,28
"1264",39,0,18,57,14,19,28,18,20,10,20
"1160721",5,0,8,17,14,16,8,9,11,13,4
"2608920",4,2,14,24,7,9,7,7,2,10,6
"1521",17,33,9,344,11,8,18,5,9,12,3
"2488810",10,1,10,90,12,13,21,9,9,27,4
"84032",40,3,27,46,27,34,50,27,23,45,15
"1510",37,2,23,39,36,34,23,21,15,27,8
"884684",28,3,6,41,12,12,10,2,5,18,8
"236753",7,0,11,16,5,9,1,3,2,8,6
"2093857",16,1,8,13,9,10,10,14,7,13,7
"2614128",169,26,138,596,131,156,157,101,150,167,129
"36745",11,2,30,55,15,26,37,15,16,24,19
"1491",68,6,76,236,47,56,62,44,86,122,70
"1520",32,3,43,72,45,24,30,26,36,42,95
"1502",53,9,38,204,48,49,45,28,58,68,32
"1501",26,4,27,83,27,25,29,27,27,23,38
"1534",25,2,23,107,22,24,20,14,17,33,19
"169679",10,1,16,41,14,10,21,7,10,16,16
"1492",16,4,25,67,13,25,20,11,29,30,18
"1716543",12,2,26,49,23,15,21,17,52,19,50
"36845",11,1,30,138,17,15,32,18,18,25,6
"84022",18,1,9,61,14,19,13,4,12,3,4
"238834",11,0,13,48,12,15,8,9,10,18,15
"1497",9,3,14,46,11,15,10,8,9,12,5
"223919",20,0,5,3,6,4,6,12,4,6,3
"1513",15,1,7,36,7,12,10,9,9,15,12
"1488",9,1,8,30,12,11,9,1,7,10,5
"1493",11,2,12,39,17,12,9,14,47,22,49
"217159",12,3,4,26,8,10,9,8,21,20,14
"1542",7,0,9,20,4,9,3,4,5,10,5
"1519",13,0,17,45,13,9,12,10,11,10,7
"29341",19,1,25,48,32,42,19,33,16,19,26
"1561",13,1,12,47,15,13,9,2,9,12,8
"332101",5,0,8,26,16,7,11,4,8,5,5
"94869",9,3,9,52,12,4,14,5,14,15,14
"1494",7,0,8,71,7,5,2,2,6,7,7
"394958",6,0,7,22,10,7,5,0,4,12,0
"46867",4,2,4,11,11,5,6,5,12,6,7
"1548",9,5,3,18,4,7,7,2,2,12,6
"1216932",6,6,6,129,11,8,8,3,14,11,10
"1509",14,1,6,19,10,9,14,0,5,12,6
"1504",3,2,11,19,7,4,7,3,13,4,6
"182773",4,0,5,55,7,7,7,0,7,16,4
"2068654",3,0,12,18,7,9,4,2,4,7,10
"1538",1,0,4,1,1,0,2,0,3,11,3
"84023",0,1,1,11,2,3,1,1,2,5,3
"154046",105,12,55,138,62,88,57,53,45,100,42
"208226",11,2,24,73,13,17,13,9,6,17,17
"461876",21,4,32,278,33,29,21,13,18,32,7
"2638829",15,4,26,62,33,27,21,26,30,36,15
"2629145",27,2,16,27,10,9,24,14,20,20,15
"1424294",25,6,21,60,21,24,22,18,20,23,15
"2633479",11,1,12,41,3,5,8,7,13,24,5
"1498",5,1,8,16,4,4,5,5,3,11,3
"2619470",5,5,3,25,3,8,6,2,3,4,2
"116090",10,0,16,38,4,10,4,5,7,10,4
"471827",425,32,269,284,256,272,304,243,249,353,165
"1564",72,4,55,135,39,70,58,39,38,85,34
"1565",61,1,48,79,37,62,61,48,35,61,16
"1833852",30,4,33,63,27,51,32,24,15,29,18
"59610",27,0,19,40,18,19,17,16,15,20,24
"79209",33,7,20,64,11,24,36,11,29,29,24
"1563",26,4,22,64,21,50,49,19,15,29,12
"339862",35,3,23,70,17,25,39,17,26,33,13
"885581",30,5,21,84,28,38,29,17,14,31,12
"49338",63,5,43,138,31,73,67,33,37,60,22
"142877",20,5,18,41,15,30,19,18,17,20,8
"36854",34,3,13,41,23,22,31,13,14,24,15
"233055",10,1,15,43,15,22,14,4,13,33,10
"102134",144,17,132,229,114,153,95,100,77,160,49
"55583",32,1,13,26,23,28,26,14,13,50,7
"2635733",23,2,11,31,6,16,8,7,8,18,3
"1712410",57,4,39,49,22,70,42,31,27,52,18
"51197",48,3,18,57,26,46,40,25,27,43,18
"58138",37,5,29,86,28,37,27,27,29,34,23
"51515",34,3,30,84,20,28,19,17,23,26,12
"863643",71,3,46,57,30,34,46,39,25,51,17
"2734",1491,121,1074,1634,1200,1292,1107,1067,934,1465,804
"2648079",35,9,22,70,23,28,33,43,21,50,23
"33035",53,6,31,83,31,31,29,19,21,39,25
"40520",16,0,10,26,8,16,13,14,7,13,7
"1912897",18,0,10,33,5,7,5,7,6,13,4
"1322",8,1,9,26,6,8,8,3,0,8,0
"1871021",112,11,53,76,54,49,49,53,53,89,27
"89153",58,3,52,57,32,54,45,36,23,56,27
"29347",44,3,31,75,28,47,26,23,18,25,14
"2608895",21,5,9,22,12,9,11,12,6,19,5
"66219",18,4,12,78,28,25,12,8,13,25,10
"301301",97,10,58,90,39,68,52,49,49,69,33
"166486",33,0,32,75,12,19,24,23,22,33,12
"2696063",24,5,17,277,11,15,36,14,21,18,14
"2642604",19,3,22,57,28,25,19,22,19,19,9
"433286",56,10,82,515,76,48,28,26,35,69,15
"1679721",67,3,7,51,13,72,32,5,11,17,8
"84030",63,8,60,164,60,66,62,56,51,70,43
"29370",26,2,30,789,19,30,22,30,21,47,19
"208479",65,0,53,105,57,81,35,51,39,71,27
"1531",5,5,4,23,4,6,2,9,2,10,2
"1229621",18,4,30,49,17,31,22,14,19,25,9
"105841",25,0,16,66,17,23,19,22,18,19,13
"649756",17,4,16,28,3,8,5,5,12,7,2
"831",29,3,26,70,16,24,21,12,13,63,9
"185008",13,3,8,35,4,15,16,8,3,22,6
"43305",21,1,11,28,6,11,11,15,7,21,5
"410072",17,0,16,34,8,13,13,6,9,18,8
"116085",34,3,23,47,19,27,26,13,23,37,20
"2684943",17,1,10,19,5,7,8,11,6,6,4
"33038",26,6,17,73,19,30,14,14,10,31,10
"33039",7,1,5,32,9,9,12,2,7,11,5
"29360",6,0,1,22,2,4,3,3,3,4,0
"2643091",1,1,5,13,0,2,7,4,3,1,2
"185007",9,1,13,24,11,11,9,15,8,34,8
"39488",8,0,21,29,10,20,14,10,7,12,8
"28446",10,1,5,34,5,9,8,6,8,14,6
"39485",7,0,6,16,2,6,5,4,9,6,8
"617123",9,1,6,13,2,5,6,7,3,7,2
"2649046",392,26,274,323,254,380,325,323,209,408,196
"626937",106,5,95,144,85,91,102,79,61,131,41
"35701",365,29,273,396,271,327,309,253,238,436,159
"356322",28,2,29,52,15,25,22,14,18,31,11
"1736",66,10,47,116,46,52,41,44,31,66,19
"29322",28,6,30,43,28,31,31,16,14,40,16
"53442",29,1,30,36,26,34,26,12,10,21,11
"2624479",6,2,9,43,2,5,10,13,5,8,6
"2041044",15,1,11,11,7,9,3,6,4,9,9
"2638182",36,1,12,53,22,20,17,17,3,28,12
"33952",32,1,9,57,6,20,9,21,7,11,8
"2619948",70,6,37,70,27,46,33,33,22,54,15
"2626894",14,3,18,140,14,35,17,5,131,18,14
"1115758",18,1,4,94,6,9,6,3,148,5,10
"1507512",5,4,6,30,4,5,6,2,17,8,6
"1496",27,3,25,147,20,27,20,20,36,53,16
"1731",36,4,20,53,20,42,28,20,22,33,14
"1505",9,1,7,54,14,22,13,6,17,20,9
"89152",11,0,11,31,7,10,14,11,17,11,5
"1490",4,0,11,36,8,6,6,2,11,8,9
"143361",7,2,12,19,5,6,9,7,11,14,6
"1511",13,1,8,31,7,7,7,7,9,6,5
"86170",58,3,42,70,26,40,38,32,27,54,19
"863",27,2,16,42,15,21,17,15,15,26,11
"2293317",6,1,14,33,9,8,7,9,7,8,5
"2173034",9,2,10,23,11,11,13,5,7,8,2
"44260",452,41,236,366,260,373,308,338,249,398,175
"42837",243,10,167,176,206,185,201,157,140,269,95
"85874",171,14,127,134,120,145,145,152,105,174,73
"2325",4,1,6,7,2,7,1,5,5,8,5
"106578",0,0,1,6,3,0,3,3,1,3,0
"108150",6,0,1,4,4,5,5,6,0,1,3
"2636821",0,0,3,7,0,0,0,0,0,2,0
"46354",1,0,2,1,0,0,2,2,0,1,3
"583357",4,0,2,7,2,2,0,1,0,0,0
"161154",80,5,39,39,36,52,62,41,32,47,18
"129958",41,4,37,45,41,35,39,25,16,29,15
"911092",26,0,21,31,14,23,16,16,16,34,14
"55205",5,1,4,9,2,4,2,1,5,5,3
"44001",2,0,4,5,4,1,2,8,1,2,4
"1222016",1,1,3,15,1,7,1,6,2,7,2
"2622462",8,2,4,11,5,5,5,4,3,3,0
"52766",1,0,5,7,2,2,4,1,2,3,2
"31899",3,0,0,1,1,2,0,2,3,1,0
"717609",4,0,1,5,0,1,1,0,3,3,2
"52765",3,0,1,6,0,0,0,2,1,1,2
"413889",4,0,1,7,2,4,2,2,1,1,2
"1517",23,3,24,34,13,16,24,21,14,22,10
"2622527",17,1,7,29,2,9,7,4,3,14,5
"47490",6,0,3,11,2,1,3,6,2,6,3
"29329",4,0,3,19,3,1,4,4,7,3,2
"252966",50,9,39,53,53,74,54,44,39,51,45
"184064",12,0,8,17,9,13,9,6,4,12,8
"1794699",4,0,5,16,4,0,4,2,2,4,1
"2640322",34,1,42,48,41,45,41,21,32,35,15
"31909",15,2,11,28,12,12,18,13,8,16,6
"2331",12,1,14,21,6,6,5,5,5,5,5
"656519",13,0,13,24,7,7,4,0,5,6,0
"1323375",54,8,63,59,63,73,60,39,24,97,28
"42422",26,1,24,52,13,31,26,13,15,24,9
"28187",13,0,10,27,9,7,7,6,4,29,0
"2316383",58,3,35,80,47,72,48,39,34,56,18
"499229",27,2,40,61,17,16,19,19,22,21,23
"291990",70,8,59,85,51,70,66,45,36,72,23
"2751313",40,2,15,71,19,20,23,19,18,30,15
"375929",20,2,33,54,18,18,14,16,12,18,17
"2637378",1069,83,824,916,866,895,809,755,540,1039,465
"69823",387,31,247,420,268,354,290,247,225,381,163
"971",82,6,58,113,61,120,68,53,59,92,37
"158847",4,3,12,40,10,6,8,3,4,3,6
"437897",4,0,4,36,6,9,2,1,8,9,5
"865",14,2,8,26,18,26,20,7,8,8,6
"2629460",18,1,20,57,43,39,57,12,8,24,13
"365349",29,5,23,65,13,21,17,19,27,35,12
"2377",91,13,96,137,70,87,86,76,56,92,31
"1930071",60,9,46,80,34,70,60,39,40,86,27
"907",159,22,131,182,147,158,146,144,109,171,86
"2144175",161,10,137,127,151,141,124,79,89,143,60
"2161821",41,3,30,68,40,33,34,31,29,37,10
"39950",5,1,2,8,5,8,6,6,4,10,2
"248315",5,0,13,50,10,7,8,10,9,13,3
"29466",12,1,10,35,11,12,9,3,11,5,3
"39777",4,0,3,12,1,1,4,5,7,7,4
"2682456",1,0,4,10,1,7,5,4,1,3,1
"39778",13,0,1,14,2,3,7,2,4,5,2
"905",98,4,71,108,78,89,84,62,70,103,52
"187327",40,2,27,45,29,36,28,22,19,30,6
"2639160",32,1,30,40,34,35,39,23,25,28,16
"33025",44,6,23,61,25,34,23,36,14,31,13
"1555112",1465,138,970,1151,1010,1079,1082,1070,803,1423,598
"54006",100,6,76,107,72,92,66,86,60,90,40
"54005",18,1,19,26,13,27,19,12,4,10,6
"1852373",51,4,47,117,50,35,47,40,16,71,21
"1260",15,0,6,45,14,5,14,19,21,14,12
"33034",10,0,5,27,4,7,6,11,2,4,4
"1870984",5,4,3,13,2,8,2,1,6,6,4
"33037",2,0,0,2,0,2,1,1,1,0,0
"33033",13,1,8,38,14,5,8,4,12,7,7
"2638726",23,2,17,124,24,23,30,12,17,19,6
"1582259",10,3,10,55,15,8,11,10,13,10,3
"45497",25,1,5,192,10,25,20,4,12,12,2
"1278232",14,0,10,48,10,5,17,6,5,12,4
"1556",9,4,12,161,15,10,8,11,16,21,12
"2816908",7,1,9,19,1,9,5,4,6,9,4
"1852374",24,1,16,23,10,9,4,16,3,17,3
"1702221",64,9,50,96,71,78,69,60,40,89,46
"1522",35,5,31,70,26,44,34,35,15,35,19
"1547",42,7,58,87,52,42,27,33,38,47,27
"2624170",17,5,30,65,23,28,13,13,18,21,10
"1514105",8,2,8,50,9,9,4,6,3,10,4
"1648",7,0,6,24,2,13,3,9,2,14,6
"225084",6,2,3,18,3,2,5,5,1,15,1
"2485784",7,0,2,15,2,2,4,2,3,4,1
"2487118",50,2,42,22,9,25,20,37,37,26,15
"2704656",3,0,11,53,6,4,5,3,2,4,7
"39483",5,2,10,24,5,11,5,6,7,9,2
"2583452",10,1,3,37,2,5,10,3,9,4,2
"1982626",0,1,0,3,1,2,1,1,6,1,0
"2638206",63,4,18,173,7,61,32,7,78,11,4
"154288",7,0,6,52,4,11,3,3,17,8,4
"1871025",38,6,47,58,48,40,38,28,36,57,22
"243899",3,2,4,21,6,4,3,3,4,4,4
"2626047",6415,608,5193,6610,4867,5911,4867,4697,3512,6743,2676
"32046",142,14,118,176,75,120,108,87,73,140,51
"33070",42,3,35,43,24,38,41,29,26,57,11
"2627006",810,65,631,819,560,670,576,528,423,859,341
"59930",564,62,400,506,375,464,407,463,231,618,246
"2622553",107,6,73,111,48,72,67,76,53,106,37
"146786",40,3,30,47,19,30,30,29,12,44,13
"32053",8,0,6,6,11,13,13,4,4,13,3
"292566",26,0,6,40,12,27,20,10,17,22,6
"2650499",574,44,414,568,370,452,396,377,287,582,213
"1184",63,8,138,83,31,63,56,41,35,61,18
"1209493",191,18,149,180,89,157,143,156,77,171,61
"2619029",216,24,157,172,118,172,126,127,97,191,90
"1219",61,7,57,132,33,69,45,44,31,68,16
"2627481",9,1,4,19,6,4,3,4,11,8,9
