"","X0n7bM2TOMPOOA100365.extra.kraken2.report","AYtCM2TOMPOOA100360.extra.kraken2.report","DYZgM2TOMPOOB100370.extra.kraken2.report","aFJgM2TOMPOOM090325.extra.kraken2.report","XR8LM2TOMPOOB051125.extra.kraken2.report","TECcM2TOMPOOA051310.extra.kraken2.report","abKIM2TOMPOOA051320.extra.kraken2.report","cuu6M2TOMPOOB051315.extra.kraken2.report","s9OmM2TOMPOOB051285.extra.kraken2.report","a50wM2TOMPOOB051350.extra.kraken2.report","nG3jM2TOMPOOA051345.extra.kraken2.report"
"1921421",106,124,76,47,111,87,82,100,99,62,43
"33940",13,12,6,4,13,7,11,16,6,9,2
"213419",10,13,6,1,5,11,8,6,9,7,0
"1478",734,1965,530,72,97,90,113,65,104,123,24
"228899",144,284,44,288,168,216,212,114,269,237,67
"421767",98,242,62,49,49,49,68,53,68,38,15
"264697",58,113,42,22,30,33,35,28,43,41,11
"1407",40,58,14,70,40,33,27,32,27,26,10
"2502791",469,66,113,31,40,36,36,55,58,43,14
"2698411",152,87,67,101,43,52,54,46,55,45,20
"2099786",74,39,33,18,21,22,17,27,17,18,12
"129985",250,439,126,510,148,178,83,50,117,145,60
"279826",139,392,92,191,449,299,208,363,493,418,108
"1740721",155,230,118,170,144,120,3173,89,108,569,570
"1193713",121,159,87,122,75,102,232,53,91,143,59
"1215031",19,16,4,11,6,13,8,8,10,10,1
"2636778",127,203,86,610,177,65,118,54,123,89,36
"28031",54,64,29,58,25,16,31,18,38,26,13
"1421",23,37,12,41,15,19,17,20,29,19,10
"2086577",23,45,15,900,103,25,23,14,64,46,36
"1145276",1,5,5,3,2,0,0,0,2,5,0
"746691",136,60,101,202,437,130,10,15,497,176,27
"182710",63,57,26,944,69,221,34,40,120,53,15
"2052660",41,67,26,103,32,30,30,28,41,33,9
"2620237",73,97,41,342,79,68,63,50,69,59,32
"163877",33,61,18,109,23,14,13,18,14,20,11
"1482",32,38,16,216,23,26,18,11,24,12,2
"2017483",26,47,20,142,17,17,19,9,23,17,12
"302167",9,13,6,37,9,7,2,5,6,5,6
"1473",2,21,0,78,1,2,2,1,2,2,2
"1398",215,210,153,71,130,161,136,174,158,102,55
"665099",143,760,91,2447,1048,1048,755,560,2068,1138,430
"859143",39,49,20,332,22,30,37,17,31,39,14
"2639704",48,55,38,37,21,38,29,32,37,33,15
"247480",38,35,31,44,24,27,34,43,29,18,10
"294699",35,34,23,33,36,31,23,32,45,26,5
"33934",25,26,24,28,18,22,20,12,13,13,8
"198467",5,3,0,2,2,2,2,2,2,2,1
"196180",3,2,2,2,1,0,1,3,1,3,1
"255247",86,205,45,44,42,31,30,49,61,56,18
"1221500",44,46,28,42,24,26,28,39,24,26,14
"386490",128,1903,115,346,803,548,674,957,732,346,53
"402384",27,30,22,100,12,15,20,13,19,18,13
"45668",26,52,22,105,20,15,20,12,20,17,10
"1570",24,46,30,122,17,13,9,11,21,12,8
"2614679",41,62,46,160,32,36,37,35,51,37,10
"1472767",31,31,17,283,28,24,23,24,36,15,6
"35841",71,42,49,70,36,44,37,23,25,59,27
"1230341",70,85,35,61,33,36,25,41,63,27,11
"1295642",47,50,26,21,25,38,38,32,38,26,11
"1426",11,3,15,15,12,15,12,8,14,15,4
"153151",5,10,2,4,5,3,3,4,2,1,0
"2625209",54,62,33,256,48,35,22,23,55,32,9
"2628296",51,71,26,92,35,36,26,39,42,30,15
"2651280",48,82,20,57,14,25,30,12,27,15,5
"2283160",36,59,18,65,23,30,22,26,55,26,7
"2636677",8,17,3,12,6,2,4,3,7,2,1
"2636913",42,51,15,65,36,25,26,40,35,20,13
"33936",39,42,32,46,20,37,29,18,27,33,8
"1532552",39,56,18,62,21,34,25,17,24,46,10
"1449",37,16,10,126,11,20,5,5,19,13,6
"2594883",31,34,16,76,25,13,12,10,21,18,9
"1467",25,43,14,67,21,22,23,26,33,30,8
"2213194",23,35,12,65,9,15,16,14,31,11,4
"1028381",1,0,0,0,0,0,0,0,0,0,0
"185978",5743,8470,3879,3694,3879,3742,4459,4362,4776,3705,1707
"61624",1135,1470,818,345,704,623,792,876,883,739,314
"2704462",586,696,399,149,344,336,386,439,438,283,161
"44251",507,352,310,75,187,167,168,187,234,166,88
"2704463",358,318,251,86,200,199,198,225,230,171,88
"49283",351,337,202,63,172,222,246,259,287,183,120
"562959",330,345,240,108,192,220,510,253,254,1159,254
"1126833",296,336,213,88,173,185,181,214,185,148,63
"79263",256,262,179,74,116,138,155,175,159,136,59
"375489",253,240,156,226,94,125,161,142,166,116,55
"1870820",226,205,135,525,361,132,132,134,175,134,60
"169760",226,221,141,81,128,129,136,129,184,120,79
"1406",196,303,114,113,87,78,86,132,101,113,40
"248903",194,733,157,386,150,131,257,218,112,171,35
"2495582",188,181,117,54,77,98,137,122,156,91,47
"365617",184,205,114,39,103,92,127,138,137,90,52
"682956",183,206,98,22,49,49,41,45,47,51,14
"414771",164,176,90,49,80,98,94,107,114,85,40
"162209",154,157,106,63,84,103,104,107,142,92,24
"2509456",142,187,72,60,65,71,69,77,98,80,29
"2044880",142,149,109,48,70,85,78,97,97,66,38
"2707005",107,148,70,55,50,67,59,74,97,65,31
"1619311",100,126,68,32,84,70,72,90,88,59,24
"1462996",99,90,72,53,58,59,67,67,68,70,28
"160799",94,110,70,30,48,75,56,90,69,65,21
"1178515",93,100,70,29,56,60,54,97,67,64,32
"1473112",91,116,67,51,42,44,52,56,83,50,18
"44250",90,85,46,28,42,39,48,52,57,35,21
"189425",79,89,62,24,43,59,42,47,44,52,31
"1616788",79,108,48,28,50,30,65,54,78,58,23
"1338368",74,92,42,46,48,39,55,30,44,29,27
"1401",72,179,52,331,389,192,233,136,233,218,68
"683737",69,86,39,40,36,37,61,43,46,45,31
"1778678",67,102,50,30,39,29,37,54,57,38,11
"1464",63,68,41,25,30,34,40,40,37,31,15
"189426",59,50,19,44,35,25,35,34,24,17,10
"172713",58,88,34,16,44,24,40,52,47,37,23
"198119",50,96,33,30,44,41,50,41,36,33,15
"1712516",50,83,40,47,29,31,44,39,46,35,18
"528191",39,177,44,14,13,24,33,26,30,31,13
"159743",38,96,36,13,13,19,22,21,17,22,10
"253703",33,34,23,23,15,15,10,22,14,15,6
"128574",28,61,30,24,36,23,35,37,39,30,19
"1763538",27,54,21,30,31,23,13,27,24,34,12
"59893",18,41,12,5,6,12,11,4,8,5,5
"59843",12,19,8,23,7,4,8,3,5,7,2
"2684853",1023,1447,693,176,453,473,458,592,601,518,184
"51101",320,290,193,79,189,191,196,222,253,162,106
"1393",210,236,119,98,146,127,90,151,195,120,45
"54911",146,174,110,298,453,271,177,143,144,362,299
"1465",43,72,35,46,21,22,21,26,34,24,6
"54913",30,32,22,23,21,13,34,24,23,12,9
"2636738",776,854,526,468,457,468,460,572,553,398,190
"2674991",523,623,370,123,352,365,365,387,381,324,149
"2507935",57,73,33,38,30,27,30,39,29,24,13
"377615",903,887,595,132,506,552,552,621,603,457,277
"2583377",557,636,451,98,330,359,378,485,462,361,193
"55079",145,138,71,121,89,118,96,123,156,131,57
"1471761",11585,341,5132,89,223,4250,113,120,134,328,90
"714067",221,217,133,73,158,375,104,163,129,147,64
"1380685",52,42,25,28,20,46,19,29,24,17,7
"2490858",267,303,191,21,179,180,143,211,210,171,98
"2026",156,160,141,77,31,172,36,42,49,107,67
"37482",131,112,108,42,85,301,87,116,108,151,29
"405212",1126,1190,715,143,720,662,787,924,907,624,354
"471514",234,257,174,28,154,163,157,214,211,175,56
"2622400",119,100,76,29,90,56,92,90,92,80,32
"1903704",662,608,422,137,441,444,479,580,539,353,194
"1214604",213,224,132,64,133,135,182,207,161,131,81
"2055160",181,222,109,22,151,124,132,153,132,101,56
"33943",115,130,73,7,78,67,83,86,101,66,26
"2677223",95,80,59,20,40,71,54,54,76,50,14
"2662419",165,162,112,54,91,98,124,100,134,87,46
"1038856",115,117,68,16,58,72,80,55,92,59,47
"1499687",66,68,49,22,35,40,48,38,50,31,17
"200991",64,61,36,13,27,41,26,32,67,31,18
"1176255",52,59,33,8,25,41,25,29,38,21,14
"192421",44,25,28,10,22,28,21,25,18,18,9
"161360",27,27,15,16,11,17,10,21,13,13,2
"414778",21,15,10,14,10,6,8,9,18,13,5
"1302659",14,9,12,22,13,13,5,9,15,11,2
"1215089",13,20,13,6,15,11,8,15,16,8,4
"1374",5,6,5,1,2,6,3,5,5,6,2
"1598147",2,2,3,2,0,3,3,3,1,2,0
"2647733",129,128,100,111,58,65,102,68,63,61,38
"1571",95,100,65,64,69,60,37,64,87,56,22
"298596",19,22,11,19,16,12,9,10,19,20,4
"1474",15,11,5,14,7,4,19,7,9,6,6
"1476",5,5,5,4,4,2,4,4,1,16,1
"76853",122,214,51,244,35,50,23,18,28,29,8
"2637870",29,35,13,50,20,14,21,10,16,15,4
"51173",57,23,50,79,10,35,11,9,22,22,13
"367743",43,25,39,57,15,17,12,10,15,23,8
"459472",84,154,55,22,35,48,37,51,45,34,33
"417367",41,62,41,46,17,44,29,23,44,30,4
"2642018",17,16,9,36,16,9,11,13,17,16,5
"2644826",32,33,5,48,42,27,6,20,41,11,6
"1650",20,12,6,20,9,6,10,7,11,16,5
"1508404",48,58,20,32,26,46,20,29,28,27,7
"241244",22,31,12,31,13,8,9,15,18,20,5
"2617942",19,37,14,55,13,8,13,16,23,19,4
"1282",43,69,39,30,25,31,17,32,36,37,13
"1280",39,56,25,111,38,41,38,31,36,36,9
"1283",22,25,6,20,15,11,16,15,20,13,8
"214473",22,10,4,123,8,1,5,6,14,8,3
"1288",18,24,7,32,15,10,8,4,217,6,3
"91994",17,21,10,56,14,11,19,13,14,9,5
"2815305",16,28,20,28,20,17,21,34,25,19,3
"170573",15,12,9,10,8,5,10,4,9,8,2
"155085",14,17,9,7,5,4,4,8,8,5,2
"45972",13,15,8,15,3,7,7,8,7,11,1
"2044912",13,12,7,7,4,10,8,6,7,8,4
"29388",13,10,5,9,1,4,6,8,8,8,4
"1290",13,9,9,13,9,8,7,6,12,7,8
"29378",12,10,6,161,4,8,5,5,7,7,5
"28035",12,12,7,9,2,7,5,9,8,4,4
"70255",12,9,0,6,1,7,3,4,1,4,1
"1294",12,13,2,11,4,1,4,4,4,7,1
"33028",11,11,7,8,7,4,3,5,9,1,5
"46126",11,11,5,13,3,5,6,8,9,3,4
"2282419",10,7,3,38,5,5,3,6,16,4,1
"1292",10,8,7,2,2,0,3,5,0,4,1
"985762",9,9,5,3,3,1,5,1,4,5,2
"29385",9,13,5,53,5,5,9,13,11,10,5
"1295",9,8,6,8,5,3,7,8,7,6,3
"1286",9,10,8,12,6,4,2,3,6,2,1
"308354",8,20,11,14,13,9,5,8,8,9,5
"29379",7,11,4,7,3,13,3,1,10,0,2
"1284",7,12,7,86,3,2,4,6,4,1,3
"46127",7,15,1,8,4,1,5,3,0,6,1
"29382",7,5,2,31,4,6,5,3,6,1,7
"29384",6,9,3,22,5,3,5,3,4,4,0
"985002",5,3,3,0,9,0,1,1,1,1,2
"29380",5,6,3,6,4,3,8,3,4,2,3
"2781774",5,10,5,9,3,2,3,2,3,1,0
"1654388",4,1,2,6,2,3,1,1,1,1,1
"1281",4,10,2,8,6,2,4,6,3,1,3
"61015",3,14,3,7,6,3,7,3,3,3,2
"246432",3,4,3,6,4,6,4,4,7,2,2
"1461582",78,29,38,72,18,19,25,33,42,18,12
"946432",6,14,2,34,16,2,6,5,8,5,2
"69966",24,17,5,9,5,7,6,9,12,6,2
"1855823",23,28,24,23,8,14,11,12,19,18,6
"2619255",3,0,0,0,0,0,0,0,0,0,0
"1903056",1,3,0,19,0,2,2,1,0,1,1
"1296",20,53,15,239,52,50,15,6,520,30,4
"71237",14,24,2,12,3,1,4,5,5,4,2
"42858",10,9,3,412,4,4,3,3,8,5,3
"150056",5,3,4,3,4,1,1,4,3,8,0
"643214",5,13,6,6,7,1,5,5,4,6,2
"407035",32,41,19,185,28,30,14,33,37,27,9
"1817405",11,3,3,28,0,3,6,3,6,3,2
"33986",449,528,274,132,223,286,313,299,307,235,116
"1378",33,34,22,24,31,22,25,29,19,29,14
"1639",44,77,27,447,25,32,45,39,35,24,13
"1638",18,28,10,16,10,7,8,11,12,2,6
"1006155",18,27,15,8,5,7,11,10,9,12,5
"1640",13,13,3,16,8,5,5,7,9,6,0
"1641",13,14,9,18,3,14,14,9,12,14,3
"1642",10,10,3,81,7,5,6,4,5,5,1
"2642072",10,6,9,12,8,7,2,6,14,7,0
"1643",5,11,12,13,5,5,6,11,7,2,1
"2756",14,12,5,8,7,5,4,5,5,6,6
"269673",81,71,46,21,38,44,31,45,43,31,12
"1584",118,126,75,27,79,61,68,103,75,69,32
"2620435",38,44,24,9,16,8,19,18,20,13,4
"47770",16,12,9,76,10,6,7,7,9,6,3
"227945",13,6,4,5,3,3,2,2,5,2,2
"83683",11,8,3,2,9,7,4,1,0,3,1
"1579",10,9,3,3,9,5,1,1,7,4,0
"33959",10,16,3,47,6,11,6,7,11,7,4
"1600",9,8,7,5,2,1,5,7,7,8,1
"109790",9,8,2,2,4,8,6,8,5,6,1
"147802",8,8,8,7,2,0,13,5,6,11,5
"303541",8,7,10,2,3,5,1,2,1,8,0
"1587",8,5,0,39,6,3,3,6,10,2,1
"1604",6,20,6,30,4,3,4,7,12,5,2
"1218494",6,1,0,0,1,1,2,1,1,1,0
"267818",5,11,2,1,3,3,4,4,2,3,1
"1218493",5,3,3,5,2,2,3,1,2,2,1
"2269374",5,3,6,1,2,0,5,3,2,3,1
"1596",4,4,1,0,7,4,5,8,3,2,1
"508451",2,3,1,2,1,0,3,1,2,1,3
"2107999",1,2,5,0,0,2,3,2,1,0,0
"267363",101,103,60,13,71,60,64,66,92,51,22
"1580",73,81,52,14,43,43,46,42,66,45,18
"2292255",27,39,16,8,8,20,8,22,24,16,7
"637971",26,17,13,2,15,10,19,26,25,11,7
"1613",69,92,48,15,60,53,49,68,95,35,23
"35787",69,78,57,19,47,62,49,64,83,33,22
"97478",40,42,15,7,22,16,19,39,34,22,14
"1598",24,22,10,52,12,10,10,15,19,13,4
"227942",8,6,5,4,6,10,7,3,9,10,3
"1633",6,2,2,19,3,4,4,6,1,2,1
"104955",6,4,6,1,4,4,0,2,2,2,4
"1582",52,24,24,4,12,19,16,12,20,11,6
"47715",42,36,16,5,21,23,33,27,20,27,11
"88233",29,28,25,6,11,8,15,21,21,8,4
"1597",26,19,14,3,12,15,14,23,22,9,7
"57037",16,16,12,1,7,17,15,13,9,4,2
"1583",39,24,15,45,160,7,9,16,173,12,2
"137591",22,16,20,8,23,7,7,17,29,8,7
"2506420",22,22,12,7,17,11,6,13,16,9,8
"155866",14,18,9,2,4,11,23,13,12,6,2
"1631871",14,5,4,7,3,4,4,5,8,1,2
"46256",13,4,4,3,4,1,0,2,1,4,2
"1162633",12,11,3,0,4,1,4,1,4,1,3
"759620",7,8,4,6,2,3,4,5,6,4,1
"1629",6,16,4,6,7,14,3,7,5,6,0
"1249",4,6,5,8,10,10,2,4,9,5,1
"2683241",1,2,2,4,1,2,1,0,2,2,1
"304207",100,103,62,12,42,53,62,85,68,61,29
"1589",52,51,29,10,33,20,19,28,24,29,10
"1590",26,28,18,2,8,25,14,23,30,48,10
"60520",18,14,12,3,8,7,6,8,14,7,1
"1245",18,16,10,3,5,11,5,5,22,8,4
"1244",10,11,10,3,1,2,1,7,11,4,3
"1246",8,8,7,0,10,6,8,11,9,8,3
"1252",8,5,6,1,2,4,4,1,2,2,3
"33964",7,1,1,1,3,2,1,4,14,3,1
"1511761",5,2,4,1,6,6,2,0,2,3,0
"33968",3,5,0,0,2,7,4,1,41,4,2
"136609",1,0,0,0,2,0,0,0,1,0,1
"1622",13,6,3,1,3,3,6,8,6,12,2
"1623",13,16,13,6,11,14,12,10,16,12,7
"1624",12,23,9,94,9,12,7,8,7,12,2
"1605",11,10,4,1,6,1,9,8,14,6,2
"228229",9,6,4,5,6,8,7,10,4,8,2
"89059",7,13,13,4,2,9,14,17,12,5,1
"1601",4,16,11,9,10,2,10,13,5,2,2
"1581",26,17,22,6,11,15,17,23,13,5,2
"152331",11,9,3,1,5,9,11,3,10,3,1
"1588",10,19,10,2,7,7,9,11,8,6,4
"33962",8,11,2,4,2,8,7,3,11,7,4
"1138822",7,4,3,1,4,5,6,2,3,3,1
"1255",19,7,6,6,5,6,4,4,10,4,4
"1670797",17,23,18,7,14,9,16,25,13,8,7
"114090",11,2,4,1,2,4,2,2,1,3,2
"51663",9,2,2,6,2,6,5,7,8,4,1
"187452",4,6,7,5,3,5,1,6,4,3,1
"1599",27,38,11,9,8,12,9,17,15,3,6
"164393",14,13,1,3,4,7,5,11,10,1,1
"28038",10,13,8,4,10,11,9,13,11,15,4
"60519",3,5,2,2,3,4,4,4,3,3,0
"2203724",22,16,10,0,5,5,4,1,5,2,1
"1247",16,7,13,2,7,6,9,8,2,4,5
"336988",14,13,12,4,4,4,6,14,12,4,2
"2636988",3,6,2,2,3,4,3,5,5,6,1
"1847728",10,10,4,0,3,4,4,5,7,4,1
"938155",6,3,4,2,5,1,2,5,10,3,1
"1612",5,1,2,1,2,1,7,2,4,4,0
"2304606",5,7,8,1,3,5,5,3,5,3,0
"1602",4,13,3,1,3,3,1,7,2,3,1
"83526",4,12,2,0,3,5,2,4,5,6,1
"392416",4,3,5,1,1,4,5,6,4,1,7
"2714036",4,2,2,0,2,3,2,0,5,4,3
"1007676",2,8,3,2,3,1,8,5,5,1,2
"1074467",2,4,2,2,6,0,5,3,7,2,3
"1607",21,14,7,3,5,8,4,9,11,4,5
"1610",18,15,12,7,3,9,16,19,12,10,9
"375175",12,20,8,3,9,11,7,8,6,5,3
"240427",26,31,24,4,10,23,18,33,27,10,5
"176292",13,18,10,1,6,2,2,7,11,4,1
"231049",30,25,17,4,12,10,16,17,17,9,9
"468911",11,10,1,2,5,5,6,5,14,3,1
"82688",8,4,2,4,3,1,7,6,6,2,1
"1618",2,11,6,5,2,4,4,3,1,4,4
"1720083",15,4,4,5,10,1,6,8,7,4,6
"1296540",7,5,5,1,5,8,4,8,7,5,4
"293371",4,4,5,4,1,4,3,7,3,4,2
"1193095",3,9,3,1,3,2,3,3,8,1,3
"1614",4,1,4,4,1,1,4,1,2,4,3
"53444",3,6,1,1,3,4,1,1,0,3,0
"1625",1,2,4,2,3,4,2,1,3,1,0
"51664",10,10,2,2,3,6,1,4,2,1,1
"148814",4,8,2,3,1,3,2,1,1,1,0
"2419772",3,9,0,3,0,7,2,4,2,3,5
"1603",8,6,9,4,5,9,4,10,8,8,7
"1303590",5,13,3,6,3,2,3,2,3,2,0
"2608887",55,38,31,8,32,20,25,30,31,24,21
"1307",42,67,38,19,25,35,20,49,41,31,16
"119603",40,21,25,9,11,11,18,35,12,19,7
"2173853",24,25,18,2,2,10,21,7,14,14,6
"1305",24,38,17,11,23,19,9,29,42,22,4
"1303",23,22,9,10,10,13,13,13,14,10,4
"671232",22,15,7,3,8,2,12,13,12,15,3
"1302",21,10,13,2,9,12,13,6,13,8,1
"1308",20,14,6,2,7,8,7,7,10,6,3
"1310",14,13,7,1,6,8,10,6,6,7,0
"1313",14,17,7,2,8,10,10,9,20,9,3
"1309",14,10,8,1,4,1,7,2,7,6,3
"1811193",12,10,9,2,4,12,3,5,0,2,1
"28037",12,17,7,3,10,12,8,3,10,12,1
"1335",11,12,4,3,6,7,9,5,8,6,3
"1340",11,13,6,0,5,3,3,7,5,4,0
"1329",10,6,1,1,4,4,3,6,2,2,1
"1341",10,14,8,4,2,10,10,2,10,3,1
"1304",10,13,10,2,6,7,7,7,12,6,8
"1314",10,15,7,3,9,13,8,12,11,9,7
"1318",9,5,3,1,4,4,8,4,3,0,4
"1326",8,8,2,3,1,6,3,1,4,4,2
"45634",8,19,13,1,11,12,17,10,10,12,4
"82348",8,8,8,3,7,1,4,8,6,6,1
"315405",7,6,6,0,5,4,6,10,2,6,5
"1888195",7,10,2,1,4,7,4,3,9,3,1
"1825069",7,4,5,1,1,3,2,1,3,3,1
"1349",7,15,4,4,2,0,6,0,6,1,0
"1348",7,3,2,3,6,2,4,9,1,3,1
"1111760",6,4,1,1,1,0,5,0,5,0,0
"400065",6,6,6,2,2,6,2,4,9,8,1
"361101",6,9,3,2,4,8,5,7,11,7,1
"149016",6,2,1,5,2,0,2,5,3,0,4
"257758",5,3,3,0,0,0,3,1,2,2,0
"113107",5,6,2,0,2,6,10,7,5,4,1
"2021971",5,7,7,3,4,3,3,6,5,7,0
"1345",5,13,7,2,3,17,5,16,19,17,1
"2490633",4,1,0,0,1,0,0,0,0,1,0
"1814128",3,9,5,4,1,2,6,4,3,1,1
"102684",2,0,1,1,0,1,0,0,0,1,1
"2382163",2,1,3,1,0,2,0,0,1,1,1
"1343",2,2,3,0,1,2,0,2,1,1,2
"1917441",2,1,0,0,4,2,0,3,1,0,0
"33040",2,0,1,0,0,0,0,0,0,4,0
"1311",2,2,3,28,2,0,2,0,1,1,4
"1346",2,10,2,3,1,1,1,7,5,3,3
"197614",1,0,0,0,0,0,0,0,1,0,0
"1363",25,18,14,4,49,20,13,201,16,9,6
"1359",24,32,14,5,7,12,5,9,9,9,3
"1358",19,18,8,7,12,12,8,17,41,8,3
"1366",16,14,10,4,10,15,10,15,12,5,3
"2419773",9,4,4,1,3,3,8,8,2,3,1
"1151742",8,8,8,3,8,8,4,2,8,4,0
"2643510",8,9,4,4,3,7,6,12,5,5,1
"1364",2,4,6,1,4,4,2,7,4,2,0
"2749961",1,1,0,0,0,0,0,2,0,0,0
"33945",38,31,20,14,20,19,15,16,20,11,9
"160453",26,22,11,5,10,13,13,10,19,9,6
"1351",25,32,8,18,21,17,21,20,42,16,10
"37734",20,34,11,10,32,35,12,18,87,11,4
"1352",19,19,10,83,4,6,22,11,16,6,2
"1354",17,16,10,25,10,13,13,10,11,5,8
"53346",17,20,8,6,8,7,11,10,13,9,4
"53345",16,13,4,7,4,6,5,6,10,3,4
"118060",16,14,8,5,3,8,3,7,8,4,3
"1805431",13,9,6,3,4,8,5,3,9,2,2
"44008",10,22,10,78,7,8,10,2,15,4,4
"2005703",8,15,5,9,6,6,11,10,7,5,3
"417368",7,8,5,6,6,5,2,8,6,1,3
"2608891",7,5,5,2,2,2,5,1,7,2,1
"1353",6,13,5,0,5,1,2,1,3,4,1
"357441",1,1,0,0,0,0,1,2,0,1,0
"2571750",11,6,1,7,4,4,3,6,8,3,3
"218144",10,4,2,6,3,4,4,6,6,1,4
"2714946",9,3,3,6,7,2,7,0,6,9,0
"2648499",7,5,1,4,2,5,3,2,7,3,2
"519472",6,4,7,10,2,3,4,2,5,7,3
"2714947",6,19,3,6,6,1,3,11,4,3,5
"633807",4,13,3,10,8,0,2,5,8,6,2
"51669",11,10,7,19,8,6,15,9,7,13,3
"290335",9,15,8,3,4,3,8,9,3,0,0
"526944",4,6,6,3,5,3,3,1,6,6,3
"33970",9,11,4,6,5,22,35,6,10,23,4
"119206",28,35,13,8,14,16,23,27,26,16,7
"1376",22,16,6,1,13,8,6,10,22,8,4
"51665",20,8,2,51,7,6,3,6,10,5,1
"1377",18,10,5,4,4,1,1,4,10,2,2
"87541",11,7,4,4,5,6,5,4,6,7,2
"128944",4,16,3,3,6,8,6,16,10,5,1
"46125",21,13,10,4,5,10,4,9,12,13,8
"2036206",17,18,15,2,7,3,7,2,16,6,3
"2748",19,18,8,9,8,9,9,8,12,10,5
"257487",18,23,16,18,6,12,10,18,17,9,5
"2751",8,24,7,15,8,5,8,9,9,8,3
"147709",7,4,4,4,2,4,2,1,4,2,2
"1868793",13,13,10,152,4,6,3,3,3,3,5
"2496265",11,9,10,10,9,8,4,4,5,7,3
"1868794",10,3,7,26,3,7,1,2,1,1,5
"708126",4,7,3,8,1,3,5,2,3,5,1
"2621505",3,7,6,9,4,4,5,3,1,2,0
"29394",23,28,20,8,14,13,14,10,28,9,11
"2632303",9,10,7,8,2,11,6,5,2,1,6
"73918",3383,4447,2278,404,2630,2531,2646,3247,3227,2073,917
"28033",1,2,1,0,1,2,0,1,2,1,0
"1297617",259,357,196,42,200,194,162,252,270,157,79
"2610894",139,204,99,20,115,106,109,128,149,103,45
"2086584",113,130,58,16,77,79,67,81,90,62,31
"2060094",67,86,54,20,53,54,39,59,73,53,28
"86331",19,15,11,4,11,26,8,12,21,10,10
"178898",57,74,41,6,28,43,46,39,46,32,26
"1981510",24,10,5,2,8,6,5,10,4,8,3
"853",747,718,455,96,388,402,436,547,648,331,187
"292800",438,571,290,63,325,336,382,447,413,275,140
"2643836",374,321,237,44,202,199,198,210,266,167,78
"2629304",211,275,166,32,163,131,179,208,194,129,59
"351091",159,168,103,14,78,92,94,112,113,74,34
"253239",297,273,194,31,157,151,189,220,205,122,80
"1550024",264,330,172,27,200,164,195,234,261,184,87
"1677857",142,18,249,6,16,66,7,15,4,32,18
"288965",34,23,35,13,9,22,12,8,13,31,13
"1515",33,29,30,6,11,30,11,14,17,20,6
"1796620",163,189,94,20,133,111,107,172,175,139,40
"1161942",73,75,43,6,54,38,47,56,55,31,18
"1264",30,23,17,4,13,14,19,24,23,16,12
"1160721",15,10,9,0,4,7,8,11,11,8,7
"2608920",13,12,9,4,6,9,7,3,12,4,1
"1521",40,42,18,22,10,13,6,13,7,5,6
"2488810",36,22,12,10,9,8,17,6,16,9,4
"84032",70,62,48,9,31,28,20,33,25,27,12
"1510",37,22,32,3,8,28,17,22,23,13,7
"884684",23,9,17,4,22,5,19,30,5,9,3
"236753",12,4,1,5,4,6,1,6,8,5,2
"2093857",9,29,16,3,7,3,8,17,13,15,3
"2614128",339,236,163,69,135,100,109,143,150,128,42
"36745",120,75,62,11,45,12,12,14,22,23,4
"1491",95,77,41,17,44,53,46,53,55,87,13
"1520",65,62,37,15,36,22,20,31,33,32,5
"1502",58,71,38,39,22,25,28,31,39,32,12
"1501",57,39,28,8,26,14,44,26,25,21,7
"1534",46,47,22,15,25,12,14,10,20,11,4
"169679",36,26,11,2,15,10,9,9,10,12,2
"1492",30,39,24,23,15,13,13,15,22,21,6
"1716543",28,27,10,8,13,20,12,18,22,19,4
"36845",26,41,11,10,38,13,14,17,27,16,4
"84022",22,18,14,2,10,10,14,6,11,11,6
"238834",21,10,11,7,11,8,9,14,10,16,2
"1497",19,10,5,7,5,12,11,13,12,10,2
"223919",19,13,12,1,9,14,1,12,11,1,0
"1513",18,18,14,3,17,9,13,7,10,12,6
"1488",17,14,7,6,5,9,7,6,4,3,2
"1493",17,23,7,4,13,10,9,8,18,8,7
"217159",17,31,9,0,6,4,9,18,9,10,2
"1542",17,11,6,1,2,2,2,0,9,3,5
"1519",17,20,6,5,7,4,8,16,15,11,4
"29341",16,33,9,9,20,21,20,22,23,19,4
"1561",13,17,10,4,7,9,6,7,6,9,2
"332101",13,7,5,2,2,3,9,4,3,2,4
"94869",13,13,9,5,3,2,9,6,12,4,2
"1494",12,7,6,7,5,2,4,2,1,1,0
"394958",12,9,6,2,3,1,8,9,5,2,1
"46867",11,8,8,1,1,2,4,2,5,6,2
"1548",9,13,5,4,10,3,9,4,6,2,1
"1216932",9,16,11,13,4,4,8,4,4,8,1
"1509",8,14,7,1,10,8,11,11,5,4,4
"1504",8,9,3,3,5,6,3,5,5,6,0
"182773",7,14,8,7,7,4,5,3,7,8,5
"2068654",7,11,5,3,5,5,7,5,1,5,3
"1538",2,6,3,1,3,1,2,1,2,3,1
"84023",1,1,0,1,1,0,1,4,1,4,0
"154046",129,110,72,12,103,62,57,100,84,47,25
"208226",29,12,14,10,13,15,11,11,11,2,6
"461876",28,53,15,41,17,13,12,12,44,6,8
"2638829",35,60,15,2,27,25,19,22,33,13,4
"2629145",30,36,8,2,14,21,10,30,15,8,7
"1424294",30,12,18,5,23,9,14,27,19,13,4
