"","X9JUZM2TOMPOOB100355.extra.kraken2.report","DYZgM2TOMPOOB100370.extra.kraken2.report","wQqUM2TOMPOOA080335.extra.kraken2.report","X1qGgM2TOMPOOM080340.extra.kraken2.report","aFJgM2TOMPOOM090325.extra.kraken2.report","iYASM2TOMPOOA050195.extra.kraken2.report","TECcM2TOMPOOA051310.extra.kraken2.report","cuu6M2TOMPOOB051315.extra.kraken2.report","s9OmM2TOMPOOB051285.extra.kraken2.report","a50wM2TOMPOOB051350.extra.kraken2.report","dSz8M2TOMPOOA051340.extra.kraken2.report"
"2749807",0,18,9,38,6,13,13,16,22,9,20
"658643",1,9,4,4,2,3,1,7,9,3,9
"1173270",1,9,5,17,2,10,6,16,34,11,9
"658642",1,13,3,25,1,7,11,2,18,9,15
"1886807",3,7,5,19,9,12,6,13,3,5,7
"1415630",2,14,9,25,1,9,9,19,15,14,14
"69328",5,14,7,33,18,12,7,9,20,15,6
"2651048",4,12,4,41,68,13,11,14,22,14,7
"1173273",0,15,9,20,3,13,5,12,16,4,10
"2654238",2,9,9,21,7,14,11,14,10,12,12
"2662034",5,8,15,325,3026,10,6,13,9,33,5
"1173288",3,5,10,17,0,6,9,2,13,11,18
"658632",2,9,3,6,0,5,4,1,8,8,6
"2762896",6,5,8,35,74,4,14,14,27,33,12
"1173280",0,3,1,10,2,3,4,5,11,5,5
"2083053",0,4,18,82,28,15,12,12,20,41,14
"658641",1,0,3,13,1,6,4,4,4,3,6
"2083052",2,6,3,57,127,12,12,14,39,16,8
"1173284",0,11,8,20,5,9,8,4,3,4,9
"147212",2,8,4,28,2,10,10,6,11,7,5
"2738843",1,16,4,24,3,10,7,10,12,8,21
"2587597",3,6,2,11,10,1,3,4,17,5,3
"2664899",2,8,6,15,4,8,17,8,7,4,7
"2083051",3,8,9,7,5,13,9,11,5,3,10
"1338689",2,4,0,12,23,6,1,6,1,5,4
"2545800",0,2,0,3,1,1,3,0,12,9,3
"306",0,2,0,4,3,4,1,2,2,0,3
"1495331",1,0,1,4,0,0,1,1,1,0,2
"2479393",4,2,3,6,6,3,0,4,156,0,0
"1761895",0,4,2,2,0,4,2,2,1,4,4
"2609418",0,4,2,8,0,5,3,0,1,3,1
"1523522",0,0,2,0,0,0,1,1,0,0,1
"287",266,1923,1211,4819,773,1764,1644,1746,4441,6907,2277
"300",149,1321,677,2451,351,829,1035,804,3107,2124,11506
"53412",52,2244,270,853,132,389,427,374,1132,840,566
"1232139",301,2213,358,1579,1818,766,554,620,1610,2014,1176
"43263",223,778,884,7538,419,798,542,561,1957,1421,4744
"627141",82,577,302,1003,127,520,481,538,969,722,634
"53408",46,337,183,614,75,336,356,335,602,401,412
"294",452,2110,1180,4379,622,1858,1794,1993,3316,2130,2254
"380021",91,612,382,1153,161,579,550,585,1060,706,589
"47878",48,312,186,525,87,312,250,303,458,297,297
"76758",50,255,188,561,93,256,254,279,538,300,300
"47883",36,213,169,523,69,178,190,226,341,210,234
"200451",23,190,99,309,33,146,150,170,249,169,195
"200450",23,186,101,352,45,146,175,189,275,191,195
"47879",63,168,106,493,37,126,126,115,235,182,149
"46679",17,119,79,272,31,113,86,84,170,111,97
"183795",68,134,1277,13884,28,121,135,124,294,193,203
"76760",18,115,186,262,39,118,91,126,247,142,143
"29442",9,130,83,196,30,97,112,112,159,121,113
"78543",16,120,67,192,28,115,78,84,148,112,128
"651740",11,82,78,209,16,95,93,91,111,91,103
"129817",10,76,55,185,21,80,63,60,135,79,74
"169669",7,60,42,147,15,72,58,72,127,84,77
"75588",6,60,41,103,11,42,42,52,83,69,58
"76761",11,50,24,113,24,46,42,34,72,65,47
"75612",3,25,19,74,10,35,31,35,35,21,40
"303",710,3159,1906,16680,34997,2542,2422,2706,4724,3540,3148
"47885",177,657,486,1372,197,602,690,716,1041,700,929
"76759",76,387,269,864,549,330,299,354,586,398,445
"47880",50,339,189,840,94,271,269,290,775,463,398
"70775",34,192,114,500,711,171,108,145,224,169,223
"2217867",12,46,30,81,32,52,46,38,80,35,39
"78327",2,20,21,70,26,24,23,30,30,23,37
"578833",463,3558,5689,9630,15974,3515,3566,3402,9850,6722,4862
"74829",72,577,449,4463,10364,522,522,513,1088,861,725
"271420",25,208,198,454,71,163,181,148,354,223,219
"47886",7,40,24,95,20,33,38,41,105,72,34
"587753",249,1567,908,2884,412,1369,1253,1487,2490,2264,1503
"86185",15,119,93,301,47,121,103,117,201,116,122
"296",11,87,50,161,18,74,49,95,120,93,114
"2604832",48,2023,229,739,107,874,376,692,1258,5629,1341
"251695",70,522,364,1331,195,483,493,493,786,566,609
"33069",20,170,90,424,44,139,112,148,242,176,187
"1190415",18,163,97,357,36,127,113,121,242,178,139
"36746",16,143,98,370,50,130,120,133,280,196,155
"53409",16,97,80,213,38,98,104,106,170,94,111
"251698",5,48,37,131,71,34,36,61,80,75,50
"50340",4,47,26,91,23,52,48,69,93,46,56
"251701",4,24,12,82,10,24,13,13,33,26,22
"2775504",2,20,3,31,0,5,7,9,8,7,11
"46257",0,2,1,7,0,0,2,2,6,8,1
"86840",0,2,1,1,0,1,0,0,0,1,0
"1392877",93,710,396,1180,197,628,570,649,1288,863,1568
"319939",93,878,412,1201,184,580,679,614,1844,1223,986
"237610",103,752,451,1343,195,685,602,611,1165,849,765
"1301098",15,122,61,185,40,120,82,158,214,126,265
"1245526",54,446,268,987,102,405,348,451,756,491,559
"384676",41,230,119,433,90,161,189,208,312,196,227
"43306",52,369,206,642,95,387,288,366,582,375,437
"157782",52,298,189,551,112,284,273,297,463,307,329
"2599595",49,311,152,555,72,305,265,290,444,308,321
"487184",28,218,163,725,60,238,220,226,417,293,271
"104087",38,223,136,469,52,212,206,201,318,221,214
"237609",32,251,190,490,96,190,170,197,356,235,256
"216142",32,232,119,420,63,192,181,191,441,267,229
"1499686",36,220,200,486,144,191,174,181,475,331,286
"472181",31,194,133,543,77,204,200,177,328,211,279
"364197",28,197,138,585,62,166,145,135,372,251,191
"157783",31,221,126,475,53,214,189,205,375,230,211
"198618",27,236,124,382,59,156,139,169,240,168,149
"86264",2,9,3,12,3,3,7,2,6,8,5
"198620",38,179,75,428,40,167,131,150,258,207,194
"553151",20,162,144,498,40,134,121,128,241,134,217
"515393",28,203,90,320,54,149,159,168,270,191,198
"1395516",35,54,23,113,11,36,27,43,64,44,40
"797277",25,172,132,406,75,152,134,164,223,163,185
"95300",19,173,72,391,40,146,114,117,229,169,161
"702115",38,193,106,425,44,158,161,152,207,151,162
"437900",11,153,73,460,38,139,144,115,227,169,151
"1691904",14,130,89,300,44,91,107,104,345,199,178
"219572",16,122,82,249,41,104,97,124,164,120,129
"86265",44,109,90,259,23,124,102,126,133,122,125
"1148509",24,142,61,219,22,116,97,113,188,145,135
"359110",17,119,66,306,25,128,108,118,193,183,130
"1853130",26,131,67,199,35,105,116,117,157,151,111
"191390",27,145,78,235,40,102,114,118,271,207,112
"395598",21,128,81,220,30,130,106,97,156,123,97
"741155",17,132,65,208,49,64,73,75,212,129,123
"1434072",25,141,78,334,47,112,114,119,240,169,158
"244566",22,119,61,207,28,102,89,104,159,86,117
"321846",13,106,44,163,42,78,59,99,117,80,83
"46677",21,125,75,252,35,104,91,133,230,195,166
"1274359",8,119,44,203,39,61,69,59,179,149,96
"1421430",14,134,82,234,25,110,94,107,196,131,112
"2505979",35,88,66,156,16,97,62,71,129,73,74
"47884",9,102,75,268,29,87,84,88,127,125,92
"554344",9,95,55,238,42,74,94,71,504,287,146
"163011",18,86,57,209,28,75,63,92,143,86,81
"158627",20,88,56,194,24,55,86,86,132,81,91
"2774460",7,89,40,160,31,65,62,76,128,94,75
"2774461",9,58,21,214,19,48,53,62,106,82,56
"2502979",11,68,37,200,33,52,64,58,170,143,83
"1788301",4,60,47,190,25,67,55,47,128,64,95
"122355",9,93,54,165,6,73,61,68,108,85,84
"1628086",16,53,38,140,18,49,45,58,79,70,67
"53407",6,56,31,113,17,43,47,48,75,45,40
"1306993",5,26,19,65,35,25,13,17,42,21,28
"2565368",52,29,24,77,11,29,32,34,46,25,34
"1615674",1,21,13,62,8,39,23,30,42,33,30
"1785145",5,16,23,50,3,16,15,13,17,5,10
"2681983",4,10,7,32,5,8,13,10,31,19,12
"1583341",5,14,7,16,5,8,7,12,9,10,10
"2219225",0,5,4,246,1649,4,7,5,5,11,4
"1302376",3,11,6,17,2,11,2,3,7,9,7
"470150",1,4,4,4,261,0,2,5,0,3,1
"353",100,1051,447,1215,179,611,557,820,1245,762,702
"69964",72,492,289,647,117,373,465,847,940,458,441
"354",73,495,252,780,108,416,415,500,762,627,562
"1510150",73,180,165,5082,39,185,176,163,199,157,282
"1697053",3,39,20,93,6,18,15,12,27,11,22
"2213226",1,13,14,31,8,11,10,4,9,11,19
"2785331",0,9,8,42,2,3,4,3,9,4,14
"1879049",6,79,41,185,23,76,59,60,78,52,92
"2563897",3,18,10,43,6,11,9,9,9,3,13
"2798861",0,5,10,31,3,6,9,11,3,12,10
"2004646",1,7,3,26,1,7,3,4,9,3,12
"2714110",3,9,4,25,3,14,9,8,11,5,10
"2004647",1,4,2,11,0,3,5,6,7,1,4
"1407071",0,9,5,26,8,8,6,6,8,8,7
"2601122",1,10,1,18,4,13,5,8,13,7,12
"1646498",1,7,5,44,1,5,7,6,4,5,8
"1808001",1,8,7,30,5,9,9,8,10,12,14
"1608473",1,4,5,14,4,9,5,2,7,3,8
"1758189",1,3,10,36,3,8,4,6,8,3,10
"2079596",0,4,0,4,1,3,3,1,7,4,5
"1636603",0,2,0,24,1,6,0,2,3,1,2
"2545797",0,5,3,14,0,3,3,0,4,14,4
"1827285",0,0,3,17,0,1,1,7,8,1,5
"2609668",2,10,4,10,1,0,4,2,4,3,4
"2725684",0,0,3,3,1,1,0,1,1,0,2
"2004644",1,1,3,8,1,1,3,4,0,3,0
"2743575",1,1,0,3,0,3,1,3,3,3,3
"470",14,46,20,151,21,61,41,68,109,35,116
"48296",81,19,7,47,10,46,20,9,79,14,50
"471",9,8,8,41,2,22,19,12,9,12,17
"1530123",8,18,12,40,3,11,7,17,40,16,11
"106654",4,8,7,28,1,9,12,11,17,6,10
"1785128",19,11,3,22,0,8,8,5,11,3,4
"756892",8,43,41,189,23,59,32,33,58,34,44
"1789224",2,32,6,53,3,10,8,6,24,6,11
"108981",3,25,17,156,12,21,20,22,19,14,20
"29430",1,13,11,60,5,10,11,14,18,11,12
"40214",1,11,17,0,11,0,0,25,49,0,0
"981334",0,0,0,5,1,2,0,1,1,3,3
"487316",2,48,4,59,3,19,13,11,18,14,20
"106648",15,16,14,82,3,9,12,11,25,14,106
"1046625",0,1,0,1,2,0,0,1,1,1,0
"134534",0,11,3,35,4,8,5,9,18,8,4
"202954",0,10,7,57,3,6,6,12,5,9,12
"70348",1,8,4,39,4,5,9,14,5,5,11
"1197884",2,10,2,39,0,7,1,3,3,2,4
"1879050",0,11,3,63,3,18,16,11,23,10,18
"62977",3,7,5,30,5,5,11,10,11,3,23
"70346",0,7,2,18,4,4,4,10,7,2,10
"108980",2,12,10,68,6,11,6,16,12,9,19
"2006115",2,3,3,36,3,4,2,9,15,4,8
"1871111",2,7,3,15,2,1,7,10,9,5,6
"2715163",1,5,3,35,1,9,3,9,6,5,11
"40215",1,14,74,113,5,37,20,15,28,7,34
"202956",2,8,6,19,1,4,10,10,13,4,8
"2136182",2,8,4,22,4,6,2,9,5,4,14
"436717",3,9,2,18,1,3,2,5,2,3,7
"106649",1,6,4,8,1,1,1,4,9,3,3
"2662362",3,4,5,30,0,3,7,8,2,6,9
"2715164",2,10,8,25,1,10,6,5,5,4,5
"2004650",1,3,2,5,0,9,2,3,9,8,8
"1324350",2,4,0,18,0,8,3,4,10,4,8
"1699621",3,10,8,37,2,12,12,19,11,8,15
"1028416",4,21,12,37,5,16,12,11,14,7,9
"1699623",2,1,3,26,2,5,1,4,7,9,2
"1720344",2,8,4,27,1,3,5,3,3,1,6
"1699622",0,2,3,9,0,2,2,1,3,5,4
"2772254",3,6,4,25,2,8,4,8,8,5,8
"571800",0,5,1,16,3,3,4,1,3,4,11
"349106",0,3,0,11,2,2,6,5,2,3,5
"1699624",0,5,2,15,2,6,2,1,7,3,4
"56811",1,3,0,1,1,0,0,1,0,1,1
"2733866",2,2,4,21,1,8,0,1,4,3,4
"2203895",1,2,0,11,0,1,1,2,2,3,1
"1028419",0,0,0,0,0,0,0,0,0,0,0
"256326",3,32,17,33,5,33,22,39,10,18,23
"45610",2,15,24,58,5,16,18,43,22,14,14
"259536",2,8,3,19,2,11,12,16,26,12,24
"330922",0,5,5,18,0,3,3,3,7,2,7
"34062",5,56,30,105,11,49,35,45,46,39,68
"476",3,11,2,53,2,10,12,5,7,9,24
"480",0,0,5,103,1,6,13,8,10,8,9
"34061",5,11,14,70,4,13,11,13,21,9,29
"386891",2,14,7,40,2,12,4,10,9,5,15
"478",0,10,4,31,2,12,9,6,12,7,7
"29433",1,3,1,4,2,4,0,5,3,3,1
"2283318",3,43,27,100,4,37,27,34,47,20,44
"453783",924,3279,18486,6768,21875,10121,3220,6226,7279,4123,5458
"2290922",236,1029,1508,3552,1085,1844,1160,1851,1924,2159,2498
"2762611",117,504,1126,2730,1241,877,711,987,1067,1233,1914
"2781021",34,183,199,552,205,201,197,231,255,334,406
"2781022",29,171,206,549,226,217,169,233,241,247,377
"2714936",23,129,93,370,77,171,110,134,124,150,178
"2781024",15,108,126,426,150,108,98,110,144,168,230
"2781023",19,78,87,320,109,120,89,103,130,141,199
"69",485,2232,3634,9089,3152,3522,2721,3636,4125,4069,5383
"2763317",651,1900,4077,8889,3568,4203,4274,6022,5536,6222,6557
"2795387",212,879,3364,3588,2845,2083,1202,1891,2243,1914,2318
"84531",199,928,1321,3729,1155,1259,986,1371,1607,1444,1901
"435897",198,888,1379,3514,1121,1299,967,1296,1436,1329,1954
"1605891",212,718,1453,3963,1494,1260,1074,1494,1654,1886,2640
"1324796",223,659,1022,9430,1528,1617,1031,1371,1473,2664,4297
"262324",138,680,1024,2511,805,949,760,1090,1157,1072,1298
"2591633",147,618,1205,2983,1189,973,838,1179,1289,1336,2095
"2698682",109,439,788,2992,918,817,595,813,947,1335,1515
"40324",483,2440,2627,8522,1945,2752,2193,2960,3494,3210,5109
"2072414",29,169,225,547,160,205,161,232,261,231,279
"2072413",22,178,207,569,125,188,170,202,248,210,314
"2072405",19,110,95,294,56,106,60,111,124,101,138
"2072407",5,60,65,189,35,59,51,75,64,57,114
"2072412",18,71,75,192,46,60,60,79,95,60,99
"2072406",12,33,60,163,28,63,45,61,67,57,71
"2072409",3,22,28,56,18,22,17,15,23,18,30
"2072408",3,23,12,72,11,20,29,30,20,41,24
"1904944",62,317,370,1187,328,370,305,449,437,440,593
"2770322",45,258,335,945,281,339,283,364,388,412,494
"2691571",24,181,219,603,161,239,179,238,272,275,353
"2742129",40,128,135,349,132,154,90,136,176,139,222
"2303750",379,48,68,212,49,86,66,82,82,60,96
"2040586",10,54,158,174,47,76,71,120,73,112,234
"2005046",8,66,69,300,51,61,52,64,101,79,130
"2282124",3,27,18,76,18,20,15,16,32,23,30
"2682487",0,7,11,54,16,22,7,21,32,48,24
"2775920",4,13,29,49,27,14,11,17,15,11,54
"1827305",18,19,33,62,13,26,5,26,24,20,43
"216778",179,945,1157,3320,966,1090,859,1106,1338,1244,1666
"128780",113,565,705,2851,1382,693,580,781,840,887,1237
"2045451",19,25,18,85,14,24,20,22,29,25,39
"83617",0,0,3,2,3,0,1,0,3,0,0
"149696",23,151,174,523,118,147,156,146,183,179,237
"359385",17,78,78,239,48,68,64,95,131,89,114
"340",10,63,83,342,52,97,59,77,85,76,113
"92826",8,32,43,127,15,63,60,42,57,64,85
"2724122",16,90,93,276,73,103,108,104,122,143,170
"2724123",12,92,97,253,74,93,74,118,108,117,141
"2724121",19,123,106,257,74,96,88,113,118,130,165
"2775162",2,14,9,57,16,21,13,10,19,11,20
"2776703",0,1,1,1,0,2,1,0,1,0,0
"152263",11,165,159,463,139,230,135,199,206,240,300
"134875",21,118,124,308,85,130,113,123,203,211,219
"487909",4,35,42,104,17,43,28,58,41,65,62
"56458",97,472,608,1908,516,688,551,679,743,807,1081
"64187",22,93,86,241,42,101,90,95,115,120,148
"129394",8,49,76,114,35,62,33,63,61,35,77
"56464",66,332,374,1201,343,441,351,497,556,463,685
"346",77,343,366,943,215,377,309,388,426,386,524
"380358",1,1,1,1,1,1,1,1,4,0,1
"56455",52,317,270,906,251,349,291,371,381,435,527
"195709",6,70,70,188,47,62,60,65,69,87,100
"69929",9,40,43,272,21,26,39,36,44,32,54
"925775",9,38,51,115,19,38,28,39,61,35,40
"56453",36,217,229,731,185,281,195,233,240,306,378
"48664",46,200,229,783,163,251,174,266,249,226,344
"487904",4,63,65,199,32,62,52,79,82,61,103
"2754056",1,23,25,93,24,32,25,27,31,28,28
"707209",2,2,0,14,7,2,3,2,5,1,6
"454958",4,9,7,44,14,10,9,7,11,9,19
"325776",0,8,3,6,3,4,1,2,4,2,4
"487849",0,2,1,4,0,1,2,1,1,3,4
"1219375",25,174,144,429,85,175,128,193,203,232,296
"1982678",25,116,109,343,61,119,110,112,109,142,141
"1101443",1,19,9,20,4,6,3,7,11,3,15
"1304892",0,2,1,0,0,3,1,1,0,0,1
"2259622",21,126,109,303,77,106,114,122,111,130,183
"359387",0,9,5,22,11,6,8,10,15,5,15
"207721",0,9,10,19,0,9,5,8,12,7,22
"189396",2,7,4,37,8,13,7,12,11,16,9
"316273",0,0,0,0,0,2,2,0,0,0,7
"92828",7,57,74,229,36,65,49,53,68,78,96
"317013",0,2,1,4,24,1,1,1,2,4,2
"442694",4,12,13,47,4,21,7,23,37,6,30
"2799326",153,695,875,3374,1267,1121,800,1118,1357,1316,2247
"1896164",108,629,779,3174,1318,859,692,968,3012,1193,2084
"2508168",114,590,675,2594,974,863,652,848,1045,1126,2950
"2799325",134,570,633,2358,915,763,626,804,1031,1098,1575
"2761107",100,547,670,2455,894,745,568,834,884,1081,1566
"1176533",145,738,916,3248,1214,1047,943,1107,1380,1435,2175
"2006110",114,601,733,2825,807,862,697,831,1029,1049,1867
"2565782",104,536,812,2340,808,830,594,774,991,1007,2834
"743721",107,718,957,3195,1388,885,727,935,1143,1119,1835
"128785",592,1297,27917,35363,7864,1281,1473,1397,1612,4821,6212
"1045855",91,455,651,2448,641,610,535,645,717,806,1151
"2202149",187,563,1006,5169,1039,1124,787,1063,1162,1778,2122
"2771436",137,554,3954,8817,3278,859,683,878,1006,1308,1551
"2714945",112,294,634,2782,612,608,457,577,672,977,1123
"215691",152,671,1205,9951,1207,1200,829,1178,1280,1786,2244
"1463158",134,558,754,3638,834,822,641,842,949,1214,1421
"370777",376,1220,1520,18924,1019,1261,1046,1107,1561,1389,2696
"2511995",64,572,408,1855,194,647,450,485,578,769,730
"698414",0,2,1,13,0,1,1,1,2,0,2
"1401256",0,2,0,0,0,5,1,4,0,1,0
"644357",0,4,1,6,0,1,2,1,1,1,3
"671135",1,2,2,1,1,2,1,0,2,2,1
"1444770",5,43,53,124,36,51,44,61,58,57,61
"445710",129,820,642,35893,319,1148,861,922,1060,5404,1884
"2763498",78,467,432,1635,219,572,379,442,486,2839,785
"2501295",19,207,197,724,93,246,151,148,205,848,363
"1217721",52,524,422,1866,212,688,493,554,638,3161,903
"1849581",38,283,276,1118,105,342,242,292,275,1219,539
"666685",130,848,646,6620,424,1070,853,877,1017,5954,1857
"2778082",123,693,513,4433,347,974,698,767,880,3939,1522
"582702",72,517,384,2305,238,656,517,458,529,7623,1021
"1300342",213,1697,1240,4685,727,2077,1435,1616,1922,2622,2422
"2589080",80,652,482,1891,260,732,522,634,828,1881,980
"1440763",85,590,450,1695,201,748,525,578,702,1417,866
"2010829",104,832,578,2968,338,1024,714,806,951,3302,1481
"2021234",77,617,406,1425,114,510,423,408,501,483,710
"767434",39,294,249,1010,107,341,266,278,338,548,406
"550",64,344,345,1620,89,402,258,414,482,233,1581
"158836",21,120,76,324,40,127,112,135,205,92,171
"69218",13,71,60,153,18,81,67,90,101,51,87
"61645",9,66,84,138,22,62,68,88,74,59,81
"1812935",9,45,56,153,31,66,48,57,87,50,117
"2494701",6,26,20,78,8,47,25,31,31,27,61
"208224",3,28,15,73,5,22,17,14,29,27,39
"299767",1,26,12,60,52,21,21,25,26,25,31
"2071710",4,20,13,15,3,9,9,21,18,21,15
"2757714",0,20,16,39,11,21,28,18,21,16,14
"2724468",11,78,35,138,14,95,67,92,89,71,113
"2596949",11,65,43,158,24,67,59,71,90,55,95
"1914861",12,66,41,159,15,59,44,73,71,44,74
"2742676",2,46,27,62,6,27,24,29,39,23,28
"2742639",5,18,21,82,5,29,21,18,27,19,26
"399742",8,24,25,64,8,30,24,34,33,30,34
"2742619",0,9,7,42,7,17,14,14,17,12,14
"1166130",1,10,6,10,0,10,7,5,4,5,9
"2705458",1,10,8,28,1,13,3,5,10,8,7
"2500132",1,7,6,5,3,8,3,6,4,2,10
"1560339",1,11,11,8,2,6,5,11,10,6,6
"648691",1,1,1,2,0,1,1,1,1,0,0
"2565914",0,4,2,1,1,0,0,1,7,1,1
"1868135",0,1,4,10,3,0,1,1,3,2,4
"1827481",0,1,0,4,0,0,1,2,2,1,3
"2742673",0,0,0,1,1,0,3,3,2,4,2
"2742656",0,0,1,0,1,1,0,1,1,0,0
"2747372",0,1,0,1,1,2,0,0,1,0,2
"2051905",0,0,0,0,0,0,0,0,0,1,0
"881260",13,57,25,138,9,41,32,89,84,38,71
"2478464",5,29,27,59,13,35,30,28,31,20,32
"885040",2,23,11,62,12,25,20,21,34,21,24
"539813",0,4,3,5,0,3,2,1,1,2,2
"72407",1,12,4,13,1,9,3,9,11,7,5
"39831",0,1,3,4,0,2,1,3,3,3,2
"1328373",0,0,0,2,0,0,0,0,0,0,1
"1365186",0,0,0,0,0,0,0,0,0,0,0
"1420012",0,0,0,0,0,0,1,0,0,0,0
"548",24,211,116,477,44,184,126,190,246,123,209
"2681387",1,12,9,15,3,16,8,10,15,5,12
"2787706",0,5,0,5,0,2,3,6,6,5,4
"2675726",3,3,3,6,0,5,3,6,5,1,3
"2697371",0,5,4,0,0,0,0,1,1,1,1
"2015795",0,0,1,1,1,1,1,0,1,2,2
"2267618",0,0,0,1,2,0,1,1,4,0,0
"2675710",0,1,4,1,0,3,2,2,7,4,0
"571",17,116,92,368,43,145,107,147,182,114,172
"1134687",12,136,74,0,35,131,101,99,162,111,0
"1667327",1,5,2,11,1,5,5,3,6,3,5
"244366",9,0,0,121,15,0,64,73,92,0,80
"2026240",1,27,10,93,9,34,29,29,42,29,27
"2153354",5,23,21,49,2,33,29,32,36,19,46
"2489010",2,32,13,64,6,20,14,29,28,25,36
"2058152",1,11,12,63,11,15,17,10,26,8,22
"546",16,129,86,428,44,132,102,104,148,86,125
"67827",1,14,12,51,2,17,14,22,15,4,16
"1639133",6,14,9,30,71,15,7,8,13,5,13
"2816438",0,7,1,18,2,3,5,13,12,5,4
"57706",0,5,2,17,3,11,10,7,8,5,7
"133448",2,4,7,15,0,6,3,10,6,2,10
"1573676",7,41,25,95,9,44,27,46,50,30,35
"2742624",7,40,18,58,7,47,41,37,36,32,35
"2546350",2,18,12,31,5,11,11,7,18,6,17
"2781952",0,19,8,15,5,10,8,9,11,7,12
"1702170",0,0,2,20,1,3,0,0,3,4,2
"2742627",0,5,2,5,0,1,0,1,3,3,4
"1703250",0,1,2,3,0,1,2,3,3,2,1
"1920110",0,3,0,21,2,0,3,0,1,1,3
"2742675",0,1,0,1,0,1,0,2,0,1,1
"2742667",0,3,0,2,2,1,1,2,3,0,2
"2742626",0,0,1,0,0,0,0,1,4,3,1
"2742657",0,2,1,3,0,0,1,0,1,0,0
"2742625",0,3,1,0,2,0,2,5,4,1,2
"2742668",0,2,0,6,0,0,0,2,0,1,0
"2697370",0,1,0,2,1,1,1,0,0,0,0
"2742678",0,0,0,1,0,1,0,0,0,0,0
"637910",9,58,45,159,23,73,57,72,89,55,63
"67824",2,51,24,74,6,45,39,27,59,29,45
"1261127",3,35,29,66,10,26,20,18,40,14,39
"545",4,19,11,45,4,15,16,14,34,20,34
"2562449",2,23,14,115,10,19,19,16,28,14,36
"2653932",4,22,13,66,8,28,31,27,33,25,32
"1748967",0,6,3,11,2,7,3,7,4,5,3
"1563222",0,4,5,16,2,0,4,8,4,3,2
"1138308",1,13,4,12,1,13,10,12,13,8,13
"413498",14,88,64,159,13,84,81,93,102,76,94
"1074000",16,70,46,125,16,55,57,81,74,57,89
"1073999",9,54,43,144,14,85,64,74,78,61,78
"1159491",0,0,0,0,0,0,1,0,0,1,1
"1159613",3,10,8,24,3,14,11,16,15,9,10
"1906275",1,13,9,30,6,9,12,5,11,11,7
"2725560",9,48,33,97,19,54,36,42,54,31,140
"2492396",6,39,28,60,13,26,29,31,38,22,62
"2067958",7,48,17,104,6,30,20,27,52,19,30
"1300165",3,12,5,17,3,17,7,13,30,4,21
"1235834",3,8,7,16,4,8,4,9,1,3,10
"551989",4,30,27,58,9,32,21,30,38,22,35
"1177180",0,3,3,2,0,3,3,3,10,3,4
"497725",4,21,19,44,5,18,14,27,32,13,24
"1646340",8,35,45,59,7,27,26,34,25,24,26
"2714951",7,52,28,83,20,60,62,99,72,55,53
"2815358",5,46,27,83,12,58,59,47,90,31,72
"2282310",0,10,11,16,3,8,6,10,9,10,13
"2282309",3,12,5,17,2,9,7,15,15,25,16
"2681308",0,17,9,25,3,11,13,18,20,7,20
"2681309",1,1,4,15,3,1,8,4,2,2,7
"1920114",0,4,5,3,0,5,5,4,5,3,1
"2681307",3,12,5,19,2,16,15,10,6,7,11
"83655",15,124,69,265,25,114,93,116,117,98,121
"2822132",0,9,0,2,1,3,3,3,4,2,2
"83334",0,3,1,5,2,7,2,6,4,4,6
"696406",0,0,0,0,0,0,0,0,0,0,1
"2233553",0,0,0,0,0,0,0,3,0,0,1
"930406",0,0,1,0,0,1,0,0,0,0,1
"585034",0,0,0,1,0,0,0,0,0,0,0
"409438",1,1,0,0,0,0,1,2,2,1,0
"2048778",0,0,0,0,0,0,0,0,0,0,0
"2048781",0,0,0,0,0,0,0,0,0,0,0
"1392858",1,0,0,0,0,1,0,0,0,1,0
"2763104",0,0,0,0,0,0,4,13,11,12,0
"1045010",0,0,0,0,0,0,0,0,0,0,0
"244319",0,0,0,0,0,0,0,0,0,0,0
"1078034",0,0,0,1,0,0,1,1,0,0,1
"2810408",0,0,0,0,0,0,0,0,0,0,0
"2810404",0,0,0,0,0,2,1,0,0,2,0
"208962",6,30,35,69,10,36,28,33,45,18,33
"564",5,33,10,77,11,23,24,25,33,16,27
"1499973",4,18,16,42,4,16,16,22,23,14,21
"2044467",0,14,5,39,3,13,8,15,15,11,16
"575",6,48,25,100,8,47,47,55,70,39,60
"577",6,59,23,116,10,46,29,51,48,50,59
"54291",5,0,0,0,8,0,27,0,0,34,49
"1259973",1,8,12,16,4,12,11,18,26,9,11
"2259647",0,0,1,1,0,0,3,2,0,0,0
"61647",31,295,198,522,86,302,244,266,291,213,332
"701347",0,21,20,50,5,15,9,19,32,14,22
"59201",8,96,50,266,33,74,76,96,95,101,68
"59202",2,21,13,46,1,29,25,26,25,22,19
"59208",0,2,9,25,3,7,6,3,9,6,8
"59204",1,2,4,2,1,3,5,0,3,2,3
