"","X9JUZM2TOMPOOB100355.extra.kraken2.report","cSObM2TOMPOOM080315.extra.kraken2.report","wQqUM2TOMPOOA080335.extra.kraken2.report","X1qGgM2TOMPOOM080340.extra.kraken2.report","vcXtM2TOMPOOB050180.extra.kraken2.report","iYASM2TOMPOOA050195.extra.kraken2.report","cuu6M2TOMPOOB051315.extra.kraken2.report","Nm8MM2TOMPOOA051300.extra.kraken2.report","a50wM2TOMPOOB051350.extra.kraken2.report","OeS0M2TOMPOOA051355.extra.kraken2.report","dSz8M2TOMPOOA051340.extra.kraken2.report"
"1151742",3,2,2,22,8,5,2,2,4,6,3
"2643510",1,5,1,12,3,6,12,5,5,7,6
"1364",0,2,2,10,4,1,7,1,2,4,3
"2749961",0,1,1,2,3,1,2,2,0,0,1
"33945",4,15,15,91,30,19,16,34,11,17,20
"160453",2,7,4,46,12,20,10,12,9,13,17
"1351",2,5,20,138,31,23,20,24,16,37,44
"37734",4,23,8,122,13,17,18,65,11,26,21
"1352",3,96,20,216,16,16,11,4,6,13,13
"1354",2,13,11,96,11,9,10,6,5,19,16
"53346",3,10,5,71,14,13,10,8,9,17,13
"53345",4,9,4,44,13,9,6,5,3,12,9
"118060",0,8,4,73,4,7,7,14,4,10,15
"1805431",1,8,3,37,7,8,3,7,2,6,2
"44008",1,191,9,83,9,9,2,10,4,13,15
"2005703",1,8,11,40,7,8,10,12,5,11,5
"417368",2,7,1,36,8,6,8,4,1,8,5
"2608891",0,1,3,13,0,2,1,8,2,3,3
"1353",0,1,0,4,0,0,1,1,4,1,0
"357441",0,0,0,0,0,0,2,0,1,0,0
"2571750",0,8,3,41,6,3,6,4,3,12,7
"218144",2,6,7,31,7,4,6,10,1,11,8
"2714946",2,1,3,41,3,5,0,1,9,8,3
"2648499",1,3,2,37,2,3,2,3,3,9,4
"519472",0,2,3,68,5,3,2,5,7,5,6
"2714947",1,9,6,27,12,8,11,8,3,9,2
"633807",0,6,6,31,4,3,5,2,6,2,5
"51669",2,11,14,60,8,6,9,4,13,12,8
"290335",0,4,5,30,11,5,9,6,0,9,7
"526944",1,2,4,42,6,6,1,8,6,7,8
"33970",3,7,5,50,17,12,6,14,23,25,5
"119206",3,24,16,78,27,20,27,22,16,30,22
"1376",1,4,12,48,7,15,10,14,8,18,20
"51665",1,18,3,145,8,12,6,11,5,10,6
"1377",0,5,2,34,9,5,4,7,2,7,6
"87541",1,5,3,26,4,9,4,8,7,8,5
"128944",0,3,1,26,11,4,16,4,5,12,7
"46125",0,23,12,40,16,10,9,17,13,17,18
"2036206",0,6,6,28,9,6,2,4,6,14,18
"2748",2,9,12,66,16,12,8,6,10,12,21
"257487",2,18,12,99,12,10,18,11,9,20,21
"2751",2,13,8,71,17,13,9,6,8,19,22
"147709",1,2,4,28,4,5,1,5,2,1,8
"1868793",4,26,6,308,9,9,3,8,3,3,5
"2496265",1,21,3,86,14,6,4,4,7,6,12
"1868794",0,17,3,170,10,3,2,0,1,5,4
"708126",2,7,3,50,9,3,2,2,5,14,20
"2621505",1,8,2,60,1,5,3,0,2,2,6
"29394",4,16,6,91,27,16,10,6,9,17,21
"2632303",1,14,8,112,12,8,5,2,1,3,9
"73918",311,1801,1409,2718,2873,2569,3247,2716,2073,3714,2378
"28033",0,0,2,0,0,2,1,2,1,0,1
"1297617",22,130,96,239,273,204,252,237,157,285,173
"2610894",21,98,82,192,178,99,128,150,103,171,104
"2086584",10,68,51,90,96,90,81,63,62,116,88
"2060094",9,37,26,130,74,51,59,49,53,80,60
"86331",0,10,15,41,15,14,12,12,10,15,10
"178898",6,33,19,74,54,39,39,38,32,82,46
"1981510",0,4,4,26,10,8,10,6,8,8,7
"853",44,378,290,741,578,458,547,514,331,651,492
"292800",34,276,177,393,443,347,447,354,275,488,341
"2643836",24,166,120,372,306,263,210,216,167,322,252
"2629304",21,125,84,212,190,149,208,147,129,243,153
"351091",10,86,58,137,140,82,112,95,74,145,132
"253239",28,172,106,302,243,205,220,195,122,271,215
"1550024",29,125,105,221,228,187,234,201,184,297,200
"1677857",1,8,6,42,60,40,15,8,32,20,16
"288965",1,7,7,43,21,26,8,5,31,22,17
"1515",3,13,9,34,24,26,14,12,20,24,15
"1796620",12,81,66,141,122,120,172,165,139,170,117
"1161942",5,31,28,69,59,43,56,39,31,82,56
"1264",0,20,20,57,19,28,24,18,16,10,18
"1160721",0,11,4,17,16,8,11,9,8,13,8
"2608920",2,2,6,24,9,7,3,7,4,10,14
"1521",33,9,3,344,8,18,13,5,5,12,9
"2488810",1,9,4,90,13,21,6,9,9,27,10
"84032",3,23,15,46,34,50,33,27,27,45,27
"1510",2,15,8,39,34,23,22,21,13,27,23
"884684",3,5,8,41,12,10,30,2,9,18,6
"236753",0,2,6,16,9,1,6,3,5,8,11
"2093857",1,7,7,13,10,10,17,14,15,13,8
"2614128",26,150,129,596,156,157,143,101,128,167,138
"36745",2,16,19,55,26,37,14,15,23,24,30
"1491",6,86,70,236,56,62,53,44,87,122,76
"1520",3,36,95,72,24,30,31,26,32,42,43
"1502",9,58,32,204,49,45,31,28,32,68,38
"1501",4,27,38,83,25,29,26,27,21,23,27
"1534",2,17,19,107,24,20,10,14,11,33,23
"169679",1,10,16,41,10,21,9,7,12,16,16
"1492",4,29,18,67,25,20,15,11,21,30,25
"1716543",2,52,50,49,15,21,18,17,19,19,26
"36845",1,18,6,138,15,32,17,18,16,25,30
"84022",1,12,4,61,19,13,6,4,11,3,9
"238834",0,10,15,48,15,8,14,9,16,18,13
"1497",3,9,5,46,15,10,13,8,10,12,14
"223919",0,4,3,3,4,6,12,12,1,6,5
"1513",1,9,12,36,12,10,7,9,12,15,7
"1488",1,7,5,30,11,9,6,1,3,10,8
"1493",2,47,49,39,12,9,8,14,8,22,12
"217159",3,21,14,26,10,9,18,8,10,20,4
"1542",0,5,5,20,9,3,0,4,3,10,9
"1519",0,11,7,45,9,12,16,10,11,10,17
"29341",1,16,26,48,42,19,22,33,19,19,25
"1561",1,9,8,47,13,9,7,2,9,12,12
"332101",0,8,5,26,7,11,4,4,2,5,8
"94869",3,14,14,52,4,14,6,5,4,15,9
"1494",0,6,7,71,5,2,2,2,1,7,8
"394958",0,4,0,22,7,5,9,0,2,12,7
"46867",2,12,7,11,5,6,2,5,6,6,4
"1548",5,2,6,18,7,7,4,2,2,12,3
"1216932",6,14,10,129,8,8,4,3,8,11,6
"1509",1,5,6,19,9,14,11,0,4,12,6
"1504",2,13,6,19,4,7,5,3,6,4,11
"182773",0,7,4,55,7,7,3,0,8,16,5
"2068654",0,4,10,18,9,4,5,2,5,7,12
"1538",0,3,3,1,0,2,1,0,3,11,4
"84023",1,2,3,11,3,1,4,1,4,5,1
"154046",12,45,42,138,88,57,100,53,47,100,55
"208226",2,6,17,73,17,13,11,9,2,17,24
"461876",4,18,7,278,29,21,12,13,6,32,32
"2638829",4,30,15,62,27,21,22,26,13,36,26
"2629145",2,20,15,27,9,24,30,14,8,20,16
"1424294",6,20,15,60,24,22,27,18,13,23,21
"2633479",1,13,5,41,5,8,13,7,5,24,12
"1498",1,3,3,16,4,5,4,5,5,11,8
"2619470",5,3,2,25,8,6,0,2,2,4,3
"116090",0,7,4,38,10,4,9,5,10,10,16
"471827",32,249,165,284,272,304,370,243,259,353,269
"1564",4,38,34,135,70,58,60,39,35,85,55
"1565",1,35,16,79,62,61,44,48,29,61,48
"1833852",4,15,18,63,51,32,12,24,18,29,33
"59610",0,15,24,40,19,17,21,16,15,20,19
"79209",7,29,24,64,24,36,24,11,11,29,20
"1563",4,15,12,64,50,49,27,19,24,29,22
"339862",3,26,13,70,25,39,26,17,29,33,23
"885581",5,14,12,84,38,29,23,17,15,31,21
"49338",5,37,22,138,73,67,74,33,42,60,43
"142877",5,17,8,41,30,19,9,18,6,20,18
"36854",3,14,15,41,22,31,28,13,21,24,13
"233055",1,13,10,43,22,14,18,4,6,33,15
"102134",17,77,49,229,153,95,161,100,86,160,132
"55583",1,13,7,26,28,26,29,14,17,50,13
"2635733",2,8,3,31,16,8,13,7,9,18,11
"1712410",4,27,18,49,70,42,53,31,38,52,39
"51197",3,27,18,57,46,40,36,25,19,43,18
"58138",5,29,23,86,37,27,23,27,21,34,29
"51515",3,23,12,84,28,19,16,17,15,26,30
"863643",3,25,17,57,34,46,33,39,35,51,46
"2734",121,934,804,1634,1292,1107,1286,1067,941,1465,1074
"2648079",9,21,23,70,28,33,46,43,34,50,22
"33035",6,21,25,83,31,29,30,19,26,39,31
"40520",0,7,7,26,16,13,12,14,8,13,10
"1912897",0,6,4,33,7,5,5,7,7,13,10
"1322",1,0,0,26,8,8,5,3,9,8,9
"1871021",11,53,27,76,49,49,55,53,54,89,53
"89153",3,23,27,57,54,45,38,36,34,56,52
"29347",3,18,14,75,47,26,28,23,17,25,31
"2608895",5,6,5,22,9,11,16,12,8,19,9
"66219",4,13,10,78,25,12,9,8,13,25,12
"301301",10,49,33,90,68,52,66,49,35,69,58
"166486",0,22,12,75,19,24,30,23,17,33,32
"2696063",5,21,14,277,15,36,37,14,12,18,17
"2642604",3,19,9,57,25,19,10,22,9,19,22
"433286",10,35,15,515,48,28,43,26,37,69,82
"1679721",3,11,8,51,72,32,11,5,24,17,7
"84030",8,51,43,164,66,62,59,56,44,70,60
"29370",2,21,19,789,30,22,26,30,18,47,30
"208479",0,39,27,105,81,35,57,51,43,71,53
"1531",5,2,2,23,6,2,12,9,10,10,4
"1229621",4,19,9,49,31,22,21,14,6,25,30
"105841",0,18,13,66,23,19,43,22,8,19,16
"649756",4,12,2,28,8,5,8,5,5,7,16
"831",3,13,9,70,24,21,25,12,19,63,26
"185008",3,3,6,35,15,16,17,8,13,22,8
"43305",1,7,5,28,11,11,5,15,3,21,11
"410072",0,9,8,34,13,13,6,6,16,18,16
"116085",3,23,20,47,27,26,16,13,6,37,23
"2684943",1,6,4,19,7,8,12,11,12,6,10
"33038",6,10,10,73,30,14,21,14,18,31,17
"33039",1,7,5,32,9,12,9,2,4,11,5
"29360",0,3,0,22,4,3,1,3,2,4,1
"2643091",1,3,2,13,2,7,3,4,0,1,5
"185007",1,8,8,24,11,9,6,15,6,34,13
"39488",0,7,8,29,20,14,6,10,4,12,21
"28446",1,8,6,34,9,8,7,6,6,14,5
"39485",0,9,8,16,6,5,6,4,9,6,6
"617123",1,3,2,13,5,6,5,7,5,7,6
"2649046",26,209,196,323,380,325,347,323,221,408,274
"626937",5,61,41,144,91,102,96,79,67,131,95
"35701",29,238,159,396,327,309,359,253,208,436,273
"356322",2,18,11,52,25,22,38,14,19,31,29
"1736",10,31,19,116,52,41,56,44,43,66,47
"29322",6,14,16,43,31,31,25,16,25,40,30
"53442",1,10,11,36,34,26,20,12,17,21,30
"2624479",2,5,6,43,5,10,5,13,7,8,9
"2041044",1,4,9,11,9,3,11,6,6,9,11
"2638182",1,3,12,53,20,17,24,17,11,28,12
"33952",1,7,8,57,20,9,25,21,9,11,9
"2619948",6,22,15,70,46,33,39,33,38,54,37
"2626894",3,131,14,140,35,17,6,5,10,18,18
"1115758",1,148,10,94,9,6,3,3,2,5,4
"1507512",4,17,6,30,5,6,15,2,3,8,6
"1496",3,36,16,147,27,20,15,20,18,53,25
"1731",4,22,14,53,42,28,19,20,15,33,20
"1505",1,17,9,54,22,13,9,6,4,20,7
"89152",0,17,5,31,10,14,4,11,10,11,11
"1490",0,11,9,36,6,6,5,2,5,8,11
"143361",2,11,6,19,6,9,11,7,3,14,12
"1511",1,9,5,31,7,7,4,7,8,6,8
"86170",3,27,19,70,40,38,36,32,22,54,42
"863",2,15,11,42,21,17,21,15,17,26,16
"2293317",1,7,5,33,8,7,5,9,4,8,14
"2173034",2,7,2,23,11,13,12,5,7,8,10
"44260",41,249,175,366,373,308,391,338,233,398,236
"42837",10,140,95,176,185,201,219,157,164,269,167
"85874",14,105,73,134,145,145,231,152,133,174,127
"2325",1,5,5,7,7,1,2,5,5,8,6
"106578",0,1,0,6,0,3,0,3,0,3,1
"108150",0,0,3,4,5,5,1,6,3,1,1
"2636821",0,0,0,7,0,0,0,0,1,2,3
"46354",0,0,3,1,0,2,1,2,1,1,2
"583357",0,0,0,7,2,0,0,1,2,0,2
"161154",5,32,18,39,52,62,46,41,33,47,39
"129958",4,16,15,45,35,39,32,25,20,29,37
"911092",0,16,14,31,23,16,25,16,20,34,21
"55205",1,5,3,9,4,2,5,1,1,5,4
"44001",0,1,4,5,1,2,3,8,1,2,4
"1222016",1,2,2,15,7,1,1,6,2,7,3
"2622462",2,3,0,11,5,5,3,4,4,3,4
"52766",0,2,2,7,2,4,2,1,3,3,5
"31899",0,3,0,1,2,0,3,2,2,1,0
"717609",0,3,2,5,1,1,3,0,2,3,1
"52765",0,1,2,6,0,0,1,2,1,1,1
"413889",0,1,2,7,4,2,1,2,1,1,1
"1517",3,14,10,34,16,24,9,21,11,22,24
"2622527",1,3,5,29,9,7,9,4,2,14,7
"47490",0,2,3,11,1,3,6,6,3,6,3
"29329",0,7,2,19,1,4,3,4,2,3,3
"252966",9,39,45,53,74,54,91,44,38,51,39
"184064",0,4,8,17,13,9,17,6,2,12,8
"1794699",0,2,1,16,0,4,4,2,2,4,5
"2640322",1,32,15,48,45,41,50,21,23,35,42
"31909",2,8,6,28,12,18,14,13,7,16,11
"2331",1,5,5,21,6,5,4,5,5,5,14
"656519",0,5,0,24,7,4,7,0,2,6,13
"1323375",8,24,28,59,73,60,47,39,38,97,63
"42422",1,15,9,52,31,26,28,13,17,24,24
"28187",0,4,0,27,7,7,10,6,7,29,10
"2316383",3,34,18,80,72,48,55,39,44,56,35
"499229",2,22,23,61,16,19,21,19,16,21,40
"291990",8,36,23,85,70,66,58,45,36,72,59
"2751313",2,18,15,71,20,23,16,19,16,30,15
"375929",2,12,17,54,18,14,16,16,13,18,33
"2637378",83,540,465,916,895,809,856,755,605,1039,824
"69823",31,225,163,420,354,290,304,247,200,381,247
"971",6,59,37,113,120,68,57,53,53,92,58
"158847",3,4,6,40,6,8,1,3,6,3,12
"437897",0,8,5,36,9,2,4,1,4,9,4
"865",2,8,6,26,26,20,10,7,7,8,8
"2629460",1,8,13,57,39,57,6,12,13,24,20
"365349",5,27,12,65,21,17,9,19,12,35,23
"2377",13,56,31,137,87,86,80,76,53,92,96
"1930071",9,40,27,80,70,60,74,39,44,86,46
"907",22,109,86,182,158,146,147,144,99,171,131
"2144175",10,89,60,127,141,124,111,79,57,143,137
"2161821",3,29,10,68,33,34,30,31,19,37,30
"39950",1,4,2,8,8,6,11,6,10,10,2
"248315",0,9,3,50,7,8,7,10,6,13,13
"29466",1,11,3,35,12,9,5,3,4,5,10
"39777",0,7,4,12,1,4,6,5,3,7,3
"2682456",0,1,1,10,7,5,1,4,2,3,4
"39778",0,4,2,14,3,7,5,2,6,5,1
"905",4,70,52,108,89,84,94,62,60,103,71
"187327",2,19,6,45,36,28,29,22,25,30,27
"2639160",1,25,16,40,35,39,23,23,17,28,30
"33025",6,14,13,61,34,23,19,36,19,31,23
"1555112",138,803,598,1151,1079,1082,1313,1070,834,1423,970
"54006",6,60,40,107,92,66,108,86,57,90,76
"54005",1,4,6,26,27,19,25,12,12,10,19
"1852373",4,16,21,117,35,47,43,40,41,71,47
"1260",0,21,12,45,5,14,19,19,11,14,6
"33034",0,2,4,27,7,6,1,11,0,4,5
"1870984",4,6,4,13,8,2,4,1,0,6,3
"33037",0,1,0,2,2,1,0,1,0,0,0
"33033",1,12,7,38,5,8,10,4,5,7,8
"2638726",2,17,6,124,23,30,20,12,18,19,17
"1582259",3,13,3,55,8,11,17,10,16,10,10
"45497",1,12,2,192,25,20,2,4,10,12,5
"1278232",0,5,4,48,5,17,11,6,7,12,10
"1556",4,16,12,161,10,8,8,11,13,21,12
"2816908",1,6,4,19,9,5,5,4,9,9,9
"1852374",1,3,3,23,9,4,23,16,4,17,16
"1702221",9,40,46,96,78,69,75,60,43,89,50
"1522",5,15,19,70,44,34,34,35,34,35,31
"1547",7,38,27,87,42,27,23,33,25,47,58
"2624170",5,18,10,65,28,13,21,13,13,21,30
"1514105",2,3,4,50,9,4,2,6,5,10,8
"1648",0,2,6,24,13,3,5,9,7,14,6
"225084",2,1,1,18,2,5,5,5,6,15,3
"2485784",0,3,1,15,2,4,3,2,5,4,2
"2487118",2,37,15,22,25,20,35,37,35,26,42
"2704656",0,2,7,53,4,5,6,3,1,4,11
"39483",2,7,2,24,11,5,3,6,1,9,10
"2583452",1,9,2,37,5,10,9,3,4,4,3
"1982626",1,6,0,3,2,1,1,1,2,1,0
"2638206",4,78,4,173,61,32,5,7,15,11,18
"154288",0,17,4,52,11,3,1,3,8,8,6
"1871025",6,36,22,58,40,38,48,28,34,57,47
"243899",2,4,4,21,4,3,4,3,2,4,4
"2626047",608,3512,2676,6610,5911,4867,5187,4697,3533,6743,5193
"32046",14,73,51,176,120,108,93,87,66,140,118
"33070",3,26,11,43,38,41,25,29,29,57,35
"2627006",65,423,341,819,670,576,667,528,404,859,631
"59930",62,231,246,506,464,407,544,463,351,618,400
"2622553",6,53,37,111,72,67,73,76,55,106,73
"146786",3,12,13,47,30,30,19,29,23,44,30
"32053",0,4,3,6,13,13,6,4,2,13,6
"292566",0,17,6,40,27,20,23,10,10,22,6
"2650499",44,287,213,568,452,396,448,377,294,582,414
"1184",8,35,18,83,63,56,43,41,41,61,138
"1209493",18,77,61,180,157,143,170,156,107,171,149
"2619029",24,97,90,172,172,126,193,127,90,191,157
"1219",7,31,16,132,69,45,54,44,25,68,57
"2627481",1,11,9,19,4,3,2,4,6,8,4
"2593292",14,43,23,111,66,72,51,42,49,71,61
"155978",4,26,19,98,52,50,52,48,32,81,37
"1173032",9,48,27,55,63,60,54,38,27,74,61
"2640012",11,43,29,103,73,50,50,47,33,61,81
"1158",14,102,78,238,152,169,156,123,133,202,143
"1155738",18,89,72,143,162,170,118,124,105,193,148
"1492710",25,100,65,197,137,136,115,123,98,176,129
"44471",10,57,31,73,67,66,46,54,54,97,104
"54304",4,26,36,61,53,24,25,21,23,37,33
"1205",1,11,10,29,21,16,7,12,24,19,11
"35823",0,18,6,30,15,16,17,14,12,20,20
"2596745",0,2,1,0,1,0,1,3,1,1,4
"63132",25,196,120,373,469,225,274,225,353,363,581
"2023214",11,59,53,146,93,100,93,64,55,117,88
"43988",9,55,45,80,89,58,58,46,61,101,53
"241421",2,20,16,63,49,42,38,29,28,46,49
"1125",16,62,48,162,204,138,111,101,81,158,131
"28070",7,26,26,119,38,39,40,35,23,69,46
"92682",5,22,15,62,42,27,35,25,13,33,34
"2546365",5,15,11,34,30,17,23,11,18,51,16
"263510",0,12,5,24,19,13,8,16,9,16,14
"1453359",2,4,7,21,7,2,2,3,5,4,3
"669357",6,41,32,128,48,55,53,33,33,66,62
"102231",2,17,15,46,35,39,20,16,19,64,45
"268175",2,19,32,51,17,32,14,9,15,43,14
"102234",3,18,9,43,26,21,13,9,14,31,32
"2593658",46,258,235,571,684,1711,527,373,345,2069,365
"92942",8,21,16,65,40,71,57,44,27,123,32
"272131",1,18,10,37,28,24,15,21,15,78,20
"224012",2,9,19,60,32,83,31,21,29,121,26
"1306274",3,16,12,25,22,37,34,21,18,82,15
"446679",3,13,8,43,38,45,22,17,17,81,20
"264686",4,11,7,31,34,26,23,14,23,75,24
"374162",3,7,7,36,22,26,7,8,12,51,13
"142864",5,30,17,51,48,58,57,50,35,121,30
"2619674",1,19,17,61,36,27,30,33,18,57,24
"1165",1,15,10,50,28,33,18,42,26,67,26
"1164",0,4,5,24,18,24,9,24,13,57,20
"264691",0,1,0,0,0,1,4,0,0,4,0
"2619626",20,144,84,325,242,303,289,225,178,600,204
"1973486",6,24,19,65,62,62,61,44,34,84,34
"938406",4,26,24,65,48,42,38,38,32,146,30
"32054",1,21,15,31,30,22,17,16,18,41,24
"2618749",26,81,74,143,148,186,349,213,205,509,120
"1397703",3,27,14,40,49,47,46,27,37,117,41
"109266",2,9,13,25,26,59,20,19,20,74,20
"156213",0,7,13,32,47,22,20,11,14,50,21
"70799",0,15,10,47,23,30,28,23,11,50,12
"289435",3,14,22,60,82,62,26,65,28,67,34
"136073",1,6,9,22,14,22,14,19,14,27,9
"2622029",1,9,3,4,6,12,4,9,6,10,7
"1166",0,4,4,13,8,12,7,6,3,5,7
"747548",1,2,2,6,13,2,2,10,3,13,3
"312883",2,5,0,5,12,8,1,3,4,9,5
"494603",9,32,31,117,94,69,63,45,56,7400,63
"2676603",5,13,17,53,29,42,33,24,17,45,19
"1197",2,18,8,27,53,26,30,25,17,72,27
"2649714",4,10,10,41,15,27,23,17,14,65,19
"33071",142,821,631,1359,1404,1238,1516,1240,960,1703,1085
"54299",8,64,38,72,79,87,120,55,55,153,64
"54308",6,22,19,58,42,48,31,25,40,64,34
"2642663",0,24,21,47,15,22,22,12,9,34,18
"102116",4,7,4,34,18,15,9,16,6,25,10
"1188228",3,24,23,72,43,44,41,35,33,46,36
"1228987",2,0,4,22,8,12,6,2,1,13,3
"1763363",0,3,2,10,9,3,3,1,2,11,6
"2623546",168,857,670,1477,1271,1097,1214,1054,854,1476,1074
"309887",87,553,405,839,932,737,671,621,536,996,705
"1768108",79,427,376,795,776,577,653,531,421,844,605
"502394",91,460,387,795,727,627,759,650,568,1023,670
"1211322",80,436,380,775,749,567,686,587,451,982,631
"317577",180,448,397,804,731,546,750,550,503,863,722
"2202254",63,346,300,578,548,484,586,495,408,695,576
"432329",59,350,265,575,592,479,490,452,376,645,474
"980427",60,313,239,608,431,347,411,360,320,579,419
"68909",33,265,241,450,372,371,395,346,261,448,401
"1182571",47,260,215,418,500,357,388,333,306,486,370
"1299",44,230,187,518,407,288,363,277,234,490,377
"310783",22,207,174,331,269,266,279,173,216,336,229
"1309411",46,173,174,390,322,261,292,227,194,354,312
"55148",24,176,137,379,319,241,310,237,165,322,224
"1182568",16,129,84,159,141,138,128,122,103,197,140
"274",38,206,163,287,314,280,299,278,203,371,239
"271",12,146,139,276,237,221,260,208,181,316,241
"2619321",27,92,97,167,216,186,240,205,146,256,162
"56957",18,150,107,177,168,151,204,174,153,253,171
"37636",14,80,57,114,130,104,145,149,102,170,94
"56956",18,98,81,161,126,131,136,131,115,193,136
"2483360",8,77,44,82,92,72,99,116,85,122,76
"456163",2,24,11,39,34,41,43,27,26,46,38
"52022",31,215,175,321,319,305,329,279,234,461,265
"277",34,166,117,261,322,284,345,261,172,326,198
"172827",24,189,108,386,244,223,241,212,166,316,256
"187137",110,692,546,1119,1164,917,1129,948,732,1295,896
"186192",66,425,343,628,608,521,617,536,460,805,623
"332249",103,645,428,1387,869,680,870,679,573,1115,897
"85002",294,1859,1710,2296,3631,2641,2987,2146,1852,3185,2407
"500",52,455,399,604,596,553,784,625,510,764,628
"120961",188,873,881,1232,1478,1478,1939,1052,988,2159,1427
"1107",78,438,429,717,596,630,773,479,442,814,619
"2601677",163,1438,949,1831,2012,1879,1789,1370,1169,2061,2162
"1806508",180,1183,860,1770,1558,1423,1738,1417,1171,1916,1383
"167964",29,236,178,273,339,371,511,308,304,513,242
"2635759",23,204,145,300,309,219,287,215,202,321,227
"913107",35,222,126,219,267,286,392,254,251,384,228
"1986204",11,96,75,97,121,119,133,98,97,151,85
"133453",92,586,406,823,815,729,863,631,537,905,698
"1839801",21,117,86,179,183,174,196,154,130,174,163
"552811",24,123,94,233,199,162,177,182,110,180,184
"1536648",8,69,50,132,103,84,111,90,82,129,80
"61435",4,37,27,63,55,46,48,31,34,32,48
"237581",0,1,0,1,0,1,0,1,0,2,1
"2509675",23,175,175,364,338,438,423,246,226,812,349
"525904",37,185,156,271,284,234,334,276,210,340,242
"1005039",102,504,446,896,990,767,873,727,645,1253,876
"454171",14,129,101,217,235,194,219,183,171,312,217
"2683645",4,33,40,110,41,29,24,24,35,39,47
"656088",1,9,8,41,10,13,16,12,10,14,14
"2116",4,18,10,19,5,13,23,10,14,18,10
"28227",1,2,3,14,23,7,11,7,4,9,4
"86660",2,15,10,26,4,12,28,14,8,14,10
"2118",1,2,2,9,5,8,22,12,11,9,1
"2096",0,4,5,6,4,1,5,1,0,5,5
"2099",0,3,0,10,2,1,2,2,0,6,1
"2123",1,2,2,7,0,0,2,0,1,4,8
"519450",1,0,2,12,7,4,4,0,2,3,1
"92400",0,1,0,4,5,2,0,0,2,3,1
"2104",0,2,4,17,2,0,4,1,1,1,0
"50052",1,1,0,10,3,1,0,2,5,3,6
"2121",0,2,0,3,1,0,1,1,0,0,2
"45362",0,2,0,10,4,0,0,2,0,2,1
"45361",0,1,1,4,1,2,1,0,3,5,0
"141391",0,0,0,2,2,1,3,2,1,0,1
"2124",0,1,1,8,1,0,0,0,2,2,2
"2100",1,0,0,10,0,1,0,0,0,0,2
"29501",1,2,3,3,4,5,4,1,5,1,2
"2120",0,3,0,6,2,4,5,5,0,0,2
"2111",0,2,1,6,1,2,1,0,1,1,0
"353852",0,3,0,9,4,3,0,5,3,3,5
"142651",0,1,0,9,1,2,1,1,1,2,4
"57372",0,2,0,9,8,1,1,1,1,1,3
"65123",1,1,2,8,2,0,1,0,3,0,3
"2098",0,0,1,17,6,2,3,3,4,2,4
"1612150",0,0,1,0,0,1,3,1,0,1,1
"142649",2,0,1,7,0,2,0,1,2,3,2
"45363",1,0,1,0,3,5,0,0,2,2,2
"51365",0,0,1,2,0,1,2,1,0,1,2
"29559",0,1,0,1,2,1,1,1,2,2,2
"2128",0,0,0,6,1,1,1,1,1,6,5
"136241",0,1,0,2,2,1,3,1,1,1,2
"984991",0,0,0,2,2,1,0,2,1,4,0
"2097",0,1,1,4,1,0,0,0,5,0,2
"29555",0,2,0,1,0,0,0,1,2,1,0
"2112",2,6,2,15,1,2,2,2,3,4,4
"48003",0,1,1,2,1,5,0,2,1,7,3
"171285",0,1,0,2,0,1,2,2,2,4,1
"114885",0,2,1,1,2,2,1,1,1,1,4
"114881",0,2,0,12,0,0,1,0,2,3,1
"171281",0,3,0,5,2,1,1,1,0,0,1
"29556",0,1,0,13,5,3,1,1,5,4,5
"2110",0,5,0,12,1,5,1,3,2,6,1
"29561",0,1,2,2,6,2,1,0,1,3,1
"171282",0,1,0,2,2,3,2,1,2,4,3
"114880",0,2,1,0,1,4,1,0,1,3,0
"29553",1,0,0,6,0,2,2,2,1,6,4
"28903",2,0,1,11,2,1,1,1,0,2,1
"2113",0,3,0,11,3,2,2,0,3,5,1
"76629",0,0,0,3,0,2,0,1,3,3,0
"2109",0,2,0,5,2,3,1,3,0,4,4
"142650",0,1,0,2,1,1,0,1,2,2,1
"171284",0,2,1,12,0,0,2,2,1,1,2
"2107",0,1,1,10,0,1,2,1,2,1,2
"171279",0,0,0,4,0,3,1,1,1,2,0
"2094",0,2,2,7,2,2,1,1,1,3,2
"295596",0,13,2,16,4,5,14,9,8,13,7
"42094",0,3,2,4,1,1,3,1,0,4,2
"134821",0,0,0,1,2,0,2,0,4,2,3
"2130",0,0,1,9,1,0,1,1,1,2,4
"1609546",0,0,0,0,0,1,0,0,0,0,0
"315358",1,4,2,4,1,0,0,1,2,1,3
"2637901",2,6,5,18,4,9,7,0,7,9,4
"216942",0,3,1,10,5,14,21,16,4,6,13
"216946",0,4,1,10,2,1,2,2,1,5,1
"216931",0,2,0,10,4,1,0,1,1,4,1
"2136",0,1,1,9,0,1,2,0,2,1,1
"362837",0,4,1,14,2,0,0,1,1,0,6
"2138",0,1,1,11,2,2,0,2,0,2,4
"216935",0,1,1,6,0,1,7,2,1,1,3
"216934",0,1,1,19,2,0,2,0,1,3,3
"216933",2,2,2,5,0,0,2,3,2,2,3
"2139",1,2,0,10,1,2,2,2,2,3,1
"47835",0,0,3,3,1,0,3,1,0,1,5
"47834",0,0,0,0,0,4,0,0,1,0,0
"2145",0,0,2,9,0,0,1,0,1,3,2
