"","X9JUZM2TOMPOOB100355.extra.kraken2.report","DYZgM2TOMPOOB100370.extra.kraken2.report","cSObM2TOMPOOM080315.extra.kraken2.report","vcXtM2TOMPOOB050180.extra.kraken2.report","XR8LM2TOMPOOB051125.extra.kraken2.report","FvY2M2TOMPOOB051329.extra.kraken2.report","abKIM2TOMPOOA051320.extra.kraken2.report","cuu6M2TOMPOOB051315.extra.kraken2.report","OeS0M2TOMPOOA051355.extra.kraken2.report","dSz8M2TOMPOOA051340.extra.kraken2.report","nG3jM2TOMPOOA051345.extra.kraken2.report"
"29405",204,1233,688,1042,1313,1239,1240,1574,1710,894,261
"630515",199,1077,697,1238,1175,1159,1183,1529,1677,1059,331
"1285901",105,754,477,784,826,954,745,918,1024,640,238
"1332264",91,516,505,707,644,726,625,759,820,604,223
"399497",88,532,383,575,653,624,588,723,745,528,183
"2635419",87,471,418,556,498,564,551,637,704,498,178
"1610493",78,470,395,514,555,648,495,627,726,461,148
"2161816",37,343,255,347,318,380,307,365,449,295,107
"556499",83,530,466,649,639,691,717,730,924,603,218
"1744",89,497,405,525,629,640,535,693,728,488,168
"119981",86,481,300,529,498,521,532,558,648,448,157
"2608905",10,61,48,91,78,112,73,92,111,63,27
"1748",84,583,393,682,654,727,639,764,846,539,194
"1749",73,597,400,626,674,681,629,805,827,544,163
"2057246",65,347,267,400,382,449,372,418,539,360,104
"675864",223,1211,849,1466,1434,1451,1464,1699,1858,1138,367
"2642922",162,869,733,1075,1104,1163,992,1128,1349,901,268
"2717326",134,889,694,1025,924,1068,1049,1161,1233,857,289
"2662260",116,741,541,910,930,922,925,1120,1164,795,240
"33010",45,352,237,368,410,410,326,396,526,327,107
"33011",25,206,148,235,260,279,245,301,333,214,84
"1747",41,121,201,150,193,209,169,361,246,173,79
"1750",79,507,394,555,501,637,551,639,741,469,138
"2633994",3,26,17,25,34,29,31,33,49,23,9
"182640",683,2946,2706,3090,6924,4144,4867,8805,6400,2857,921
"1544730",438,2372,1770,2283,4752,2929,3764,6224,4843,2012,688
"117157",326,1899,1584,2472,2806,2512,2842,3369,3210,2062,603
"2593643",879,4528,15448,21439,9471,7478,26479,8336,52546,10130,5076
"2656914",826,4421,10944,10782,7520,6125,7095,6843,13495,17628,13131
"93944",1,7,7,8,5,9,3,2,11,7,3
"2001",655,2859,3934,3780,4371,3613,3667,5357,7192,4023,1230
"2632669",413,2650,3174,3454,4184,3229,3773,4814,6056,3403,1148
"2006",296,1798,1778,2213,2320,2205,2501,2457,3264,2341,726
"35762",0,0,1,0,0,0,0,0,1,0,0
"2626254",3338,8243,29105,29092,15538,12594,15082,17611,24557,46768,6810
"46165",549,2626,3462,5745,3805,3690,5060,4300,7014,5465,1245
"2020",280,1758,1420,2273,2253,2230,2359,2562,3563,1861,595
"2014",743,1699,1751,3470,8812,2461,2694,3315,4056,29647,586
"280236",196,1239,908,1464,1579,1476,1462,1772,2111,1196,352
"53437",146,824,1194,1995,1660,999,930,1077,1261,1312,257
"2649073",1,2,0,0,0,0,0,3,0,0,0
"2021",98,1659,451,1189,791,927,716,837,967,633,205
"2635841",215,1349,1074,1755,1722,1713,1774,2050,2275,1470,462
"1861",3118,16794,4365,5906,6282,4883,4581,6603,8059,5797,874
"477641",1420,5958,2832,4995,4517,3720,4220,4957,5897,4355,836
"138336",1666,6047,3248,4591,4080,3530,3300,4814,5135,4317,661
"2632575",500,3534,2199,3686,4124,4068,4268,4860,5492,3176,1072
"298654",440,3268,1643,2785,3322,3278,3385,3943,4412,2433,867
"1859",193,1306,848,1414,1555,1663,1551,1748,2239,1224,442
"2716812",183,1266,778,1267,1450,1514,1602,1821,1915,1137,388
"106370",144,1075,649,1042,1360,1218,1309,1507,1764,913,357
"2609248",435,2454,1787,2793,2908,3364,2570,3257,3856,2347,832
"52771",56,421,303,483,533,547,505,599,602,415,117
"111015",80,423,371,488,530,690,474,603,678,470,167
"2560010",43,267,177,323,319,385,252,433,443,267,88
"52774",42,313,214,331,346,411,295,347,424,300,100
"2057800",34,241,146,264,240,255,254,265,304,179,61
"675090",39,202,168,214,211,302,267,313,325,200,79
"1656",18,172,140,226,214,276,222,199,312,209,55
"2057743",20,138,111,201,194,239,159,238,219,175,36
"2737173",20,165,94,169,155,185,131,163,189,126,54
"2321394",27,133,117,163,136,196,152,163,194,146,41
"1655",22,159,116,176,146,215,155,178,216,137,47
"1960083",22,138,114,143,145,182,141,160,200,153,37
"1659",10,146,52,107,114,127,126,134,170,82,33
"544580",17,131,94,144,117,156,104,128,134,105,51
"1852377",7,29,36,47,40,44,32,53,43,34,12
"1660",47,330,232,315,357,393,283,391,444,272,115
"52773",22,164,116,161,186,209,194,246,239,157,45
"2691889",23,130,93,163,138,167,137,193,233,125,49
"181487",21,99,54,108,116,120,76,134,140,104,35
"1282737",61,292,271,312,356,364,329,422,417,311,101
"2623556",36,189,238,279,283,319,230,320,347,266,110
"2630174",35,228,191,263,220,287,242,294,329,232,94
"1661",28,148,144,195,164,219,139,151,184,150,46
"312285",15,123,84,159,113,170,116,182,174,126,49
"2692119",32,212,168,237,233,299,229,322,321,236,82
"178339",40,244,197,322,256,330,286,329,401,278,113
"2631020",16,73,65,59,55,86,76,83,113,80,22
"28264",3,12,19,32,13,33,35,32,31,32,8
"1302235",2,21,9,28,13,20,38,35,32,22,10
"131112",2,16,17,16,16,14,16,21,25,23,5
"2609299",13,111,87,114,143,162,121,135,147,133,48
"59505",15,85,73,102,70,120,94,114,159,97,42
"2051",7,57,52,47,59,73,63,62,69,55,20
"1912795",2,26,21,20,33,44,31,31,32,19,18
"82135",0,8,7,13,9,14,7,10,27,9,1
"2624397",634,2407,7995,3358,6758,8713,3068,5660,4161,5075,930
"419479",443,2628,2723,2827,5069,3687,3053,4514,4253,2517,802
"53461",349,1778,958,1655,1928,1804,2085,2332,2584,1322,428
"2618968",160,1020,724,1099,1247,1164,1182,1360,1494,981,329
"1090615",161,966,584,996,1151,1081,1130,1227,1524,758,279
"35760",47,272,272,347,295,406,290,343,495,343,100
"158787",53,271,190,392,340,352,312,384,394,286,124
"216816",38,328,213,310,283,435,331,371,431,246,106
"1694",38,277,195,293,232,321,250,245,314,241,97
"77635",18,206,141,215,254,295,238,276,274,195,61
"28025",21,184,160,230,250,288,196,254,264,183,46
"1681",27,181,132,241,188,232,187,230,269,195,73
"78448",23,198,152,243,199,230,163,216,266,180,71
"1680",25,123,102,168,108,167,106,149,175,130,56
"1689",12,108,66,102,102,143,79,149,138,110,43
"1685",19,112,90,151,129,176,125,151,166,137,46
"1765219",15,103,62,150,104,144,94,103,162,98,40
"33905",21,94,65,112,148,110,99,103,136,99,33
"638619",9,93,64,90,98,125,110,105,124,85,43
"1683",17,90,67,89,94,131,103,115,123,77,43
"1603886",16,78,81,118,96,128,89,85,117,99,40
"1684",16,97,49,116,126,91,95,122,111,84,24
"1686",8,84,53,85,86,88,49,103,87,84,44
"28026",7,45,36,59,30,52,30,31,46,41,14
"762210",2,15,13,36,19,33,22,26,36,17,12
"2020965",4,18,11,28,16,35,27,17,27,27,9
"1691",1,11,7,6,8,13,9,14,15,16,6
"1687",3,7,16,15,15,20,6,10,5,8,1
"78258",9,75,47,89,105,91,86,104,141,60,35
"2702",2,7,7,24,9,17,11,13,16,10,2
"2792978",0,4,1,4,0,2,3,1,2,4,0
"78259",1,11,7,16,24,19,17,8,21,14,2
"304895",334,2114,1482,2658,2559,2706,2773,3037,3394,2161,753
"283811",268,1402,1111,1540,2012,1918,1761,2375,2317,1265,528
"131568",226,1405,983,1541,1641,1642,1475,1790,2106,1312,412
"2629395",131,911,547,1047,1060,1018,1313,1395,1669,751,291
"414996",157,787,713,955,1142,1044,982,1222,1321,1109,253
"1891644",103,824,635,927,910,949,969,1111,1336,900,282
"28049",82,598,365,626,846,791,863,908,867,514,181
"1884913",6,30,13,29,31,34,24,30,31,26,11
"1884905",3,32,17,29,36,37,22,27,38,23,12
"1884914",2,13,11,16,15,9,20,14,18,12,8
"1884907",1,11,9,8,10,13,10,14,11,7,8
"1884904",4,6,6,10,12,11,12,5,13,13,1
"573600",0,14,6,7,8,12,9,18,21,14,5
"1884915",1,5,7,2,8,6,2,5,8,5,0
"1884634",0,2,3,11,4,4,7,20,5,16,1
"1884916",0,5,1,5,3,3,6,5,7,8,0
"2637691",2053,11924,3880,4478,14771,8462,7925,16007,12266,3862,1367
"49319",1016,5848,2155,3046,8632,5170,5070,9140,6922,2418,875
"42256",250,1622,734,950,2290,1528,1496,2350,2030,889,292
"2051957",162,857,409,542,1290,895,725,1401,1083,521,162
"496014",1096,6130,4965,8684,8154,5052,12530,9895,8289,8338,1733
"191495",1640,8839,7527,11094,12644,7162,13964,12878,10975,10985,2263
"2627773",1250,6640,5826,9033,8845,5063,12186,10311,8459,8842,1653
"2789776",863,5586,4753,4999,8504,7668,4671,7904,8432,5605,1543
"467094",352,2372,1719,2240,2881,2856,1863,2830,2907,2077,661
"53635",118,816,600,843,1230,1218,828,1212,1247,781,291
"2648737",69,440,330,538,454,694,449,548,745,480,225
"84112",35,262,212,310,238,376,278,293,368,252,121
"1335613",39,225,140,285,238,298,219,259,395,259,116
"471189",28,180,138,230,174,277,213,206,249,238,77
"446660",24,182,130,238,202,295,195,247,261,191,84
"2636013",17,92,72,153,94,155,78,105,145,93,50
"1870985",38,399,286,461,391,555,444,422,596,429,161
"1531429",31,216,220,286,234,312,262,267,348,254,96
"84110",22,170,118,175,167,254,189,229,225,170,65
"79604",18,128,96,127,117,156,112,115,130,151,46
"1944646",5,29,21,18,52,56,59,75,20,36,2
"84163",3,22,8,20,17,17,19,23,30,15,6
"2638792",91,608,501,785,604,864,592,681,912,664,247
"1805478",43,338,300,448,355,506,350,410,594,433,151
"604330",36,272,203,396,303,348,316,326,395,343,123
"133926",22,176,139,230,216,258,198,270,290,180,75
"1871022",31,195,146,223,195,233,194,244,295,186,94
"2003188",24,153,118,193,125,229,127,154,232,139,53
"1382",2,14,7,11,10,8,13,6,16,7,10
"74426",40,317,229,412,316,424,311,376,411,345,124
"33871",28,197,129,224,181,272,180,228,224,189,75
"2649358",298,1923,1436,2061,2524,2530,1975,2677,2882,1774,587
"1670831",286,1859,1402,2062,2476,2639,2248,2740,2752,1675,555
"1670830",262,1902,1323,2121,2339,2573,1983,2710,2931,1608,571
"185979",1065,1956,3040,2770,3862,2462,1811,3111,3176,2034,934
"33932",19,977,61,51,87,32,31,25,56,55,21
"86661",203,665,640,748,489,514,600,437,1857,943,179
"653685",245,522,921,1075,3754,961,1012,867,1387,3265,851
"450367",385,554,133,33,17,19,20,19,46,19,2
"189381",13,87,134,127,117,126,116,94,145,220,46
"1408",13,50,58,62,229,60,54,51,76,98,29
"561879",48,162,120,68,384,77,141,101,199,307,50
"1664069",8,67,66,151,74,134,81,90,104,77,22
"1670641",39,57,159,86,79,44,79,36,109,107,22
"1742359",18,56,99,111,65,50,91,48,100,98,31
"1397",41,42,148,176,356,98,145,65,199,279,53
"324767",7,45,80,86,57,105,68,65,73,80,33
"632773",7,54,36,59,37,50,43,56,43,37,9
"1783501",7,26,112,48,27,37,38,28,46,82,15
"1471",13,33,70,84,40,44,49,30,52,66,24
"79883",9,52,53,51,30,40,43,30,44,56,20
"218284",9,27,44,45,14,51,29,36,54,36,23
"46224",7,19,49,45,19,34,28,14,38,44,11
"38875",10,30,93,119,83,51,56,18,161,423,49
"1441095",14,28,50,44,34,41,38,28,58,65,19
"1413",4,23,23,33,14,19,15,16,28,26,2
"1547283",23,21,82,57,33,39,29,18,46,57,15
"1476025",2,19,49,49,29,29,32,20,52,41,14
"1792192",15,30,18,24,2821,15,30,35,84,247,6
"1479",10,33,19,37,23,25,21,21,33,29,11
"1925021",1,16,20,34,14,20,19,10,16,19,10
"1404",3810,4976,5144,10992,2168,1657,11912,2101,12851,36661,1670
"1402861",2753,208,5206,599,3720,1272,116,156,3595,7771,918
"412384",82,103,17,114,46,26,170,35,185,400,19
"86664",13,33,75,83,2604,44,72,24,80,148,17
"2675274",2504,1264,1556,225,313,236,140,176,440,737,147
"152268",21,39,189,93,61,39,44,40,43,97,29
"79885",4,305,33,27,54,27,19,14,33,31,11
"199441",6,33,31,46,32,32,28,12,27,38,7
"79880",45,313,287,1418,1215,509,194,140,1165,3088,134
"86665",5,36,57,77,48,71,33,36,74,41,23
"300825",2,12,20,32,36,36,17,19,122,126,4
"2598861",3,10,10,42,18,34,11,6,26,51,6
"129338",22,176,109,187,117,192,168,184,211,121,55
"2642459",17,137,93,186,102,181,117,141,188,148,51
"1422",5,77,64,96,56,111,90,76,105,72,20
"1505648",7,73,47,61,46,93,54,53,64,73,22
"1921421",25,76,116,134,111,105,82,100,119,93,43
"33940",1,6,8,12,13,17,11,16,16,6,2
"213419",0,6,5,4,5,6,8,6,5,2,0
"1478",253,530,101,91,97,89,113,65,129,111,24
"228899",60,44,132,688,168,128,212,114,482,512,67
"421767",39,62,43,65,49,61,68,53,77,79,15
"264697",18,42,28,47,30,51,35,28,78,60,11
"1407",9,14,48,34,40,35,27,32,62,52,10
"2502791",8,113,38,51,40,69,36,55,61,38,14
"2698411",7,67,64,71,43,54,54,46,85,118,20
"2099786",2,33,22,22,21,28,17,27,32,16,12
"129985",47,126,381,171,148,194,83,50,97,83,60
"279826",64,92,161,198,449,315,208,363,364,196,108
"1740721",31,118,168,2954,144,100,3173,89,758,2222,570
"1193713",29,87,116,233,75,75,232,53,164,175,59
"1215031",0,4,8,13,6,14,8,8,10,13,1
"2636778",47,86,168,190,177,95,118,54,116,254,36
"28031",10,29,51,34,25,20,31,18,33,43,13
"1421",6,12,29,20,15,25,17,20,31,31,10
"2086577",8,15,101,109,103,55,23,14,39,81,36
"1145276",0,5,1,1,2,3,0,0,2,2,0
"746691",2,101,175,117,437,57,10,15,34,582,27
"182710",22,26,249,187,69,96,34,40,57,219,15
"2052660",10,26,39,45,32,36,30,28,56,69,9
"2620237",14,41,117,79,79,100,63,50,78,106,32
"163877",8,18,73,27,23,25,13,18,24,52,11
"1482",6,16,47,32,23,28,18,11,21,26,2
"2017483",5,20,98,27,17,18,19,9,35,50,12
"302167",2,6,23,13,9,11,2,5,7,10,6
"1473",1,0,10,9,1,6,2,1,0,6,2
"1398",17,153,102,147,130,175,136,174,188,152,55
"665099",93,91,4062,492,1048,1081,755,560,901,1583,430
"859143",10,20,85,69,22,31,37,17,26,49,14
"2639704",4,38,40,59,21,45,29,32,44,34,15
"247480",2,31,39,46,24,43,34,43,41,56,10
"294699",4,23,27,33,36,40,23,32,31,41,5
"33934",6,24,16,31,18,32,20,12,24,35,8
"198467",0,0,5,3,2,2,2,2,7,1,1
"196180",1,2,5,5,1,4,1,3,11,1,1
"255247",34,45,97,46,42,41,30,49,38,177,18
"1221500",10,28,35,25,24,44,28,39,29,67,14
"386490",166,115,136,798,803,535,674,957,583,784,53
"402384",4,22,103,32,12,21,20,13,28,32,13
"45668",2,22,100,32,20,23,20,12,15,30,10
"1570",5,30,77,30,17,28,9,11,26,34,8
"2614679",3,46,72,46,32,40,37,35,62,35,10
"1472767",7,17,127,32,28,24,23,24,40,43,6
"35841",3,49,37,49,36,29,37,23,52,37,27
"1230341",7,35,65,41,33,39,25,41,49,60,11
"1295642",6,26,21,45,25,45,38,32,33,28,11
"1426",2,15,10,11,12,12,12,8,26,9,4
"153151",0,2,6,4,5,5,3,4,3,6,0
"2625209",13,33,258,35,48,51,22,23,41,143,9
"2628296",2,26,75,45,35,36,26,39,51,52,15
"2651280",9,20,27,33,14,24,30,12,33,27,5
"2283160",10,18,63,35,23,29,22,26,42,47,7
"2636677",1,3,8,8,6,6,4,3,4,7,1
"2636913",2,15,55,37,36,32,26,40,51,74,13
"33936",9,32,35,52,20,35,29,18,58,41,8
"1532552",7,18,48,39,21,25,25,17,42,47,10
"1449",1,10,81,19,11,23,5,5,20,24,6
"2594883",1,16,58,22,25,19,12,10,21,40,9
"1467",8,14,53,25,21,23,23,26,44,42,8
"2213194",4,12,43,26,9,21,16,14,19,37,4
"1028381",0,0,1,2,0,0,0,0,0,0,0
"185978",795,3879,3853,5443,3879,5264,4459,4362,6168,5629,1707
"61624",219,818,529,777,704,929,792,876,1186,771,314
"2704462",53,399,280,555,344,529,386,439,586,435,161
"44251",54,310,161,249,187,267,168,187,293,185,88
"2704463",23,251,185,252,200,298,198,225,303,252,88
"49283",33,202,185,294,172,293,246,259,361,238,120
"562959",30,240,204,369,192,344,510,253,349,521,254
"1126833",37,213,167,263,173,265,181,214,250,228,63
"79263",28,179,136,239,116,195,155,175,248,212,59
"375489",26,156,140,189,94,192,161,142,174,204,55
"1870820",30,135,134,264,361,215,132,134,317,348,60
"169760",28,141,131,212,128,171,136,129,267,211,79
"1406",49,114,190,147,87,95,86,132,157,105,40
"248903",93,157,105,187,150,100,257,218,181,280,35
"2495582",19,117,102,138,77,167,137,122,175,141,47
"365617",19,114,85,179,103,156,127,138,168,127,52
"682956",11,98,50,49,49,68,41,45,78,49,14
"414771",17,90,82,114,80,153,94,107,147,107,40
"162209",17,106,73,146,84,154,104,107,169,98,24
"2509456",11,72,57,115,65,104,69,77,127,108,29
"2044880",11,109,159,103,70,104,78,97,130,86,38
"2707005",7,70,55,67,50,100,59,74,103,47,31
"1619311",16,68,47,103,84,92,72,90,132,83,24
"1462996",8,72,69,75,58,91,67,67,120,86,28
"160799",2,70,60,77,48,93,56,90,98,58,21
"1178515",12,70,77,98,56,71,54,97,72,69,32
"1473112",15,67,54,75,42,88,52,56,100,56,18
"44250",12,46,51,87,42,69,48,52,62,60,21
"189425",6,62,37,60,43,65,42,47,95,53,31
"1616788",8,48,42,95,50,78,65,54,76,65,23
"1338368",12,42,48,71,48,57,55,30,45,45,27
"1401",11,52,80,193,389,200,233,136,350,270,68
"683737",10,39,50,65,36,54,61,43,122,82,31
"1778678",11,50,24,48,39,60,37,54,68,36,11
"1464",6,41,51,49,30,45,40,40,49,32,15
"189426",9,19,23,35,35,44,35,34,39,34,10
"172713",15,34,48,45,44,62,40,52,73,72,23
"198119",8,33,38,57,44,41,50,41,42,49,15
"1712516",7,40,47,42,29,31,44,39,61,61,18
"528191",11,44,60,28,13,21,33,26,55,36,13
"159743",4,36,42,24,13,37,22,21,46,27,10
"253703",4,23,10,17,15,18,10,22,20,30,6
"128574",7,30,24,35,36,32,35,37,76,35,19
"1763538",9,21,26,17,31,22,13,27,53,27,12
"59893",2,12,25,10,6,9,11,4,16,14,5
"59843",2,8,10,12,7,4,8,3,14,8,2
"2684853",171,693,404,582,453,651,458,592,740,524,184
"51101",28,193,176,236,189,286,196,222,312,230,106
"1393",29,119,104,181,146,185,90,151,185,109,45
"54911",15,110,152,408,453,358,177,143,190,143,299
"1465",6,35,45,35,21,44,21,26,40,48,6
"54913",4,22,20,35,21,29,34,24,25,27,9
"2636738",65,526,482,684,457,651,460,572,739,539,190
"2674991",38,370,256,523,352,523,365,387,584,384,149
"2507935",8,33,44,40,30,54,30,39,48,23,13
"377615",80,595,460,742,506,744,552,621,788,620,277
"2583377",50,451,289,493,330,535,378,485,597,429,193
"55079",9,71,152,176,89,150,96,123,182,127,57
"1471761",78,5132,257,5798,223,3548,113,120,340,236,90
"714067",16,133,90,577,158,346,104,163,204,110,64
"1380685",3,25,21,70,20,48,19,29,36,31,7
"2490858",17,191,150,233,179,238,143,211,262,162,98
"2026",13,141,49,140,31,67,36,42,73,70,67
"37482",15,108,117,149,85,155,87,116,105,98,29
"405212",98,715,599,884,720,1024,787,924,1166,837,354
"471514",20,174,102,200,154,259,157,214,209,160,56
"2622400",8,76,71,92,90,83,92,90,78,95,32
"1903704",57,422,342,569,441,634,479,580,664,451,194
"1214604",21,132,162,227,133,259,182,207,254,202,81
"2055160",14,109,88,163,151,185,132,153,164,121,56
"33943",11,73,58,109,78,90,83,86,93,71,26
"2677223",6,59,51,82,40,90,54,54,83,75,14
"2662419",15,112,78,118,91,155,124,100,142,94,46
"1038856",7,68,60,89,58,107,80,55,93,96,47
"1499687",16,49,29,54,35,71,48,38,63,151,17
"200991",10,36,30,37,27,69,26,32,50,30,18
"1176255",3,33,28,36,25,48,25,29,41,52,14
"192421",1,28,21,32,22,26,21,25,31,18,9
"161360",3,15,12,16,11,16,10,21,26,19,2
"414778",2,10,16,7,10,19,8,9,20,16,5
"1302659",3,12,16,13,13,10,5,9,17,10,2
"1215089",2,13,12,11,15,19,8,15,12,13,4
"1374",2,5,4,8,2,5,3,5,11,1,2
"1598147",1,3,4,5,0,2,3,3,4,4,0
"2647733",15,100,89,92,58,85,102,68,91,84,38
"1571",8,65,59,77,69,78,37,64,95,62,22
"298596",6,11,26,22,16,10,9,10,14,16,4
"1474",1,5,26,16,7,12,19,7,17,24,6
"1476",3,5,10,2,4,5,4,4,3,4,1
"76853",55,51,136,61,35,33,23,18,16,57,8
"2637870",6,13,25,41,20,16,21,10,29,34,4
"51173",1,50,31,42,10,16,11,9,14,19,13
"367743",2,39,22,26,15,27,12,10,20,16,8
"459472",21,55,39,63,35,71,37,51,68,46,33
"417367",8,41,30,40,17,35,29,23,39,21,4
"2642018",0,9,17,21,16,20,11,13,16,22,5
"2644826",4,5,281,13,42,30,6,20,17,15,6
"1650",1,6,12,19,9,16,10,7,11,12,5
"1508404",3,20,31,34,26,37,20,29,34,28,7
"241244",7,12,19,23,13,16,9,15,23,21,5
"2617942",5,14,25,19,13,19,13,16,18,20,4
"1282",1,39,28,26,25,56,17,32,37,29,13
"1280",5,25,68,40,38,45,38,31,64,65,9
"1283",6,6,22,21,15,19,16,15,34,19,8
"214473",1,4,31,8,8,11,5,6,8,10,3
"1288",0,7,204,8,15,45,8,4,10,20,3
"91994",1,10,18,17,14,17,19,13,25,8,5
"2815305",4,20,12,19,20,24,21,34,28,22,3
"170573",1,9,6,12,8,18,10,4,6,6,2
"155085",0,9,10,8,5,7,4,8,10,10,2
"45972",2,8,7,3,3,11,7,8,9,15,1
"2044912",1,7,5,7,4,12,8,6,17,12,4
"29388",1,5,11,11,1,13,6,8,8,10,4
"1290",2,9,9,6,9,7,7,6,7,13,8
"29378",1,6,198,4,4,9,5,5,8,90,5
"28035",1,7,8,8,2,9,5,9,5,20,4
"70255",1,0,1,5,1,6,3,4,10,6,1
"1294",4,2,7,12,4,7,4,4,2,7,1
"33028",1,7,6,8,7,2,3,5,7,2,5
"46126",2,5,6,7,3,4,6,8,10,11,4
"2282419",0,3,40,7,5,18,3,6,6,9,1
"1292",1,7,2,3,2,7,3,5,6,8,1
"985762",2,5,5,8,3,8,5,1,8,5,2
"29385",1,5,70,7,5,10,9,13,10,5,5
"1295",3,6,5,5,5,10,7,8,8,5,3
"1286",3,8,13,19,6,12,2,3,4,7,1
"308354",1,11,8,14,13,8,5,8,9,14,5
"29379",1,4,3,3,3,9,3,1,9,12,2
"1284",2,7,5,10,3,8,4,6,3,7,3
"46127",0,1,15,5,4,6,5,3,3,13,1
"29382",1,2,9,5,4,3,5,3,6,5,7
"29384",0,3,7,4,5,6,5,3,5,4,0
"985002",0,3,1,2,9,3,1,1,1,2,2
"29380",1,3,8,8,4,5,8,3,4,7,3
"2781774",0,5,2,4,3,3,3,2,4,5,0
"1654388",0,2,0,1,2,1,1,1,4,6,1
"1281",2,2,10,4,6,3,4,6,8,4,3
"61015",5,3,6,7,6,4,7,3,11,6,2
"246432",1,3,3,8,4,11,4,4,3,6,2
"1461582",3,38,64,38,18,35,25,33,28,19,12
"946432",1,2,29,3,16,9,6,5,9,8,2
"69966",1,5,11,5,5,5,6,9,10,5,2
"1855823",2,24,14,18,8,21,11,12,27,17,6
"2619255",0,0,1,1,0,0,0,0,1,1,0
"1903056",0,0,2,0,0,0,2,1,1,0,1
"1296",7,15,855,18,52,43,15,6,22,39,4
"71237",1,2,13,5,3,15,4,5,12,3,2
"42858",0,3,228,4,4,6,3,3,8,6,3
"150056",1,4,3,6,4,4,1,4,3,1,0
"643214",2,6,5,6,7,8,5,5,5,8,2
"407035",0,19,44,19,28,39,14,33,26,36,9
"1817405",1,3,12,6,0,4,6,3,6,12,2
"33986",51,274,254,375,223,374,313,299,411,384,116
"1378",5,22,29,21,31,32,25,29,24,30,14
"1639",5,27,101,67,25,50,45,39,54,61,13
"1638",1,10,8,13,10,9,8,11,13,11,6
"1006155",2,15,6,12,5,9,11,10,12,13,5
"1640",1,3,11,13,8,13,5,7,10,7,0
"1641",2,9,12,11,3,20,14,9,16,5,3
"1642",4,3,9,7,7,10,6,4,5,5,1
"2642072",1,9,9,5,8,12,2,6,17,26,0
"1643",1,12,7,22,5,6,6,11,12,8,1
"2756",1,5,10,5,7,11,4,5,9,12,6
"269673",8,46,41,49,38,59,31,45,59,59,12
"1584",3,75,54,67,79,92,68,103,123,60,32
"2620435",4,24,21,32,16,17,19,18,22,15,4
"47770",2,9,184,10,10,8,7,7,10,6,3
