"","TECcM2TOMPOOA051310.extra.kraken2.report","X0n7bM2TOMPOOA100365.extra.kraken2.report","vcXtM2TOMPOOB050180.extra.kraken2.report","X9JUZM2TOMPOOB100355.extra.kraken2.report","wQqUM2TOMPOOA080335.extra.kraken2.report","cuu6M2TOMPOOB051315.extra.kraken2.report","OeS0M2TOMPOOA051355.extra.kraken2.report","cSObM2TOMPOOM080315.extra.kraken2.report","s9OmM2TOMPOOB051285.extra.kraken2.report","abKIM2TOMPOOA051320.extra.kraken2.report","dSz8M2TOMPOOA051340.extra.kraken2.report"
"84023",0,1,3,1,3,4,5,2,1,1,1
"154046",62,129,88,12,42,100,100,45,84,57,55
"208226",15,29,17,2,17,11,17,6,11,11,24
"461876",13,28,29,4,7,12,32,18,44,12,32
"2638829",25,35,27,4,15,22,36,30,33,19,26
"2629145",21,30,9,2,15,30,20,20,15,10,16
"1424294",9,30,24,6,15,27,23,20,19,14,21
"2633479",5,20,5,1,5,13,24,13,8,10,12
"1498",0,10,4,1,3,4,11,3,1,0,8
"2619470",2,7,8,5,2,0,4,3,7,3,3
"116090",3,6,10,0,4,9,10,7,8,9,16
"471827",276,400,272,32,165,370,353,249,329,293,269
"1564",39,91,70,4,34,60,85,38,62,50,55
"1565",43,48,62,1,16,44,61,35,46,42,48
"1833852",20,32,51,4,18,12,29,15,27,18,33
"59610",21,26,19,0,24,21,20,15,22,23,19
"79209",23,83,24,7,24,24,29,29,24,23,20
"1563",21,55,50,4,12,27,29,15,24,34,22
"339862",25,38,25,3,13,26,33,26,30,22,23
"885581",20,36,38,5,12,23,31,14,30,26,21
"49338",40,88,73,5,22,74,60,37,50,36,43
"142877",13,31,30,5,8,9,20,17,13,16,18
"36854",28,24,22,3,15,28,24,14,22,24,13
"233055",13,24,22,1,10,18,33,13,12,31,15
"102134",116,120,153,17,49,161,160,77,121,85,132
"55583",20,32,28,1,7,29,50,13,19,18,13
"2635733",15,18,16,2,3,13,18,8,17,17,11
"1712410",39,71,70,4,18,53,52,27,44,19,39
"51197",28,66,46,3,18,36,43,27,33,26,18
"58138",24,58,37,5,23,23,34,29,32,26,29
"51515",18,52,28,3,12,16,26,23,24,16,30
"863643",50,49,34,3,17,33,51,25,48,27,46
"2734",1143,1477,1292,121,804,1286,1465,934,1258,1058,1074
"2648079",28,62,28,9,23,46,50,21,52,24,22
"33035",22,48,31,6,25,30,39,21,49,22,31
"40520",14,19,16,0,7,12,13,7,8,8,10
"1912897",8,18,7,0,4,5,13,6,11,8,10
"1322",0,8,8,1,0,5,8,0,7,2,9
"1871021",71,77,49,11,27,55,89,53,71,51,53
"89153",43,54,54,3,27,38,56,23,50,56,52
"29347",27,30,47,3,14,28,25,18,29,36,31
"2608895",13,22,9,5,5,16,19,6,20,10,9
"66219",13,19,25,4,10,9,25,13,11,11,12
"301301",49,72,68,10,33,66,69,49,71,43,58
"166486",21,48,19,0,12,30,33,22,42,23,32
"2696063",11,43,15,5,14,37,18,21,16,15,17
"2642604",14,36,25,3,9,10,19,19,23,24,22
"433286",33,34,48,10,15,43,69,35,41,67,82
"1679721",71,112,72,3,8,11,17,11,1,11,7
"84030",46,58,66,8,43,59,70,51,73,27,60
"29370",15,36,30,2,19,26,47,21,32,22,30
"208479",30,80,81,0,27,57,71,39,71,40,53
"1531",4,4,6,5,2,12,10,2,15,6,4
"1229621",11,42,31,4,9,21,25,19,25,24,30
"105841",12,24,23,0,13,43,19,18,21,11,16
"649756",6,15,8,4,2,8,7,12,14,9,16
"831",13,29,24,3,9,25,63,13,22,21,26
"185008",12,27,15,3,6,17,22,3,17,10,8
"43305",11,17,11,1,5,5,21,7,11,8,11
"410072",8,24,13,0,8,6,18,9,13,7,16
"116085",24,23,27,3,20,16,37,23,20,14,23
"2684943",7,12,7,1,4,12,6,6,17,6,10
"33038",14,30,30,6,10,21,31,10,17,18,17
"33039",3,12,9,1,5,9,11,7,4,11,5
"29360",4,8,4,0,0,1,4,3,2,3,1
"2643091",3,7,2,1,2,3,1,3,2,3,5
"185007",4,15,11,1,8,6,34,8,16,10,13
"39488",6,13,20,0,8,6,12,7,8,5,21
"28446",4,7,9,1,6,7,14,8,9,10,5
"39485",3,5,6,0,8,6,6,9,4,1,6
"617123",3,4,5,1,2,5,7,3,5,2,6
"2649046",286,400,380,26,196,347,408,209,401,317,274
"626937",91,89,91,5,41,96,131,61,77,60,95
"35701",256,377,327,29,159,359,436,238,322,295,273
"356322",17,40,25,2,11,38,31,18,24,27,29
"1736",32,74,52,10,19,56,66,31,61,35,47
"29322",23,50,31,6,16,25,40,14,25,31,30
"53442",19,39,34,1,11,20,21,10,25,8,30
"2624479",7,18,5,2,6,5,8,5,11,5,9
"2041044",8,16,9,1,9,11,9,4,23,9,11
"2638182",20,32,20,1,12,24,28,3,24,14,12
"33952",6,21,20,1,8,25,11,7,18,11,9
"2619948",49,43,46,6,15,39,54,22,59,32,37
"2626894",12,27,35,3,14,6,18,131,8,9,18
"1115758",13,14,9,1,10,3,5,148,4,4,4
"1507512",9,8,5,4,6,15,8,17,8,3,6
"1496",19,37,27,3,16,15,53,36,15,21,25
"1731",15,25,42,4,14,19,33,22,24,26,20
"1505",4,18,22,1,9,9,20,17,7,5,7
"89152",7,18,10,0,5,4,11,17,5,10,11
"1490",10,11,6,0,9,5,8,11,5,8,11
"143361",3,9,6,2,6,11,14,11,9,6,12
"1511",6,9,7,1,5,4,6,9,9,9,8
"86170",23,43,40,3,19,36,54,27,36,26,42
"863",19,25,21,2,11,21,26,15,25,18,16
"2293317",9,13,8,1,5,5,8,7,17,1,14
"2173034",8,11,11,2,2,12,8,7,8,9,10
"44260",331,471,373,41,175,391,398,249,371,333,236
"42837",182,239,185,10,95,219,269,140,196,180,167
"85874",125,232,145,14,73,231,174,105,152,148,127
"2325",4,12,7,1,5,2,8,5,6,2,6
"106578",3,8,0,0,0,0,3,1,0,1,1
"108150",7,3,5,0,3,1,1,0,6,2,1
"2636821",0,2,0,0,0,0,2,0,0,0,3
"46354",1,1,0,0,3,1,1,0,2,1,2
"583357",1,1,2,0,0,0,0,0,3,3,2
"161154",46,62,52,5,18,46,47,32,45,41,39
"129958",35,48,35,4,15,32,29,16,23,27,37
"911092",18,26,23,0,14,25,34,16,31,26,21
"55205",5,9,4,1,3,5,5,5,6,5,4
"44001",3,8,1,0,4,3,2,1,6,4,4
"1222016",2,7,7,1,2,1,7,2,4,1,3
"2622462",5,6,5,2,0,3,3,3,1,1,4
"52766",0,5,2,0,2,2,3,2,0,9,5
"31899",2,4,2,0,0,3,1,3,1,0,0
"717609",0,4,1,0,2,3,3,3,2,1,1
"52765",0,2,0,0,2,1,1,1,1,2,1
"413889",1,2,4,0,2,1,1,1,5,1,1
"1517",21,22,16,3,10,9,22,14,23,13,24
"2622527",5,18,9,1,5,9,14,3,13,5,7
"47490",8,7,1,0,3,6,6,2,6,2,3
"29329",8,5,1,0,2,3,3,7,4,1,3
"252966",46,97,74,9,45,91,51,39,47,58,39
"184064",7,14,13,0,8,17,12,4,7,20,8
"1794699",0,12,0,0,1,4,4,2,3,2,5
"2640322",34,65,45,1,15,50,35,32,37,34,42
"31909",21,26,12,2,6,14,16,8,14,11,11
"2331",3,13,6,1,5,4,5,5,6,4,14
"656519",5,6,7,0,0,7,6,5,4,5,13
"1323375",39,57,73,8,28,47,97,24,43,71,63
"42422",31,31,31,1,9,28,24,15,11,5,24
"28187",6,14,7,0,0,10,29,4,12,8,10
"2316383",60,66,72,3,18,55,56,34,51,43,35
"499229",18,28,16,2,23,21,21,22,38,17,40
"291990",50,93,70,8,23,58,72,36,71,47,59
"2751313",12,27,20,2,15,16,30,18,23,20,15
"375929",13,25,18,2,17,16,18,12,12,17,33
"2637378",676,1200,895,83,465,856,1039,540,875,732,824
"69823",250,373,354,31,163,304,381,225,338,259,247
"971",60,84,120,6,37,57,92,59,66,51,58
"158847",2,12,6,3,6,1,3,4,9,3,12
"437897",3,12,9,0,5,4,9,8,5,4,4
"865",5,19,26,2,6,10,8,8,4,14,8
"2629460",13,78,39,1,13,6,24,8,23,25,20
"365349",9,37,21,5,12,9,35,27,18,13,23
"2377",76,106,87,13,31,80,92,56,117,73,96
"1930071",44,81,70,9,27,74,86,40,47,53,46
"907",124,179,158,22,86,147,171,109,170,119,131
"2144175",97,171,141,10,60,111,143,89,142,94,137
"2161821",29,55,33,3,10,30,37,29,34,30,30
"39950",5,10,8,1,2,11,10,4,17,9,2
"248315",4,18,7,0,3,7,13,9,8,7,13
"29466",4,14,12,1,3,5,5,11,11,6,10
"39777",2,8,1,0,4,6,7,7,9,3,3
"2682456",1,5,7,0,1,1,3,1,3,2,4
"39778",3,3,3,0,2,5,5,4,4,0,1
"905",85,136,89,4,52,94,103,70,102,62,71
"187327",27,28,36,2,6,29,30,19,31,28,27
"2639160",24,41,35,1,16,23,28,25,24,27,30
"33025",34,38,34,6,13,19,31,14,17,17,23
"1555112",940,1458,1079,138,598,1313,1423,803,1267,1055,970
"54006",54,102,92,6,40,108,90,60,98,74,76
"54005",5,25,27,1,6,25,10,4,15,14,19
"1852373",38,68,35,4,21,43,71,16,42,40,47
"1260",14,24,5,0,12,19,14,21,21,16,6
"33034",4,5,7,0,4,1,4,2,5,5,5
"1870984",9,5,8,4,4,4,6,6,8,2,3
"33037",0,2,2,0,0,0,0,1,1,2,0
"33033",10,8,5,1,7,10,7,12,11,3,8
"2638726",20,23,23,2,6,20,19,17,14,11,17
"1582259",7,20,8,3,3,17,10,13,12,7,10
"45497",13,19,25,1,2,2,12,12,10,9,5
"1278232",12,11,5,0,4,11,12,5,11,12,10
"1556",13,12,10,4,12,8,21,16,9,5,12
"2816908",9,15,9,1,4,5,9,6,5,7,9
"1852374",12,13,9,1,3,23,17,3,20,6,16
"1702221",64,83,78,9,46,75,89,40,82,64,50
"1522",33,46,44,5,19,34,35,15,33,27,31
"1547",30,36,42,7,27,23,47,38,38,16,58
"2624170",9,21,28,5,10,21,21,18,12,23,30
"1514105",0,18,9,2,4,2,10,3,10,2,8
"1648",5,9,13,0,6,5,14,2,7,3,6
"225084",2,8,2,2,1,5,15,1,2,4,3
"2485784",9,7,2,0,1,3,4,3,2,1,2
"2487118",33,34,25,2,15,35,26,37,37,13,42
"2704656",4,10,4,0,7,6,4,2,7,1,11
"39483",3,7,11,2,2,3,9,7,9,3,10
"2583452",1,6,5,1,2,9,4,9,4,5,3
"1982626",1,3,2,1,0,1,1,6,3,2,0
"2638206",65,15,61,4,4,5,11,78,4,4,18
"154288",4,8,11,0,4,1,8,17,3,6,6
"1871025",30,52,40,6,22,48,57,36,33,35,47
"243899",5,8,4,2,4,4,4,4,1,5,4
"2626047",4211,6933,5911,608,2676,5187,6743,3512,5560,4448,5193
"32046",83,166,120,14,51,93,140,73,105,81,118
"33070",25,65,38,3,11,25,57,26,29,25,35
"2627006",541,833,670,65,341,667,859,423,646,562,631
"59930",407,631,464,62,246,544,618,231,570,400,400
"2622553",87,119,72,6,37,73,106,53,78,78,73
"146786",21,45,30,3,13,19,44,12,23,30,30
"32053",11,16,13,0,3,6,13,4,11,13,6
"292566",10,25,27,0,6,23,22,17,22,6,6
"2650499",378,611,452,44,213,448,582,287,468,340,414
"1184",46,72,63,8,18,43,61,35,36,37,138
"1209493",103,221,157,18,61,170,171,77,180,103,149
"2619029",148,213,172,24,90,193,191,97,179,117,157
"1219",39,64,69,7,16,54,68,31,49,37,57
"2627481",7,9,4,1,9,2,8,11,6,4,4
"2593292",54,85,66,14,23,51,71,43,57,42,61
"155978",36,70,52,4,19,52,81,26,59,36,37
"1173032",65,68,63,9,27,54,74,48,46,40,61
"2640012",37,57,73,11,29,50,61,43,51,34,81
"1158",124,3317,152,14,78,156,202,102,183,114,143
"1155738",113,194,162,18,72,118,193,89,157,128,148
"1492710",115,206,137,25,65,115,176,100,125,108,129
"44471",39,139,67,10,31,46,97,57,73,53,104
"54304",27,48,53,4,36,25,37,26,40,20,33
"1205",10,20,21,1,10,7,19,11,12,10,11
"35823",14,16,15,0,6,17,20,18,16,11,20
"2596745",0,2,1,0,1,1,1,2,0,0,4
"63132",268,414,469,25,120,274,363,196,314,235,581
"2023214",63,134,93,11,53,93,117,59,116,76,88
"43988",68,91,89,9,45,58,101,55,56,56,53
"241421",34,49,49,2,16,38,46,20,35,18,49
"1125",136,183,204,16,48,111,158,62,130,112,131
"28070",30,55,38,7,26,40,69,26,46,36,46
"92682",22,46,42,5,15,35,33,22,30,20,34
"2546365",15,39,30,5,11,23,51,15,17,14,16
"263510",14,22,19,0,5,8,16,12,12,16,14
"1453359",3,12,7,2,7,2,4,4,6,2,3
"669357",39,64,48,6,32,53,66,41,40,32,62
"102231",18,40,35,2,15,20,64,17,33,30,45
"268175",15,26,17,2,32,14,43,19,26,15,14
"102234",14,26,26,3,9,13,31,18,18,15,32
"2593658",579,716,684,46,235,527,2069,258,489,404,365
"92942",168,120,40,8,16,57,123,21,36,35,32
"272131",28,56,28,1,10,15,78,18,34,22,20
"224012",24,46,32,2,19,31,121,9,34,27,26
"1306274",29,45,22,3,12,34,82,16,37,11,15
"446679",19,36,38,3,8,22,81,13,33,20,20
"264686",25,35,34,4,7,23,75,11,29,15,24
"374162",27,13,22,3,7,7,51,7,11,11,13
"142864",51,81,48,5,17,57,121,30,43,27,30
"2619674",19,44,36,1,17,30,57,19,32,42,24
"1165",33,31,28,1,10,18,67,15,25,11,26
"1164",14,22,18,0,5,9,57,4,18,9,20
"264691",0,5,0,0,0,4,4,1,2,0,0
"2619626",224,406,242,20,84,289,600,144,262,244,204
"1973486",55,74,62,6,19,61,84,24,51,37,34
"938406",32,60,48,4,24,38,146,26,38,14,30
"32054",20,29,30,1,15,17,41,21,19,14,24
"2618749",170,251,148,26,74,349,509,81,287,197,120
"1397703",36,61,49,3,14,46,117,27,41,25,41
"109266",17,40,26,2,13,20,74,9,25,12,20
"156213",9,19,47,0,13,20,50,7,23,14,21
"70799",12,37,23,0,10,28,50,15,11,14,12
"289435",19,36,82,3,22,26,67,14,34,13,34
"136073",13,16,14,1,9,14,27,6,16,10,9
"2622029",8,11,6,1,3,4,10,9,10,4,7
"1166",6,3,8,0,4,7,5,4,3,14,7
"747548",4,6,13,1,2,2,13,2,4,4,3
"312883",1,6,12,2,0,1,9,5,6,5,5
"494603",75,112,94,9,31,63,7400,32,70,59,63
"2676603",17,48,29,5,17,33,45,13,24,22,19
"1197",25,27,53,2,8,30,72,18,19,32,27
"2649714",10,28,15,4,10,23,65,10,31,22,19
"33071",1068,1677,1404,142,631,1516,1703,821,1446,1132,1085
"54299",82,108,79,8,38,120,153,64,105,67,64
"54308",29,50,42,6,19,31,64,22,38,27,34
"2642663",21,25,15,0,21,22,34,24,14,10,18
"102116",7,20,18,4,4,9,25,7,21,6,10
"1188228",37,63,43,3,23,41,46,24,52,26,36
"1228987",9,12,8,2,4,6,13,0,6,8,3
"1763363",1,8,9,0,2,3,11,3,6,2,6
"2623546",919,1482,1271,168,670,1214,1476,857,1308,1030,1074
"309887",584,1033,932,87,405,671,996,553,772,702,705
"1768108",535,895,776,79,376,653,844,427,728,590,605
"502394",561,877,727,91,387,759,1023,460,839,669,670
"1211322",597,858,749,80,380,686,982,436,749,595,631
"317577",640,831,731,180,397,750,863,448,756,644,722
"2202254",422,649,548,63,300,586,695,346,586,578,576
"432329",396,573,592,59,265,490,645,350,506,451,474
"980427",321,563,431,60,239,411,579,313,433,312,419
"68909",350,504,372,33,241,395,448,265,423,353,401
"1182571",330,491,500,47,215,388,486,260,416,371,370
"1299",252,451,407,44,187,363,490,230,400,316,377
"310783",238,394,269,22,174,279,336,207,250,240,229
"1309411",241,360,322,46,174,292,354,173,306,267,312
"55148",188,310,319,24,137,310,322,176,262,247,224
"1182568",107,210,141,16,84,128,197,129,168,113,140
"274",239,357,314,38,163,299,371,206,354,288,239
"271",181,273,237,12,139,260,316,146,247,195,241
"2619321",172,250,216,27,97,240,256,92,223,166,162
"56957",156,236,168,18,107,204,253,150,205,152,171
"37636",95,173,130,14,57,145,170,80,188,95,94
"56956",125,157,126,18,81,136,193,98,132,132,136
"2483360",77,122,92,8,44,99,122,77,121,77,76
"456163",42,40,34,2,11,43,46,24,56,23,38
"52022",284,405,319,31,175,329,461,215,366,287,265
"277",215,376,322,34,117,345,326,166,299,246,198
"172827",208,339,244,24,108,241,316,189,271,218,256
"187137",956,1265,1164,110,546,1129,1295,692,1126,952,896
"186192",539,704,608,66,343,617,805,425,650,556,623
"332249",657,1093,869,103,428,870,1115,645,897,737,897
"85002",3539,2919,3631,294,1710,2987,3185,1859,2535,2335,2407
"500",591,847,596,52,399,784,764,455,753,640,628
"120961",1095,1743,1478,188,881,1939,2159,873,1332,1916,1427
"1107",521,763,596,78,429,773,814,438,581,654,619
"2601677",1419,2044,2012,163,949,1789,2061,1438,1663,1449,2162
"1806508",1510,1991,1558,180,860,1738,1916,1183,1744,1420,1383
"167964",467,463,339,29,178,511,513,236,390,305,242
"2635759",313,369,309,23,145,287,321,204,280,153,227
"913107",362,400,267,35,126,392,384,222,322,256,228
"1986204",121,156,121,11,75,133,151,96,119,90,85
"133453",657,1040,815,92,406,863,905,586,743,662,698
"1839801",149,230,183,21,86,196,174,117,165,136,163
"552811",163,201,199,24,94,177,180,123,185,156,184
"1536648",84,126,103,8,50,111,129,69,99,87,80
"61435",36,42,55,4,27,48,32,37,40,31,48
"237581",1,5,0,0,0,0,2,1,0,0,1
"2509675",270,467,338,23,175,423,812,175,308,505,349
"525904",265,371,284,37,156,334,340,185,294,284,242
"1005039",738,1033,990,102,446,873,1253,504,858,843,876
"454171",204,271,235,14,101,219,312,129,210,176,217
"2683645",31,70,41,4,40,24,39,33,29,30,47
"656088",5,24,10,1,8,16,14,9,15,9,14
"2116",15,17,5,4,10,23,18,18,23,3,10
"28227",17,14,23,1,3,11,9,2,8,10,4
"86660",11,11,4,2,10,28,14,15,11,5,10
"2118",8,8,5,1,2,22,9,2,8,19,1
"2096",2,8,4,0,5,5,5,4,3,2,5
"2099",0,7,2,0,0,2,6,3,0,6,1
"2123",2,7,0,1,2,2,4,2,5,2,8
"519450",0,6,7,1,2,4,3,0,1,1,1
"92400",2,5,5,0,0,0,3,1,2,0,1
"2104",4,5,2,0,4,4,1,2,0,7,0
"50052",5,5,3,1,0,0,3,1,2,0,6
"2121",1,5,1,0,0,1,0,2,0,4,2
"45362",1,4,4,0,0,0,2,2,1,1,1
"45361",0,4,1,0,1,1,5,1,1,0,0
"141391",3,4,2,0,0,3,0,0,1,1,1
"2124",1,4,1,0,1,0,2,1,0,1,2
"2100",0,4,0,1,0,0,0,0,0,4,2
"29501",2,3,4,1,3,4,1,2,1,1,2
"2120",1,3,2,0,0,5,0,3,1,5,2
"2111",1,3,1,0,1,1,1,2,1,2,0
"353852",0,3,4,0,0,0,3,3,2,1,5
"142651",2,3,1,0,0,1,2,1,0,1,4
"57372",1,3,8,0,0,1,1,2,0,0,3
"65123",0,3,2,1,2,1,0,1,0,0,3
"2098",6,3,6,0,1,3,2,0,3,2,4
"1612150",0,2,0,0,1,3,1,0,0,1,1
"142649",3,2,0,2,1,0,3,0,1,2,2
"45363",0,2,3,1,1,0,2,0,0,2,2
"51365",0,2,0,0,1,2,1,0,4,2,2
"29559",1,2,2,0,0,1,2,1,0,2,2
"2128",0,2,1,0,0,1,6,0,4,0,5
"136241",0,1,2,0,0,3,1,1,2,1,2
"984991",1,1,2,0,0,0,4,0,1,0,0
"2097",0,1,1,0,1,0,0,1,2,0,2
"29555",3,7,0,0,0,0,1,2,4,1,0
"2112",3,5,1,2,2,2,4,6,2,1,4
"48003",2,5,1,0,1,0,7,1,2,1,3
"171285",2,4,0,0,0,2,4,1,0,0,1
"114885",3,4,2,0,1,1,1,2,1,4,4
"114881",0,4,0,0,0,1,3,2,2,0,1
"171281",1,4,2,0,0,1,0,3,3,0,1
"29556",1,4,5,0,0,1,4,1,4,0,5
"2110",3,4,1,0,0,1,6,5,4,3,1
"29561",1,3,6,0,2,1,3,1,1,0,1
"171282",1,3,2,0,0,2,4,1,2,3,3
"114880",2,3,1,0,1,1,3,2,2,2,0
"29553",1,2,0,1,0,2,6,0,0,2,4
"28903",2,2,2,2,1,1,2,0,0,5,1
"2113",1,2,3,0,0,2,5,3,1,3,1
"76629",1,2,0,0,0,0,3,0,0,0,0
"2109",0,2,2,0,0,1,4,2,1,1,4
"142650",0,2,1,0,0,0,2,1,2,0,1
"171284",0,1,0,0,1,2,1,2,3,0,2
"2107",0,1,0,0,1,2,1,1,3,0,2
"171279",0,1,0,0,0,1,2,0,2,0,0
"2094",0,1,2,0,2,1,3,2,1,2,2
"295596",17,21,4,0,2,14,13,13,8,0,7
"42094",0,6,1,0,2,3,4,3,1,5,2
"134821",4,6,2,0,0,2,2,0,3,0,3
"2130",4,3,1,0,1,1,2,0,2,0,4
"1609546",0,3,0,0,0,0,0,0,0,0,0
"315358",0,15,1,1,2,0,1,4,1,0,3
"2637901",1,10,4,2,5,7,9,6,1,3,4
"216942",3,10,5,0,1,21,6,3,12,10,13
"216946",2,6,2,0,1,2,5,4,2,1,1
"216931",0,5,4,0,0,0,4,2,1,3,1
"2136",0,4,0,0,1,2,1,1,1,1,1
"362837",0,4,2,0,1,0,0,4,1,1,6
"2138",0,4,2,0,1,0,2,1,1,2,4
"216935",2,4,0,0,1,7,1,1,1,4,3
"216934",2,3,2,0,1,2,3,1,2,1,3
"216933",3,3,0,2,2,2,2,2,1,3,3
"2139",0,3,1,1,0,2,3,2,2,3,1
"47835",1,2,1,0,3,3,1,0,2,1,5
"47834",1,2,0,0,0,0,0,0,0,1,0
"2145",1,2,0,0,2,1,3,0,1,0,2
"324079",2,2,3,0,1,0,3,0,2,0,2
"216938",1,2,2,1,4,4,6,2,6,1,4
"216944",1,2,6,0,5,2,0,5,0,1,2
"2143",0,2,5,0,1,3,3,2,1,2,7
"216932",2,1,4,1,2,1,2,0,3,0,0
"2134",1,1,0,0,1,0,0,1,3,0,0
"2137",0,1,3,0,0,1,3,1,0,4,5
"216937",3,1,3,0,4,0,2,2,3,0,1
"2151",0,7,1,0,4,2,3,2,4,1,3
"219745",0,4,0,0,0,0,4,1,1,0,1
"225999",1,2,0,1,0,2,3,0,1,3,1
"2149",0,1,1,0,0,0,0,0,1,3,3
"138853",3,1,5,0,1,1,5,0,1,1,2
"216427",1,1,1,0,1,0,1,2,1,2,2
"214888",1,5,4,0,1,2,7,0,3,2,6
"74700",1,3,2,0,1,1,3,3,1,2,1
"81459",1,1,2,1,2,2,1,1,2,2,1
"2148",11,8,12,0,5,7,5,2,5,5,7
"29552",7,7,4,0,3,3,5,3,4,3,6
"38986",2,7,3,1,3,5,5,8,3,1,1
"61635",5,5,14,0,7,6,9,2,5,3,5
"264636",4,5,6,0,0,2,6,2,6,4,6
"85620",5,2,0,0,2,3,1,1,2,4,2
"85630",2,2,0,0,0,1,0,1,2,5,11
"85632",1,2,1,0,1,1,1,2,1,1,3
"85625",0,1,1,0,0,0,2,2,2,2,2
"1541959",23,34,16,7,16,19,27,28,23,10,15
"114",8277,8419,8681,996,3639,9042,12812,3336,10934,6893,6629
"1210884",3022,3609,3361,399,1317,3649,4796,1244,4007,2604,2352
"2622970",2683,3436,3264,377,1238,3284,4382,1259,3655,2343,2438
"2528023",15115,15381,16546,2080,6957,17420,23362,5494,20706,12790,13368
"2774151",9576,10638,10562,1200,4141,11151,15498,3807,12811,8340,7962
"2598579",7460,7789,7125,758,3081,8548,11817,2728,9700,6226,6356
"692036",906,1232,851,89,303,1010,1143,358,1128,697,672
"2528024",2763,4925,3387,441,1477,2679,2716,4059,4082,1626,3301
"2650471",2965,4790,3853,476,1595,2646,3065,3570,4030,1595,3489
"2528009",2798,3932,2637,304,1312,2558,3021,1683,3136,1777,2667
"2528022",2365,3652,2312,245,1183,2031,2543,1567,2783,1421,2350
"2527972",943,1611,1018,90,413,742,959,609,1033,507,911
"1400387",533,747,481,52,214,380,465,291,562,229,456
"2528010",1812,2646,1740,168,905,1586,2082,991,2072,1116,1657
"2795974",810,1207,840,96,394,845,1040,509,961,569,892
"2527979",719,1206,882,105,395,715,956,492,904,581,815
"2528021",1340,2514,1537,179,814,1166,1438,875,1591,777,1385
"2527990",609,1025,723,69,340,612,740,423,735,431,690
"2528017",312,503,386,55,174,303,374,221,381,236,369
"125",829,1306,842,90,458,609,889,536,917,419,710
"2639138",214,363,242,39,121,185,226,136,278,123,263
"2527984",803,1220,814,85,427,658,820,549,929,430,815
"980254",806,1187,875,69,391,707,950,476,898,492,830
"980251",313,469,359,35,155,261,329,203,344,169,336
"2527968",278,451,330,43,155,246,326,194,304,210,323
"265606",242,442,314,42,125,255,303,178,320,165,299
"1331910",307,438,313,22,147,270,333,165,373,234,316
"2527974",8183,8916,8111,956,6777,9880,13989,5155,11030,9133,11777
"406548",6145,7393,6700,686,3072,7715,10881,2996,7587,8013,6639
"1387353",3910,4766,4817,475,2064,4770,7026,2129,4873,5105,4395
"466153",2695,3675,3025,383,1450,3908,5359,1485,3184,4419,2912
"128",801,929,792,87,393,769,1062,446,865,698,815
"2648843",6744,8532,7252,1128,3727,7506,10453,4056,8484,7206,8536
"2527983",2260,3739,2851,326,1238,2094,3665,1591,3302,1848,2851
"2527978",544,818,655,73,303,529,685,391,674,396,646
"2605989",335,486,391,39,183,333,371,222,419,220,351
"122",230,391,282,32,117,233,297,164,284,147,269
"2527976",118,222,163,19,74,102,181,87,138,72,162
"2527971",155,216,189,19,70,133,181,123,187,124,168
"2527973",160,210,159,23,67,121,155,89,150,101,170
"2527964",117,201,136,14,54,78,131,73,140,74,122
"2608982",64,129,88,9,32,98,110,39,106,55,104
"2528026",2022,2774,1958,227,977,1765,2397,1255,2483,1394,2326
"2527989",1792,2375,1881,225,1084,1936,2506,1286,2439,1446,2140
"2527995",850,1253,938,85,400,716,1040,524,899,515,962
"1891926",433,723,452,62,233,430,572,310,544,310,526
"119",500,691,500,53,227,365,545,326,553,308,588
"2528027",408,642,462,55,236,331,439,284,512,244,514
"2528019",146,219,166,29,84,122,192,91,185,110,146
"120",111,217,188,9,92,127,169,78,167,111,165
"2527996",394,620,444,38,201,320,438,253,432,306,460
"2528007",199,283,187,23,87,155,192,144,193,126,234
"2527994",191,276,198,26,83,156,203,125,224,117,289
"2807512",2715,3457,3091,428,2205,3017,4543,2357,4520,2795,3602
"547188",1368,2009,1787,163,913,1481,1964,1212,1872,1317,1862
"2528020",121,171,133,7,51,88,176,83,128,83,156
"1851148",94,105,106,15,70,86,110,59,104,60,119
"1941349",43,44,45,4,18,36,34,23,39,52,32
"1940790",33,43,29,1,25,36,38,21,38,17,30
"1936003",146,212,217,16,92,180,170,104,159,136,145
"174633",50,76,56,8,26,53,64,29,57,54,55
"2649488",1518,5796,6151,376,2149,1684,3293,4603,2267,1440,4776
"107709",1729,3038,4878,289,2827,1864,3532,2717,2449,1800,4138
"1838286",1346,4415,7173,334,1694,1466,2381,4848,2018,1215,5028
"2576891",784,2044,2422,276,1716,810,1508,4804,1058,761,3324
"1796921",630,1111,1645,100,827,657,1224,843,851,581,1388
"395922",84,158,151,21,94,104,138,98,102,77,160
"2625155",984,1523,1357,134,694,1062,1543,906,1189,951,1197
"2736",607,1080,808,224,725,662,830,492,734,484,674
"2711230",1086,2162,1210,376,2397,1053,1101,1493,1723,703,1084
"2728835",642,1345,1163,161,546,673,734,951,865,539,1897
"239935",305,457,378,44,199,292,408,263,359,255,389
"1679444",135,293,230,30,120,151,232,128,187,154,179
"2730359",307,491,348,31,223,349,413,254,347,281,325
"2796139",229,394,331,35,129,236,373,179,293,228,276
"1704307",78,123,118,11,81,71,80,87,82,100,135
"2628272",17,20,17,7,10,14,20,11,17,5,22
