"","X0n7bM2TOMPOOA100365.extra.kraken2.report","DYZgM2TOMPOOB100370.extra.kraken2.report","X1qGgM2TOMPOOM080340.extra.kraken2.report","aFJgM2TOMPOOM090325.extra.kraken2.report","iYASM2TOMPOOA050195.extra.kraken2.report","FvY2M2TOMPOOB051329.extra.kraken2.report","abKIM2TOMPOOA051320.extra.kraken2.report","Nm8MM2TOMPOOA051300.extra.kraken2.report","IGpcM2TOMPOOB051290.extra.kraken2.report","dSz8M2TOMPOOA051340.extra.kraken2.report","nG3jM2TOMPOOA051345.extra.kraken2.report"
"238834",21,11,48,7,8,11,9,9,12,13,2
"1497",19,5,46,7,10,9,11,8,11,14,2
"223919",19,12,3,1,6,20,1,12,6,5,0
"1513",18,14,36,3,10,15,13,9,7,7,6
"1488",17,7,30,6,9,9,7,1,12,8,2
"1493",17,7,39,4,9,11,9,14,17,12,7
"217159",17,9,26,0,9,12,9,8,8,4,2
"1542",17,6,20,1,3,7,2,4,4,9,5
"1519",17,6,45,5,12,13,8,10,13,17,4
"29341",16,9,48,9,19,19,20,33,32,25,4
"1561",13,10,47,4,9,13,6,2,15,12,2
"332101",13,5,26,2,11,5,9,4,16,8,4
"94869",13,9,52,5,14,9,9,5,12,9,2
"1494",12,6,71,7,2,7,4,2,7,8,0
"394958",12,6,22,2,5,6,8,0,10,7,1
"46867",11,8,11,1,6,4,4,5,11,4,2
"1548",9,5,18,4,7,9,9,2,4,3,1
"1216932",9,11,129,13,8,6,8,3,11,6,1
"1509",8,7,19,1,14,14,11,0,10,6,4
"1504",8,3,19,3,7,3,3,3,7,11,0
"182773",7,8,55,7,7,4,5,0,7,5,5
"2068654",7,5,18,3,4,3,7,2,7,12,3
"1538",2,3,1,1,2,1,2,0,1,4,1
"84023",1,0,11,1,1,0,1,1,2,1,0
"154046",129,72,138,12,57,105,57,53,62,55,25
"208226",29,14,73,10,13,11,11,9,13,24,6
"461876",28,15,278,41,21,21,12,13,33,32,8
"2638829",35,15,62,2,21,15,19,26,33,26,4
"2629145",30,8,27,2,24,27,10,14,10,16,7
"1424294",30,18,60,5,22,25,14,18,21,21,4
"2633479",20,6,41,6,8,11,10,7,3,12,2
"1498",10,5,16,4,5,5,0,5,4,8,1
"2619470",7,4,25,2,6,5,3,2,3,3,0
"116090",6,4,38,2,4,10,9,5,4,16,0
"471827",400,247,284,51,304,425,293,243,256,269,106
"1564",91,44,135,14,58,72,50,39,39,55,19
"1565",48,35,79,6,61,61,42,48,37,48,14
"1833852",32,34,63,8,32,30,18,24,27,33,3
"59610",26,13,40,6,17,27,23,16,18,19,6
"79209",83,31,64,6,36,33,23,11,11,20,14
"1563",55,23,64,5,49,26,34,19,21,22,5
"339862",38,30,70,2,39,35,22,17,17,23,4
"885581",36,21,84,4,29,30,26,17,28,21,6
"49338",88,38,138,15,67,63,36,33,31,43,11
"142877",31,24,41,4,19,20,16,18,15,18,6
"36854",24,17,41,3,31,34,24,13,23,13,9
"233055",24,16,43,5,14,10,31,4,15,15,3
"102134",120,109,229,19,95,144,85,100,114,132,50
"55583",32,21,26,2,26,32,18,14,23,13,12
"2635733",18,15,31,1,8,23,17,7,6,11,8
"1712410",71,38,49,5,42,57,19,31,22,39,11
"51197",66,35,57,12,40,48,26,25,26,18,13
"58138",58,20,86,4,27,37,26,27,28,29,17
"51515",52,24,84,14,19,34,16,17,20,30,6
"863643",49,34,57,7,46,71,27,39,30,46,6
"2734",1477,1007,1634,193,1107,1491,1058,1067,1200,1074,444
"2648079",62,48,70,5,33,35,24,43,23,22,9
"33035",48,26,83,13,29,53,22,19,31,31,10
"40520",19,10,26,8,13,16,8,14,8,10,4
"1912897",18,2,33,4,5,18,8,7,5,10,4
"1322",8,6,26,5,8,8,2,3,6,9,2
"1871021",77,60,76,13,49,112,51,53,54,53,24
"89153",54,56,57,2,45,58,56,36,32,52,15
"29347",30,30,75,7,26,44,36,23,28,31,16
"2608895",22,12,22,5,11,21,10,12,12,9,5
"66219",19,21,78,10,12,18,11,8,28,12,6
"301301",72,67,90,9,52,97,43,49,39,58,18
"166486",48,22,75,5,24,33,23,23,12,32,6
"2696063",43,22,277,40,36,24,15,14,11,17,9
"2642604",36,14,57,10,19,19,24,22,28,22,6
"433286",34,13,515,108,28,56,67,26,76,82,18
"1679721",112,310,51,9,32,67,11,5,13,7,32
"84030",58,40,164,28,62,63,27,56,60,60,21
"29370",36,20,789,134,22,26,22,30,19,30,9
"208479",80,52,105,6,35,65,40,51,57,53,21
"1531",4,6,23,2,2,5,6,9,4,4,1
"1229621",42,25,49,4,22,18,24,14,17,30,9
"105841",24,21,66,3,19,25,11,22,17,16,6
"649756",15,15,28,6,5,17,9,5,3,16,3
"831",29,31,70,3,21,29,21,12,16,26,10
"185008",27,18,35,3,16,13,10,8,4,8,1
"43305",17,10,28,2,11,21,8,15,6,11,4
"410072",24,7,34,6,13,17,7,6,8,16,5
"116085",23,18,47,5,26,34,14,13,19,23,7
"2684943",12,7,19,0,8,17,6,11,5,10,4
"33038",30,20,73,4,14,26,18,14,19,17,6
"33039",12,10,32,2,12,7,11,2,9,5,3
"29360",8,1,22,5,3,6,3,3,2,1,0
"2643091",7,2,13,1,7,1,3,4,0,5,1
"185007",15,6,24,3,9,9,10,15,11,13,4
"39488",13,5,29,4,14,8,5,10,10,21,4
"28446",7,6,34,8,8,10,10,6,5,5,5
"39485",5,1,16,2,5,7,1,4,2,6,5
"617123",4,6,13,3,6,9,2,7,2,6,5
"2649046",400,256,323,53,325,392,317,323,254,274,129
"626937",89,60,144,21,102,106,60,79,85,95,27
"35701",377,246,396,52,309,365,295,253,271,273,95
"356322",40,20,52,7,22,28,27,14,15,29,12
"1736",74,31,116,7,41,66,35,44,46,47,20
"29322",50,38,43,11,31,28,31,16,28,30,10
"53442",39,30,36,4,26,29,8,12,26,30,5
"2624479",18,6,43,1,10,6,5,13,2,9,2
"2041044",16,12,11,3,3,15,9,6,7,11,1
"2638182",32,18,53,3,17,36,14,17,22,12,6
"33952",21,10,57,4,9,32,11,21,6,9,4
"2619948",43,31,70,4,33,70,32,33,27,37,12
"2626894",27,16,140,44,17,14,9,5,14,18,5
"1115758",14,12,94,49,6,18,4,3,6,4,4
"1507512",8,7,30,9,6,5,3,2,4,6,2
"1496",37,28,147,26,20,27,21,20,20,25,6
"1731",25,22,53,11,28,36,26,20,20,20,17
"1505",18,12,54,9,13,9,5,6,14,7,3
"89152",18,12,31,5,14,11,10,11,7,11,3
"1490",11,3,36,9,6,4,8,2,8,11,3
"143361",9,8,19,4,9,7,6,7,5,12,1
"1511",9,4,31,0,7,13,9,7,7,8,0
"86170",43,16,70,12,38,58,26,32,26,42,18
"863",25,14,42,5,17,27,18,15,15,16,5
"2293317",13,15,33,5,7,6,1,9,9,14,9
"2173034",11,2,23,2,13,9,9,5,11,10,2
"44260",471,261,366,52,308,452,333,338,260,236,87
"42837",239,164,176,36,201,243,180,157,206,167,84
"85874",232,166,134,24,145,171,148,152,120,127,41
"2325",12,13,7,1,1,4,2,5,2,6,1
"106578",8,3,6,0,3,0,1,3,3,1,0
"108150",3,4,4,0,5,6,2,6,4,1,2
"2636821",2,1,7,3,0,0,0,0,0,3,0
"46354",1,1,1,1,2,1,1,2,0,2,0
"583357",1,1,7,0,0,4,3,1,2,2,1
"161154",62,39,39,6,62,80,41,41,36,39,8
"129958",48,31,45,1,39,41,27,25,41,37,9
"911092",26,13,31,0,16,26,26,16,14,21,7
"55205",9,4,9,1,2,5,5,1,2,4,1
"44001",8,4,5,0,2,2,4,8,4,4,0
"1222016",7,2,15,0,1,1,1,6,1,3,3
"2622462",6,1,11,2,5,8,1,4,5,4,0
"52766",5,3,7,4,4,1,9,1,2,5,1
"31899",4,3,1,0,0,3,0,2,1,0,0
"717609",4,4,5,1,1,4,1,0,0,1,1
"52765",2,3,6,1,0,3,2,2,0,1,1
"413889",2,1,7,0,2,4,1,2,2,1,1
"1517",22,17,34,3,24,23,13,21,13,24,5
"2622527",18,7,29,4,7,17,5,4,2,7,5
"47490",7,4,11,3,3,6,2,6,2,3,0
"29329",5,3,19,4,4,4,1,4,3,3,0
"252966",97,53,53,3,54,50,58,44,53,39,9
"184064",14,15,17,2,9,12,20,6,9,8,3
"1794699",12,4,16,1,4,4,2,2,4,5,2
"2640322",65,29,48,11,41,34,34,21,41,42,14
"31909",26,23,28,2,18,15,11,13,12,11,5
"2331",13,8,21,5,5,12,4,5,6,14,7
"656519",6,10,24,1,4,13,5,0,7,13,1
"1323375",57,55,59,13,60,54,71,39,63,63,15
"42422",31,10,52,4,26,26,5,13,13,24,8
"28187",14,10,27,0,7,13,8,6,9,10,2
"2316383",66,37,80,19,48,58,43,39,47,35,21
"499229",28,19,61,7,19,27,17,19,17,40,6
"291990",93,48,85,12,66,70,47,45,51,59,19
"2751313",27,24,71,3,23,40,20,19,19,15,5
"375929",25,13,54,7,14,20,17,16,18,33,4
"2637378",1200,741,916,138,809,1069,732,755,866,824,290
"69823",373,235,420,46,290,387,259,247,268,247,113
"971",84,79,113,10,68,82,51,53,61,58,10
"158847",12,7,40,5,8,4,3,3,10,12,3
"437897",12,8,36,2,2,4,4,1,6,4,2
"865",19,17,26,2,20,14,14,7,18,8,2
"2629460",78,28,57,6,57,18,25,12,43,20,5
"365349",37,26,65,16,17,29,13,19,13,23,10
"2377",106,62,137,19,86,91,73,76,70,96,29
"1930071",81,53,80,13,60,60,53,39,34,46,14
"907",179,160,182,31,146,159,119,144,147,131,60
"2144175",171,147,127,16,124,161,94,79,151,137,46
"2161821",55,41,68,8,34,41,30,31,40,30,10
"39950",10,11,8,3,6,5,9,6,5,2,2
"248315",18,4,50,0,8,5,7,10,10,13,5
"29466",14,6,35,3,9,12,6,3,11,10,3
"39777",8,3,12,3,4,4,3,5,1,3,0
"2682456",5,3,10,0,5,1,2,4,1,4,1
"39778",3,1,14,0,7,13,0,2,2,1,1
"905",136,92,108,22,84,98,62,62,78,71,39
"187327",28,29,45,6,28,40,28,22,29,27,6
"2639160",41,28,40,4,39,32,27,23,34,30,12
"33025",38,26,61,3,23,44,17,36,25,23,8
"1555112",1458,946,1151,165,1082,1465,1055,1070,1010,970,348
"54006",102,68,107,15,66,100,74,86,72,76,41
"54005",25,16,26,4,19,18,14,12,13,19,4
"1852373",68,35,117,17,47,51,40,40,50,47,19
"1260",24,10,45,5,14,15,16,19,14,6,0
"33034",5,5,27,1,6,10,5,11,4,5,3
"1870984",5,0,13,0,2,5,2,1,2,3,0
"33037",2,1,2,1,1,2,2,1,0,0,0
"33033",8,3,38,8,8,13,3,4,14,8,2
"2638726",23,23,124,19,30,23,11,12,24,17,9
"1582259",20,14,55,3,11,10,7,10,15,10,8
"45497",19,36,192,25,20,25,9,4,10,5,3
"1278232",11,11,48,5,17,14,12,6,10,10,0
"1556",12,14,161,18,8,9,5,11,15,12,2
"2816908",15,13,19,5,5,7,7,4,1,9,4
"1852374",13,5,23,1,4,24,6,16,10,16,7
"1702221",83,61,96,11,69,64,64,60,71,50,21
"1522",46,26,70,2,34,35,27,35,26,31,14
"1547",36,11,87,10,27,42,16,33,52,58,10
"2624170",21,22,65,5,13,17,23,13,23,30,8
"1514105",18,14,50,5,4,8,2,6,9,8,2
"1648",9,6,24,2,3,7,3,9,2,6,2
"225084",8,3,18,4,5,6,4,5,3,3,4
"2485784",7,0,15,1,4,7,1,2,2,2,1
"2487118",34,20,22,2,20,50,13,37,9,42,6
"2704656",10,1,53,2,5,3,1,3,6,11,2
"39483",7,7,24,3,5,5,3,6,5,10,1
"2583452",6,13,37,4,10,10,5,3,2,3,1
"1982626",3,1,3,0,1,0,2,1,1,0,0
"2638206",15,19,173,91,32,63,4,7,7,18,21
"154288",8,8,52,12,3,7,6,3,4,6,2
"1871025",52,41,58,8,38,38,35,28,48,47,20
"243899",8,5,21,3,3,3,5,3,6,4,0
"2626047",6933,4592,6610,946,4867,6415,4448,4697,4867,5193,1776
"32046",166,113,176,15,108,142,81,87,75,118,37
"33070",65,34,43,1,41,42,25,29,24,35,11
"2627006",833,542,819,95,576,810,562,528,560,631,195
"59930",631,354,506,69,407,564,400,463,375,400,144
"2622553",119,51,111,10,67,107,78,76,48,73,26
"146786",45,35,47,4,30,40,30,29,19,30,16
"32053",16,9,6,1,13,8,13,4,11,6,4
"292566",25,23,40,2,20,26,6,10,12,6,1
"2650499",611,416,568,62,396,574,340,377,370,414,119
"1184",72,53,83,8,56,63,37,41,31,138,10
"1209493",221,126,180,23,143,191,103,156,89,149,47
"2619029",213,138,172,25,126,216,117,127,118,157,46
"1219",64,44,132,10,45,61,37,44,33,57,20
"2627481",9,8,19,3,3,9,4,4,6,4,1
"2593292",85,57,111,10,72,83,42,42,45,61,21
"155978",70,40,98,14,50,79,36,48,42,37,24
"1173032",68,59,55,11,60,64,40,38,48,61,21
"2640012",57,56,103,11,50,77,34,47,42,81,16
"1158",3317,139,238,23,169,190,114,123,123,143,58
"1155738",194,145,143,25,170,198,128,124,121,148,57
"1492710",206,106,197,28,136,171,108,123,113,129,50
"44471",139,43,73,26,66,69,53,54,79,104,28
"54304",48,30,61,7,24,39,20,21,25,33,6
"1205",20,13,29,3,16,18,10,12,7,11,3
"35823",16,13,30,2,16,20,11,14,16,20,1
"2596745",2,1,0,0,0,1,0,3,1,4,0
"63132",414,218,373,39,225,391,235,225,250,581,83
"2023214",134,62,146,20,100,111,76,64,96,88,29
"43988",91,74,80,18,58,110,56,46,61,53,34
"241421",49,33,63,5,42,53,18,29,38,49,11
"1125",183,126,162,22,138,186,112,101,121,131,43
"28070",55,56,119,16,39,66,36,35,37,46,11
"92682",46,30,62,4,27,32,20,25,25,34,10
"2546365",39,32,34,3,17,35,14,11,14,16,6
"263510",22,16,24,2,13,18,16,16,15,14,6
"1453359",12,4,21,0,2,11,2,3,1,3,3
"669357",64,28,128,10,55,66,32,33,34,62,17
"102231",40,21,46,4,39,51,30,16,28,45,6
"268175",26,5,51,2,32,27,15,9,14,14,7
"102234",26,22,43,8,21,24,15,9,20,32,5
"2593658",716,444,571,95,1711,894,404,373,334,365,147
"92942",120,72,65,8,71,179,35,44,40,32,6
"272131",56,20,37,3,24,29,22,21,27,20,5
"224012",46,22,60,2,83,54,27,21,29,26,12
"1306274",45,17,25,6,37,58,11,21,15,15,8
"446679",36,18,43,6,45,35,20,17,19,20,11
"264686",35,25,31,3,26,30,15,14,22,24,10
"374162",13,11,36,2,26,27,11,8,20,13,4
"142864",81,75,51,10,58,58,27,50,42,30,18
"2619674",44,25,61,4,27,32,42,33,24,24,5
"1165",31,25,50,4,33,27,11,42,16,26,7
"1164",22,15,24,4,24,18,9,24,17,20,16
"264691",5,4,0,0,1,2,0,0,0,0,0
"2619626",406,244,325,33,303,318,244,225,216,204,68
"1973486",74,32,65,10,62,84,37,44,61,34,4
"938406",60,26,65,8,42,63,14,38,29,30,19
"32054",29,16,31,3,22,18,14,16,16,24,9
"2618749",251,184,143,16,186,286,197,213,130,120,57
"1397703",61,42,40,10,47,50,25,27,37,41,9
"109266",40,20,25,4,59,30,12,19,17,20,2
"156213",19,14,32,10,22,18,14,11,17,21,10
"70799",37,22,47,24,30,32,14,23,17,12,10
"289435",36,28,60,3,62,32,13,65,29,34,14
"136073",16,12,22,2,22,19,10,19,9,9,2
"2622029",11,3,4,1,12,18,4,9,5,7,0
"1166",3,3,13,0,12,7,14,6,3,7,2
"747548",6,3,6,1,2,2,4,10,1,3,1
"312883",6,4,5,3,8,7,5,3,2,5,1
"494603",112,67,117,4,69,92,59,45,91,63,18
"2676603",48,16,53,1,42,23,22,24,26,19,16
"1197",27,18,27,2,26,42,32,25,17,27,15
"2649714",28,26,41,5,27,15,22,17,17,19,3
"33071",1677,1184,1359,197,1238,1731,1132,1240,1079,1085,430
"54299",108,70,72,15,87,106,67,55,85,64,18
"54308",50,43,58,4,48,43,27,25,28,34,12
"2642663",25,13,47,6,22,30,10,12,6,18,6
"102116",20,6,34,3,15,14,6,16,12,10,0
"1188228",63,40,72,6,44,70,26,35,38,36,7
"1228987",12,3,22,0,12,11,8,2,18,3,5
"1763363",8,5,10,2,3,3,2,1,3,6,2
"2623546",1482,996,1477,249,1097,1443,1030,1054,1117,1074,408
"309887",1033,624,839,137,737,946,702,621,755,705,308
"1768108",895,515,795,111,577,843,590,531,724,605,243
"502394",877,667,795,140,627,903,669,650,636,670,263
"1211322",858,608,775,125,567,817,595,587,715,631,254
"317577",831,564,804,114,546,821,644,550,689,722,244
"2202254",649,471,578,106,484,591,578,495,583,576,188
"432329",573,415,575,94,479,586,451,452,452,474,203
"980427",563,364,608,96,347,550,312,360,400,419,186
"68909",504,302,450,77,371,489,353,346,411,401,162
"1182571",491,357,418,59,357,464,371,333,384,370,129
"1299",451,286,518,80,288,412,316,277,394,377,148
"310783",394,253,331,40,266,346,240,173,224,229,103
"1309411",360,231,390,36,261,306,267,227,226,312,109
"55148",310,211,379,41,241,336,247,237,246,224,95
"1182568",210,112,159,22,138,187,113,122,118,140,46
"274",357,229,287,53,280,368,288,278,266,239,86
"271",273,191,276,52,221,293,195,208,234,241,104
"2619321",250,155,167,42,186,242,166,205,141,162,59
"56957",236,127,177,25,151,253,152,174,195,171,52
"37636",173,101,114,17,104,164,95,149,92,94,41
"56956",157,105,161,19,131,166,132,131,119,136,54
"2483360",122,85,82,9,72,108,77,116,76,76,31
"456163",40,33,39,16,41,57,23,27,28,38,10
"52022",405,248,321,62,305,392,287,279,304,265,100
"277",376,242,261,52,284,311,246,261,205,198,86
"172827",339,252,386,33,223,339,218,212,269,256,78
"187137",1265,773,1119,169,917,1280,952,948,974,896,375
"186192",704,449,628,97,521,727,556,536,721,623,278
"332249",1093,720,1387,311,680,1023,737,679,953,897,339
"85002",2919,2385,2296,490,2641,3662,2335,2146,2794,2407,765
"500",847,518,604,110,553,769,640,625,713,628,253
"120961",1743,1117,1232,173,1478,1581,1916,1052,1670,1427,484
"1107",763,498,717,119,630,758,654,479,596,619,198
"2601677",2044,1255,1831,328,1879,2092,1449,1370,2125,2162,519
"1806508",1991,1213,1770,271,1423,2063,1420,1417,1305,1383,501
"167964",463,318,273,34,371,534,305,308,213,242,143
"2635759",369,277,300,52,219,486,153,215,167,227,117
"913107",400,266,219,36,286,457,256,254,181,228,129
"1986204",156,92,97,19,119,159,90,98,93,85,72
"133453",1040,675,823,149,729,917,662,631,583,698,243
"1839801",230,136,179,22,174,212,136,154,190,163,55
"552811",201,148,233,35,162,225,156,182,201,184,51
"1536648",126,83,132,21,84,129,87,90,89,80,24
"61435",42,26,63,11,46,55,31,31,33,48,13
"237581",5,0,1,0,1,4,0,1,0,1,1
"2509675",467,278,364,44,438,370,505,246,354,349,137
"525904",371,202,271,42,234,306,284,276,284,242,70
"1005039",1033,667,896,114,767,1060,843,727,985,876,508
"454171",271,146,217,28,194,283,176,183,220,217,88
"2683645",70,32,110,19,29,41,30,24,28,47,29
"656088",24,16,41,10,13,12,9,12,8,14,5
"2116",17,9,19,2,13,17,3,10,3,10,2
"28227",14,9,14,1,7,21,10,7,8,4,2
"86660",11,14,26,7,12,15,5,14,14,10,2
"2118",8,1,9,0,8,1,19,12,5,1,3
"2096",8,0,6,1,1,3,2,1,7,5,1
"2099",7,0,10,0,1,2,6,2,1,1,0
"2123",7,3,7,2,0,8,2,0,2,8,0
"519450",6,4,12,0,4,2,1,0,5,1,0
"92400",5,1,4,0,2,0,0,0,0,1,1
"2104",5,6,17,0,0,4,7,1,1,0,0
"50052",5,1,10,1,1,1,0,2,0,6,1
"2121",5,2,3,0,0,1,4,1,0,2,0
"45362",4,0,10,0,0,2,1,2,0,1,2
"45361",4,3,4,0,2,3,0,0,0,0,1
"141391",4,3,2,0,1,2,1,2,1,1,0
"2124",4,4,8,1,0,2,1,0,1,2,0
"2100",4,0,10,0,1,1,4,0,3,2,0
"29501",3,1,3,1,5,2,1,1,1,2,0
"2120",3,2,6,0,4,3,5,5,3,2,0
"2111",3,0,6,2,2,0,2,0,2,0,1
"353852",3,1,9,0,3,2,1,5,0,5,2
"142651",3,2,9,1,2,3,1,1,0,4,0
"57372",3,0,9,0,1,4,0,1,0,3,0
"65123",3,0,8,2,0,0,0,0,1,3,0
"2098",3,1,17,2,2,5,2,3,5,4,2
"1612150",2,0,0,1,1,1,1,1,1,1,0
"142649",2,0,7,1,2,2,2,1,4,2,2
"45363",2,2,0,0,5,2,2,0,0,2,1
"51365",2,2,2,1,1,1,2,1,3,2,3
"29559",2,2,1,1,1,1,2,1,5,2,1
"2128",2,6,6,0,1,1,0,1,1,5,1
"136241",1,2,2,0,1,4,1,1,0,2,0
"984991",1,0,2,0,1,2,0,2,2,0,2
"2097",1,1,4,0,0,0,0,0,1,2,0
"29555",7,0,1,2,0,3,1,1,0,0,2
"2112",5,1,15,0,2,3,1,2,2,4,0
"48003",5,2,2,1,5,2,1,2,1,3,0
"171285",4,1,2,0,1,1,0,2,0,1,1
"114885",4,2,1,1,2,1,4,1,1,4,0
"114881",4,1,12,0,0,3,0,0,0,1,0
"171281",4,2,5,0,1,0,0,1,0,1,0
"29556",4,5,13,0,3,2,0,1,8,5,4
"2110",4,1,12,2,5,4,3,3,1,1,0
"29561",3,0,2,1,2,2,0,0,0,1,0
"171282",3,2,2,1,3,3,3,1,3,3,0
"114880",3,3,0,1,4,0,2,0,2,0,0
"29553",2,1,6,0,2,4,2,2,2,4,0
"28903",2,7,11,0,1,3,5,1,0,1,0
"2113",2,0,11,0,2,2,3,0,1,1,0
"76629",2,0,3,2,2,2,0,1,1,0,1
"2109",2,2,5,0,3,3,1,3,1,4,0
"142650",2,2,2,0,1,0,0,1,0,1,2
"171284",1,0,12,0,0,9,0,2,2,2,1
"2107",1,1,10,0,1,2,0,1,1,2,0
"171279",1,1,4,1,3,4,0,1,3,0,0
"2094",1,1,7,1,2,4,2,1,0,2,1
"295596",21,11,16,0,5,23,0,9,11,7,6
"42094",6,4,4,0,1,4,5,1,1,2,0
"134821",6,0,1,0,0,1,0,0,1,3,0
"2130",3,1,9,0,0,1,0,1,2,4,1
"1609546",3,0,0,0,1,0,0,0,0,0,0
"315358",15,7,4,2,0,3,0,1,2,3,1
"2637901",10,6,18,0,9,5,3,0,3,4,1
"216942",10,3,10,2,14,7,10,16,3,13,0
"216946",6,1,10,0,1,5,1,2,0,1,0
"216931",5,3,10,1,1,2,3,1,0,1,2
"2136",4,1,9,2,1,3,1,0,1,1,0
"362837",4,0,14,0,0,2,1,1,1,6,1
"2138",4,0,11,2,2,1,2,2,0,4,0
"216935",4,0,6,0,1,3,4,2,0,3,0
"216934",3,0,19,0,0,3,1,0,3,3,1
"216933",3,2,5,0,0,2,3,3,0,3,0
"2139",3,0,10,0,2,5,3,2,4,1,0
"47835",2,3,3,0,0,1,1,1,0,5,1
"47834",2,1,0,0,4,0,1,0,2,0,1
"2145",2,0,9,0,0,3,0,0,1,2,1
"324079",2,1,7,2,3,1,0,0,1,2,0
"216938",2,2,4,0,3,2,1,7,1,4,4
"216944",2,3,5,1,0,0,1,1,0,2,1
"2143",2,2,7,0,0,2,2,4,0,7,0
"216932",1,4,24,0,1,5,0,2,5,0,1
"2134",1,1,8,0,0,0,0,2,1,0,0
"2137",1,6,4,1,6,2,4,0,3,5,0
"216937",1,0,6,2,0,3,0,2,0,1,1
"2151",7,5,11,0,4,2,1,2,1,3,2
"219745",4,1,7,2,2,0,0,0,1,1,0
"225999",2,0,7,0,1,1,3,3,0,1,0
"2149",1,2,2,0,0,1,3,2,0,3,1
"138853",1,1,7,2,2,0,1,1,0,2,0
"216427",1,0,10,0,0,2,2,1,2,2,0
"214888",5,4,9,1,1,2,2,1,4,6,2
"74700",3,1,2,0,1,0,2,3,1,1,0
"81459",1,1,3,1,2,1,2,0,1,1,0
"2148",8,9,21,1,8,6,5,6,1,7,0
"29552",7,3,14,2,4,7,3,5,4,6,3
"38986",7,1,15,0,8,3,1,3,5,1,0
"61635",5,2,16,3,4,10,3,3,6,5,3
"264636",5,1,17,2,4,2,4,2,6,6,3
"85620",2,1,10,0,5,1,4,1,0,2,2
"85630",2,2,9,1,2,1,5,2,3,11,0
"85632",2,2,8,0,3,4,1,1,0,3,2
"85625",1,0,1,1,1,3,2,0,2,2,0
"1541959",34,22,25,4,22,19,10,34,7,15,15
"114",8419,5769,5570,492,6578,11605,6893,8549,7037,6629,2164
"1210884",3609,2395,1365,170,2522,4331,2604,3028,2509,2352,849
"2622970",3436,2433,1510,185,2368,4117,2343,2860,2519,2438,810
"2528023",15381,11028,4463,850,11831,22129,12790,15931,14020,13368,4604
"2774151",10638,7506,3440,590,8291,13890,8340,10150,8461,7962,2652
"2598579",7789,5211,2878,468,5871,11093,6226,7536,6470,6356,1995
"692036",1232,806,576,83,721,1319,697,867,688,672,211
"2528024",4925,3619,17640,1092,2395,5130,1626,3020,2097,3301,847
"2650471",4790,3549,24477,1103,2439,5151,1595,3014,2206,3489,758
"2528009",3932,2632,3497,494,2330,4494,1777,2703,2169,2667,760
"2528022",3652,2495,6526,453,1874,4040,1421,2306,1845,2350,577
"2527972",1611,1020,2234,218,757,1643,507,902,710,911,233
"1400387",747,530,830,92,409,840,229,504,274,456,116
"2528010",2646,1721,2233,341,1386,2913,1116,1712,1494,1657,425
"2795974",1207,820,1109,176,703,1271,569,825,662,892,217
"2527979",1206,819,1198,166,683,1256,581,694,656,815,238
"2528021",2514,1787,1970,257,1199,2148,777,1235,1081,1385,348
"2527990",1025,651,989,148,575,1048,431,608,545,690,224
"2528017",503,330,554,77,323,539,236,308,277,369,124
"125",1306,970,1469,205,670,1290,419,712,557,710,184
"2639138",363,234,370,44,181,367,123,241,181,263,69
"2527984",1220,811,1285,225,747,1267,430,846,623,815,227
"980254",1187,769,1286,221,677,1236,492,740,673,830,231
"980251",469,344,430,51,249,448,169,288,243,336,96
"2527968",451,251,448,65,281,420,210,252,245,323,94
"265606",442,290,459,84,230,446,165,253,248,299,74
"1331910",438,289,376,54,252,480,234,295,260,316,85
"2527974",8916,7008,5633,5551,6562,11705,9133,9193,13451,11777,2050
"406548",7393,5572,4096,1260,5781,9133,8013,6038,9069,6639,1926
"1387353",4766,3677,3248,1058,3838,5596,5105,3885,5999,4395,1529
"466153",3675,2919,2050,644,2862,3894,4419,2594,4396,2912,1030
"128",929,660,675,167,689,1126,698,743,794,815,248
"2648843",8532,5814,13506,2245,5998,10259,7206,6794,8779,8536,2272
"2527983",3739,2073,6801,483,1927,3363,1848,2306,3280,2851,2536
"2527978",818,585,1153,106,471,979,396,583,505,646,171
"2605989",486,352,607,61,314,536,220,284,326,351,118
"122",391,235,529,58,227,378,147,219,202,269,73
"2527976",222,109,229,24,120,205,72,115,140,162,40
"2527971",216,165,378,29,156,267,124,169,149,168,39
"2527973",210,182,261,16,157,254,101,150,120,170,48
"2527964",201,153,321,31,105,197,74,113,119,122,30
"2608982",129,95,221,16,78,163,55,98,60,104,21
"2528026",2774,1774,2890,387,1533,3388,1394,2061,1889,2326,626
"2527989",2375,1567,2134,423,1459,2864,1446,1967,1933,2140,575
"2527995",1253,885,1482,145,769,1422,515,764,742,962,246
"1891926",723,473,855,94,432,804,310,491,438,526,118
"119",691,509,985,119,397,724,308,463,481,588,179
"2528027",642,390,699,125,344,561,244,373,430,514,126
"2528019",219,176,428,33,157,244,110,149,137,146,51
"120",217,147,417,42,123,218,111,119,128,165,59
"2527996",620,412,690,89,326,652,306,395,351,460,126
"2528007",283,199,385,37,169,281,126,159,166,234,59
"2527994",276,174,355,39,156,267,117,157,172,289,54
"2807512",3457,2529,3125,579,2591,3878,2795,3446,3707,3602,1046
"547188",2009,1304,2152,376,1304,2083,1317,1478,1666,1862,551
"2528020",171,115,184,29,103,148,83,83,112,156,44
