"","X0n7bM2TOMPOOA100365.extra.kraken2.report","X9JUZM2TOMPOOB100355.extra.kraken2.report","AYtCM2TOMPOOA100360.extra.kraken2.report","DYZgM2TOMPOOB100370.extra.kraken2.report","wQqUM2TOMPOOA080335.extra.kraken2.report","iYASM2TOMPOOA050195.extra.kraken2.report","XR8LM2TOMPOOB051125.extra.kraken2.report","FvY2M2TOMPOOB051329.extra.kraken2.report","IGpcM2TOMPOOB051290.extra.kraken2.report","a50wM2TOMPOOB051350.extra.kraken2.report","nG3jM2TOMPOOA051345.extra.kraken2.report"
"2662260",1073,116,1959,741,579,660,930,922,940,644,240
"33010",465,45,793,352,202,276,410,410,367,267,107
"33011",306,25,383,206,143,195,260,279,251,196,84
"1747",253,41,271,121,90,204,193,209,239,175,79
"1750",769,79,1188,507,387,469,501,637,521,397,138
"2633994",37,3,45,26,13,27,34,29,20,30,9
"182640",4695,683,8552,2946,3103,2525,6924,4144,3964,3050,921
"1544730",3695,438,6200,2372,2008,2024,4752,2929,2896,2268,688
"117157",2796,326,4675,1899,1758,1958,2806,2512,2806,1804,603
"2593643",5967,879,10959,4528,10736,4424,9471,7478,13201,4374,5076
"2656914",5869,826,12002,4421,9127,4765,7520,6125,31088,22822,13131
"93944",7,1,11,7,4,4,5,9,9,4,3
"2001",3945,655,8054,2859,8408,2907,4371,3613,3451,2633,1230
"2632669",3743,413,6092,2650,5332,2880,4184,3229,3181,2618,1148
"2006",2475,296,4174,1798,1863,1860,2320,2205,2434,1541,726
"35762",1,0,0,0,0,0,0,0,0,0,0
"2626254",11893,3338,28696,8243,29972,10786,15538,12594,63702,13036,6810
"46165",3838,549,6219,2626,6313,3592,3805,3690,9536,3115,1245
"2020",2523,280,3951,1758,1831,1674,2253,2230,2235,1603,595
"2014",2712,743,12656,1699,2556,2079,8812,2461,6642,1976,586
"280236",1744,196,2746,1239,964,1159,1579,1476,1345,938,352
"53437",1307,146,1966,824,713,741,1660,999,1003,629,257
"2649073",3,1,7,2,1,1,0,0,2,0,0
"2021",5857,98,1351,1659,515,706,791,927,710,560,205
"2635841",1967,215,2914,1349,1175,1457,1722,1713,1628,1164,462
"1861",14464,3118,26861,16794,11054,3503,6282,4883,7696,5521,874
"477641",5843,1420,12481,5958,6075,3117,4517,3720,6053,3396,836
"138336",5689,1666,13060,6047,7643,2488,4080,3530,5906,3293,661
"2632575",5426,500,7616,3534,2277,3203,4124,4068,3793,2717,1072
"298654",4676,440,6022,3268,1704,2531,3322,3278,2808,2190,867
"1859",2040,193,2784,1306,861,1254,1555,1663,1301,1058,442
"2716812",1729,183,2530,1266,859,1115,1450,1514,1294,1002,388
"106370",1552,144,2357,1075,698,980,1360,1218,1071,884,357
"2609248",3832,435,5336,2454,1724,2169,2908,3364,2578,1913,832
"52771",625,56,941,421,299,411,533,547,493,329,117
"111015",576,80,960,423,354,425,530,690,505,347,167
"2560010",473,43,628,267,224,285,319,385,290,255,88
"52774",449,42,685,313,189,317,346,411,322,233,100
"2057800",320,34,468,241,144,193,240,255,211,149,61
"675090",285,39,593,202,188,186,211,302,185,172,79
"1656",283,18,358,172,123,153,214,276,207,177,55
"2057743",253,20,313,138,128,148,194,239,168,111,36
"2737173",250,20,321,165,89,130,155,185,171,99,54
"2321394",219,27,291,133,92,134,136,196,150,91,41
"1655",212,22,286,159,97,127,146,215,150,107,47
"1960083",199,22,293,138,86,104,145,182,141,114,37
"1659",175,10,238,146,55,108,114,127,90,94,33
"544580",152,17,269,131,70,118,117,156,120,101,51
"1852377",64,7,84,29,21,28,40,44,35,28,12
"1660",462,47,555,330,233,282,357,393,275,211,115
"52773",219,22,285,164,93,168,186,209,155,120,45
"2691889",190,23,228,130,74,140,138,167,140,100,49
"181487",125,21,195,99,61,94,116,120,120,77,35
"1282737",441,61,603,292,218,294,356,364,359,220,101
"2623556",348,36,518,189,223,237,283,319,281,225,110
"2630174",367,35,412,228,172,240,220,287,244,214,94
"1661",222,28,279,148,90,133,164,219,118,114,46
"312285",182,15,270,123,73,124,113,170,141,101,49
"2692119",370,32,453,212,165,247,233,299,293,169,82
"178339",336,40,514,244,171,243,256,330,340,181,113
"2631020",105,16,133,73,50,78,55,86,68,63,22
"28264",37,3,51,12,20,34,13,33,26,20,8
"1302235",28,2,23,21,12,18,13,20,20,17,10
"131112",20,2,19,16,10,16,16,14,7,8,5
"2609299",162,13,193,111,72,116,143,162,143,64,48
"59505",150,15,149,85,68,77,70,120,101,57,42
"2051",79,7,110,57,44,47,59,73,44,45,20
"1912795",32,2,46,26,22,18,33,44,16,25,18
"82135",16,0,11,8,4,11,9,14,9,6,1
"2624397",4171,634,7930,2407,3331,2195,6758,8713,3498,2174,930
"419479",4061,443,6612,2628,2296,2228,5069,3687,2775,2083,802
"53461",3137,349,4173,1778,1144,1346,1928,1804,1548,1320,428
"2618968",1433,160,2293,1020,647,908,1247,1164,1094,731,329
"1090615",1340,161,2303,966,602,837,1151,1081,981,735,279
"35760",483,47,578,272,221,318,295,406,395,211,100
"158787",439,53,591,271,197,229,340,352,332,247,124
"216816",434,38,544,328,169,266,283,435,263,222,106
"1694",371,38,487,277,150,268,232,321,217,175,97
"77635",329,18,393,206,129,204,254,295,230,178,61
"28025",318,21,351,184,123,180,250,288,172,133,46
"1681",279,27,368,181,126,177,188,232,197,138,73
"78448",249,23,284,198,107,149,199,230,183,128,71
"1680",211,25,214,123,77,129,108,167,110,93,56
"1689",180,12,164,108,68,120,102,143,99,93,43
"1685",175,19,208,112,64,109,129,176,120,96,46
"1765219",153,15,169,103,57,92,104,144,106,82,40
"33905",151,21,181,94,63,90,148,110,87,60,33
"638619",146,9,143,93,59,88,98,125,79,69,43
"1683",143,17,141,90,62,84,94,131,74,80,43
"1603886",141,16,190,78,73,94,96,128,98,71,40
"1684",129,16,168,97,62,76,126,91,93,51,24
"1686",125,8,123,84,49,72,86,88,84,54,44
"28026",56,7,71,45,29,41,30,52,38,28,14
"762210",46,2,54,15,7,28,19,33,22,18,12
"2020965",43,4,46,18,14,30,16,35,22,8,9
"1691",11,1,22,11,5,8,8,13,8,5,6
"1687",10,3,5,7,9,10,15,20,8,6,1
"78258",121,9,194,75,45,57,105,91,48,80,35
"2702",24,2,18,7,7,8,9,17,11,6,2
"2792978",2,0,3,4,4,3,0,2,7,2,0
"78259",16,1,11,11,9,17,24,19,16,9,2
"304895",3140,334,4584,2114,1528,2120,2559,2706,2525,1765,753
"283811",2072,268,3077,1402,1113,1358,2012,1918,1385,1227,528
"131568",1746,226,3122,1405,1082,1160,1641,1642,1511,1142,412
"2629395",1235,131,2101,911,616,837,1060,1018,1007,821,291
"414996",1187,157,1862,787,767,733,1142,1044,1144,710,253
"1891644",1174,103,1718,824,682,760,910,949,985,728,282
"28049",855,82,1359,598,366,583,846,791,649,589,181
"1884913",46,6,73,30,7,32,31,34,18,15,11
"1884905",39,3,49,32,14,33,36,37,16,26,12
"1884914",26,2,33,13,4,9,15,9,10,9,8
"1884907",12,1,26,11,6,6,10,13,8,7,8
"1884904",11,4,24,6,8,9,12,11,8,6,1
"573600",9,0,8,14,3,17,8,12,14,10,5
"1884915",12,1,15,5,2,5,8,6,5,2,0
"1884634",5,0,6,2,1,3,4,4,6,12,1
"1884916",5,0,3,5,0,2,3,3,2,7,0
"2637691",13185,2053,34370,11924,3755,5655,14771,8462,5122,9052,1367
"49319",6778,1016,16287,5848,1933,3616,8632,5170,3283,4925,875
"42256",1933,250,4267,1622,626,1106,2290,1528,1068,1365,292
"2051957",1127,162,2318,857,364,564,1290,895,619,717,162
"496014",10588,1096,13801,6130,6815,7149,8154,5052,13341,3913,1733
"191495",16468,1640,21641,8839,8861,9184,12644,7162,17037,5387,2263
"2627773",11600,1250,15707,6640,8293,6914,8845,5063,14256,3830,1653
"2789776",9827,863,13458,5586,4474,4249,8504,7668,4573,4483,1543
"467094",4139,352,5098,2372,1305,1800,2881,2856,1970,1566,661
"53635",1378,118,1531,816,524,805,1230,1218,855,616,291
"2648737",762,69,813,440,284,547,454,694,533,372,225
"84112",383,35,411,262,158,250,238,376,242,226,121
"1335613",313,39,464,225,102,229,238,298,286,196,116
"471189",290,28,309,180,101,179,174,277,201,175,77
"446660",306,24,328,182,114,194,202,295,212,142,84
"2636013",156,17,170,92,69,123,94,155,129,82,50
"1870985",646,38,603,399,257,410,391,555,449,309,161
"1531429",361,31,355,216,154,229,234,312,291,208,96
"84110",277,22,278,170,96,160,167,254,193,128,65
"79604",193,18,177,128,65,135,117,156,157,88,46
"1944646",54,5,72,29,12,50,52,56,35,19,2
"84163",34,3,51,22,9,25,17,17,24,16,6
"2638792",954,91,994,608,396,624,604,864,715,498,247
"1805478",553,43,619,338,210,376,355,506,521,298,151
"604330",488,36,536,272,177,290,303,348,371,192,123
"133926",317,22,345,176,131,191,216,258,194,129,75
"1871022",301,31,337,195,106,172,195,233,230,170,94
"2003188",249,24,255,153,90,153,125,229,155,122,53
"1382",37,2,12,14,5,11,10,8,10,9,10
"74426",488,40,530,317,194,296,316,424,375,219,124
"33871",267,28,325,197,85,203,181,272,215,134,75
"2649358",3035,298,4397,1923,1118,1721,2524,2530,1811,1628,587
"1670831",2947,286,4045,1859,1091,1819,2476,2639,2003,1578,555
"1670830",2892,262,4001,1902,1118,1742,2339,2573,1715,1600,571
"185979",2826,1065,6560,1956,2262,1542,3862,2462,2005,2808,934
"33932",1930,19,59,977,109,22,87,32,59,64,21
"86661",857,203,1847,665,968,442,489,514,777,495,179
"653685",774,245,2202,522,1583,905,3754,961,2806,1778,851
"450367",616,385,3394,554,76,11,17,19,17,39,2
"189381",158,13,212,87,139,97,117,126,190,106,46
"1408",130,13,223,50,87,50,229,60,90,51,29
"561879",118,48,730,162,548,72,384,77,206,114,50
"1664069",116,8,116,67,41,112,74,134,95,57,22
"1670641",91,39,298,57,117,77,79,44,126,91,22
"1742359",78,18,162,56,122,85,65,50,86,93,31
"1397",74,41,154,42,142,172,356,98,222,125,53
"324767",71,7,116,45,127,88,57,105,88,67,33
"632773",71,7,79,54,18,39,37,50,39,22,9
"1783501",58,7,45,26,82,39,27,37,97,29,15
"1471",48,13,112,33,63,46,40,44,54,54,24
"79883",46,9,63,52,39,39,30,40,45,32,20
"218284",44,9,64,27,40,42,14,51,33,33,23
"46224",43,7,45,19,50,25,19,34,56,31,11
"38875",42,10,68,30,44,72,83,51,636,66,49
"1441095",41,14,119,28,40,30,34,41,51,46,19
"1413",41,4,41,23,34,21,14,19,29,17,2
"1547283",36,23,112,21,103,29,33,39,37,34,15
"1476025",35,2,56,19,55,26,29,29,57,34,14
"1792192",31,15,81,30,77,21,2821,15,240,53,6
"1479",31,10,28,33,46,25,23,25,40,28,11
"1925021",27,1,27,16,10,10,14,20,27,8,10
"1404",5478,3810,24157,4976,4927,5877,2168,1657,38262,5152,1670
"1402861",288,2753,21347,208,5085,155,3720,1272,4053,3382,918
"412384",102,82,539,103,23,82,46,26,405,68,19
"86664",42,13,127,33,76,46,2604,44,129,55,17
"2675274",2313,2504,14413,1264,2417,150,313,236,233,792,147
"152268",61,21,166,39,233,45,61,39,83,94,29
"79885",769,4,50,305,29,22,54,27,34,20,11
"199441",338,6,49,33,54,24,32,32,33,22,7
"79880",223,45,467,313,226,373,1215,509,2926,733,134
"86665",78,5,66,36,38,31,48,71,43,52,23
"300825",15,2,24,12,16,31,36,36,60,27,4
"2598861",14,3,35,10,15,45,18,34,33,29,6
"129338",261,22,225,176,76,175,117,192,167,110,55
"2642459",184,17,190,137,63,196,102,181,115,105,51
"1422",114,5,126,77,33,85,56,111,78,45,20
"1505648",111,7,91,73,35,43,46,93,46,34,22
"1921421",106,25,124,76,93,86,111,105,94,62,43
"33940",13,1,12,6,3,6,13,17,4,9,2
"213419",10,0,13,6,2,7,5,6,4,7,0
"1478",734,253,1965,530,79,65,97,89,90,123,24
"228899",144,60,284,44,110,273,168,128,505,237,67
"421767",98,39,242,62,42,49,49,61,65,38,15
"264697",58,18,113,42,36,43,30,51,58,41,11
"1407",40,9,58,14,51,26,40,35,54,26,10
"2502791",469,8,66,113,26,49,40,69,38,43,14
"2698411",152,7,87,67,81,62,43,54,101,45,20
"2099786",74,2,39,33,9,16,21,28,21,18,12
"129985",250,47,439,126,530,106,148,194,118,145,60
"279826",139,64,392,92,1171,114,449,315,162,418,108
"1740721",155,31,230,118,389,2066,144,100,5720,569,570
"1193713",121,29,159,87,151,155,75,75,290,143,59
"1215031",19,0,16,4,14,10,6,14,5,10,1
"2636778",127,47,203,86,112,98,177,95,176,89,36
"28031",54,10,64,29,26,15,25,20,45,26,13
"1421",23,6,37,12,23,18,15,25,35,19,10
"2086577",23,8,45,15,66,29,103,55,73,46,36
"1145276",1,0,5,5,1,2,2,3,1,5,0
"746691",136,2,60,101,278,41,437,57,201,176,27
"182710",63,22,57,26,243,161,69,96,111,53,15
"2052660",41,10,67,26,49,35,32,36,46,33,9
"2620237",73,14,97,41,122,61,79,100,111,59,32
"163877",33,8,61,18,43,23,23,25,31,20,11
"1482",32,6,38,16,41,24,23,28,30,12,2
"2017483",26,5,47,20,66,26,17,18,43,17,12
"302167",9,2,13,6,15,9,9,11,7,5,6
"1473",2,1,21,0,5,10,1,6,0,2,2
"1398",215,17,210,153,110,136,130,175,122,102,55
"665099",143,93,760,91,1762,376,1048,1081,1150,1138,430
"859143",39,10,49,20,63,39,22,31,75,39,14
"2639704",48,4,55,38,32,33,21,45,53,33,15
"247480",38,2,35,31,30,48,24,43,39,18,10
"294699",35,4,34,23,22,35,36,40,35,26,5
"33934",25,6,26,24,13,12,18,32,26,13,8
"198467",5,0,3,0,4,0,2,2,4,2,1
"196180",3,1,2,2,3,4,1,4,3,3,1
"255247",86,34,205,45,56,38,42,41,42,56,18
"1221500",44,10,46,28,28,40,24,44,26,26,14
"386490",128,166,1903,115,116,450,803,535,581,346,53
"402384",27,4,30,22,43,19,12,21,19,18,13
"45668",26,2,52,22,33,25,20,23,26,17,10
"1570",24,5,46,30,33,17,17,28,27,12,8
"2614679",41,3,62,46,60,30,32,40,27,37,10
"1472767",31,7,31,17,64,31,28,24,26,15,6
"35841",71,3,42,49,41,28,36,29,52,59,27
"1230341",70,7,85,35,40,38,33,39,70,27,11
"1295642",47,6,50,26,24,56,25,45,27,26,11
"1426",11,2,3,15,6,14,12,12,4,15,4
"153151",5,0,10,2,1,8,5,5,5,1,0
"2625209",54,13,62,33,189,28,48,51,71,32,9
"2628296",51,2,71,26,71,31,35,36,57,30,15
"2651280",48,9,82,20,40,17,14,24,26,15,5
"2283160",36,10,59,18,60,29,23,29,36,26,7
"2636677",8,1,17,3,5,4,6,6,5,2,1
"2636913",42,2,51,15,36,22,36,32,35,20,13
"33936",39,9,42,32,37,37,20,35,33,33,8
"1532552",39,7,56,18,44,31,21,25,38,46,10
"1449",37,1,16,10,17,13,11,23,22,13,6
"2594883",31,1,34,16,40,13,25,19,28,18,9
"1467",25,8,43,14,35,31,21,23,47,30,8
"2213194",23,4,35,12,34,13,9,21,19,11,4
"1028381",1,0,0,0,0,1,0,0,0,0,0
"185978",5743,795,8470,3879,3015,4170,3879,5264,6090,3705,1707
"61624",1135,219,1470,818,510,693,704,929,1089,739,314
"2704462",586,53,696,399,232,426,344,529,458,283,161
"44251",507,54,352,310,105,214,187,267,180,166,88
"2704463",358,23,318,251,124,234,200,298,243,171,88
"49283",351,33,337,202,159,280,172,293,302,183,120
"562959",330,30,345,240,137,380,192,344,989,1159,254
"1126833",296,37,336,213,120,204,173,265,235,148,63
"79263",256,28,262,179,101,196,116,195,205,136,59
"375489",253,26,240,156,91,143,94,192,186,116,55
"1870820",226,30,205,135,68,159,361,215,458,134,60
"169760",226,28,221,141,97,158,128,171,222,120,79
"1406",196,49,303,114,117,115,87,95,117,113,40
"248903",194,93,733,157,116,238,150,100,204,171,35
"2495582",188,19,181,117,84,132,77,167,128,91,47
"365617",184,19,205,114,66,124,103,156,145,90,52
"682956",183,11,206,98,45,53,49,68,52,51,14
"414771",164,17,176,90,55,105,80,153,102,85,40
"162209",154,17,157,106,91,125,84,154,114,92,24
"2509456",142,11,187,72,50,73,65,104,78,80,29
"2044880",142,11,149,109,59,94,70,104,87,66,38
"2707005",107,7,148,70,41,61,50,100,51,65,31
"1619311",100,16,126,68,35,81,84,92,109,59,24
"1462996",99,8,90,72,42,77,58,91,91,70,28
"160799",94,2,110,70,42,63,48,93,48,65,21
"1178515",93,12,100,70,43,65,56,71,80,64,32
"1473112",91,15,116,67,53,78,42,88,65,50,18
"44250",90,12,85,46,41,64,42,69,73,35,21
"189425",79,6,89,62,25,48,43,65,57,52,31
"1616788",79,8,108,48,36,73,50,78,54,58,23
"1338368",74,12,92,42,49,36,48,57,52,29,27
"1401",72,11,179,52,72,99,389,200,380,218,68
"683737",69,10,86,39,43,72,36,54,85,45,31
"1778678",67,11,102,50,27,30,39,60,44,38,11
"1464",63,6,68,41,32,38,30,45,52,31,15
"189426",59,9,50,19,17,31,35,44,34,17,10
"172713",58,15,88,34,30,41,44,62,69,37,23
"198119",50,8,96,33,31,35,44,41,44,33,15
"1712516",50,7,83,40,41,36,29,31,57,35,18
"528191",39,11,177,44,16,23,13,21,40,31,13
"159743",38,4,96,36,18,31,13,37,25,22,10
"253703",33,4,34,23,17,22,15,18,20,15,6
"128574",28,7,61,30,25,29,36,32,33,30,19
"1763538",27,9,54,21,18,19,31,22,27,34,12
"59893",18,2,41,12,3,8,6,9,8,5,5
"59843",12,2,19,8,3,10,7,4,9,7,2
"2684853",1023,171,1447,693,283,509,453,651,525,518,184
"51101",320,28,290,193,116,229,189,286,267,162,106
"1393",210,29,236,119,73,140,146,185,127,120,45
"54911",146,15,174,110,54,307,453,358,184,362,299
"1465",43,6,72,35,54,27,21,44,58,24,6
"54913",30,4,32,22,10,17,21,29,23,12,9
"2636738",776,65,854,526,349,523,457,651,576,398,190
"2674991",523,38,623,370,225,415,352,523,432,324,149
"2507935",57,8,73,33,35,39,30,54,34,24,13
"377615",903,80,887,595,324,607,506,744,683,457,277
"2583377",557,50,636,451,229,438,330,535,477,361,193
"55079",145,9,138,71,148,119,89,150,156,131,57
"1471761",11585,78,341,5132,223,5081,223,3548,372,328,90
"714067",221,16,217,133,65,377,158,346,127,147,64
"1380685",52,3,42,25,19,41,20,48,26,17,7
"2490858",267,17,303,191,111,188,179,238,239,171,98
"2026",156,13,160,141,32,144,31,67,64,107,67
"37482",131,15,112,108,94,111,85,155,108,151,29
"405212",1126,98,1190,715,437,847,720,1024,829,624,354
"471514",234,20,257,174,102,202,154,259,174,175,56
"2622400",119,8,100,76,45,85,90,83,91,80,32
"1903704",662,57,608,422,258,494,441,634,523,353,194
"1214604",213,21,224,132,132,212,133,259,183,131,81
"2055160",181,14,222,109,77,156,151,185,141,101,56
"33943",115,11,130,73,57,56,78,90,64,66,26
"2677223",95,6,80,59,34,68,40,90,53,50,14
"2662419",165,15,162,112,91,103,91,155,106,87,46
"1038856",115,7,117,68,43,87,58,107,91,59,47
"1499687",66,16,68,49,33,48,35,71,47,31,17
"200991",64,10,61,36,16,38,27,69,28,31,18
"1176255",52,3,59,33,16,23,25,48,36,21,14
"192421",44,1,25,28,13,23,22,26,16,18,9
"161360",27,3,27,15,6,21,11,16,14,13,2
"414778",21,2,15,10,11,16,10,19,13,13,5
"1302659",14,3,9,12,13,9,13,10,10,11,2
"1215089",13,2,20,13,10,14,15,19,18,8,4
"1374",5,2,6,5,6,4,2,5,4,6,2
"1598147",2,1,2,3,4,4,0,2,7,2,0
"2647733",129,15,128,100,76,79,58,85,114,61,38
"1571",95,8,100,65,57,54,69,78,48,56,22
"298596",19,6,22,11,24,11,16,10,24,20,4
"1474",15,1,11,5,17,8,7,12,18,6,6
"1476",5,3,5,5,6,6,4,5,7,16,1
"76853",122,55,214,51,24,41,35,33,59,29,8
"2637870",29,6,35,13,31,10,20,16,26,15,4
"51173",57,1,23,50,22,18,10,16,16,22,13
"367743",43,2,25,39,18,17,15,27,22,23,8
"459472",84,21,154,55,39,55,35,71,54,34,33
"417367",41,8,62,41,33,41,17,35,31,30,4
"2642018",17,0,16,9,19,10,16,20,19,16,5
"2644826",32,4,33,5,14,8,42,30,13,11,6
"1650",20,1,12,6,6,11,9,16,15,16,5
"1508404",48,3,58,20,26,26,26,37,26,27,7
"241244",22,7,31,12,15,15,13,16,25,20,5
"2617942",19,5,37,14,23,10,13,19,23,19,4
"1282",43,1,69,39,26,34,25,56,21,37,13
"1280",39,5,56,25,34,42,38,45,43,36,9
"1283",22,6,25,6,14,15,15,19,17,13,8
"214473",22,1,10,4,26,10,8,11,4,8,3
"1288",18,0,24,7,5,6,15,45,8,6,3
"91994",17,1,21,10,19,11,14,17,16,9,5
"2815305",16,4,28,20,20,13,20,24,7,19,3
"170573",15,1,12,9,7,8,8,18,14,8,2
"155085",14,0,17,9,4,9,5,7,8,5,2
"45972",13,2,15,8,1,8,3,11,9,11,1
"2044912",13,1,12,7,8,9,4,12,14,8,4
"29388",13,1,10,5,5,5,1,13,4,8,4
"1290",13,2,9,9,10,11,9,7,6,7,8
"29378",12,1,10,6,10,6,4,9,6,7,5
"28035",12,1,12,7,6,6,2,9,9,4,4
"70255",12,1,9,0,3,4,1,6,2,4,1
"1294",12,4,13,2,3,2,4,7,4,7,1
"33028",11,1,11,7,3,2,7,2,5,1,5
"46126",11,2,11,5,3,6,3,4,5,3,4
"2282419",10,0,7,3,10,9,5,18,7,4,1
"1292",10,1,8,7,4,5,2,7,2,4,1
"985762",9,2,9,5,6,6,3,8,3,5,2
"29385",9,1,13,5,14,7,5,10,11,10,5
"1295",9,3,8,6,3,7,5,10,7,6,3
"1286",9,3,10,8,7,6,6,12,9,2,1
"308354",8,1,20,11,10,3,13,8,8,9,5
"29379",7,1,11,4,3,6,3,9,8,0,2
"1284",7,2,12,7,54,8,3,8,5,1,3
"46127",7,0,15,1,8,1,4,6,10,6,1
"29382",7,1,5,2,7,5,4,3,7,1,7
"29384",6,0,9,3,5,7,5,6,3,4,0
"985002",5,0,3,3,1,0,9,3,1,1,2
"29380",5,1,6,3,2,6,4,5,2,2,3
"2781774",5,0,10,5,9,7,3,3,1,1,0
"1654388",4,0,1,2,5,0,2,1,5,1,1
"1281",4,2,10,2,4,6,6,3,6,1,3
"61015",3,5,14,3,5,5,6,4,10,3,2
"246432",3,1,4,3,3,1,4,11,2,2,2
"1461582",78,3,29,38,15,26,18,35,29,18,12
"946432",6,1,14,2,8,8,16,9,6,5,2
"69966",24,1,17,5,14,7,5,5,13,6,2
"1855823",23,2,28,24,16,18,8,21,14,18,6
"2619255",3,0,0,0,2,1,0,0,0,0,0
"1903056",1,0,3,0,0,2,0,0,1,1,1
"1296",20,7,53,15,36,12,52,43,34,30,4
"71237",14,1,24,2,5,4,3,15,9,4,2
"42858",10,0,9,3,18,10,4,6,9,5,3
"150056",5,1,3,4,3,7,4,4,6,8,0
"643214",5,2,13,6,1,4,7,8,6,6,2
"407035",32,0,41,19,17,27,28,39,26,27,9
"1817405",11,1,3,3,9,4,0,4,10,3,2
"33986",449,51,528,274,200,321,223,374,371,235,116
"1378",33,5,34,22,23,23,31,32,35,29,14
"1639",44,5,77,27,72,44,25,50,63,24,13
"1638",18,1,28,10,12,15,10,9,13,2,6
"1006155",18,2,27,15,10,13,5,9,10,12,5
"1640",13,1,13,3,6,7,8,13,10,6,0
"1641",13,2,14,9,8,12,3,20,10,14,3
"1642",10,4,10,3,37,5,7,10,7,5,1
"2642072",10,1,6,9,12,9,8,12,18,7,0
"1643",5,1,11,12,9,6,5,6,9,2,1
"2756",14,1,12,5,12,11,7,11,5,6,6
"269673",81,8,71,46,37,49,38,59,44,31,12
"1584",118,3,126,75,35,50,79,92,67,69,32
"2620435",38,4,44,24,15,24,16,17,17,13,4
"47770",16,2,12,9,7,7,10,8,10,6,3
"227945",13,0,6,4,8,0,3,4,2,2,2
"83683",11,0,8,3,3,0,9,3,3,3,1
"1579",10,0,9,3,5,4,9,5,1,4,0
"33959",10,0,16,3,4,8,6,6,6,7,4
"1600",9,1,8,7,0,5,2,12,5,8,1
"109790",9,1,8,2,3,5,4,8,1,6,1
"147802",8,0,8,8,4,8,2,11,13,11,5
"303541",8,2,7,10,3,4,3,3,1,8,0
"1587",8,2,5,0,6,6,6,13,8,2,1
"1604",6,1,20,6,6,5,4,7,12,5,2
"1218494",6,0,1,0,0,2,1,3,0,1,0
"267818",5,1,11,2,4,4,3,5,5,3,1
"1218493",5,0,3,3,1,1,2,2,3,2,1
"2269374",5,0,3,6,1,8,2,3,5,3,1
"1596",4,2,4,1,1,1,7,6,1,2,1
"508451",2,0,3,1,2,4,1,5,0,1,3
"2107999",1,0,2,5,1,2,0,0,1,0,0
"267363",101,13,103,60,40,63,71,101,76,51,22
"1580",73,5,81,52,17,44,43,76,39,45,18
"2292255",27,2,39,16,15,21,8,32,26,16,7
"637971",26,2,17,13,7,13,15,18,19,11,7
"1613",69,4,92,48,40,54,60,72,71,35,23
"35787",69,6,78,57,32,52,47,89,40,33,22
"97478",40,5,42,15,12,27,22,23,16,22,14
"1598",24,5,22,10,12,20,12,23,18,13,4
"227942",8,0,6,5,3,10,6,17,5,10,3
"1633",6,1,2,2,5,4,3,7,2,2,1
"104955",6,0,4,6,5,6,4,3,3,2,4
