"","X1qGgM2TOMPOOM080340.extra.kraken2.report","X0n7bM2TOMPOOA100365.extra.kraken2.report","dSz8M2TOMPOOA051340.extra.kraken2.report","abKIM2TOMPOOA051320.extra.kraken2.report","nG3jM2TOMPOOA051345.extra.kraken2.report","a50wM2TOMPOOB051350.extra.kraken2.report","OeS0M2TOMPOOA051355.extra.kraken2.report","IGpcM2TOMPOOB051290.extra.kraken2.report","wQqUM2TOMPOOA080335.extra.kraken2.report","Nm8MM2TOMPOOA051300.extra.kraken2.report","X9JUZM2TOMPOOB100355.extra.kraken2.report"
"906669",0,0,0,0,0,0,0,0,1,0,0
"31754",1,0,0,0,0,1,0,0,0,0,0
"2126933",0,0,0,0,0,0,0,0,0,0,0
"2283265",0,0,0,0,2,3,1,17,0,0,0
"1239381",0,0,0,0,0,0,0,0,0,0,0
"1567453",0,0,0,0,0,0,0,0,0,2,0
"1647473",0,0,3,0,1,2,2,2,1,1,0
"1097754",1,0,0,0,1,0,0,0,0,0,0
"1195075",0,0,0,0,0,0,0,0,0,0,0
"205870",1,0,0,0,0,0,0,0,0,0,0
"1993879",0,0,0,1,1,0,0,2,0,0,0
"1982096",0,0,0,0,0,0,0,0,0,0,0
"2201441",1,0,3,0,0,1,0,3,1,0,0
"2734256",0,0,0,0,0,1,1,0,0,3,0
"2734221",0,0,1,1,0,1,3,1,0,1,0
"2734228",0,0,0,0,0,0,0,0,0,0,0
"1623278",0,0,0,0,0,0,0,0,0,0,0
"1982240",0,0,1,0,0,0,1,0,0,0,0
"2169612",0,0,0,0,0,0,0,0,1,0,0
"2734213",0,0,0,0,0,0,0,0,0,0,0
"2560158",1,0,0,0,0,0,1,0,0,0,0
"1982365",0,0,0,0,0,0,0,0,0,0,0
"1982092",0,0,1,0,0,0,0,0,0,1,0
"1921713",1,0,0,0,0,0,0,0,0,4,0
"1981023",0,0,0,0,0,0,0,0,0,0,0
"1633149",0,0,0,0,0,0,0,0,0,0,0
"2560395",0,0,2,0,0,0,2,1,0,0,0
"2560161",0,0,0,0,0,0,0,0,0,1,0
"2733170",1,0,0,0,1,0,0,0,1,0,0
"1982575",1,0,0,0,0,0,0,1,1,2,0
"2560220",0,0,0,0,3,1,1,0,0,0,0
"1982570",0,0,1,1,1,2,1,0,0,3,0
"2448216",0,0,0,0,0,0,0,0,0,0,0
"1109716",0,0,0,0,0,2,1,0,2,0,0
"1982236",0,0,0,0,0,0,2,0,0,0,0
"2508071",0,0,1,1,0,0,0,0,0,0,0
"2588093",0,0,0,0,0,0,0,0,0,0,0
"1262527",0,0,2,0,0,0,0,0,0,0,0
"1883374",1,0,0,0,0,0,0,0,0,1,0
"1883365",0,0,0,1,0,0,1,1,0,0,0
"1985303",1,0,0,0,0,0,0,0,0,0,0
"1980949",0,0,0,1,0,0,0,0,1,0,0
"1915208",0,0,1,0,0,0,0,0,0,0,0
"2752534",0,0,2,1,0,1,0,0,0,0,0
"1984776",0,0,0,4,0,0,1,0,2,2,0
"2734127",0,0,0,0,0,0,0,1,0,0,0
"2734142",0,0,0,1,0,0,2,0,0,0,0
"261726",1,0,1,0,0,0,0,0,0,0,0
"2560131",2,0,1,3,0,0,0,0,0,1,0
"2734156",0,0,0,0,0,0,0,0,0,0,0
"2594891",1,0,0,1,0,0,3,0,0,0,0
"2733098",0,0,0,1,0,0,0,0,0,0,0
"1921705",0,0,1,0,0,0,0,0,0,0,0
"2557554",0,0,0,0,0,1,0,0,0,1,0
"2712958",0,0,0,0,0,0,0,0,0,0,0
"2489597",1,0,1,0,0,0,0,0,0,0,0
"1921187",0,0,0,0,0,0,1,1,0,0,0
"188350",0,0,0,0,0,0,0,0,0,0,0
"440250",0,0,0,0,0,0,0,0,0,0,0
"1857845",4,0,0,0,0,0,0,0,1,1,0
"1918721",1,0,0,0,0,0,0,0,1,0,0
"2732689",0,0,0,0,0,0,0,0,0,0,0
"2733918",0,0,0,0,8,0,0,0,0,0,0
"2733938",0,0,0,0,0,0,0,0,0,0,0
"2733923",0,0,1,0,0,0,0,0,0,0,0
"2731935",1,0,0,0,0,0,0,0,0,0,0
"2733959",2,0,0,0,0,0,0,0,0,0,0
"2731981",0,0,0,0,0,0,0,0,0,0,0
"2732927",0,0,0,0,0,0,0,0,0,0,0
"2733995",2,0,0,0,0,0,0,0,1,0,0
"2560233",0,0,0,0,0,1,1,2,0,0,0
"2732966",0,0,0,0,0,0,0,1,0,1,0
"1073767",0,0,0,0,0,0,0,0,0,0,0
"2733978",0,0,0,0,0,0,0,0,0,0,0
"317858",2,0,1,2,1,0,0,0,0,0,0
"320884",0,0,0,0,0,0,0,0,0,0,0
"756285",1,0,0,0,0,0,0,0,0,0,0
"1273750",2,0,0,0,0,0,0,0,0,0,0
"1592100",0,0,0,0,0,0,0,0,0,0,0
"1590154",0,0,1,0,0,1,0,0,0,1,0
"1391456",0,0,0,0,0,0,0,0,0,0,0
"455364",0,0,0,1,1,0,9,0,0,2,0
"2065215",0,0,0,0,0,0,0,0,0,2,0
"10286",2,0,2,1,0,0,0,1,0,1,0
"190065",0,0,0,0,1,0,0,0,1,0,0
"513550",0,0,0,0,0,0,0,0,0,0,0
"326574",5,0,0,2,1,0,3,0,1,0,0
"1985362",0,0,0,0,0,0,0,0,0,0,0
"164416",0,0,0,0,0,0,0,0,0,0,0
"59563",0,0,0,0,0,0,0,0,0,0,0
"2169998",0,0,0,0,0,0,0,0,0,0,0
"116056",0,0,0,0,0,0,0,0,0,0,0
"154339",0,0,0,0,0,0,0,0,0,0,0
"1911600",0,0,0,0,0,0,0,0,0,0,0
"228582",0,0,0,0,0,0,0,0,0,0,0
"2499607",0,0,0,0,0,0,0,0,0,0,0
"2732908",0,0,0,0,0,0,0,0,0,0,0
"12777",0,0,0,0,0,0,0,0,0,0,0
"12844",0,0,0,0,0,0,0,0,0,0,0
"12196",0,0,0,0,0,0,1,0,0,0,0
"358104",0,0,0,0,0,0,0,0,0,0,0
"145856",0,0,0,0,0,0,0,0,0,0,0
"1299306",1,0,0,0,0,0,0,0,1,0,0
"675845",1,0,1,0,0,0,0,0,0,0,0
"2560198",0,0,0,0,0,0,0,0,0,0,0
"1004049",0,0,0,0,0,0,0,0,0,0,0
"2138326",0,0,0,0,0,0,0,0,0,0,0
"1923345",0,0,0,0,0,0,0,0,0,0,0
"1922768",0,0,0,0,0,0,0,0,0,0,0
"1922593",0,0,0,0,0,0,0,0,0,0,0
"1923350",0,0,0,0,0,0,0,0,0,0,0
"1922680",0,0,0,0,0,0,0,0,0,0,0
"1923612",0,0,0,0,0,0,0,0,0,0,0
"1923154",0,0,0,0,0,0,1,0,0,0,0
"1923626",0,0,0,0,0,0,0,0,0,0,0
"1923486",0,0,0,0,0,0,0,0,0,0,0
"1923650",0,0,0,0,1,0,0,0,0,0,0
"1922713",0,0,0,0,0,0,0,0,0,0,0
"1740646",0,0,1,0,0,0,0,0,0,0,0
"2164101",0,0,0,1,0,2,0,0,0,1,0
"1565088",0,0,0,0,0,0,0,0,0,0,0
"10455",0,0,0,0,0,0,1,0,0,1,0
"1987479",2,0,0,0,0,0,0,0,0,0,0
"2169746",1,0,1,1,0,0,1,2,0,1,0
"2072024",3,0,1,0,0,0,1,3,0,0,0
"128941",0,0,0,0,0,0,0,0,0,0,0
"2169739",0,0,0,0,0,0,0,0,0,0,0
"1985403",0,0,0,0,0,0,0,0,0,0,0
"2170113",0,0,0,0,0,0,0,0,0,0,0
"1513201",0,0,0,0,0,0,0,0,0,0,0
"2747320",2,0,1,0,0,0,0,0,0,0,0
"2011078",0,0,0,0,0,0,1,0,0,0,0
"270161",0,0,0,0,0,1,0,0,0,0,0
"300186",0,0,0,0,0,0,0,0,0,0,0
"687355",0,0,0,0,0,0,0,0,0,0,0
"1619220",0,0,0,0,0,0,0,1,0,0,0
"285013",0,0,0,0,0,0,0,0,0,0,0
"523909",0,0,0,0,0,2,0,0,0,0,0
"935547",0,0,0,0,0,0,0,0,0,0,0
"1121028",0,0,0,0,0,0,0,0,0,0,0
"453842",1,0,3,0,0,0,1,0,0,0,0
"320483",2,0,1,0,0,0,0,2,1,3,0
"360910",0,0,1,0,1,0,1,0,0,0,0
"65699",0,0,0,0,0,0,0,0,1,0,0
"2742661",1,0,0,2,0,0,0,0,0,0,0
"2742671",1,0,0,0,0,0,0,0,0,0,0
"2566012",0,0,0,1,0,2,1,3,1,0,0
"2048776",1,0,1,0,0,0,0,0,0,0,0
"566546",0,0,0,0,0,0,0,0,0,0,0
"2773705",0,0,0,0,0,0,0,0,0,0,0
"1938820",2,0,2,5,2,1,3,2,3,1,0
"2518975",0,0,0,0,0,3,1,0,0,1,0
"1157951",2,0,1,0,1,0,0,0,1,0,0
"452803",0,0,0,0,0,0,0,0,0,0,0
"190893",0,0,0,0,11,0,0,0,0,0,0
"1160720",3,0,0,0,1,0,0,0,0,0,0
"1288394",0,0,0,0,0,0,0,0,0,0,0
"1675689",8,0,0,0,0,0,1,0,0,0,0
"47735",0,0,0,0,0,0,0,0,0,0,0
"545123",7,0,2,1,0,1,5,1,0,0,0
"53558",11,0,1,0,0,2,3,0,2,1,0
"140",0,0,6,3,0,1,0,2,0,1,0
"476211",0,0,0,0,0,0,0,0,0,0,0
"1437364",0,0,0,0,0,0,0,1,0,0,0
"1462747",1,0,1,0,0,0,0,0,0,0,0
"1583098",0,0,2,0,0,4,0,0,2,1,0
"49928",0,0,0,0,0,0,0,0,0,0,0
"55802",0,0,3,0,0,1,0,8,1,0,0
"2591131",5,0,0,1,0,0,1,0,0,0,0
"2653750",0,0,0,0,0,0,1,0,0,0,0
"881953",0,0,0,0,0,0,0,0,0,0,0
"2725614",1,0,0,1,0,0,0,0,1,0,0
"1572712",5,0,1,0,0,0,0,0,1,0,0
"1887643",0,0,0,1,0,0,2,0,0,0,0
"1691958",0,0,0,0,0,0,0,1,0,0,0
"1573458",4,0,0,1,1,1,2,0,5,0,0
"2315217",0,0,0,0,0,1,0,0,0,0,0
"1056831",2,0,1,0,1,0,0,0,0,0,0
"1097753",0,0,0,0,0,0,0,0,0,0,0
"2003502",1,0,0,0,0,0,0,0,0,0,0
"1034150",0,0,2,0,0,0,4,1,0,0,0
"462590",0,0,0,0,0,0,0,0,1,0,0
"1074304",1,0,0,0,0,0,0,0,2,0,0
"2022449",0,0,0,0,0,0,0,0,0,1,0
"1921544",0,0,0,0,0,0,0,0,0,0,0
"112023",1,0,0,1,0,0,0,0,0,0,0
"2231643",0,0,0,0,0,0,0,0,0,0,0
"2560394",0,0,0,0,0,0,0,0,0,0,0
"2560144",0,0,0,0,0,0,0,0,0,0,0
"2560508",0,0,0,0,0,0,0,0,0,0,0
"2560596",0,0,1,1,0,0,0,0,0,0,0
"2731208",0,0,0,2,3,0,0,0,0,1,0
"2560124",0,0,0,0,0,0,0,0,0,0,0
"1921553",0,0,0,0,0,0,0,0,0,0,0
"508419",0,0,0,0,0,0,0,0,0,0,0
"1921123",0,0,0,0,0,0,0,0,0,0,0
"2734285",1,0,0,0,0,0,0,2,0,0,0
"1623287",0,0,0,0,0,0,0,0,0,0,0
"1921119",0,0,0,0,0,0,0,0,0,0,0
"2267238",1,0,0,0,0,0,0,0,0,1,0
"1982258",0,0,0,0,0,0,0,0,0,0,0
"1734382",0,0,0,0,0,0,0,0,0,0,0
"1913109",0,0,0,0,0,0,0,0,0,0,0
"1920754",0,0,0,0,0,0,2,0,0,1,0
"1920755",0,0,0,0,0,0,0,0,0,0,0
"1920762",0,0,0,0,0,0,0,0,0,0,0
"186846",0,0,0,0,0,0,0,0,0,0,0
"680277",0,0,0,0,0,0,0,0,0,0,0
"2749430",2,0,1,1,0,2,0,1,0,0,0
"1283076",4,0,3,1,0,0,2,0,1,1,0
"1340810",2,0,0,0,0,0,0,0,0,0,0
"2560751",0,0,0,0,0,1,0,0,0,0,0
"2169624",0,0,0,0,0,1,0,1,0,0,0
"2734117",0,0,0,0,0,0,2,0,0,0,0
"2734103",0,0,0,0,0,0,0,0,0,0,0
"2560833",2,0,0,0,1,0,0,0,1,1,0
"2733136",0,0,0,0,0,0,0,0,0,1,0
"340435",0,0,0,0,0,0,1,1,0,0,0
"2734145",0,0,1,0,0,0,0,3,0,0,0
"2560452",0,0,1,0,0,0,0,0,0,0,0
"2733130",1,0,0,0,0,0,0,0,0,0,0
"2732685",0,0,0,0,0,0,0,0,0,0,0
"2560202",0,0,4,0,1,0,2,1,0,0,0
"2731676",0,0,0,0,0,0,0,0,0,0,0
"2732924",0,0,0,0,0,1,3,0,0,0,0
"1161935",0,0,0,0,0,0,1,1,0,0,0
"2733927",1,0,0,0,0,1,0,0,0,0,0
"2733952",0,0,2,4,0,0,2,0,0,0,0
"1985729",0,0,0,0,0,0,0,0,0,1,0
"2732928",0,0,0,0,0,0,0,0,0,0,0
"2560686",1,0,0,0,0,0,0,0,0,0,0
"1985181",1,0,0,0,0,0,1,1,0,0,0
"2732971",0,0,0,0,0,0,1,0,0,0,0
"857474",3,0,3,0,0,0,0,0,0,1,0
"2686437",0,0,1,0,0,0,0,0,0,0,0
"2026949",1,0,2,1,0,0,0,0,0,1,0
"1920865",0,0,0,0,0,0,0,0,0,0,0
"2732013",0,0,0,0,0,0,0,0,1,0,0
"1232637",0,0,0,0,0,0,0,1,0,0,0
"1987509",3,0,2,0,0,0,0,0,0,0,0
"1980421",1,0,0,0,0,0,0,0,0,0,0
"11024",0,0,0,0,0,0,0,0,0,0,0
"2201042",0,0,0,0,0,0,0,0,0,0,0
"253702",0,0,0,0,0,0,0,0,0,0,0
"64290",0,0,0,0,0,0,0,0,0,0,0
"11102",0,0,0,0,0,0,0,0,0,0,0
"1307802",0,0,0,0,0,0,0,0,0,0,0
"1921557",1,0,2,0,0,0,0,0,0,0,0
"2499606",0,0,1,1,0,0,0,0,0,0,0
"2170191",0,0,0,1,0,0,0,0,0,0,0
"92395",0,0,0,0,0,0,0,0,0,0,0
"908833",0,0,0,0,0,0,0,0,0,0,0
"38062",0,0,0,0,0,0,0,0,0,0,0
"1923639",0,0,0,0,0,0,0,0,0,0,0
"1923110",0,0,0,0,0,0,0,0,0,0,0
"1922670",0,0,0,0,0,0,0,0,0,0,0
"12450",0,0,0,0,0,0,0,0,0,0,0
"1732179",0,0,0,0,0,0,0,0,0,0,0
"39420",5,0,2,3,0,1,0,0,1,0,0
"315393",0,0,0,1,0,0,0,0,1,0,0
"130328",0,0,0,0,0,0,0,0,0,0,0
"1307957",2,0,1,0,0,0,0,0,1,0,0
"490711",0,0,1,0,0,1,1,1,0,0,0
"1850906",2,0,0,1,1,0,1,1,1,0,0
"2083176",1,0,0,0,0,0,0,0,0,0,0
"1367203",0,0,0,0,0,0,0,0,0,1,0
"1129034",0,0,0,0,0,0,0,0,0,0,0
"77647",1,0,0,0,0,0,0,0,0,0,0
"858511",0,0,0,0,0,0,0,0,0,0,0
"2003313",0,0,0,0,0,0,0,0,0,0,0
"1588048",0,0,0,0,0,0,0,0,0,0,0
"325461",0,0,0,0,0,0,0,0,0,1,0
"1506574",0,0,0,0,0,0,0,0,1,0,0
"1352227",0,0,0,0,0,0,0,0,0,0,0
"1655662",0,0,0,0,0,0,0,0,0,0,0
"1546257",0,0,2,0,0,0,0,0,0,0,0
"1983545",0,0,0,0,0,0,1,0,0,0,0
"1149875",0,0,0,0,0,0,0,0,1,0,0
"1797140",0,0,0,0,0,0,0,0,0,0,0
"1031710",0,0,0,0,0,0,0,0,1,0,0
"1170710",3,0,0,0,2,0,0,2,1,1,0
"1429399",0,0,0,0,0,0,0,0,1,1,0
"491",3,0,0,0,0,0,2,1,1,0,0
"2675711",1,0,0,0,0,0,1,0,2,1,0
"2742649",0,0,0,0,0,0,0,1,1,0,0
"2488567",0,0,1,1,0,0,0,6,1,1,0
"2500543",0,0,0,0,0,0,0,0,1,0,0
"585055",0,0,0,0,0,0,0,0,1,0,0
"1392854",1,0,0,0,0,0,0,0,1,0,0
"2675777",2,0,2,0,0,2,0,0,1,1,0
"903503",0,0,0,0,0,0,0,0,1,1,0
"298657",0,0,0,0,0,0,0,0,7,0,0
"1419584",0,0,0,0,0,0,0,0,1,0,0
"651",0,0,275,0,100,0,0,0,142,225,0
"123812",1,0,0,0,0,0,0,0,2,0,0
"661367",25,0,1,1,0,1,0,2,1,0,0
"463",0,0,0,0,0,0,0,0,2,0,0
"1795",0,0,0,0,0,1,0,0,1,0,0
"1963032",2,0,0,0,1,0,0,2,2,1,0
"2628837",1,0,0,0,0,0,0,0,1,0,0
"2766470",1,0,0,0,0,0,3,0,2,0,0
"1532",6,0,0,0,0,0,0,0,1,0,0
"290434",2,0,0,1,0,0,0,2,1,0,0
"547144",0,0,0,0,0,0,0,0,1,0,0
"889953",0,0,0,0,0,0,0,0,2,0,0
"1282995",0,0,0,0,0,0,0,0,2,0,0
"756275",0,0,0,0,0,0,2,2,1,1,0
"560178",0,0,0,0,0,0,0,0,1,0,0
"294631",0,0,0,0,0,0,1,0,1,0,0
"2591212",1,0,0,1,0,0,0,0,1,0,0
"1755689",0,0,0,0,0,0,0,0,1,0,0
"2234106",112,0,1,0,0,1,0,0,9,0,0
"1921546",29,0,0,0,0,0,0,0,7,0,0
"1921547",54,0,0,0,0,1,0,0,3,0,0
"1034110",0,0,0,0,1,0,1,0,2,0,0
"31757",0,0,0,0,0,0,0,1,1,0,0
"1051140",0,0,0,0,0,0,0,0,1,0,0
"1225861",0,0,0,0,0,0,0,0,1,0,0
"1982259",0,0,0,0,0,0,0,0,1,0,0
"1982277",0,0,0,0,0,0,0,0,1,0,0
"1982107",1,0,1,1,1,1,4,1,1,0,0
"1993859",0,0,1,0,0,1,0,3,1,1,0
"2560592",1,0,2,1,0,1,3,0,1,0,0
"1982360",0,0,0,1,0,0,0,0,1,0,0
"2733159",0,0,0,0,0,0,0,0,1,0,0
"2733169",4,0,0,0,1,0,0,0,1,0,0
"2734216",0,0,1,1,0,0,1,0,1,2,0
"1982100",0,0,0,0,0,0,0,0,1,0,0
"1982148",2,0,0,0,0,0,0,1,1,1,0
"2734282",0,0,0,0,0,0,0,0,1,0,0
"2733220",0,0,4,1,1,17,0,1,1,0,0
"749413",1,0,0,0,0,0,0,0,1,1,0
"1357714",0,0,0,0,0,0,0,1,1,0,0
"115991",0,0,0,0,1,0,0,0,1,0,0
"446807",0,0,0,0,0,0,0,0,1,1,0
"2734104",0,0,0,0,0,0,0,0,1,0,0
"2733095",0,0,0,0,0,0,0,0,1,0,0
"1636617",2,0,0,0,0,2,1,0,1,0,0
"1298971",0,0,0,0,0,0,0,0,1,0,0
"2599764",1,0,0,2,0,0,0,0,3,1,0
"2169868",1,0,0,0,0,1,1,1,2,0,0
"1920765",0,0,0,0,0,0,0,0,1,0,0
"280701",0,0,0,0,0,0,0,0,1,0,0
"2733903",0,0,0,0,0,0,0,0,1,0,0
"1465639",0,0,0,0,0,0,0,0,1,0,0
"1564096",0,0,0,0,1,0,0,0,1,0,0
"2731623",0,0,1,0,0,0,0,0,1,0,0
"2560145",1,0,0,0,2,0,0,0,1,0,0
"11286",0,0,0,0,0,0,0,1,1,0,0
"1592572",0,0,0,0,0,1,0,0,1,0,0
"1000373",0,0,0,0,0,0,0,0,1,0,0
"2508240",0,0,1,0,0,1,3,1,2,1,0
"2501963",1,0,0,0,0,0,0,0,1,0,0
"66834",0,0,0,0,0,0,0,0,1,0,0
"1920698",0,0,0,0,0,0,0,0,1,0,0
"41764",0,0,0,0,0,0,0,0,1,0,0
"72750",0,0,0,0,0,0,0,0,1,0,0
"11085",1,0,0,0,0,0,0,0,1,0,0
"2056885",0,0,0,0,0,0,0,0,1,0,0
"1923755",0,0,0,0,0,0,0,0,1,0,0
"1922563",0,0,0,0,0,0,0,0,1,0,0
"1922554",0,0,0,0,0,0,0,0,1,0,0
"1923083",0,0,0,0,0,0,0,0,1,0,0
"1923275",0,0,0,0,0,0,0,0,1,0,0
"1922715",0,0,0,0,0,0,0,0,1,0,0
"1922533",0,0,0,0,0,0,0,0,1,0,0
"1170425",0,0,0,0,0,0,0,0,1,0,0
"1608440",0,0,0,0,0,0,0,0,1,0,0
"1586712",0,0,0,0,0,1,2,0,1,0,0
"2733298",0,0,0,0,0,0,0,0,1,0,0
"298334",0,0,0,0,0,0,0,1,2,0,0
"1714272",0,0,0,0,0,0,1,0,1,0,0
"1592576",1,0,0,0,0,0,0,1,1,3,0
"208013",0,0,1,0,0,0,2,0,1,0,0
"111874",0,0,0,0,0,0,0,0,1,0,0
"1396815",0,0,0,0,0,0,0,0,1,0,0
"2304198",0,0,0,0,0,0,0,0,1,0,0
"1840257",1,0,0,0,0,0,0,0,0,0,0
"381666",2,0,0,0,0,1,0,0,0,1,0
"430531",1,0,0,0,0,0,0,0,0,2,0
"1437443",6,0,0,0,0,0,0,0,0,0,0
"2493109",1,0,0,0,0,0,0,0,0,0,0
"924",1,0,0,0,0,0,0,0,0,0,0
"1449783",2,0,0,0,3,1,0,0,0,0,0
"115714",1,0,0,0,0,0,1,0,0,0,0
"1242245",2,0,1,0,0,2,3,2,0,0,0
"1049565",12,0,1,0,0,0,0,0,0,0,0
"1284804",1,0,0,0,0,0,0,0,0,0,0
"1392500",1,0,0,0,0,0,0,0,0,0,0
"1006551",1,0,1,0,0,0,0,0,0,0,0
"2675713",3,0,2,0,0,0,0,0,0,1,0
"1463164",1,0,0,0,0,0,0,1,0,0,0
"2742632",1,0,0,0,0,0,0,0,0,0,0
"2614656",1,0,0,0,0,0,0,0,0,0,0
"585397",4,0,0,0,0,0,1,0,0,0,0
"2778654",2,0,0,1,0,0,0,0,0,0,0
"1603259",1,0,0,0,0,0,0,0,0,0,0
"362663",1,0,0,0,0,0,0,0,0,0,0
"2799495",1,0,0,1,0,0,1,1,0,0,0
"424718",1,0,0,0,0,0,0,0,0,0,0
"1224148",1,0,0,0,0,0,0,0,0,0,0
"406817",1,0,0,0,0,0,0,0,0,0,0
"1777491",4,0,0,0,0,0,1,0,0,1,0
"693974",2,0,0,1,0,0,0,0,0,1,0
"747457",6,0,1,0,0,0,0,0,0,0,0
"326442",2,0,0,0,0,0,1,0,0,0,0
"452804",1,0,0,0,0,0,0,0,0,0,0
"2661921",1,0,0,0,0,0,0,0,0,1,0
"400673",10,0,5,0,0,0,7,2,0,0,0
"1293501",2,0,0,0,0,0,2,0,0,0,0
"646",3,0,0,0,0,0,0,1,0,0,0
"1249526",1,0,0,0,0,0,0,0,0,0,0
"119857",1,0,0,0,0,0,1,0,0,0,0
"650377",3,0,0,1,0,0,1,0,0,0,0
"45462",1,0,0,0,0,0,0,0,0,0,0
"1373",1,0,1,0,0,0,0,0,0,0,0
"255248",3,0,1,1,0,0,0,0,0,1,0
"1940789",1,0,0,0,0,0,0,0,0,0,0
"2115",1,0,0,0,0,0,0,0,0,0,0
"1292392",1,0,0,0,0,0,0,0,0,0,0
"1435045",3,0,0,0,0,0,0,0,0,0,0
"1293575",3,0,0,2,0,0,1,0,0,0,0
"519049",1,0,0,0,0,0,0,0,0,0,0
"1081646",1,0,0,0,0,0,0,0,0,0,0
"445987",1,0,0,0,0,0,0,0,0,0,0
"126740",2,0,1,3,0,0,2,0,0,2,0
"77133",2,0,0,0,0,0,0,0,0,0,0
"2254",1,0,0,0,0,0,0,0,0,0,0
"2625095",1,0,0,0,1,0,0,0,0,0,0
"2627676",1,0,0,0,0,0,0,1,0,0,0
"2283303",8,0,2,1,15,4,1,20,0,1,0
"2601686",5,0,0,0,0,0,0,0,0,0,0
"2301561",3,0,1,0,0,1,3,2,0,0,0
"382685",2,0,0,0,0,0,0,0,0,0,0
"1777122",2,0,0,0,0,0,0,0,0,0,0
"1147042",2,0,1,0,0,0,0,0,0,0,0
"753084",2,0,0,0,0,1,0,0,0,0,0
"2099336",2,0,0,0,0,0,0,0,0,0,0
"2686246",2,0,0,0,0,0,0,0,0,0,0
"1589270",1,0,0,0,0,0,0,0,0,0,0
"1476887",1,0,0,0,0,0,0,0,0,0,0
"1412875",1,0,1,0,0,0,0,2,0,0,0
"1176422",1,0,0,0,0,0,0,0,0,0,0
"2652414",1,0,0,0,0,0,1,0,0,0,0
"2686266",1,0,0,0,0,0,0,0,0,0,0
"1042123",1,0,0,0,0,0,1,0,0,0,0
"947980",1,0,0,0,0,0,0,0,0,0,0
"877240",1,0,0,0,0,0,0,0,0,0,0
"754067",1,0,0,0,0,0,0,0,0,0,0
"2250371",1,0,1,0,1,0,3,0,0,0,0
"2488571",1,0,0,0,0,0,0,0,0,0,0
"1698369",1,0,0,0,0,0,0,0,0,0,0
"10724",1,0,2,0,0,0,0,0,0,0,0
"1560313",1,0,0,0,0,0,0,0,0,0,0
"537874",1,0,0,0,0,0,0,0,0,0,0
"700512",1,0,0,0,0,0,0,0,0,0,0
"1921545",62,0,0,0,0,0,0,0,0,0,0
"1993861",1,0,1,0,0,0,0,0,0,0,0
"1993884",1,0,0,0,0,0,1,0,0,0,0
"685506",1,0,0,0,0,0,0,0,0,0,0
"2560786",6,0,1,0,0,0,0,3,0,0,0
"1921548",14,0,0,0,0,1,0,0,0,0,0
"1173754",2,0,0,0,0,0,0,0,0,0,0
"1982750",2,0,0,0,0,0,0,0,0,0,0
"1982287",1,0,0,0,0,0,0,0,0,0,0
"1982089",4,0,0,0,0,0,0,0,0,0,0
"2734289",1,0,0,0,0,0,1,0,0,0,0
"205869",1,0,0,0,0,0,0,0,0,0,0
"1982083",1,0,3,0,0,0,0,2,0,0,0
"1981027",1,0,0,0,0,0,0,0,0,0,0
"2219214",1,0,0,0,0,1,2,0,0,0,0
"2560705",2,0,1,0,0,0,0,0,0,0,0
"1982238",2,0,1,0,0,0,0,0,0,0,0
"2733171",2,0,0,2,0,0,0,0,0,0,0
"1129146",1,0,0,0,0,0,0,0,0,0,0
"1982243",1,0,0,0,0,0,0,0,0,0,0
"1920752",1,0,0,0,0,0,1,0,0,0,0
"2560471",1,0,0,0,0,0,0,0,0,0,0
"1982154",1,0,0,1,0,0,0,1,0,0,0
"40631",1,0,0,0,0,0,0,0,0,0,0
"1982225",1,0,1,0,0,1,1,0,0,0,0
"10719",1,0,1,2,0,0,0,1,0,0,0
"1982111",1,0,0,0,0,0,2,0,0,0,0
"2560307",1,0,0,0,0,2,1,0,0,0,0
"458639",2,0,0,0,0,0,0,0,0,0,0
"683735",1,0,0,0,0,0,0,0,0,0,0
"2419618",1,0,1,0,0,0,0,0,0,0,0
"756280",1,0,0,0,0,0,0,0,0,0,0
"1864622",1,0,0,0,0,1,0,0,0,0,0
"1127518",1,0,0,0,0,0,0,0,0,0,0
"1493513",1,0,0,0,0,0,0,1,0,0,0
"1458859",1,0,0,0,0,0,0,2,0,0,0
"331278",1,0,1,1,0,1,0,0,0,1,0
"2588518",1,0,0,0,0,0,0,0,0,0,0
"1567013",1,0,0,0,0,0,0,0,0,0,0
"1913651",1,0,0,1,0,0,1,0,0,0,0
"260149",1,0,0,0,1,0,0,0,0,2,0
"2006135",1,0,0,0,0,0,0,1,0,0,0
"2560305",4,0,0,0,0,0,1,1,0,1,0
"244310",7,0,0,1,0,0,0,1,0,0,0
"2006169",1,0,0,0,0,0,0,0,0,0,0
"2560095",1,0,1,0,0,0,1,0,0,0,0
"2560463",4,0,0,1,0,0,0,0,0,0,0
"2560436",1,0,0,0,0,0,0,0,0,0,0
"1980945",1,0,0,0,0,1,0,0,0,0,0
"2560545",2,0,0,0,0,0,0,0,0,1,0
"10683",2,0,0,0,0,0,0,0,0,0,0
"2734095",1,0,3,0,0,1,0,3,0,0,0
"2560435",2,0,0,0,1,0,0,0,0,0,0
"233894",1,0,0,0,0,0,0,0,0,0,0
"1912143",1,0,0,0,0,0,1,0,0,0,0
"1925779",1,0,0,1,0,0,1,0,0,0,0
"977801",2,0,0,0,0,0,0,0,0,0,0
