"","cuu6M2TOMPOOB051315.extra.kraken2.report","abKIM2TOMPOOA051320.extra.kraken2.report","Nm8MM2TOMPOOA051300.extra.kraken2.report","vcXtM2TOMPOOB050180.extra.kraken2.report","X1qGgM2TOMPOOM080340.extra.kraken2.report","OeS0M2TOMPOOA051355.extra.kraken2.report","s9OmM2TOMPOOB051285.extra.kraken2.report","dSz8M2TOMPOOA051340.extra.kraken2.report","cSObM2TOMPOOM080315.extra.kraken2.report","TECcM2TOMPOOA051310.extra.kraken2.report","aFJgM2TOMPOOM090325.extra.kraken2.report"
"35760",343,290,251,347,472,495,344,343,272,278,60
"158787",384,312,312,392,448,394,371,286,190,243,52
"216816",371,331,291,310,393,431,355,246,213,281,60
"1694",245,250,257,293,350,314,301,241,195,194,61
"77635",276,238,235,215,295,274,268,195,141,189,53
"28025",254,196,184,230,244,264,219,183,160,178,38
"1681",230,187,184,241,296,269,219,195,132,159,45
"78448",216,163,153,243,269,266,189,180,152,158,47
"1680",149,106,104,168,211,175,145,130,102,103,26
"1689",149,79,106,102,148,138,112,110,66,100,15
"1685",151,125,100,151,242,166,136,137,90,110,28
"1765219",103,94,121,150,121,162,128,98,62,84,22
"33905",103,99,96,112,135,136,111,99,65,79,28
"638619",105,110,99,90,148,124,110,85,64,97,23
"1683",115,103,104,89,131,123,107,77,67,60,16
"1603886",85,89,78,118,132,117,107,99,81,91,25
"1684",122,95,91,116,139,111,101,84,49,73,19
"1686",103,49,52,85,115,87,82,84,53,71,13
"28026",31,30,34,59,79,46,37,41,36,32,7
"762210",26,22,18,36,28,36,26,17,13,12,4
"2020965",17,27,11,28,41,27,17,27,11,24,6
"1691",14,9,8,6,20,15,5,16,7,12,5
"1687",10,6,14,15,14,5,12,8,16,10,1
"78258",104,86,83,89,110,141,101,60,47,75,14
"2702",13,11,9,24,19,16,11,10,7,15,6
"2792978",1,3,4,4,9,2,1,4,1,1,1
"78259",8,17,9,16,20,21,16,14,7,9,3
"304895",3037,2773,2069,2658,2443,3394,2578,2161,1482,1968,484
"283811",2375,1761,1540,1540,1535,2317,1771,1265,1111,1533,305
"131568",1790,1475,1527,1541,1585,2106,1740,1312,983,1241,340
"2629395",1395,1313,826,1047,994,1669,1049,751,547,805,188
"414996",1222,982,963,955,2066,1321,1131,1109,713,793,423
"1891644",1111,969,731,927,1125,1336,925,900,635,760,191
"28049",908,863,627,626,504,867,734,514,365,579,101
"1884913",30,24,18,29,34,31,37,26,13,26,2
"1884905",27,22,38,29,55,38,38,23,17,20,8
"1884914",14,20,7,16,44,18,11,12,11,14,4
"1884907",14,10,4,8,11,11,11,7,9,8,1
"1884904",5,12,9,10,12,13,5,13,6,8,0
"573600",18,9,14,7,26,21,21,14,6,17,1
"1884915",5,2,1,2,15,8,4,5,7,3,1
"1884634",20,7,4,11,18,5,6,16,3,6,1
"1884916",5,6,5,5,9,7,6,8,1,1,0
"2637691",16007,7925,14609,4478,2745,12266,16334,3862,3880,7213,461
"49319",9140,5070,8206,3046,1820,6922,8869,2418,2155,4218,394
"42256",2350,1496,2012,950,637,2030,2343,889,734,1194,130
"2051957",1401,725,1089,542,469,1083,1295,521,409,670,68
"496014",9895,12530,5149,8684,5829,8289,5738,8338,4965,3768,978
"191495",12878,13964,7541,11094,7682,10975,8664,10985,7527,5294,2024
"2627773",10311,12186,5527,9033,6337,8459,6358,8842,5826,3906,1230
"2789776",7904,4671,6568,4999,12352,8432,7756,5605,4753,5926,2513
"467094",2830,1863,2348,2240,3282,2907,2764,2077,1719,1964,609
"53635",1212,828,993,843,938,1247,1203,781,600,1002,147
"2648737",548,449,445,538,503,745,547,480,330,424,84
"84112",293,278,224,310,300,368,308,252,212,232,46
"1335613",259,219,203,285,251,395,294,259,140,214,39
"471189",206,213,151,230,229,249,215,238,138,132,30
"446660",247,195,201,238,244,261,242,191,130,177,23
"2636013",105,78,105,153,149,145,136,93,72,105,18
"1870985",422,444,359,461,450,596,472,429,286,369,59
"1531429",267,262,249,286,320,348,243,254,220,226,51
"84110",229,189,168,175,215,225,215,170,118,146,18
"79604",115,112,130,127,198,130,152,151,96,139,16
"1944646",75,59,53,18,13,20,42,36,21,47,0
"84163",23,19,15,20,41,30,24,15,8,19,3
"2638792",681,592,588,785,752,912,712,664,501,553,106
"1805478",410,350,356,448,464,594,464,433,300,309,66
"604330",326,316,251,396,428,395,345,343,203,260,47
"133926",270,198,178,230,212,290,238,180,139,190,41
"1871022",244,194,175,223,265,295,197,186,146,189,20
"2003188",154,127,170,193,178,232,185,139,118,124,18
"1382",6,13,11,11,15,16,13,7,7,11,1
"74426",376,311,381,412,418,411,390,345,229,274,46
"33871",228,180,189,224,169,224,225,189,129,168,21
"2649358",2677,1975,2455,2061,2124,2882,2756,1774,1436,1856,329
"1670831",2740,2248,2152,2062,1655,2752,2536,1675,1402,1811,326
"1670830",2710,1983,2427,2121,2087,2931,2726,1608,1323,1779,312
"185979",3111,1811,3208,2770,28720,3176,3467,2034,3040,2300,5349
"33932",25,31,41,51,671,56,45,55,61,41,154
"86661",437,600,593,748,5818,1857,671,943,640,423,944
"653685",867,1012,1016,1075,6890,1387,1424,3265,921,933,2508
"450367",19,20,39,33,153,46,34,19,133,22,26
"189381",94,116,113,127,1244,145,111,220,134,90,255
"1408",51,54,75,62,641,76,85,98,58,38,88
"561879",101,141,300,68,5540,199,345,307,120,66,176
"1664069",90,81,66,151,280,104,73,77,66,80,67
"1670641",36,79,63,86,1415,109,60,107,159,55,447
"1742359",48,91,70,111,878,100,71,98,99,75,170
"1397",65,145,101,176,2402,199,123,279,148,82,863
"324767",65,68,52,86,888,73,65,80,80,101,113
"632773",56,43,42,59,114,43,50,37,36,33,21
"1783501",28,38,39,48,354,46,33,82,112,24,61
"1471",30,49,60,84,508,52,72,66,70,42,101
"79883",30,43,33,51,392,44,50,56,53,23,61
"218284",36,29,19,45,608,54,28,36,44,27,68
"46224",14,28,20,45,499,38,28,44,49,27,110
"38875",18,56,55,119,1709,161,56,423,93,44,680
"1441095",28,38,55,44,378,58,55,65,50,39,55
"1413",16,15,14,33,293,28,15,26,23,15,50
"1547283",18,29,39,57,538,46,40,57,82,22,132
"1476025",20,32,28,49,491,52,23,41,49,24,91
"1792192",35,30,96,24,822,84,155,247,18,25,59
"1479",21,21,23,37,244,33,34,29,19,23,33
"1925021",10,19,16,34,65,16,20,19,20,17,14
"1404",2101,11912,2505,10992,93254,12851,3214,36661,5144,2440,10741
"1402861",156,116,3351,599,52471,3595,4486,7771,5206,1901,7613
"412384",35,170,58,114,353,185,40,400,17,38,34
"86664",24,72,114,83,836,80,43,148,75,39,167
"2675274",176,140,468,225,5815,440,589,737,1556,220,1540
"152268",40,44,121,93,1494,43,108,97,189,41,399
"79885",14,19,61,27,282,33,30,31,33,22,52
"199441",12,28,25,46,352,27,26,38,31,20,66
"79880",140,194,461,1418,1643,1165,816,3088,287,653,676
"86665",36,33,48,77,291,74,55,41,57,66,68
"300825",19,17,14,32,113,122,26,126,20,18,22
"2598861",6,11,16,42,98,26,31,51,10,27,20
"129338",184,168,136,187,230,211,148,121,109,144,31
"2642459",141,117,100,186,366,188,134,148,93,148,42
"1422",76,90,57,96,154,105,82,72,64,85,17
"1505648",53,54,50,61,99,64,71,73,47,74,19
"1921421",100,82,87,134,249,119,99,93,116,87,47
"33940",16,11,14,12,27,16,6,6,8,7,4
"213419",6,8,9,4,9,5,9,2,5,11,1
"1478",65,113,85,91,433,129,104,111,101,90,72
"228899",114,212,226,688,1900,482,269,512,132,216,288
"421767",53,68,50,65,452,77,68,79,43,49,49
"264697",28,35,32,47,191,78,43,60,28,33,22
"1407",32,27,22,34,430,62,27,52,48,33,70
"2502791",55,36,49,51,127,61,58,38,38,36,31
"2698411",46,54,46,71,384,85,55,118,64,52,101
"2099786",27,17,17,22,113,32,17,16,22,22,18
"129985",50,83,131,171,15819,97,117,83,381,178,510
"279826",363,208,451,198,1544,364,493,196,161,299,191
"1740721",89,3173,143,2954,831,758,108,2222,168,120,170
"1193713",53,232,79,233,772,164,91,175,116,102,122
"1215031",8,8,8,13,61,10,10,13,8,13,11
"2636778",54,118,116,190,1908,116,123,254,168,65,610
"28031",18,31,15,34,396,33,38,43,51,16,58
"1421",20,17,26,20,208,31,29,31,29,19,41
"2086577",14,23,63,109,3586,39,64,81,101,25,900
"1145276",0,0,1,1,20,2,2,2,1,0,3
"746691",15,10,154,117,946,34,497,582,175,130,202
"182710",40,34,61,187,5022,57,120,219,249,221,944
"2052660",28,30,34,45,626,56,41,69,39,30,103
"2620237",50,63,59,79,1526,78,69,106,117,68,342
"163877",18,13,18,27,679,24,14,52,73,14,109
"1482",11,18,21,32,1212,21,24,26,47,26,216
"2017483",9,19,11,27,789,35,23,50,98,17,142
"302167",5,2,8,13,132,7,6,10,23,7,37
"1473",1,2,4,9,263,0,2,6,10,2,78
"1398",174,136,108,147,537,188,158,152,102,161,71
"665099",560,755,1589,492,33705,901,2068,1583,4062,1048,2447
"859143",17,37,29,69,712,26,31,49,85,30,332
"2639704",32,29,37,59,244,44,37,34,40,38,37
"247480",43,34,23,46,230,41,29,56,39,27,44
"294699",32,23,29,33,194,31,45,41,27,31,33
"33934",12,20,10,31,136,24,13,35,16,22,28
"198467",2,2,2,3,22,7,2,1,5,2,2
"196180",3,1,3,5,16,11,1,1,5,0,2
"255247",49,30,92,46,286,38,61,177,97,31,44
"1221500",39,28,26,25,208,29,24,67,35,26,42
"386490",957,674,740,798,3944,583,732,784,136,548,346
"402384",13,20,18,32,564,28,19,32,103,15,100
"45668",12,20,24,32,586,15,20,30,100,15,105
"1570",11,9,24,30,622,26,21,34,77,13,122
"2614679",35,37,48,46,512,62,51,35,72,36,160
"1472767",24,23,14,32,713,40,36,43,127,24,283
"35841",23,37,31,49,355,52,25,37,37,44,70
"1230341",41,25,56,41,291,49,63,60,65,36,61
"1295642",32,38,31,45,118,33,38,28,21,38,21
"1426",8,12,20,11,43,26,14,9,10,15,15
"153151",4,3,2,4,24,3,2,6,6,3,4
"2625209",23,22,28,35,1100,41,55,143,258,35,256
"2628296",39,26,49,45,619,51,42,52,75,36,92
"2651280",12,30,13,33,321,33,27,27,27,25,57
"2283160",26,22,28,35,366,42,55,47,63,30,65
"2636677",3,4,4,8,98,4,7,7,8,2,12
"2636913",40,26,28,37,504,51,35,74,55,25,65
"33936",18,29,21,52,276,58,27,41,35,37,46
"1532552",17,25,28,39,329,42,24,47,48,34,62
"1449",5,5,6,19,705,20,19,24,81,20,126
"2594883",10,12,14,22,387,21,21,40,58,13,76
"1467",26,23,19,25,520,44,33,42,53,22,67
"2213194",14,16,15,26,390,19,31,37,43,15,65
"1028381",0,0,0,2,1,0,0,0,1,0,0
"185978",4362,4459,3579,5443,15576,6168,4776,5629,3853,3742,3694
"61624",876,792,732,777,1305,1186,883,771,529,623,345
"2704462",439,386,310,555,762,586,438,435,280,336,149
"44251",187,168,168,249,418,293,234,185,161,167,75
"2704463",225,198,185,252,452,303,230,252,185,199,86
"49283",259,246,248,294,491,361,287,238,185,222,63
"562959",253,510,212,369,629,349,254,521,204,220,108
"1126833",214,181,166,263,432,250,185,228,167,185,88
"79263",175,155,174,239,436,248,159,212,136,138,74
"375489",142,161,137,189,408,174,166,204,140,125,226
"1870820",134,132,114,264,1300,317,175,348,134,132,525
"169760",129,136,164,212,390,267,184,211,131,129,81
"1406",132,86,80,147,632,157,101,105,190,78,113
"248903",218,257,98,187,867,181,112,280,105,131,386
"2495582",122,137,126,138,344,175,156,141,102,98,54
"365617",138,127,124,179,235,168,137,127,85,92,39
"682956",45,41,32,49,155,78,47,49,50,49,22
"414771",107,94,80,114,254,147,114,107,82,98,49
"162209",107,104,110,146,448,169,142,98,73,103,63
"2509456",77,69,70,115,344,127,98,108,57,71,60
"2044880",97,78,77,103,276,130,97,86,159,85,48
"2707005",74,59,96,67,226,103,97,47,55,67,55
"1619311",90,72,87,103,171,132,88,83,47,70,32
"1462996",67,67,61,75,255,120,68,86,69,59,53
"160799",90,56,42,77,173,98,69,58,60,75,30
"1178515",97,54,54,98,247,72,67,69,77,60,29
"1473112",56,52,49,75,206,100,83,56,54,44,51
"44250",52,48,54,87,242,62,57,60,51,39,28
"189425",47,42,30,60,126,95,44,53,37,59,24
"1616788",54,65,62,95,198,76,78,65,42,30,28
"1338368",30,55,34,71,247,45,44,45,48,39,46
"1401",136,233,174,193,1745,350,233,270,80,192,331
"683737",43,61,47,65,195,122,46,82,50,37,40
"1778678",54,37,34,48,208,68,57,36,24,29,30
"1464",40,40,25,49,214,49,37,32,51,34,25
"189426",34,35,23,35,130,39,24,34,23,25,44
"172713",52,40,34,45,116,73,47,72,48,24,16
"198119",41,50,31,57,132,42,36,49,38,41,30
"1712516",39,44,36,42,246,61,46,61,47,31,47
"528191",26,33,37,28,85,55,30,36,60,24,14
"159743",21,22,17,24,99,46,17,27,42,19,13
"253703",22,10,11,17,131,20,14,30,10,15,23
"128574",37,35,27,35,85,76,39,35,24,23,24
"1763538",27,13,25,17,137,53,24,27,26,23,30
"59893",4,11,9,10,28,16,8,14,25,12,5
"59843",3,8,3,12,94,14,5,8,10,4,23
"2684853",592,458,482,582,1103,740,601,524,404,473,176
"51101",222,196,195,236,703,312,253,230,176,191,79
"1393",151,90,127,181,1268,185,195,109,104,127,98
"54911",143,177,126,408,4706,190,144,143,152,271,298
"1465",26,21,31,35,263,40,34,48,45,22,46
"54913",24,34,18,35,188,25,23,27,20,13,23
"2636738",572,460,455,684,1748,739,553,539,482,468,468
"2674991",387,365,337,523,768,584,381,384,256,365,123
"2507935",39,30,25,40,169,48,29,23,44,27,38
"377615",621,552,466,742,1101,788,603,620,460,552,132
"2583377",485,378,378,493,721,597,462,429,289,359,98
"55079",123,96,110,176,579,182,156,127,152,118,121
"1471761",120,113,122,5798,300,340,134,236,257,4250,89
"714067",163,104,104,577,222,204,129,110,90,375,73
"1380685",29,19,16,70,135,36,24,31,21,46,28
"2490858",211,143,171,233,210,262,210,162,150,180,21
"2026",42,36,60,140,1127,73,49,70,49,172,77
"37482",116,87,74,149,234,105,108,98,117,301,42
"405212",924,787,700,884,876,1166,907,837,599,662,143
"471514",214,157,137,200,301,209,211,160,102,163,28
"2622400",90,92,70,92,166,78,92,95,71,56,29
"1903704",580,479,401,569,1149,664,539,451,342,444,137
"1214604",207,182,144,227,465,254,161,202,162,135,64
"2055160",153,132,118,163,151,164,132,121,88,124,22
"33943",86,83,78,109,120,93,101,71,58,67,7
"2677223",54,54,60,82,119,83,76,75,51,71,20
"2662419",100,124,112,118,444,142,134,94,78,98,54
"1038856",55,80,54,89,214,93,92,96,60,72,16
"1499687",38,48,41,54,169,63,50,151,29,40,22
"200991",32,26,38,37,90,50,67,30,30,41,13
"1176255",29,25,28,36,85,41,38,52,28,41,8
"192421",25,21,19,32,99,31,18,18,21,28,10
"161360",21,10,13,16,135,26,13,19,12,17,16
"414778",9,8,12,7,123,20,18,16,16,6,14
"1302659",9,5,9,13,94,17,15,10,16,13,22
"1215089",15,8,13,11,79,12,16,13,12,11,6
"1374",5,3,0,8,16,11,5,1,4,6,1
"1598147",3,3,3,5,28,4,1,4,4,3,2
"2647733",68,102,63,92,823,91,63,84,89,65,111
"1571",64,37,53,77,438,95,87,62,59,60,64
"298596",10,9,9,22,170,14,19,16,26,12,19
"1474",7,19,10,16,130,17,9,24,26,4,14
"1476",4,4,1,2,42,3,1,4,10,2,4
"76853",18,23,49,61,607,16,28,57,136,50,244
"2637870",10,21,8,41,251,29,16,34,25,14,50
"51173",9,11,11,42,305,14,22,19,31,35,79
"367743",10,12,24,26,225,20,15,16,22,17,57
"459472",51,37,44,63,207,68,45,46,39,48,22
"417367",23,29,37,40,252,39,44,21,30,44,46
"2642018",13,11,11,21,196,16,17,22,17,9,36
"2644826",20,6,21,13,142,17,41,15,281,27,48
"1650",7,10,1,19,139,11,11,12,12,6,20
"1508404",29,20,24,34,208,34,28,28,31,46,32
"241244",15,9,8,23,201,23,18,21,19,8,31
"2617942",16,13,12,19,258,18,23,20,25,8,55
"1282",32,17,36,26,143,37,36,29,28,31,30
"1280",31,38,35,40,378,64,36,65,68,41,111
"1283",15,16,9,21,93,34,20,19,22,11,20
"214473",6,5,7,8,1068,8,14,10,31,1,123
"1288",4,8,110,8,72,10,217,20,204,10,32
"91994",13,19,13,17,129,25,14,8,18,11,56
"2815305",34,21,24,19,106,28,25,22,12,17,28
"170573",4,10,11,12,73,6,9,6,6,5,10
"155085",8,4,11,8,43,10,8,10,10,4,7
"45972",8,7,8,3,45,9,7,15,7,7,15
"2044912",6,8,5,7,49,17,7,12,5,10,7
"29388",8,6,5,11,64,8,8,10,11,4,9
"1290",6,7,4,6,91,7,12,13,9,8,13
"29378",5,5,3,4,132,8,7,90,198,8,161
"28035",9,5,7,8,53,5,8,20,8,7,9
"70255",4,3,3,5,22,10,1,6,1,7,6
"1294",4,4,7,12,38,2,4,7,7,1,11
"33028",5,3,3,8,58,7,9,2,6,4,8
"46126",8,6,7,7,65,10,9,11,6,5,13
"2282419",6,3,12,7,40,6,16,9,40,5,38
"1292",5,3,4,3,22,6,0,8,2,0,2
"985762",1,5,1,8,37,8,4,5,5,1,3
"29385",13,9,6,7,153,10,11,5,70,5,53
"1295",8,7,2,5,22,8,7,5,5,3,8
"1286",3,2,7,19,73,4,6,7,13,4,12
"308354",8,5,1,14,92,9,8,14,8,9,14
"29379",1,3,5,3,49,9,10,12,3,13,7
"1284",6,4,3,10,245,3,4,7,5,2,86
"46127",3,5,4,5,64,3,0,13,15,1,8
"29382",3,5,5,5,110,6,6,5,9,6,31
"29384",3,5,5,4,31,5,4,4,7,3,22
"985002",1,1,1,2,7,1,1,2,1,0,0
"29380",3,8,2,8,37,4,4,7,8,3,6
"2781774",2,3,0,4,31,4,3,5,2,2,9
"1654388",1,1,2,1,19,4,1,6,0,3,6
"1281",6,4,4,4,42,8,3,4,10,2,8
"61015",3,7,2,7,26,11,3,6,6,3,7
"246432",4,4,3,8,47,3,7,6,3,6,6
"1461582",33,25,26,38,199,28,42,19,64,19,72
"946432",5,6,11,3,101,9,8,8,29,2,34
"69966",9,6,4,5,71,10,12,5,11,7,9
"1855823",12,11,20,18,105,27,19,17,14,14,23
"2619255",0,0,1,1,8,1,0,1,1,0,0
"1903056",1,2,1,0,38,1,0,0,2,2,19
"1296",6,15,192,18,368,22,520,39,855,50,239
"71237",5,4,4,5,74,12,5,3,13,1,12
"42858",3,3,3,4,297,8,8,6,228,4,412
"150056",4,1,0,6,25,3,3,1,3,1,3
"643214",5,5,6,6,54,5,4,8,5,1,6
"407035",33,14,17,19,377,26,37,36,44,30,185
"1817405",3,6,5,6,110,6,6,12,12,3,28
"33986",299,313,276,375,851,411,307,384,254,286,132
"1378",29,25,27,21,167,24,19,30,29,22,24
"1639",39,45,36,67,1671,54,35,61,101,32,447
"1638",11,8,10,13,117,13,12,11,8,7,16
"1006155",10,11,7,12,69,12,9,13,6,7,8
"1640",7,5,4,13,39,10,9,7,11,5,16
"1641",9,14,10,11,95,16,12,5,12,14,18
"1642",4,6,5,7,277,5,5,5,9,5,81
"2642072",6,2,9,5,114,17,14,26,9,7,12
"1643",11,6,3,22,107,12,7,8,7,5,13
"2756",5,4,5,5,84,9,5,12,10,5,8
"269673",45,31,51,49,158,59,43,59,41,44,21
"1584",103,68,75,67,110,123,75,60,54,61,27
"2620435",18,19,13,32,71,22,20,15,21,8,9
"47770",7,7,5,10,251,10,9,6,184,6,76
"227945",2,2,1,3,21,6,5,3,5,3,5
"83683",1,4,3,8,9,4,0,1,6,7,2
"1579",1,1,2,4,12,7,7,6,11,5,3
"33959",7,6,9,10,115,12,11,11,158,11,47
"1600",7,5,6,0,31,9,7,6,9,1,5
"109790",8,6,3,10,30,10,5,7,8,8,2
"147802",5,13,4,12,27,10,6,7,5,0,7
"303541",2,1,3,3,14,1,1,5,1,5,2
"1587",6,3,4,4,35,13,10,5,121,3,39
"1604",7,4,6,8,27,8,12,8,78,3,30
"1218494",1,2,6,2,13,2,1,2,0,1,0
"267818",4,4,2,4,7,6,2,8,9,3,1
"1218493",1,3,2,6,12,1,2,5,2,2,5
"2269374",3,5,5,7,12,3,2,8,0,0,1
"1596",8,5,4,5,12,2,3,6,4,4,0
"508451",1,3,1,4,13,1,2,1,5,0,2
"2107999",2,3,3,2,1,1,1,1,1,2,0
"267363",66,64,51,85,79,79,92,80,50,60,13
"1580",42,46,46,49,70,100,66,45,43,43,14
"2292255",22,8,17,28,32,28,24,23,27,20,8
"637971",26,19,12,22,38,26,25,17,12,10,2
"1613",68,49,125,73,74,84,95,72,43,53,15
"35787",64,49,60,44,75,60,83,58,58,62,19
"97478",39,19,28,34,36,47,34,23,18,16,7
"1598",15,10,11,15,169,23,19,20,93,10,52
"227942",3,7,8,6,18,6,9,3,4,10,4
"1633",6,4,2,8,37,4,1,6,31,4,19
"104955",2,0,5,2,13,3,2,4,6,4,1
"1582",12,16,18,33,43,33,20,28,14,19,4
"47715",27,33,34,45,68,59,20,29,17,23,5
"88233",21,15,14,41,43,19,21,15,16,8,6
"1597",23,14,13,16,34,21,22,13,15,15,3
"57037",13,15,10,9,21,23,9,12,7,17,1
"1583",16,9,155,21,329,10,173,13,13,7,45
"137591",17,7,41,15,114,8,29,13,28,7,8
"2506420",13,6,8,16,30,18,16,14,10,11,7
"155866",13,23,8,12,22,12,12,11,7,11,2
"1631871",5,4,0,3,30,2,8,4,4,4,7
"46256",2,0,2,2,14,3,1,6,3,1,3
"1162633",1,4,0,5,16,7,4,8,1,1,0
"759620",5,4,8,3,21,4,6,9,2,3,6
"1629",7,3,0,6,22,5,5,12,4,14,6
"1249",4,2,13,10,61,12,9,4,5,10,8
"2683241",0,1,1,4,5,10,2,1,4,2,4
"304207",85,62,44,87,127,70,68,62,53,53,12
"1589",28,19,22,29,75,60,24,33,32,20,10
"1590",23,14,39,18,107,64,30,26,42,25,2
"60520",8,6,10,9,26,8,14,7,8,7,3
"1245",5,5,8,11,34,13,22,13,3,11,3
"1244",7,1,6,10,26,16,11,11,7,2,3
"1246",11,8,3,9,23,13,9,15,4,6,0
"1252",1,4,2,5,8,5,2,3,0,4,1
"33964",4,1,2,4,3,5,14,1,3,2,1
"1511761",0,2,4,6,6,13,2,1,3,6,1
"33968",1,4,5,2,24,10,41,2,4,7,0
"136609",0,0,0,1,1,0,1,0,0,0,0
"1622",8,6,7,5,20,8,6,8,7,3,1
"1623",10,12,8,24,37,22,16,22,10,14,6
"1624",8,7,13,18,105,12,7,19,125,12,94
"1605",8,9,16,5,12,10,14,7,6,1,1
"228229",10,7,3,3,25,9,4,5,7,8,5
"89059",17,14,5,17,22,10,12,5,5,9,4
"1601",13,10,8,6,20,3,5,10,19,2,9
"1581",23,17,12,14,26,24,13,11,8,15,6
"152331",3,11,11,15,18,10,10,9,10,9,1
"1588",11,9,2,11,42,15,8,10,10,7,2
"33962",3,7,6,8,16,5,11,5,6,8,4
"1138822",2,6,5,8,8,3,3,7,5,5,1
"1255",4,4,1,21,22,9,10,10,6,6,6
"1670797",25,16,14,16,40,34,13,24,12,9,7
"114090",2,2,3,7,23,8,1,10,5,4,1
"51663",7,5,2,5,19,20,8,9,3,6,6
"187452",6,1,1,8,14,6,4,4,4,5,5
"1599",17,9,12,20,72,18,15,20,7,12,9
"164393",11,5,5,6,19,4,10,3,5,7,3
"28038",13,9,6,12,24,7,11,14,8,11,4
"60519",4,4,5,5,22,10,3,7,2,4,2
"2203724",1,4,12,6,16,12,5,4,10,5,0
"1247",8,9,6,13,15,20,2,7,11,6,2
"336988",14,6,6,6,17,8,12,7,5,4,4
"2636988",5,3,0,0,22,14,5,6,4,4,2
"1847728",5,4,2,0,17,6,7,3,3,4,0
"938155",5,2,2,6,4,3,10,3,5,1,2
"1612",2,7,4,7,7,3,4,4,2,1,1
"2304606",3,5,2,2,14,9,5,6,1,5,1
"1602",7,1,4,3,11,4,2,4,1,3,1
"83526",4,2,2,9,10,4,5,2,4,5,0
"392416",6,5,1,3,20,9,4,4,4,4,1
"2714036",0,2,4,3,9,5,5,5,4,3,0
"1007676",5,8,2,5,37,7,5,5,4,1,2
"1074467",3,5,1,6,13,9,7,5,2,0,2
"1607",9,4,16,13,38,15,11,6,17,8,3
"1610",19,16,16,17,47,28,12,17,16,9,7
"375175",8,7,12,8,16,13,6,10,3,11,3
"240427",33,18,26,26,30,23,27,19,11,23,4
"176292",7,2,5,3,18,18,11,5,0,2,1
"231049",17,16,18,27,58,25,17,17,4,10,4
"468911",5,6,5,6,26,6,14,5,2,5,2
"82688",6,7,7,7,26,1,6,3,7,1,4
"1618",3,4,1,10,37,1,1,4,5,4,5
"1720083",8,6,5,8,30,5,7,11,8,1,5
"1296540",8,4,6,17,9,9,7,4,3,8,1
"293371",7,3,0,9,20,1,3,6,1,4,4
"1193095",3,3,2,10,15,7,8,3,3,2,1
"1614",1,4,0,9,16,1,2,6,1,1,4
"53444",1,1,1,7,12,3,0,3,2,4,1
"1625",1,2,0,7,11,1,3,1,3,4,2
"51664",4,1,0,11,48,5,2,3,12,6,2
"148814",1,2,1,5,14,3,1,2,2,3,3
"2419772",4,2,2,4,25,3,2,6,7,7,3
"1603",10,4,7,7,29,13,8,4,16,9,4
"1303590",2,3,5,8,21,2,3,8,1,2,6
"2608887",30,25,37,39,104,48,31,28,27,20,8
"1307",49,20,25,40,142,60,41,49,32,35,19
"119603",35,18,20,24,83,30,12,25,20,11,9
"2173853",7,21,15,8,32,18,14,9,8,10,2
"1305",29,9,27,32,73,35,42,25,18,19,11
"1303",13,13,12,14,71,18,14,19,7,13,10
"671232",13,12,5,10,35,21,12,19,6,2,3
"1302",6,13,8,19,40,12,13,16,7,12,2
"1308",7,7,2,8,17,15,10,6,3,8,2
"1310",6,10,1,10,20,26,6,5,6,8,1
"1313",9,10,9,11,44,18,20,12,5,10,2
"1309",2,7,7,4,30,14,7,8,7,1,1
"1811193",5,3,3,11,25,4,0,7,11,12,2
"28037",3,8,6,12,26,6,10,8,10,12,3
"1335",5,9,6,13,37,9,8,7,5,7,3
