"","cuu6M2TOMPOOB051315.extra.kraken2.report","OeS0M2TOMPOOA051355.extra.kraken2.report","XR8LM2TOMPOOB051125.extra.kraken2.report","TECcM2TOMPOOA051310.extra.kraken2.report","vcXtM2TOMPOOB050180.extra.kraken2.report","s9OmM2TOMPOOB051285.extra.kraken2.report","X9JUZM2TOMPOOB100355.extra.kraken2.report","AYtCM2TOMPOOA100360.extra.kraken2.report","cSObM2TOMPOOM080315.extra.kraken2.report","a50wM2TOMPOOB051350.extra.kraken2.report","wQqUM2TOMPOOA080335.extra.kraken2.report"
"657387",141,199,117,136,186,157,22,191,138,117,93
"698828",112,212,86,96,155,111,16,175,108,79,88
"157779",141,197,88,108,180,133,12,177,103,99,71
"290398",327,508,322,291,443,439,53,544,419,236,240
"1883414",265,442,216,231,337,295,31,398,261,221,184
"33074",76,111,47,76,126,94,9,109,73,80,69
"91844",8,1,2,7,4,14,2,8,4,14,4
"114186",1,6,1,3,6,0,0,3,3,0,1
"2014542",484,687,379,389,657,463,44,619,386,335,256
"1113728",2,2,3,6,7,3,2,7,4,10,5
"391936",315,504,302,287,540,547,42,472,368,327,256
"930169",222,312,142,179,307,233,27,317,185,198,141
"1094342",193,293,141,184,228,220,23,274,161,161,124
"393595",7,5,1,5,2,8,1,3,5,7,6
"1917421",63,122,67,53,131,75,10,83,61,51,48
"1821621",259,358,224,203,349,251,29,385,214,166,167
"48076",77,131,70,84,116,106,11,156,94,59,95
"2668067",19,36,19,14,26,22,3,34,34,14,19
"400668",16,24,16,16,23,17,6,16,19,5,17
"2071621",10,18,4,12,23,8,1,21,23,9,13
"178399",19,59,16,26,34,20,5,28,28,18,14
"383750",18,33,14,18,32,20,2,35,19,14,13
"717774",10,21,10,8,18,25,1,18,32,7,9
"491952",17,19,15,12,19,20,5,28,14,20,14
"2773454",14,13,14,9,13,21,0,21,8,11,7
"491950",20,10,11,17,10,12,3,27,12,4,9
"1031538",21,29,20,16,26,27,2,25,35,20,13
"1572645",20,25,7,13,42,23,0,26,18,12,18
"1441457",35,32,28,17,20,21,3,20,19,11,10
"1249553",67,93,44,51,78,73,7,92,61,47,65
"2614693",36,69,34,37,44,56,2,55,32,37,38
"1298593",3,1,1,1,3,4,2,6,2,3,3
"1208320",2,6,0,0,5,6,0,3,0,1,1
"1278309",42,31,20,27,31,28,6,44,26,18,15
"207949",14,15,7,10,22,12,2,22,18,7,10
"1628392",174,258,117,156,202,195,23,220,137,123,96
"349521",152,234,98,116,193,176,19,174,115,133,88
"2683272",15,28,20,13,18,20,4,37,21,13,12
"2161747",177,276,126,166,292,191,20,249,183,133,129
"1336806",71,143,65,73,140,102,7,124,87,67,75
"1445510",48,77,43,56,68,59,11,72,63,46,54
"418701",106,152,82,68,138,119,15,146,85,62,53
"523791",12,23,19,11,24,23,3,23,24,14,8
"1561924",15,30,12,13,8,16,1,24,22,15,11
"914150",12,21,10,8,12,17,4,14,11,7,16
"1144748",11,17,7,7,20,7,2,14,9,19,10
"141451",44,52,44,39,56,47,6,77,45,26,30
"570277",36,31,28,32,72,26,5,55,40,23,30
"2304594",134,209,113,157,172,167,11,211,160,103,88
"2769486",148,216,108,129,215,154,29,216,144,109,124
"2488665",131,192,102,117,201,143,15,202,120,118,85
"1749259",57,99,53,55,88,65,7,111,64,44,53
"1761794",66,72,46,35,68,48,8,102,46,33,47
"1415568",57,102,51,74,87,74,10,89,51,46,37
"2547598",49,81,41,46,60,51,6,54,50,36,49
"1671721",38,68,37,32,64,46,6,60,48,35,34
"490759",38,69,17,40,65,47,2,59,39,41,19
"2603215",224,288,149,212,277,265,24,290,178,166,140
"1163748",47,34,34,43,48,68,9,101,28,40,15
"351348",46,67,30,45,46,44,7,64,50,37,27
"1420917",144,252,132,129,217,182,12,229,150,141,87
"418719",106,161,86,100,201,123,20,199,118,89,80
"1874317",77,108,66,83,149,111,11,157,88,64,53
"225937",57,61,60,22,48,51,8,77,42,33,34
"330734",21,43,28,30,47,39,5,28,26,16,21
"2267264",33,47,25,20,53,43,0,56,28,15,15
"1714845",12,12,6,7,7,7,1,12,12,8,4
"2358187",8,8,4,7,6,7,2,11,16,2,11
"1917158",1,0,3,3,4,1,1,1,3,3,2
"2058133",7,2,1,3,5,4,0,3,1,1,2
"1004787",0,6,1,3,1,5,0,3,4,3,1
"1004785",5,5,12,9,13,4,1,16,16,1,4
"529120",1,6,0,3,1,3,0,3,0,6,1
"1004788",0,0,0,3,1,0,0,0,1,2,0
"1774373",1,2,1,1,4,0,1,2,4,1,1
"1300254",1,2,1,0,2,6,0,1,0,1,0
"1858656",18,38,17,24,28,36,1,34,25,13,21
"589873",8,10,4,8,7,5,1,11,5,3,2
"715451",2,8,6,4,11,8,1,10,7,3,3
"233316",1,2,2,1,2,4,1,3,0,0,1
"287094",0,0,1,0,0,2,0,0,1,0,0
"2259620",163,224,173,128,192,206,24,254,169,129,103
"2785918",33,72,39,34,44,51,10,61,29,22,21
"2572577",27,30,25,24,31,29,1,43,34,16,13
"914153",38,52,21,38,49,45,7,44,38,34,26
"2303538",24,37,18,25,39,33,4,26,28,23,23
"2686358",14,14,4,8,9,7,1,17,14,10,6
"2686359",8,12,8,10,20,9,3,17,10,8,6
"1129794",18,17,7,15,22,23,0,26,15,9,3
"197222",10,21,9,18,27,14,1,15,8,15,8
"2489595",19,32,16,27,38,34,7,43,2189,32,244
"1085623",16,10,10,9,20,18,2,22,21,13,8
"1526571",50,57,37,41,86,59,2,66,51,37,46
"2183582",53,82,51,49,69,76,7,82,58,46,36
"2172099",27,25,11,10,29,24,1,21,6,18,9
"1740262",16,28,12,16,22,22,3,40,14,5,4
"680279",15,29,15,19,21,24,6,36,34,8,19
"2814293",31,51,24,24,43,54,2,40,23,31,22
"2814294",24,44,19,24,28,27,1,44,36,21,19
"2814292",16,51,28,15,40,27,4,30,21,23,18
"2593655",23,26,14,21,17,20,2,24,20,13,13
"2803864",14,9,4,9,30,11,4,24,11,14,8
"2589987",20,3,10,11,22,11,0,43,12,12,11
"2590015",10,24,9,12,18,18,3,16,17,13,11
"94122",13,11,6,11,13,17,2,19,20,6,9
"2814295",19,40,8,17,32,17,3,31,18,16,12
"2059264",16,22,7,21,22,35,3,19,6,21,9
"2029986",15,14,10,12,14,19,1,11,17,5,19
"2487742",14,12,3,10,13,17,0,14,5,10,7
"2698686",6,7,4,7,12,6,0,10,15,4,2
"60480",9,9,3,7,7,5,0,12,12,4,3
"1930557",3,2,1,1,3,2,1,4,6,2,4
"2589790",2,1,0,1,4,1,0,1,5,1,0
"2575361",4,8,0,2,4,1,0,5,3,5,0
"60481",8,8,2,9,5,11,2,10,5,4,4
"2806008",4,4,5,4,1,4,0,2,4,0,3
"2593656",2,0,0,0,1,0,0,0,0,0,0
"2601269",1,1,0,0,1,0,0,0,0,1,0
"2775245",1,1,2,1,4,4,0,8,0,1,3
"351745",0,2,0,0,1,3,0,1,2,0,0
"323850",104,153,88,86,149,141,17,161,105,95,72
"1965282",60,104,56,58,101,95,9,122,71,56,61
"38313",85,129,66,77,84,110,12,114,81,45,56
"407976",4,1,0,4,3,2,0,3,1,2,4
"693971",0,0,0,0,0,0,0,1,0,0,0
"399804",2,3,2,1,1,3,1,6,3,1,3
"260364",46,52,45,40,71,42,7,88,44,28,38
"1173586",60,61,47,49,73,65,9,106,43,27,41
"326297",29,62,25,26,82,37,8,64,42,27,28
"425104",25,39,15,30,35,27,0,50,25,20,19
"318161",14,20,10,12,30,20,1,12,11,8,25
"458817",25,24,7,21,22,14,1,18,23,14,12
"2520507",11,28,13,12,23,14,1,28,10,12,4
"637905",13,15,14,16,17,12,2,26,7,9,5
"256839",16,25,10,17,24,21,5,22,13,6,10
"392500",14,32,8,11,24,21,4,29,16,15,10
"43661",13,47,17,19,21,19,1,25,23,19,15
"225848",19,22,21,7,23,17,0,25,22,15,8
"150120",4,10,8,5,11,11,1,12,8,5,8
"398579",10,22,15,17,29,15,2,26,12,17,13
"558541",14,21,23,8,17,26,0,19,22,8,8
"211586",14,32,20,15,7,24,3,46,15,12,6
"225849",19,23,13,13,12,27,2,32,12,12,4
"238836",16,13,7,10,17,8,1,23,9,6,5
"1028752",14,21,13,12,31,14,4,20,9,5,9
"2018305",5,5,3,2,4,5,1,7,2,2,3
"93973",3,11,3,3,1,6,1,3,2,2,3
"318167",7,5,4,5,8,9,0,16,13,7,3
"2588449",3,5,0,2,5,2,0,3,3,2,4
"342950",7,13,13,10,10,16,2,20,6,10,5
"2547970",7,11,10,13,17,9,1,15,19,7,3
"1709477",22,36,14,18,23,25,1,28,27,22,16
"116092",22,22,8,11,16,10,2,25,14,13,5
"2744479",12,10,15,5,21,9,3,18,10,5,7
"2003316",8,10,10,6,8,1,0,16,7,2,4
"2587843",5,10,4,7,12,8,4,10,6,8,6
"1390185",2,7,1,1,2,8,1,7,11,0,1
"1514074",7,18,3,4,14,5,1,6,5,4,2
"649161",1,2,0,1,3,3,1,0,1,0,1
"2799564",1,2,0,0,3,0,1,1,0,1,2
"2583375",1,2,0,3,4,2,0,0,1,1,3
"283699",6,2,1,4,4,0,0,5,1,1,2
"87791",1,4,1,2,1,5,0,2,1,0,0
"1720343",3,7,1,0,1,1,0,5,2,2,2
"1761891",1,3,2,1,3,0,0,1,0,0,1
"234831",0,0,0,2,2,1,0,2,1,0,0
"2752475",0,0,2,1,0,0,0,0,0,0,2
"2759705",3,0,0,2,2,3,0,1,0,0,1
"2785910",0,0,1,1,13,0,0,3,2,3,1
"43658",71,96,52,51,137,80,8,104,56,61,49
"1365250",3,3,1,3,7,5,0,3,0,0,1
"339617",29,49,17,23,38,37,7,61,39,31,18
"1315306",8,18,9,5,14,16,4,15,12,11,7
"43662",18,34,13,21,28,19,5,34,25,14,7
"342610",26,22,15,8,29,16,5,31,16,9,11
"1117319",7,12,5,3,13,13,3,8,6,5,0
"161398",10,17,11,8,18,11,2,14,9,9,5
"227",7,9,4,3,13,13,0,11,10,7,3
"1315282",10,14,6,12,17,10,0,12,10,7,23
"314281",11,14,6,13,12,8,2,21,12,4,4
"874454",3,15,7,7,13,9,3,10,9,2,7
"882626",15,24,9,14,14,19,2,16,17,3,12
"1348114",11,16,7,5,22,11,3,12,6,3,8
"1314866",2,2,4,1,1,1,2,12,4,2,4
"1190813",7,10,5,7,8,10,2,15,8,15,5
"1312369",1,1,0,3,4,1,1,1,2,1,2
"151081",11,10,10,6,25,4,0,9,11,0,4
"1117313",5,3,1,4,6,4,0,4,3,6,2
"1315283",2,4,6,4,7,3,0,2,4,2,4
"1314869",4,5,9,4,8,4,2,8,10,4,3
"1315279",1,7,1,1,0,3,0,3,1,1,1
"267375",1,1,5,4,1,1,0,6,0,3,1
"43660",1,4,1,2,6,3,0,9,5,0,7
"621376",1,2,1,0,2,2,0,2,4,1,1
"28109",0,1,1,5,1,1,0,1,1,2,0
"152297",2,3,2,0,2,2,0,5,1,2,1
"1315275",1,2,2,0,3,2,0,3,1,0,5
"43659",0,0,3,1,0,0,0,2,2,0,0
"2820710",29,17,7,21,21,14,5,37,15,13,4
"1266052",2,9,7,6,13,6,2,15,10,3,8
"550540",200,317,153,131,229,210,20,291,161,131,142
"2724191",22,32,21,19,39,46,4,46,24,32,23
"1816218",18,13,4,14,15,12,2,17,14,8,9
"2161872",7,7,8,5,9,10,1,14,15,11,5
"2497879",11,13,8,4,15,14,1,18,4,11,7
"1816219",8,9,6,7,7,3,0,18,10,6,6
"2689569",11,13,10,13,14,5,1,13,7,8,11
"58049",8,15,6,5,14,15,4,21,7,10,3
"167879",9,14,7,9,9,8,1,13,9,8,5
"1967665",8,15,4,4,5,8,3,10,8,4,6
"2594005",26,22,13,20,26,28,4,16,25,16,10
"2769490",4,9,3,5,19,3,2,11,8,12,5
"2552945",10,18,14,9,23,15,3,17,8,5,10
"1763536",7,11,6,8,12,11,0,8,7,9,6
"718192",7,8,4,6,9,8,1,12,17,5,10
"2100422",37,45,19,26,37,37,4,41,38,29,24
"2055892",9,14,6,13,15,10,1,19,13,13,8
"135577",11,23,12,18,23,14,1,18,44,21,18
"1940690",19,20,13,11,21,17,2,20,220,14,24
"1096243",10,22,10,6,22,9,1,13,19,14,7
"357804",15,31,13,11,30,21,3,31,16,13,8
"314282",4,2,6,3,7,5,0,15,3,11,3
"69539",7,9,7,12,13,11,1,15,10,11,6
"1202962",10,6,8,5,9,14,0,13,8,2,15
"1347420",7,10,10,9,9,6,0,10,9,6,11
"998088",11,31,10,7,10,15,0,11,13,15,10
"1354302",68,64,35,43,62,49,6,79,25,37,20
"1448139",13,22,17,20,25,15,0,23,14,22,15
"196023",18,24,34,32,36,40,0,26,14,17,20
"1208104",8,4,2,0,6,0,1,4,3,1,0
"652",235,379,191,195,281,263,36,362,167,201,136
"2033032",94,128,78,70,129,89,13,171,64,62,50
"2033033",81,106,60,43,84,78,8,108,44,54,42
"2560029",14,14,13,18,17,15,6,14,16,7,16
"1636606",13,13,7,7,13,8,2,34,10,6,4
"1636609",19,25,7,8,20,19,4,28,16,18,16
"2560028",36,14,28,19,32,28,3,26,9,9,5
"1758179",11,25,9,6,11,18,0,18,4,11,13
"1636607",7,6,7,3,12,7,1,13,5,6,2
"1636608",5,6,30,0,7,3,3,15,13,3,9
"1920107",1,6,2,5,0,2,0,1,1,3,3
"647",0,0,0,0,1,0,0,0,0,0,0
"2675707",3,0,5,0,1,2,0,14,0,3,1
"73010",178,264,122,123,261,183,23,251,130,131,114
"96473",11,17,6,12,17,12,2,23,20,11,11
"29491",4,4,1,1,8,2,1,4,3,1,0
"197700",0,0,1,0,0,3,0,1,1,0,4
"218936",199,252,161,180,253,225,27,271,169,134,127
"648",158,203,132,130,232,195,17,229,132,100,113
"650",83,153,73,62,116,111,12,145,80,89,53
"196024",111,174,94,92,126,113,6,170,80,83,75
"948519",22,26,20,20,38,25,2,29,18,14,19
"656",20,28,9,10,31,29,7,27,19,10,11
"347534",435,613,394,345,572,529,68,687,388,343,292
"511062",209,279,153,177,251,229,24,248,192,171,144
"2047966",72,99,54,49,124,84,7,84,72,53,47
"1416627",29,53,29,27,52,26,3,50,32,23,17
"1903694",8,41,15,16,28,12,1,20,19,9,9
"595494",41,57,29,15,43,55,4,35,51,22,42
"83771",12,25,10,14,17,29,2,30,12,13,10
"2812648",585,787,471,497,761,564,74,737,474,387,375
"2681310",528,816,430,487,830,596,68,681,418,427,346
"243233",589,787,509,463,666,696,53,771,399,397,267
"2785785",200,212,118,147,211,177,26,236,144,106,87
"1727196",72,105,67,61,92,81,7,117,70,55,64
"107637",65,89,39,63,101,70,11,95,42,47,46
"2812647",65,94,47,56,103,95,8,95,60,37,49
"2608981",168,185,123,151,213,186,17,218,144,118,87
"1538553",140,219,122,146,219,147,15,182,127,94,118
"857087",91,181,87,92,195,115,15,152,123,73,97
"702114",91,108,86,84,147,102,9,131,79,70,63
"686340",519,744,381,445,728,479,56,632,469,350,305
"2049332",92,128,66,94,114,111,13,133,67,65,54
"1432792",537,898,479,586,965,615,66,806,487,625,437
"1808979",213,296,177,199,288,292,17,291,155,184,167
"1091494",55,80,30,40,58,42,4,68,48,14,40
"95641",43,81,30,38,90,54,11,53,59,34,35
"1704499",78,96,73,86,115,71,18,116,79,65,64
"1675686",2790,4266,2652,2679,3615,3197,291,3767,2343,2047,1656
"1620215",887,1718,709,877,1461,1064,102,1242,997,723,615
"1281578",445,686,372,388,668,523,47,618,363,337,273
"2303331",2382,4271,1767,2185,2912,2758,603,2897,2265,1604,1096
"2698684",335,673,292,374,496,451,68,456,257,340,195
"465721",1842,3660,1581,1977,4808,2276,187,2434,2045,1200,2283
"2681547",196,243,150,151,267,248,31,258,212,166,168
"2745199",122,218,141,128,208,163,24,244,133,118,88
"1516059",127,189,119,116,234,154,14,189,130,98,79
"2587856",37,99,45,55,97,63,5,81,71,37,44
"359370",57,72,44,55,88,47,6,74,62,48,42
"2591606",55,96,49,51,68,72,7,86,69,46,38
"1769779",200,328,141,171,291,218,21,238,198,150,143
"252514",124,192,102,105,251,140,21,206,160,102,127
"48074",113,173,98,91,200,153,19,188,189,81,128
"260552",89,173,75,75,159,120,10,93,96,81,68
"454662",41,65,82,50,65,73,99,5150,6035,35,1294
"1987723",128,121,1625,190,446,236,27,402,2440,174,961
"1945512",50,68,102,48,84,64,36,386,409,51,309
"2303332",43,61,81,59,113,70,76,1092,2943,100,746
"155077",60,99,150,65,115,82,22,231,454,48,177
"377629",61,78,61,52,83,68,14,108,66,51,53
"2731755",31,54,38,29,67,58,8,70,46,29,38
"2731756",20,50,23,18,33,33,4,47,59,15,19
"1117647",127,206,113,109,221,126,12,185,146,83,91
"1737490",24,48,27,29,45,41,7,45,31,21,17
"203122",17,44,29,20,35,29,2,55,58,30,21
"930806",157,215,121,138,212,164,21,234,149,138,117
"930805",161,214,134,126,202,182,16,268,117,131,107
"2601894",114,173,102,131,206,156,21,182,113,119,74
"2708301",314,397,306,278,453,338,43,486,334,228,225
"314285",128,170,97,118,192,128,12,178,115,104,131
"2794344",78,129,100,85,171,123,18,195,87,65,95
"1620392",45,55,30,33,63,41,6,54,45,34,22
"1470434",48,60,35,35,80,51,8,75,60,29,29
"716816",22,28,23,26,43,33,2,47,45,18,27
"670",71,110,43,60,85,88,6,97,42,38,41
"680",30,39,18,16,25,45,4,58,28,21,19
"696485",23,38,16,19,31,30,4,32,22,11,25
"663",11,24,16,14,27,15,3,24,21,15,10
"2315253",16,32,13,12,43,20,3,27,20,12,7
"669",18,21,15,12,12,35,1,37,8,12,17
"691",9,10,10,9,24,12,1,12,12,11,8
"190895",7,8,7,8,21,10,2,26,13,11,5
"512649",11,11,13,3,14,10,4,26,7,10,6
"766224",5,9,2,2,13,6,1,6,1,2,2
"676",67,109,66,95,132,84,11,151,69,79,49
"903510",5,4,1,3,3,1,0,3,1,0,2
"196600",1,1,2,2,1,2,0,3,0,2,5
"914127",0,0,0,0,0,3,0,3,2,2,0
"1246305",0,0,2,2,0,0,0,0,0,0,1
"748003",0,2,0,0,1,0,0,1,0,0,0
"2662262",5,20,10,8,16,19,0,10,10,11,3
"2777577",5,2,3,4,14,6,2,12,8,1,3
"2587865",15,23,9,10,10,23,2,18,14,11,8
"2714948",14,20,7,8,18,11,1,11,13,13,18
"2711221",14,19,11,17,32,15,3,19,14,10,14
"2589990",9,18,10,8,13,14,2,13,10,5,6
"2014742",2,2,1,1,2,0,0,1,6,1,0
"1116375",1,2,1,2,2,2,0,3,0,4,0
"2163016",9,4,3,4,4,7,0,5,0,4,4
"2766781",0,0,0,0,1,1,0,2,1,1,0
"864336",0,0,0,0,0,0,0,1,1,1,0
"55601",1176,7857,100,3215,800,167,13,90,7121,1193,6743
"666",0,96,63,60,0,78,3,95,0,0,36
"29498",16,19,17,19,23,16,2,26,12,6,13
"300876",12,8,7,5,14,10,0,22,10,8,4
"29495",35,57,38,51,42,35,6,64,41,28,34
"28173",37,38,34,29,44,31,6,70,37,18,15
"674",23,49,18,23,29,33,3,42,26,24,19
"1381081",17,16,17,10,23,16,1,21,18,15,14
"1384040",1,4,1,0,3,3,1,2,0,2,2
"689",17,25,14,21,34,38,2,38,20,33,14
"1481663",12,20,13,24,22,19,4,17,19,10,7
"1671868",14,11,13,8,23,10,2,17,12,9,7
"2572923",31,15,16,15,30,29,3,31,15,3,10
"1481923",16,15,7,16,25,13,4,35,8,11,10
"28172",18,28,17,15,20,22,1,26,20,13,13
"1918945",19,23,19,12,28,23,6,28,15,18,12
"1763883",11,13,9,11,21,17,1,12,5,5,3
"675",7,18,9,12,8,16,0,20,18,8,11
"45658",14,18,21,12,22,23,0,21,16,13,2
"1435069",13,25,9,22,12,16,2,28,12,11,15
"2479546",24,35,13,13,21,12,3,14,20,11,20
"553239",22,23,6,8,15,13,5,18,11,10,4
"673372",15,24,17,11,14,15,3,31,12,6,12
"687",22,24,14,10,23,11,1,17,15,3,12
"1074311",6,7,10,12,13,13,2,21,15,7,7
"76258",5,13,8,4,11,6,0,13,11,7,5
"1191300",12,21,3,3,14,10,3,15,10,10,8
"47951",5,9,5,7,5,8,2,10,8,6,2
"2587862",15,10,5,8,13,13,0,23,4,6,4
"265668",14,21,18,9,29,8,3,17,9,7,17
"170673",6,16,11,10,22,11,0,11,9,2,3
"693153",1,6,2,7,6,6,2,11,3,2,1
"29497",14,15,7,9,9,7,1,12,6,6,3
"1891186",7,11,3,6,10,10,1,19,9,4,3
"170679",10,22,14,17,14,19,0,22,8,14,13
"1534743",6,8,6,4,12,6,0,14,2,4,4
"2025808",1,7,2,9,5,3,0,9,9,9,1
"1208308",2,0,1,1,0,0,0,1,0,0,0
"658445",65,95,50,50,87,73,4,110,47,54,44
"320778",50,51,45,45,61,64,8,82,53,43,44
"85581",2,5,4,4,2,2,1,6,3,4,0
"38294",2,1,1,0,3,4,1,6,4,1,1
"298386",7,20,7,16,24,10,1,22,10,10,12
"1908198",25,47,25,29,45,33,8,52,27,26,21
"51367",2,8,7,3,9,10,0,7,3,0,4
"2003370",8,7,5,4,7,8,0,8,8,3,2
"673",28,54,31,29,58,45,4,49,38,26,25
"388396",4,2,3,3,7,3,1,5,5,5,0
"312309",6,4,4,3,6,14,1,8,4,2,4
"1088719",8,4,2,2,0,3,1,9,1,0,4
"40269",3,0,6,10,7,0,0,0,11,4,4
"1755811",3,6,4,8,7,4,3,10,5,3,5
"1927128",6,11,3,9,4,8,3,4,2,6,5
"1810504",2135,1642,907,1046,2492,1198,191,1483,921,836,733
"2662448",33,55,36,27,72,42,5,45,28,40,24
"2746060",61,9,101,37,65,6,5,20,17,7,14
"2708020",14,18,6,7,30,18,4,21,31,12,9
"2755562",21,22,17,17,14,11,4,27,16,7,11
"91890",6,2,3,3,5,3,4,6,2,3,2
"91891",4,6,12,1,11,0,0,4,2,2,1
"66976",0,5,0,1,18,1,1,1,0,2,0
"91892",2,4,3,2,6,1,0,2,7,2,2
"45065",59,72,33,45,87,52,2,76,54,35,31
"452",36,51,15,26,50,39,5,45,39,25,23
"449",17,15,7,14,20,9,4,24,8,11,18
"1268635",8,27,20,8,17,13,2,23,21,11,20
"28087",23,34,52,30,38,24,4,36,72,29,9
"450",18,16,36,24,69,15,6,28,37,0,0
"45067",9,15,32,35,27,29,5,20,28,16,10
"1212491",9,16,10,14,24,11,2,13,31,16,15
"454",27,21,10,17,23,21,1,34,28,19,10
"1867846",12,14,13,7,14,6,3,25,16,12,10
"28082",57,9,86,58,65,17,3,19,10,13,6
"28084",10,11,17,10,26,17,2,21,17,9,10
"45056",6,12,5,3,12,11,1,14,12,8,12
"66969",7,14,13,10,23,11,3,25,20,5,3
"456",17,25,21,17,23,31,1,26,21,14,8
"2005262",2,7,3,2,4,1,1,5,1,1,1
"1094715",3,1,4,2,3,1,0,2,1,1,0
"1094714",5,0,2,4,1,0,1,3,1,0,0
"451",8,15,11,10,18,8,2,18,17,16,6
"254247",93,107,60,86,339,96,4,100,63,78,66
"254246",37,50,43,28,46,43,2,59,38,29,46
"1321945",3,0,0,3,1,0,0,0,1,2,0
"434922",1,2,2,1,0,0,0,1,0,2,0
"1401251",0,2,1,0,1,0,0,3,1,1,2
"2054173",19,63,15,14,36,28,3,44,19,19,9
"2487929",4,7,8,6,11,5,0,5,6,6,6
"676208",15,13,10,20,23,18,1,26,16,12,7
"2739063",29,55,35,27,39,40,3,33,22,26,34
"2580412",9,37,19,30,38,17,2,20,19,13,11
"2211106",16,24,10,17,34,15,1,41,18,18,19
"2267253",11,15,5,11,8,14,1,12,11,10,6
"717772",17,21,11,16,25,15,1,25,32,13,12
"1803865",27,48,14,29,45,25,6,36,26,13,22
"717773",10,15,5,8,20,12,3,22,13,9,10
"265883",23,37,19,32,39,28,3,34,14,18,17
"317025",6,11,7,11,14,12,5,20,14,10,10
"28885",11,12,17,13,16,15,1,21,15,19,9
"754477",30,27,19,13,31,11,4,44,16,7,28
"754476",33,44,32,21,37,41,3,37,118,28,28
"1238",18,40,16,20,43,18,2,47,23,28,13
"728003",1,4,0,0,0,0,0,4,1,0,0
"385025",1,0,1,0,1,0,0,4,0,1,2
"1198232",2,0,1,2,5,1,0,3,3,3,0
"2675054",21,18,11,13,24,22,2,33,19,11,16
"2675053",12,16,14,13,20,15,3,17,19,16,10
"1032",130,183,99,126,181,147,12,196,98,98,108
"2735563",60,72,50,62,78,66,3,84,65,57,31
"111769",48,50,15,37,44,57,5,49,26,31,21
"288004",29,32,23,28,45,36,1,40,33,15,10
"1547445",2,8,5,1,9,1,2,6,6,1,3
"1395624",3,6,1,3,7,8,0,3,3,10,5
"2589986",1,2,0,0,2,0,0,2,6,0,8
"539329",0,2,0,0,0,1,0,0,0,0,0
"264",2,7,3,0,4,4,0,5,6,2,2
"299583",2,0,0,2,4,1,0,5,3,0,3
"573570",7,8,11,1,3,0,0,6,2,10,3
"1088883",0,4,2,1,1,0,1,6,1,3,0
"549298",0,3,4,1,5,3,0,4,3,0,2
"2007306",1,4,4,0,4,3,0,3,1,3,1
"1542390",3,12,2,2,4,7,1,8,3,1,4
"2249302",3,1,0,0,0,0,0,2,0,0,0
"1086726",2,6,3,1,5,8,0,10,1,5,3
"573569",0,2,3,1,0,1,0,0,0,0,0
"360196",0,1,0,1,4,0,0,1,1,1,0
"1085644",1,2,4,1,2,0,0,5,2,4,2
"1085647",1,1,3,1,0,0,0,2,3,0,1
"594679",5,4,0,6,3,0,0,1,3,2,4
"28907",0,0,0,0,0,0,0,0,0,0,0
"1543721",225,338,166,198,302,204,22,257,179,137,169
"2738883",119,256,101,123,232,145,14,172,117,111,86
"1076588",114,212,110,116,197,139,17,179,138,86,132
"1249552",100,103,58,84,155,84,8,118,90,50,52
"2291597",46,97,47,45,92,53,8,96,48,49,27
"2360",4,18,5,2,9,14,3,12,8,4,5
"413404",3,7,0,0,1,1,0,5,5,1,4
"2738852",3,10,1,2,6,2,0,8,1,3,1
"2732590",1,5,0,0,3,0,0,0,1,3,2
"412965",1,1,1,3,0,1,1,2,1,1,0
"1303921",8,15,5,1,8,14,3,18,10,14,5
"1705394",12,2,6,6,16,5,0,11,11,3,6
"1125411",2,1,1,1,0,2,0,3,2,2,0
"2508687",2,11,6,4,6,3,0,7,0,4,3
"1971485",0,2,0,2,2,0,0,1,1,2,0
"1971488",0,1,0,3,1,2,0,1,6,0,1
"2652803",2,1,1,0,5,1,0,0,3,1,2
"2183911",627,1028,522,592,1022,777,92,877,652,566,423
"1248727",526,865,485,502,787,585,68,783,447,471,317
"262728",0,0,0,1,0,4,0,1,0,0,0
"862964",0,0,0,0,0,0,0,0,0,0,0
"1334187",0,0,0,0,0,0,0,0,0,0,0
"862965",0,0,1,1,2,0,0,1,1,0,3
"730",7,10,0,4,21,3,1,6,13,4,5
"735",4,18,7,8,6,3,0,10,7,4,5
"249188",6,6,3,4,8,9,0,6,12,6,2
"726",9,16,4,1,10,7,0,10,6,5,11
"712310",2,3,1,0,2,3,0,8,4,0,4
"714",35,38,30,29,39,39,3,41,26,29,30
"634176",0,0,0,2,5,2,0,12,1,0,0
"985008",2,1,0,1,5,1,0,5,3,0,4
"2820817",7,7,4,0,5,7,3,10,6,4,5
"739",4,18,3,4,7,5,0,9,7,6,5
"2774188",20,32,15,25,31,25,8,25,13,17,18
"339671",13,19,10,14,18,11,3,36,16,14,12
"696748",0,0,0,0,0,0,0,0,0,0,0
"718",0,5,3,3,5,3,1,4,5,1,2
"189834",3,4,1,3,6,5,0,12,3,3,2
"44294",0,0,0,0,0,0,0,0,0,0,0
"754345",0,1,1,0,2,0,0,3,0,1,1
"720",4,3,3,1,3,0,0,1,3,1,2
"51049",7,10,3,4,5,1,1,7,5,2,4
"51161",10,5,1,4,5,3,0,17,4,3,4
"44283",382,2318,18,1108,303,45,2,27,2134,611,2110
