"","DYZgM2TOMPOOB100370.extra.kraken2.report","cSObM2TOMPOOM080315.extra.kraken2.report","X1qGgM2TOMPOOM080340.extra.kraken2.report","vcXtM2TOMPOOB050180.extra.kraken2.report","cuu6M2TOMPOOB051315.extra.kraken2.report","s9OmM2TOMPOOB051285.extra.kraken2.report","Nm8MM2TOMPOOA051300.extra.kraken2.report","IGpcM2TOMPOOB051290.extra.kraken2.report","a50wM2TOMPOOB051350.extra.kraken2.report","OeS0M2TOMPOOA051355.extra.kraken2.report","dSz8M2TOMPOOA051340.extra.kraken2.report"
"1335",4,5,37,13,5,8,6,6,6,9,7
"1340",6,2,22,10,7,5,8,5,4,10,2
"1329",1,2,17,2,6,2,6,2,2,6,3
"1341",8,7,17,9,2,10,5,4,3,13,9
"1304",10,3,20,12,7,12,10,6,6,9,9
"1314",7,15,44,9,12,11,12,18,9,13,20
"1318",3,4,25,4,4,3,5,6,0,9,7
"1326",2,5,12,6,1,4,4,1,4,5,3
"45634",13,7,40,10,10,10,12,10,12,14,8
"82348",8,5,21,7,8,6,6,4,6,7,12
"315405",6,2,8,8,10,2,0,7,6,7,7
"1888195",2,2,19,5,3,9,1,0,3,11,6
"1825069",5,1,6,1,1,3,0,2,3,3,2
"1349",4,3,34,5,0,6,5,4,1,11,5
"1348",2,1,19,3,9,1,5,4,3,9,2
"1111760",1,1,10,3,0,5,1,3,0,6,1
"400065",6,0,17,5,4,9,2,1,8,6,3
"361101",3,5,18,4,7,11,5,3,7,5,5
"149016",1,1,32,4,5,3,0,2,0,1,6
"257758",3,3,4,0,1,2,3,2,2,0,1
"113107",2,4,13,4,7,5,4,3,4,3,2
"2021971",7,4,24,1,6,5,2,4,7,6,3
"1345",7,10,31,5,16,19,18,10,17,16,15
"2490633",0,1,2,1,0,0,1,0,1,1,0
"1814128",5,6,14,7,4,3,1,4,1,5,0
"102684",1,2,5,0,0,0,1,1,1,1,2
"2382163",3,1,4,3,0,1,0,1,1,0,0
"1343",3,3,7,3,2,1,1,1,1,2,1
"1917441",0,0,0,0,3,1,2,2,0,1,0
"33040",1,1,1,0,0,0,0,0,4,0,0
"1311",3,5,50,1,0,1,0,3,1,4,7
"1346",2,8,24,6,7,5,1,4,3,3,1
"197614",0,0,1,0,0,1,0,0,0,0,0
"1363",14,11,42,24,201,16,6,16,9,16,12
"1359",14,15,31,14,9,9,16,6,9,24,9
"1358",8,12,58,13,17,41,17,10,8,8,22
"1366",10,13,23,12,15,12,8,14,5,13,18
"2419773",4,6,23,4,8,2,7,2,3,4,5
"1151742",8,2,22,8,2,8,2,3,4,6,3
"2643510",4,5,12,3,12,5,5,6,5,7,6
"1364",6,2,10,4,7,4,1,3,2,4,3
"2749961",0,1,2,3,2,0,2,2,0,0,1
"33945",20,15,91,30,16,20,34,26,11,17,20
"160453",11,7,46,12,10,19,12,14,9,13,17
"1351",8,5,138,31,20,42,24,16,16,37,44
"37734",11,23,122,13,18,87,65,8,11,26,21
"1352",10,96,216,16,11,16,4,13,6,13,13
"1354",10,13,96,11,10,11,6,15,5,19,16
"53346",8,10,71,14,10,13,8,13,9,17,13
"53345",4,9,44,13,6,10,5,8,3,12,9
"118060",8,8,73,4,7,8,14,5,4,10,15
"1805431",6,8,37,7,3,9,7,5,2,6,2
"44008",10,191,83,9,2,15,10,14,4,13,15
"2005703",5,8,40,7,10,7,12,8,5,11,5
"417368",5,7,36,8,8,6,4,5,1,8,5
"2608891",5,1,13,0,1,7,8,5,2,3,3
"1353",5,1,4,0,1,3,1,3,4,1,0
"357441",0,0,0,0,2,0,0,0,1,0,0
"2571750",1,8,41,6,6,8,4,9,3,12,7
"218144",2,6,31,7,6,6,10,4,1,11,8
"2714946",3,1,41,3,0,6,1,2,9,8,3
"2648499",1,3,37,2,2,7,3,9,3,9,4
"519472",7,2,68,5,2,5,5,5,7,5,6
"2714947",3,9,27,12,11,4,8,8,3,9,2
"633807",3,6,31,4,5,8,2,3,6,2,5
"51669",7,11,60,8,9,7,4,6,13,12,8
"290335",8,4,30,11,9,3,6,7,0,9,7
"526944",6,2,42,6,1,6,8,1,6,7,8
"33970",4,7,50,17,6,10,14,12,23,25,5
"119206",13,24,78,27,27,26,22,26,16,30,22
"1376",6,4,48,7,10,22,14,9,8,18,20
"51665",2,18,145,8,6,10,11,2,5,10,6
"1377",5,5,34,9,4,10,7,7,2,7,6
"87541",4,5,26,4,4,6,8,6,7,8,5
"128944",3,3,26,11,16,10,4,7,5,12,7
"46125",10,23,40,16,9,12,17,18,13,17,18
"2036206",15,6,28,9,2,16,4,13,6,14,18
"2748",8,9,66,16,8,12,6,8,10,12,21
"257487",16,18,99,12,18,17,11,19,9,20,21
"2751",7,13,71,17,9,9,6,12,8,19,22
"147709",4,2,28,4,1,4,5,3,2,1,8
"1868793",10,26,308,9,3,3,8,11,3,3,5
"2496265",10,21,86,14,4,5,4,11,7,6,12
"1868794",7,17,170,10,2,1,0,5,1,5,4
"708126",3,7,50,9,2,3,2,11,5,14,20
"2621505",6,8,60,1,3,1,0,2,2,2,6
"29394",20,16,91,27,10,28,6,20,9,17,21
"2632303",7,14,112,12,5,2,2,5,1,3,9
"73918",2278,1801,2718,2873,3247,3227,2716,2511,2073,3714,2378
"28033",1,0,0,0,1,2,2,1,1,0,1
"1297617",196,130,239,273,252,270,237,161,157,285,173
"2610894",99,98,192,178,128,149,150,101,103,171,104
"2086584",58,68,90,96,81,90,63,83,62,116,88
"2060094",54,37,130,74,59,73,49,53,53,80,60
"86331",11,10,41,15,12,21,12,11,10,15,10
"178898",41,33,74,54,39,46,38,54,32,82,46
"1981510",5,4,26,10,10,4,6,6,8,8,7
"853",455,378,741,578,547,648,514,447,331,651,492
"292800",290,276,393,443,447,413,354,334,275,488,341
"2643836",237,166,372,306,210,266,216,235,167,322,252
"2629304",166,125,212,190,208,194,147,168,129,243,153
"351091",103,86,137,140,112,113,95,93,74,145,132
"253239",194,172,302,243,220,205,195,199,122,271,215
"1550024",172,125,221,228,234,261,201,173,184,297,200
"1677857",249,8,42,60,15,4,8,10,32,20,16
"288965",35,7,43,21,8,13,5,7,31,22,17
"1515",30,13,34,24,14,17,12,14,20,24,15
"1796620",94,81,141,122,172,175,165,118,139,170,117
"1161942",43,31,69,59,56,55,39,41,31,82,56
"1264",17,20,57,19,24,23,18,14,16,10,18
"1160721",9,11,17,16,11,11,9,14,8,13,8
"2608920",9,2,24,9,3,12,7,7,4,10,14
"1521",18,9,344,8,13,7,5,11,5,12,9
"2488810",12,9,90,13,6,16,9,12,9,27,10
"84032",48,23,46,34,33,25,27,27,27,45,27
"1510",32,15,39,34,22,23,21,36,13,27,23
"884684",17,5,41,12,30,5,2,12,9,18,6
"236753",1,2,16,9,6,8,3,5,5,8,11
"2093857",16,7,13,10,17,13,14,9,15,13,8
"2614128",163,150,596,156,143,150,101,131,128,167,138
"36745",62,16,55,26,14,22,15,15,23,24,30
"1491",41,86,236,56,53,55,44,47,87,122,76
"1520",37,36,72,24,31,33,26,45,32,42,43
"1502",38,58,204,49,31,39,28,48,32,68,38
"1501",28,27,83,25,26,25,27,27,21,23,27
"1534",22,17,107,24,10,20,14,22,11,33,23
"169679",11,10,41,10,9,10,7,14,12,16,16
"1492",24,29,67,25,15,22,11,13,21,30,25
"1716543",10,52,49,15,18,22,17,23,19,19,26
"36845",11,18,138,15,17,27,18,17,16,25,30
"84022",14,12,61,19,6,11,4,14,11,3,9
"238834",11,10,48,15,14,10,9,12,16,18,13
"1497",5,9,46,15,13,12,8,11,10,12,14
"223919",12,4,3,4,12,11,12,6,1,6,5
"1513",14,9,36,12,7,10,9,7,12,15,7
"1488",7,7,30,11,6,4,1,12,3,10,8
"1493",7,47,39,12,8,18,14,17,8,22,12
"217159",9,21,26,10,18,9,8,8,10,20,4
"1542",6,5,20,9,0,9,4,4,3,10,9
"1519",6,11,45,9,16,15,10,13,11,10,17
"29341",9,16,48,42,22,23,33,32,19,19,25
"1561",10,9,47,13,7,6,2,15,9,12,12
"332101",5,8,26,7,4,3,4,16,2,5,8
"94869",9,14,52,4,6,12,5,12,4,15,9
"1494",6,6,71,5,2,1,2,7,1,7,8
"394958",6,4,22,7,9,5,0,10,2,12,7
"46867",8,12,11,5,2,5,5,11,6,6,4
"1548",5,2,18,7,4,6,2,4,2,12,3
"1216932",11,14,129,8,4,4,3,11,8,11,6
"1509",7,5,19,9,11,5,0,10,4,12,6
"1504",3,13,19,4,5,5,3,7,6,4,11
"182773",8,7,55,7,3,7,0,7,8,16,5
"2068654",5,4,18,9,5,1,2,7,5,7,12
"1538",3,3,1,0,1,2,0,1,3,11,4
"84023",0,2,11,3,4,1,1,2,4,5,1
"154046",72,45,138,88,100,84,53,62,47,100,55
"208226",14,6,73,17,11,11,9,13,2,17,24
"461876",15,18,278,29,12,44,13,33,6,32,32
"2638829",15,30,62,27,22,33,26,33,13,36,26
"2629145",8,20,27,9,30,15,14,10,8,20,16
"1424294",18,20,60,24,27,19,18,21,13,23,21
"2633479",6,13,41,5,13,8,7,3,5,24,12
"1498",5,3,16,4,4,1,5,4,5,11,8
"2619470",4,3,25,8,0,7,2,3,2,4,3
"116090",4,7,38,10,9,8,5,4,10,10,16
"471827",247,249,284,272,370,329,243,256,259,353,269
"1564",44,38,135,70,60,62,39,39,35,85,55
"1565",35,35,79,62,44,46,48,37,29,61,48
"1833852",34,15,63,51,12,27,24,27,18,29,33
"59610",13,15,40,19,21,22,16,18,15,20,19
"79209",31,29,64,24,24,24,11,11,11,29,20
"1563",23,15,64,50,27,24,19,21,24,29,22
"339862",30,26,70,25,26,30,17,17,29,33,23
"885581",21,14,84,38,23,30,17,28,15,31,21
"49338",38,37,138,73,74,50,33,31,42,60,43
"142877",24,17,41,30,9,13,18,15,6,20,18
"36854",17,14,41,22,28,22,13,23,21,24,13
"233055",16,13,43,22,18,12,4,15,6,33,15
"102134",109,77,229,153,161,121,100,114,86,160,132
"55583",21,13,26,28,29,19,14,23,17,50,13
"2635733",15,8,31,16,13,17,7,6,9,18,11
"1712410",38,27,49,70,53,44,31,22,38,52,39
"51197",35,27,57,46,36,33,25,26,19,43,18
"58138",20,29,86,37,23,32,27,28,21,34,29
"51515",24,23,84,28,16,24,17,20,15,26,30
"863643",34,25,57,34,33,48,39,30,35,51,46
"2734",1007,934,1634,1292,1286,1258,1067,1200,941,1465,1074
"2648079",48,21,70,28,46,52,43,23,34,50,22
"33035",26,21,83,31,30,49,19,31,26,39,31
"40520",10,7,26,16,12,8,14,8,8,13,10
"1912897",2,6,33,7,5,11,7,5,7,13,10
"1322",6,0,26,8,5,7,3,6,9,8,9
"1871021",60,53,76,49,55,71,53,54,54,89,53
"89153",56,23,57,54,38,50,36,32,34,56,52
"29347",30,18,75,47,28,29,23,28,17,25,31
"2608895",12,6,22,9,16,20,12,12,8,19,9
"66219",21,13,78,25,9,11,8,28,13,25,12
"301301",67,49,90,68,66,71,49,39,35,69,58
"166486",22,22,75,19,30,42,23,12,17,33,32
"2696063",22,21,277,15,37,16,14,11,12,18,17
"2642604",14,19,57,25,10,23,22,28,9,19,22
"433286",13,35,515,48,43,41,26,76,37,69,82
"1679721",310,11,51,72,11,1,5,13,24,17,7
"84030",40,51,164,66,59,73,56,60,44,70,60
"29370",20,21,789,30,26,32,30,19,18,47,30
"208479",52,39,105,81,57,71,51,57,43,71,53
"1531",6,2,23,6,12,15,9,4,10,10,4
"1229621",25,19,49,31,21,25,14,17,6,25,30
"105841",21,18,66,23,43,21,22,17,8,19,16
"649756",15,12,28,8,8,14,5,3,5,7,16
"831",31,13,70,24,25,22,12,16,19,63,26
"185008",18,3,35,15,17,17,8,4,13,22,8
"43305",10,7,28,11,5,11,15,6,3,21,11
"410072",7,9,34,13,6,13,6,8,16,18,16
"116085",18,23,47,27,16,20,13,19,6,37,23
"2684943",7,6,19,7,12,17,11,5,12,6,10
"33038",20,10,73,30,21,17,14,19,18,31,17
"33039",10,7,32,9,9,4,2,9,4,11,5
"29360",1,3,22,4,1,2,3,2,2,4,1
"2643091",2,3,13,2,3,2,4,0,0,1,5
"185007",6,8,24,11,6,16,15,11,6,34,13
"39488",5,7,29,20,6,8,10,10,4,12,21
"28446",6,8,34,9,7,9,6,5,6,14,5
"39485",1,9,16,6,6,4,4,2,9,6,6
"617123",6,3,13,5,5,5,7,2,5,7,6
"2649046",256,209,323,380,347,401,323,254,221,408,274
"626937",60,61,144,91,96,77,79,85,67,131,95
"35701",246,238,396,327,359,322,253,271,208,436,273
"356322",20,18,52,25,38,24,14,15,19,31,29
"1736",31,31,116,52,56,61,44,46,43,66,47
"29322",38,14,43,31,25,25,16,28,25,40,30
"53442",30,10,36,34,20,25,12,26,17,21,30
"2624479",6,5,43,5,5,11,13,2,7,8,9
"2041044",12,4,11,9,11,23,6,7,6,9,11
"2638182",18,3,53,20,24,24,17,22,11,28,12
"33952",10,7,57,20,25,18,21,6,9,11,9
"2619948",31,22,70,46,39,59,33,27,38,54,37
"2626894",16,131,140,35,6,8,5,14,10,18,18
"1115758",12,148,94,9,3,4,3,6,2,5,4
"1507512",7,17,30,5,15,8,2,4,3,8,6
"1496",28,36,147,27,15,15,20,20,18,53,25
"1731",22,22,53,42,19,24,20,20,15,33,20
"1505",12,17,54,22,9,7,6,14,4,20,7
"89152",12,17,31,10,4,5,11,7,10,11,11
"1490",3,11,36,6,5,5,2,8,5,8,11
"143361",8,11,19,6,11,9,7,5,3,14,12
"1511",4,9,31,7,4,9,7,7,8,6,8
"86170",16,27,70,40,36,36,32,26,22,54,42
"863",14,15,42,21,21,25,15,15,17,26,16
"2293317",15,7,33,8,5,17,9,9,4,8,14
"2173034",2,7,23,11,12,8,5,11,7,8,10
"44260",261,249,366,373,391,371,338,260,233,398,236
"42837",164,140,176,185,219,196,157,206,164,269,167
"85874",166,105,134,145,231,152,152,120,133,174,127
"2325",13,5,7,7,2,6,5,2,5,8,6
"106578",3,1,6,0,0,0,3,3,0,3,1
"108150",4,0,4,5,1,6,6,4,3,1,1
"2636821",1,0,7,0,0,0,0,0,1,2,3
"46354",1,0,1,0,1,2,2,0,1,1,2
"583357",1,0,7,2,0,3,1,2,2,0,2
"161154",39,32,39,52,46,45,41,36,33,47,39
"129958",31,16,45,35,32,23,25,41,20,29,37
"911092",13,16,31,23,25,31,16,14,20,34,21
"55205",4,5,9,4,5,6,1,2,1,5,4
"44001",4,1,5,1,3,6,8,4,1,2,4
"1222016",2,2,15,7,1,4,6,1,2,7,3
"2622462",1,3,11,5,3,1,4,5,4,3,4
"52766",3,2,7,2,2,0,1,2,3,3,5
"31899",3,3,1,2,3,1,2,1,2,1,0
"717609",4,3,5,1,3,2,0,0,2,3,1
"52765",3,1,6,0,1,1,2,0,1,1,1
"413889",1,1,7,4,1,5,2,2,1,1,1
"1517",17,14,34,16,9,23,21,13,11,22,24
"2622527",7,3,29,9,9,13,4,2,2,14,7
"47490",4,2,11,1,6,6,6,2,3,6,3
"29329",3,7,19,1,3,4,4,3,2,3,3
"252966",53,39,53,74,91,47,44,53,38,51,39
"184064",15,4,17,13,17,7,6,9,2,12,8
"1794699",4,2,16,0,4,3,2,4,2,4,5
"2640322",29,32,48,45,50,37,21,41,23,35,42
"31909",23,8,28,12,14,14,13,12,7,16,11
"2331",8,5,21,6,4,6,5,6,5,5,14
"656519",10,5,24,7,7,4,0,7,2,6,13
"1323375",55,24,59,73,47,43,39,63,38,97,63
"42422",10,15,52,31,28,11,13,13,17,24,24
"28187",10,4,27,7,10,12,6,9,7,29,10
"2316383",37,34,80,72,55,51,39,47,44,56,35
"499229",19,22,61,16,21,38,19,17,16,21,40
"291990",48,36,85,70,58,71,45,51,36,72,59
"2751313",24,18,71,20,16,23,19,19,16,30,15
"375929",13,12,54,18,16,12,16,18,13,18,33
"2637378",741,540,916,895,856,875,755,866,605,1039,824
"69823",235,225,420,354,304,338,247,268,200,381,247
"971",79,59,113,120,57,66,53,61,53,92,58
"158847",7,4,40,6,1,9,3,10,6,3,12
"437897",8,8,36,9,4,5,1,6,4,9,4
"865",17,8,26,26,10,4,7,18,7,8,8
"2629460",28,8,57,39,6,23,12,43,13,24,20
"365349",26,27,65,21,9,18,19,13,12,35,23
"2377",62,56,137,87,80,117,76,70,53,92,96
"1930071",53,40,80,70,74,47,39,34,44,86,46
"907",160,109,182,158,147,170,144,147,99,171,131
"2144175",147,89,127,141,111,142,79,151,57,143,137
"2161821",41,29,68,33,30,34,31,40,19,37,30
"39950",11,4,8,8,11,17,6,5,10,10,2
"248315",4,9,50,7,7,8,10,10,6,13,13
"29466",6,11,35,12,5,11,3,11,4,5,10
"39777",3,7,12,1,6,9,5,1,3,7,3
"2682456",3,1,10,7,1,3,4,1,2,3,4
"39778",1,4,14,3,5,4,2,2,6,5,1
"905",92,70,108,89,94,102,62,78,60,103,71
"187327",29,19,45,36,29,31,22,29,25,30,27
"2639160",28,25,40,35,23,24,23,34,17,28,30
"33025",26,14,61,34,19,17,36,25,19,31,23
"1555112",946,803,1151,1079,1313,1267,1070,1010,834,1423,970
"54006",68,60,107,92,108,98,86,72,57,90,76
"54005",16,4,26,27,25,15,12,13,12,10,19
"1852373",35,16,117,35,43,42,40,50,41,71,47
"1260",10,21,45,5,19,21,19,14,11,14,6
"33034",5,2,27,7,1,5,11,4,0,4,5
"1870984",0,6,13,8,4,8,1,2,0,6,3
"33037",1,1,2,2,0,1,1,0,0,0,0
"33033",3,12,38,5,10,11,4,14,5,7,8
"2638726",23,17,124,23,20,14,12,24,18,19,17
"1582259",14,13,55,8,17,12,10,15,16,10,10
"45497",36,12,192,25,2,10,4,10,10,12,5
"1278232",11,5,48,5,11,11,6,10,7,12,10
"1556",14,16,161,10,8,9,11,15,13,21,12
"2816908",13,6,19,9,5,5,4,1,9,9,9
"1852374",5,3,23,9,23,20,16,10,4,17,16
"1702221",61,40,96,78,75,82,60,71,43,89,50
"1522",26,15,70,44,34,33,35,26,34,35,31
"1547",11,38,87,42,23,38,33,52,25,47,58
"2624170",22,18,65,28,21,12,13,23,13,21,30
"1514105",14,3,50,9,2,10,6,9,5,10,8
"1648",6,2,24,13,5,7,9,2,7,14,6
"225084",3,1,18,2,5,2,5,3,6,15,3
"2485784",0,3,15,2,3,2,2,2,5,4,2
"2487118",20,37,22,25,35,37,37,9,35,26,42
"2704656",1,2,53,4,6,7,3,6,1,4,11
"39483",7,7,24,11,3,9,6,5,1,9,10
"2583452",13,9,37,5,9,4,3,2,4,4,3
"1982626",1,6,3,2,1,3,1,1,2,1,0
"2638206",19,78,173,61,5,4,7,7,15,11,18
"154288",8,17,52,11,1,3,3,4,8,8,6
"1871025",41,36,58,40,48,33,28,48,34,57,47
"243899",5,4,21,4,4,1,3,6,2,4,4
"2626047",4592,3512,6610,5911,5187,5560,4697,4867,3533,6743,5193
"32046",113,73,176,120,93,105,87,75,66,140,118
"33070",34,26,43,38,25,29,29,24,29,57,35
"2627006",542,423,819,670,667,646,528,560,404,859,631
"59930",354,231,506,464,544,570,463,375,351,618,400
"2622553",51,53,111,72,73,78,76,48,55,106,73
"146786",35,12,47,30,19,23,29,19,23,44,30
"32053",9,4,6,13,6,11,4,11,2,13,6
"292566",23,17,40,27,23,22,10,12,10,22,6
"2650499",416,287,568,452,448,468,377,370,294,582,414
"1184",53,35,83,63,43,36,41,31,41,61,138
"1209493",126,77,180,157,170,180,156,89,107,171,149
"2619029",138,97,172,172,193,179,127,118,90,191,157
"1219",44,31,132,69,54,49,44,33,25,68,57
"2627481",8,11,19,4,2,6,4,6,6,8,4
"2593292",57,43,111,66,51,57,42,45,49,71,61
"155978",40,26,98,52,52,59,48,42,32,81,37
"1173032",59,48,55,63,54,46,38,48,27,74,61
"2640012",56,43,103,73,50,51,47,42,33,61,81
"1158",139,102,238,152,156,183,123,123,133,202,143
"1155738",145,89,143,162,118,157,124,121,105,193,148
"1492710",106,100,197,137,115,125,123,113,98,176,129
"44471",43,57,73,67,46,73,54,79,54,97,104
"54304",30,26,61,53,25,40,21,25,23,37,33
"1205",13,11,29,21,7,12,12,7,24,19,11
"35823",13,18,30,15,17,16,14,16,12,20,20
"2596745",1,2,0,1,1,0,3,1,1,1,4
"63132",218,196,373,469,274,314,225,250,353,363,581
"2023214",62,59,146,93,93,116,64,96,55,117,88
"43988",74,55,80,89,58,56,46,61,61,101,53
"241421",33,20,63,49,38,35,29,38,28,46,49
"1125",126,62,162,204,111,130,101,121,81,158,131
"28070",56,26,119,38,40,46,35,37,23,69,46
"92682",30,22,62,42,35,30,25,25,13,33,34
"2546365",32,15,34,30,23,17,11,14,18,51,16
"263510",16,12,24,19,8,12,16,15,9,16,14
"1453359",4,4,21,7,2,6,3,1,5,4,3
"669357",28,41,128,48,53,40,33,34,33,66,62
"102231",21,17,46,35,20,33,16,28,19,64,45
"268175",5,19,51,17,14,26,9,14,15,43,14
"102234",22,18,43,26,13,18,9,20,14,31,32
"2593658",444,258,571,684,527,489,373,334,345,2069,365
"92942",72,21,65,40,57,36,44,40,27,123,32
"272131",20,18,37,28,15,34,21,27,15,78,20
"224012",22,9,60,32,31,34,21,29,29,121,26
"1306274",17,16,25,22,34,37,21,15,18,82,15
"446679",18,13,43,38,22,33,17,19,17,81,20
"264686",25,11,31,34,23,29,14,22,23,75,24
"374162",11,7,36,22,7,11,8,20,12,51,13
"142864",75,30,51,48,57,43,50,42,35,121,30
"2619674",25,19,61,36,30,32,33,24,18,57,24
"1165",25,15,50,28,18,25,42,16,26,67,26
"1164",15,4,24,18,9,18,24,17,13,57,20
"264691",4,1,0,0,4,2,0,0,0,4,0
"2619626",244,144,325,242,289,262,225,216,178,600,204
"1973486",32,24,65,62,61,51,44,61,34,84,34
"938406",26,26,65,48,38,38,38,29,32,146,30
"32054",16,21,31,30,17,19,16,16,18,41,24
"2618749",184,81,143,148,349,287,213,130,205,509,120
"1397703",42,27,40,49,46,41,27,37,37,117,41
"109266",20,9,25,26,20,25,19,17,20,74,20
"156213",14,7,32,47,20,23,11,17,14,50,21
"70799",22,15,47,23,28,11,23,17,11,50,12
"289435",28,14,60,82,26,34,65,29,28,67,34
"136073",12,6,22,14,14,16,19,9,14,27,9
"2622029",3,9,4,6,4,10,9,5,6,10,7
"1166",3,4,13,8,7,3,6,3,3,5,7
"747548",3,2,6,13,2,4,10,1,3,13,3
"312883",4,5,5,12,1,6,3,2,4,9,5
"494603",67,32,117,94,63,70,45,91,56,7400,63
"2676603",16,13,53,29,33,24,24,26,17,45,19
"1197",18,18,27,53,30,19,25,17,17,72,27
"2649714",26,10,41,15,23,31,17,17,14,65,19
"33071",1184,821,1359,1404,1516,1446,1240,1079,960,1703,1085
"54299",70,64,72,79,120,105,55,85,55,153,64
"54308",43,22,58,42,31,38,25,28,40,64,34
"2642663",13,24,47,15,22,14,12,6,9,34,18
"102116",6,7,34,18,9,21,16,12,6,25,10
"1188228",40,24,72,43,41,52,35,38,33,46,36
"1228987",3,0,22,8,6,6,2,18,1,13,3
"1763363",5,3,10,9,3,6,1,3,2,11,6
"2623546",996,857,1477,1271,1214,1308,1054,1117,854,1476,1074
"309887",624,553,839,932,671,772,621,755,536,996,705
"1768108",515,427,795,776,653,728,531,724,421,844,605
"502394",667,460,795,727,759,839,650,636,568,1023,670
"1211322",608,436,775,749,686,749,587,715,451,982,631
"317577",564,448,804,731,750,756,550,689,503,863,722
"2202254",471,346,578,548,586,586,495,583,408,695,576
"432329",415,350,575,592,490,506,452,452,376,645,474
"980427",364,313,608,431,411,433,360,400,320,579,419
"68909",302,265,450,372,395,423,346,411,261,448,401
"1182571",357,260,418,500,388,416,333,384,306,486,370
"1299",286,230,518,407,363,400,277,394,234,490,377
"310783",253,207,331,269,279,250,173,224,216,336,229
"1309411",231,173,390,322,292,306,227,226,194,354,312
"55148",211,176,379,319,310,262,237,246,165,322,224
"1182568",112,129,159,141,128,168,122,118,103,197,140
"274",229,206,287,314,299,354,278,266,203,371,239
"271",191,146,276,237,260,247,208,234,181,316,241
"2619321",155,92,167,216,240,223,205,141,146,256,162
"56957",127,150,177,168,204,205,174,195,153,253,171
"37636",101,80,114,130,145,188,149,92,102,170,94
