"","X0n7bM2TOMPOOA100365.extra.kraken2.report","DYZgM2TOMPOOB100370.extra.kraken2.report","X1qGgM2TOMPOOM080340.extra.kraken2.report","vcXtM2TOMPOOB050180.extra.kraken2.report","XR8LM2TOMPOOB051125.extra.kraken2.report","TECcM2TOMPOOA051310.extra.kraken2.report","abKIM2TOMPOOA051320.extra.kraken2.report","cuu6M2TOMPOOB051315.extra.kraken2.report","s9OmM2TOMPOOB051285.extra.kraken2.report","a50wM2TOMPOOB051350.extra.kraken2.report","OeS0M2TOMPOOA051355.extra.kraken2.report"
"103733",3521,2543,2839,3472,3648,2766,3210,4069,4130,2141,4191
"2593673",3192,2193,2515,3993,3588,3287,2879,4326,4025,1997,3672
"103731",3017,1999,2158,2457,3067,2057,2532,3167,3130,1748,3357
"1836",3137,2052,3678,3379,7108,2227,2727,3723,4173,2399,4050
"2665642",1293,899,2023,1154,1481,913,1055,1408,1221,890,1600
"60894",1169,729,949,1084,1251,719,980,1104,1123,759,1297
"333966",1053,655,650,727,1028,637,885,1224,903,625,1156
"2646250",698,481,492,642,741,414,562,785,614,466,764
"543886",3,0,0,2,0,1,4,1,1,1,1
"211114",5995,1753,1886,3832,7578,12735,7944,32364,21173,5622,6756
"1470176",1404,916,1100,1142,1311,855,1155,1395,1304,795,1540
"340345",1104,714,1082,793,983,710,794,1051,1006,663,1161
"2644606",57,43,97,66,42,42,44,56,47,32,59
"1612552",50,32,46,31,36,28,42,55,49,31,50
"42197",1098,681,866,912,937,699,814,997,973,606,1263
"40567",89,70,114,93,81,79,72,98,108,63,117
"1586287",3356,2545,2563,2904,8456,4540,2886,4292,4927,1801,3874
"43357",3049,2078,2159,2547,2879,1942,2823,3268,2818,1772,3423
"860235",2965,1907,2079,2563,3108,2571,2660,3587,3567,1718,3322
"2636053",2343,1510,1716,1763,2293,1436,1781,2253,2620,1288,2371
"530584",1549,1063,1240,1381,1403,965,1145,1496,1535,809,1614
"2615069",38890,23033,92037,38477,33659,19951,27206,28896,29544,17956,31254
"2589074",3902,1174,3080,1871,1657,1106,1502,1613,1622,1086,1841
"2518370",3253,1668,4517,2908,2182,1416,1768,1930,2271,1140,2067
"2712223",3036,2001,4926,3227,2435,1576,2416,2534,2549,1629,2936
"433659",2972,2217,7157,6246,3936,2329,3430,3198,3353,1982,3377
"449461",2894,1755,4728,2721,2336,1623,2095,2299,2186,1387,2584
"1643322",2855,1877,4917,3523,2471,1527,2512,2312,2291,1340,2351
"200618",2571,1451,3686,2242,2019,1318,1832,1847,1964,1238,2010
"2558918",2331,1463,3443,3036,1943,1172,2424,2023,1722,1178,2213
"419476",2024,1240,3475,1937,1591,937,1277,1438,1530,889,1571
"450734",1785,1063,3517,1864,1642,1004,1266,1524,1373,881,1590
"2045452",1643,1058,2713,1576,1446,966,1166,1301,1358,819,1397
"2518371",1605,1066,4120,1575,1546,881,1094,1259,1381,746,1391
"402297",1182,777,2243,1180,1061,701,865,976,994,604,1069
"1804624",738,476,990,747,615,462,686,619,556,410,735
"2633570",2154,1323,2442,1728,1831,1271,1528,1825,1687,1094,1956
"1736691",1554,927,1549,1124,1173,872,933,1264,1225,753,1178
"2041",1543,928,1916,1353,1257,911,1158,1261,1321,811,1540
"2079793",1238,879,1591,1093,1123,742,1050,1144,1119,713,1335
"2662028",1223,801,1481,1113,1073,735,917,1111,1091,663,1267
"219314",1134,738,1567,959,1012,699,962,1076,1025,662,1165
"2045",2608,1556,3371,2214,1853,1311,1804,2003,2034,1205,2271
"546871",2478,1974,1880,1724,1919,1451,1846,2287,2263,1380,2608
"642780",2196,1444,3457,2413,1808,1264,1748,1837,1828,1175,2205
"2621872",1716,1088,1932,1484,1626,1134,1292,1568,1491,853,1624
"75385",1371,838,920,769,941,693,813,1093,1023,584,1230
"2619695",2638,1915,1806,2052,2221,1571,2156,2493,2466,1387,2716
"546874",2200,1628,1754,1606,1832,1362,1611,2143,2083,1273,2383
"29405",1734,1233,1123,1042,1313,1005,1240,1574,1422,853,1710
"630515",1478,1077,1191,1238,1175,929,1183,1529,1453,841,1677
"1285901",1110,754,886,784,826,655,745,918,836,566,1024
"1332264",820,516,890,707,644,532,625,759,705,456,820
"399497",798,532,704,575,653,425,588,723,655,393,745
"2635419",716,471,663,556,498,418,551,637,574,362,704
"1610493",697,470,696,514,555,454,495,627,559,362,726
"2161816",486,343,482,347,318,284,307,365,329,236,449
"556499",875,530,761,649,639,551,717,730,717,455,924
"1744",775,497,955,525,629,476,535,693,603,414,728
"119981",739,481,580,529,498,388,532,558,516,358,648
"2608905",116,61,101,91,78,77,73,92,94,59,111
"1748",898,583,761,682,654,476,639,764,783,440,846
"1749",777,597,829,626,674,501,629,805,736,420,827
"2057246",494,347,492,400,382,350,372,418,465,296,539
"675864",1741,1211,1396,1466,1434,1127,1464,1699,1648,975,1858
"2642922",1326,869,1284,1075,1104,844,992,1128,1214,732,1349
"2717326",1307,889,1169,1025,924,774,1049,1161,1017,690,1233
"2662260",1073,741,1012,910,930,731,925,1120,1027,644,1164
"33010",465,352,435,368,410,297,326,396,460,267,526
"33011",306,206,312,235,260,199,245,301,331,196,333
"1747",253,121,967,150,193,181,169,361,229,175,246
"1750",769,507,652,555,501,437,551,639,717,397,741
"2633994",37,26,85,25,34,26,31,33,41,30,49
"182640",4695,2946,2586,3090,6924,3931,4867,8805,3265,3050,6400
"1544730",3695,2372,1815,2283,4752,2813,3764,6224,2300,2268,4843
"117157",2796,1899,2226,2472,2806,2018,2842,3369,2654,1804,3210
"2593643",5967,4528,12772,21439,9471,7054,26479,8336,7021,4374,52546
"2656914",5869,4421,10797,10782,7520,5540,7095,6843,6021,22822,13495
"93944",7,7,2,8,5,8,3,2,3,4,11
"2001",3945,2859,4998,3780,4371,3108,3667,5357,3957,2633,7192
"2632669",3743,2650,4505,3454,4184,2818,3773,4814,3600,2618,6056
"2006",2475,1798,3069,2213,2320,1719,2501,2457,2393,1541,3264
"35762",1,0,12,0,0,0,0,0,1,0,1
"2626254",11893,8243,22749,29092,15538,12238,15082,17611,17527,13036,24557
"46165",3838,2626,4523,5745,3805,3269,5060,4300,4181,3115,7014
"2020",2523,1758,2195,2273,2253,1853,2359,2562,2385,1603,3563
"2014",2712,1699,8584,3470,8812,2715,2694,3315,6722,1976,4056
"280236",1744,1239,1448,1464,1579,1090,1462,1772,1532,938,2111
"53437",1307,824,1676,1995,1660,766,930,1077,1136,629,1261
"2649073",3,2,1,0,0,1,0,3,1,0,0
"2021",5857,1659,790,1189,791,894,716,837,819,560,967
"2635841",1967,1349,1856,1755,1722,1261,1774,2050,1860,1164,2275
"1861",14464,16794,6433,5906,6282,3831,4581,6603,7276,5521,8059
"477641",5843,5958,4509,4995,4517,3011,4220,4957,4307,3396,5897
"138336",5689,6047,5665,4591,4080,2830,3300,4814,4133,3293,5135
"2632575",5426,3534,3478,3686,4124,2982,4268,4860,4094,2717,5492
"298654",4676,3268,2677,2785,3322,2445,3385,3943,3440,2190,4412
"1859",2040,1306,1377,1414,1555,1119,1551,1748,1556,1058,2239
"2716812",1729,1266,1175,1267,1450,1118,1602,1821,1541,1002,1915
"106370",1552,1075,1032,1042,1360,1011,1309,1507,1342,884,1764
"2609248",3832,2454,3420,2793,2908,2156,2570,3257,3331,1913,3856
"52771",625,421,467,483,533,397,505,599,535,329,602
"111015",576,423,752,488,530,417,474,603,540,347,678
"2560010",473,267,354,323,319,252,252,433,413,255,443
"52774",449,313,487,331,346,273,295,347,363,233,424
"2057800",320,241,248,264,240,214,254,265,283,149,304
"675090",285,202,284,214,211,219,267,313,305,172,325
"1656",283,172,234,226,214,162,222,199,224,177,312
"2057743",253,138,231,201,194,145,159,238,215,111,219
"2737173",250,165,232,169,155,98,131,163,161,99,189
"2321394",219,133,165,163,136,117,152,163,188,91,194
"1655",212,159,227,176,146,95,155,178,180,107,216
"1960083",199,138,223,143,145,116,141,160,161,114,200
"1659",175,146,125,107,114,93,126,134,178,94,170
"544580",152,131,168,144,117,102,104,128,154,101,134
"1852377",64,29,62,47,40,46,32,53,62,28,43
"1660",462,330,451,315,357,257,283,391,303,211,444
"52773",219,164,204,161,186,130,194,246,216,120,239
"2691889",190,130,217,163,138,139,137,193,151,100,233
"181487",125,99,215,108,116,96,76,134,113,77,140
"1282737",441,292,549,312,356,299,329,422,321,220,417
"2623556",348,189,561,279,283,216,230,320,320,225,347
"2630174",367,228,359,263,220,236,242,294,271,214,329
"1661",222,148,240,195,164,144,139,151,166,114,184
"312285",182,123,147,159,113,113,116,182,156,101,174
"2692119",370,212,258,237,233,217,229,322,288,169,321
"178339",336,244,404,322,256,251,286,329,292,181,401
"2631020",105,73,134,59,55,70,76,83,91,63,113
"28264",37,12,48,32,13,29,35,32,51,20,31
"1302235",28,21,41,28,13,19,38,35,25,17,32
"131112",20,16,28,16,16,6,16,21,14,8,25
"2609299",162,111,151,114,143,113,121,135,130,64,147
"59505",150,85,116,102,70,71,94,114,112,57,159
"2051",79,57,97,47,59,43,63,62,63,45,69
"1912795",32,26,41,20,33,18,31,31,31,25,32
"82135",16,8,37,13,9,11,7,10,5,6,27
"2624397",4171,2407,2803,3358,6758,3812,3068,5660,4878,2174,4161
"419479",4061,2628,2787,2827,5069,2804,3053,4514,4946,2083,4253
"53461",3137,1778,1664,1655,1928,1336,2085,2332,1919,1320,2584
"2618968",1433,1020,1080,1099,1247,874,1182,1360,1081,731,1494
"1090615",1340,966,1002,996,1151,789,1130,1227,1212,735,1524
"35760",483,272,472,347,295,278,290,343,344,211,495
"158787",439,271,448,392,340,243,312,384,371,247,394
"216816",434,328,393,310,283,281,331,371,355,222,431
"1694",371,277,350,293,232,194,250,245,301,175,314
"77635",329,206,295,215,254,189,238,276,268,178,274
"28025",318,184,244,230,250,178,196,254,219,133,264
"1681",279,181,296,241,188,159,187,230,219,138,269
"78448",249,198,269,243,199,158,163,216,189,128,266
"1680",211,123,211,168,108,103,106,149,145,93,175
"1689",180,108,148,102,102,100,79,149,112,93,138
"1685",175,112,242,151,129,110,125,151,136,96,166
"1765219",153,103,121,150,104,84,94,103,128,82,162
"33905",151,94,135,112,148,79,99,103,111,60,136
"638619",146,93,148,90,98,97,110,105,110,69,124
"1683",143,90,131,89,94,60,103,115,107,80,123
"1603886",141,78,132,118,96,91,89,85,107,71,117
"1684",129,97,139,116,126,73,95,122,101,51,111
"1686",125,84,115,85,86,71,49,103,82,54,87
"28026",56,45,79,59,30,32,30,31,37,28,46
"762210",46,15,28,36,19,12,22,26,26,18,36
"2020965",43,18,41,28,16,24,27,17,17,8,27
"1691",11,11,20,6,8,12,9,14,5,5,15
"1687",10,7,14,15,15,10,6,10,12,6,5
"78258",121,75,110,89,105,75,86,104,101,80,141
"2702",24,7,19,24,9,15,11,13,11,6,16
"2792978",2,4,9,4,0,1,3,1,1,2,2
"78259",16,11,20,16,24,9,17,8,16,9,21
"304895",3140,2114,2443,2658,2559,1968,2773,3037,2578,1765,3394
"283811",2072,1402,1535,1540,2012,1533,1761,2375,1771,1227,2317
"131568",1746,1405,1585,1541,1641,1241,1475,1790,1740,1142,2106
"2629395",1235,911,994,1047,1060,805,1313,1395,1049,821,1669
"414996",1187,787,2066,955,1142,793,982,1222,1131,710,1321
"1891644",1174,824,1125,927,910,760,969,1111,925,728,1336
"28049",855,598,504,626,846,579,863,908,734,589,867
"1884913",46,30,34,29,31,26,24,30,37,15,31
"1884905",39,32,55,29,36,20,22,27,38,26,38
"1884914",26,13,44,16,15,14,20,14,11,9,18
"1884907",12,11,11,8,10,8,10,14,11,7,11
"1884904",11,6,12,10,12,8,12,5,5,6,13
"573600",9,14,26,7,8,17,9,18,21,10,21
"1884915",12,5,15,2,8,3,2,5,4,2,8
"1884634",5,2,18,11,4,6,7,20,6,12,5
"1884916",5,5,9,5,3,1,6,5,6,7,7
"2637691",13185,11924,2745,4478,14771,7213,7925,16007,16334,9052,12266
"49319",6778,5848,1820,3046,8632,4218,5070,9140,8869,4925,6922
"42256",1933,1622,637,950,2290,1194,1496,2350,2343,1365,2030
"2051957",1127,857,469,542,1290,670,725,1401,1295,717,1083
"496014",10588,6130,5829,8684,8154,3768,12530,9895,5738,3913,8289
"191495",16468,8839,7682,11094,12644,5294,13964,12878,8664,5387,10975
"2627773",11600,6640,6337,9033,8845,3906,12186,10311,6358,3830,8459
"2789776",9827,5586,12352,4999,8504,5926,4671,7904,7756,4483,8432
"467094",4139,2372,3282,2240,2881,1964,1863,2830,2764,1566,2907
"53635",1378,816,938,843,1230,1002,828,1212,1203,616,1247
"2648737",762,440,503,538,454,424,449,548,547,372,745
"84112",383,262,300,310,238,232,278,293,308,226,368
"1335613",313,225,251,285,238,214,219,259,294,196,395
"471189",290,180,229,230,174,132,213,206,215,175,249
"446660",306,182,244,238,202,177,195,247,242,142,261
"2636013",156,92,149,153,94,105,78,105,136,82,145
"1870985",646,399,450,461,391,369,444,422,472,309,596
"1531429",361,216,320,286,234,226,262,267,243,208,348
"84110",277,170,215,175,167,146,189,229,215,128,225
"79604",193,128,198,127,117,139,112,115,152,88,130
"1944646",54,29,13,18,52,47,59,75,42,19,20
"84163",34,22,41,20,17,19,19,23,24,16,30
"2638792",954,608,752,785,604,553,592,681,712,498,912
"1805478",553,338,464,448,355,309,350,410,464,298,594
"604330",488,272,428,396,303,260,316,326,345,192,395
"133926",317,176,212,230,216,190,198,270,238,129,290
"1871022",301,195,265,223,195,189,194,244,197,170,295
"2003188",249,153,178,193,125,124,127,154,185,122,232
"1382",37,14,15,11,10,11,13,6,13,9,16
"74426",488,317,418,412,316,274,311,376,390,219,411
"33871",267,197,169,224,181,168,180,228,225,134,224
"2649358",3035,1923,2124,2061,2524,1856,1975,2677,2756,1628,2882
"1670831",2947,1859,1655,2062,2476,1811,2248,2740,2536,1578,2752
"1670830",2892,1902,2087,2121,2339,1779,1983,2710,2726,1600,2931
"185979",2826,1956,28720,2770,3862,2300,1811,3111,3467,2808,3176
"33932",1930,977,671,51,87,41,31,25,45,64,56
"86661",857,665,5818,748,489,423,600,437,671,495,1857
"653685",774,522,6890,1075,3754,933,1012,867,1424,1778,1387
"450367",616,554,153,33,17,22,20,19,34,39,46
"189381",158,87,1244,127,117,90,116,94,111,106,145
"1408",130,50,641,62,229,38,54,51,85,51,76
"561879",118,162,5540,68,384,66,141,101,345,114,199
"1664069",116,67,280,151,74,80,81,90,73,57,104
"1670641",91,57,1415,86,79,55,79,36,60,91,109
"1742359",78,56,878,111,65,75,91,48,71,93,100
"1397",74,42,2402,176,356,82,145,65,123,125,199
"324767",71,45,888,86,57,101,68,65,65,67,73
"632773",71,54,114,59,37,33,43,56,50,22,43
"1783501",58,26,354,48,27,24,38,28,33,29,46
"1471",48,33,508,84,40,42,49,30,72,54,52
"79883",46,52,392,51,30,23,43,30,50,32,44
"218284",44,27,608,45,14,27,29,36,28,33,54
"46224",43,19,499,45,19,27,28,14,28,31,38
"38875",42,30,1709,119,83,44,56,18,56,66,161
"1441095",41,28,378,44,34,39,38,28,55,46,58
"1413",41,23,293,33,14,15,15,16,15,17,28
"1547283",36,21,538,57,33,22,29,18,40,34,46
"1476025",35,19,491,49,29,24,32,20,23,34,52
"1792192",31,30,822,24,2821,25,30,35,155,53,84
"1479",31,33,244,37,23,23,21,21,34,28,33
"1925021",27,16,65,34,14,17,19,10,20,8,16
"1404",5478,4976,93254,10992,2168,2440,11912,2101,3214,5152,12851
"1402861",288,208,52471,599,3720,1901,116,156,4486,3382,3595
"412384",102,103,353,114,46,38,170,35,40,68,185
"86664",42,33,836,83,2604,39,72,24,43,55,80
"2675274",2313,1264,5815,225,313,220,140,176,589,792,440
"152268",61,39,1494,93,61,41,44,40,108,94,43
"79885",769,305,282,27,54,22,19,14,30,20,33
"199441",338,33,352,46,32,20,28,12,26,22,27
"79880",223,313,1643,1418,1215,653,194,140,816,733,1165
"86665",78,36,291,77,48,66,33,36,55,52,74
"300825",15,12,113,32,36,18,17,19,26,27,122
"2598861",14,10,98,42,18,27,11,6,31,29,26
"129338",261,176,230,187,117,144,168,184,148,110,211
"2642459",184,137,366,186,102,148,117,141,134,105,188
"1422",114,77,154,96,56,85,90,76,82,45,105
"1505648",111,73,99,61,46,74,54,53,71,34,64
"1921421",106,76,249,134,111,87,82,100,99,62,119
"33940",13,6,27,12,13,7,11,16,6,9,16
"213419",10,6,9,4,5,11,8,6,9,7,5
"1478",734,530,433,91,97,90,113,65,104,123,129
"228899",144,44,1900,688,168,216,212,114,269,237,482
"421767",98,62,452,65,49,49,68,53,68,38,77
"264697",58,42,191,47,30,33,35,28,43,41,78
"1407",40,14,430,34,40,33,27,32,27,26,62
"2502791",469,113,127,51,40,36,36,55,58,43,61
"2698411",152,67,384,71,43,52,54,46,55,45,85
"2099786",74,33,113,22,21,22,17,27,17,18,32
"129985",250,126,15819,171,148,178,83,50,117,145,97
"279826",139,92,1544,198,449,299,208,363,493,418,364
"1740721",155,118,831,2954,144,120,3173,89,108,569,758
"1193713",121,87,772,233,75,102,232,53,91,143,164
"1215031",19,4,61,13,6,13,8,8,10,10,10
"2636778",127,86,1908,190,177,65,118,54,123,89,116
"28031",54,29,396,34,25,16,31,18,38,26,33
"1421",23,12,208,20,15,19,17,20,29,19,31
"2086577",23,15,3586,109,103,25,23,14,64,46,39
"1145276",1,5,20,1,2,0,0,0,2,5,2
"746691",136,101,946,117,437,130,10,15,497,176,34
"182710",63,26,5022,187,69,221,34,40,120,53,57
"2052660",41,26,626,45,32,30,30,28,41,33,56
"2620237",73,41,1526,79,79,68,63,50,69,59,78
"163877",33,18,679,27,23,14,13,18,14,20,24
"1482",32,16,1212,32,23,26,18,11,24,12,21
"2017483",26,20,789,27,17,17,19,9,23,17,35
"302167",9,6,132,13,9,7,2,5,6,5,7
"1473",2,0,263,9,1,2,2,1,2,2,0
"1398",215,153,537,147,130,161,136,174,158,102,188
"665099",143,91,33705,492,1048,1048,755,560,2068,1138,901
"859143",39,20,712,69,22,30,37,17,31,39,26
"2639704",48,38,244,59,21,38,29,32,37,33,44
"247480",38,31,230,46,24,27,34,43,29,18,41
"294699",35,23,194,33,36,31,23,32,45,26,31
"33934",25,24,136,31,18,22,20,12,13,13,24
"198467",5,0,22,3,2,2,2,2,2,2,7
"196180",3,2,16,5,1,0,1,3,1,3,11
"255247",86,45,286,46,42,31,30,49,61,56,38
"1221500",44,28,208,25,24,26,28,39,24,26,29
"386490",128,115,3944,798,803,548,674,957,732,346,583
"402384",27,22,564,32,12,15,20,13,19,18,28
"45668",26,22,586,32,20,15,20,12,20,17,15
"1570",24,30,622,30,17,13,9,11,21,12,26
"2614679",41,46,512,46,32,36,37,35,51,37,62
"1472767",31,17,713,32,28,24,23,24,36,15,40
"35841",71,49,355,49,36,44,37,23,25,59,52
"1230341",70,35,291,41,33,36,25,41,63,27,49
"1295642",47,26,118,45,25,38,38,32,38,26,33
"1426",11,15,43,11,12,15,12,8,14,15,26
"153151",5,2,24,4,5,3,3,4,2,1,3
"2625209",54,33,1100,35,48,35,22,23,55,32,41
"2628296",51,26,619,45,35,36,26,39,42,30,51
"2651280",48,20,321,33,14,25,30,12,27,15,33
"2283160",36,18,366,35,23,30,22,26,55,26,42
"2636677",8,3,98,8,6,2,4,3,7,2,4
"2636913",42,15,504,37,36,25,26,40,35,20,51
"33936",39,32,276,52,20,37,29,18,27,33,58
"1532552",39,18,329,39,21,34,25,17,24,46,42
"1449",37,10,705,19,11,20,5,5,19,13,20
"2594883",31,16,387,22,25,13,12,10,21,18,21
"1467",25,14,520,25,21,22,23,26,33,30,44
"2213194",23,12,390,26,9,15,16,14,31,11,19
"1028381",1,0,1,2,0,0,0,0,0,0,0
"185978",5743,3879,15576,5443,3879,3742,4459,4362,4776,3705,6168
"61624",1135,818,1305,777,704,623,792,876,883,739,1186
"2704462",586,399,762,555,344,336,386,439,438,283,586
"44251",507,310,418,249,187,167,168,187,234,166,293
"2704463",358,251,452,252,200,199,198,225,230,171,303
"49283",351,202,491,294,172,222,246,259,287,183,361
"562959",330,240,629,369,192,220,510,253,254,1159,349
"1126833",296,213,432,263,173,185,181,214,185,148,250
"79263",256,179,436,239,116,138,155,175,159,136,248
"375489",253,156,408,189,94,125,161,142,166,116,174
"1870820",226,135,1300,264,361,132,132,134,175,134,317
"169760",226,141,390,212,128,129,136,129,184,120,267
"1406",196,114,632,147,87,78,86,132,101,113,157
"248903",194,157,867,187,150,131,257,218,112,171,181
"2495582",188,117,344,138,77,98,137,122,156,91,175
"365617",184,114,235,179,103,92,127,138,137,90,168
"682956",183,98,155,49,49,49,41,45,47,51,78
"414771",164,90,254,114,80,98,94,107,114,85,147
"162209",154,106,448,146,84,103,104,107,142,92,169
"2509456",142,72,344,115,65,71,69,77,98,80,127
"2044880",142,109,276,103,70,85,78,97,97,66,130
"2707005",107,70,226,67,50,67,59,74,97,65,103
"1619311",100,68,171,103,84,70,72,90,88,59,132
"1462996",99,72,255,75,58,59,67,67,68,70,120
"160799",94,70,173,77,48,75,56,90,69,65,98
"1178515",93,70,247,98,56,60,54,97,67,64,72
"1473112",91,67,206,75,42,44,52,56,83,50,100
"44250",90,46,242,87,42,39,48,52,57,35,62
"189425",79,62,126,60,43,59,42,47,44,52,95
"1616788",79,48,198,95,50,30,65,54,78,58,76
"1338368",74,42,247,71,48,39,55,30,44,29,45
"1401",72,52,1745,193,389,192,233,136,233,218,350
"683737",69,39,195,65,36,37,61,43,46,45,122
"1778678",67,50,208,48,39,29,37,54,57,38,68
"1464",63,41,214,49,30,34,40,40,37,31,49
"189426",59,19,130,35,35,25,35,34,24,17,39
"172713",58,34,116,45,44,24,40,52,47,37,73
"198119",50,33,132,57,44,41,50,41,36,33,42
"1712516",50,40,246,42,29,31,44,39,46,35,61
"528191",39,44,85,28,13,24,33,26,30,31,55
"159743",38,36,99,24,13,19,22,21,17,22,46
"253703",33,23,131,17,15,15,10,22,14,15,20
"128574",28,30,85,35,36,23,35,37,39,30,76
"1763538",27,21,137,17,31,23,13,27,24,34,53
"59893",18,12,28,10,6,12,11,4,8,5,16
"59843",12,8,94,12,7,4,8,3,5,7,14
"2684853",1023,693,1103,582,453,473,458,592,601,518,740
"51101",320,193,703,236,189,191,196,222,253,162,312
"1393",210,119,1268,181,146,127,90,151,195,120,185
"54911",146,110,4706,408,453,271,177,143,144,362,190
"1465",43,35,263,35,21,22,21,26,34,24,40
"54913",30,22,188,35,21,13,34,24,23,12,25
"2636738",776,526,1748,684,457,468,460,572,553,398,739
"2674991",523,370,768,523,352,365,365,387,381,324,584
"2507935",57,33,169,40,30,27,30,39,29,24,48
"377615",903,595,1101,742,506,552,552,621,603,457,788
"2583377",557,451,721,493,330,359,378,485,462,361,597
"55079",145,71,579,176,89,118,96,123,156,131,182
"1471761",11585,5132,300,5798,223,4250,113,120,134,328,340
"714067",221,133,222,577,158,375,104,163,129,147,204
"1380685",52,25,135,70,20,46,19,29,24,17,36
"2490858",267,191,210,233,179,180,143,211,210,171,262
"2026",156,141,1127,140,31,172,36,42,49,107,73
