"","AYtCM2TOMPOOA100360.extra.kraken2.report","TECcM2TOMPOOA051310.extra.kraken2.report","s9OmM2TOMPOOB051285.extra.kraken2.report","X1qGgM2TOMPOOM080340.extra.kraken2.report","X0n7bM2TOMPOOA100365.extra.kraken2.report","Nm8MM2TOMPOOA051300.extra.kraken2.report","a50wM2TOMPOOB051350.extra.kraken2.report","iYASM2TOMPOOA050195.extra.kraken2.report","wQqUM2TOMPOOA080335.extra.kraken2.report","IGpcM2TOMPOOB051290.extra.kraken2.report","aFJgM2TOMPOOM090325.extra.kraken2.report"
"2763317",4481,4274,5536,8889,3798,3507,6222,4203,4077,5645,3568
"2795387",2051,1202,2243,3588,1888,1754,1914,2083,3364,1810,2845
"84531",1648,986,1607,3729,1526,1115,1444,1259,1321,1358,1155
"435897",1563,967,1436,3514,1476,977,1329,1299,1379,1477,1121
"1605891",1614,1074,1654,3963,1351,1236,1886,1260,1453,1564,1494
"1324796",1418,1031,1473,9430,1305,963,2664,1617,1022,1991,1528
"262324",1200,760,1157,2511,1197,774,1072,949,1024,958,805
"2591633",1332,838,1289,2983,1142,934,1336,973,1205,1107,1189
"2698682",940,595,947,2992,860,667,1335,817,788,988,918
"40324",4156,2193,3494,8522,3921,2573,3210,2752,2627,3424,1945
"2072414",319,161,261,547,308,202,231,205,225,206,160
"2072413",309,170,248,569,282,176,210,188,207,252,125
"2072405",179,60,124,294,144,83,101,106,95,80,56
"2072407",96,51,64,189,125,54,57,59,65,62,35
"2072412",137,60,95,192,89,65,60,60,75,69,46
"2072406",104,45,67,163,83,31,57,63,60,43,28
"2072409",39,17,23,56,43,16,18,22,28,13,18
"2072408",41,29,20,72,29,21,41,20,12,16,11
"1904944",630,305,437,1187,508,373,440,370,370,382,328
"2770322",467,283,388,945,461,285,412,339,335,392,281
"2691571",352,179,272,603,360,202,275,239,219,230,161
"2742129",210,90,176,349,200,113,139,154,135,165,132
"2303750",160,66,82,212,105,71,60,86,68,79,49
"2040586",100,71,73,174,98,55,112,76,158,90,47
"2005046",120,52,101,300,89,57,79,61,69,71,51
"2282124",24,15,32,76,27,21,23,20,18,24,18
"2682487",24,7,32,54,25,19,48,22,11,25,16
"2775920",30,11,15,49,25,10,11,14,29,26,27
"1827305",32,5,24,62,18,20,20,26,33,34,13
"216778",1529,859,1338,3320,1603,928,1244,1090,1157,1150,966
"128780",1049,580,840,2851,929,655,887,693,705,784,1382
"2045451",27,20,29,85,48,28,25,24,18,20,14
"83617",0,1,3,2,1,1,0,0,3,0,3
"149696",208,156,183,523,223,133,179,147,174,177,118
"359385",122,64,131,239,119,84,89,68,78,87,48
"340",117,59,85,342,88,78,76,97,83,84,52
"92826",60,60,57,127,79,52,64,63,43,74,15
"2724122",145,108,122,276,162,104,143,103,93,130,73
"2724123",161,74,108,253,159,102,117,93,97,111,74
"2724121",186,88,118,257,158,97,130,96,106,146,74
"2775162",30,13,19,57,15,16,11,21,9,8,16
"2776703",4,1,1,1,3,0,0,2,1,3,0
"152263",290,135,206,463,234,156,240,230,159,258,139
"134875",247,113,203,308,189,137,211,130,124,162,85
"487909",66,28,41,104,60,32,65,43,42,60,17
"56458",930,551,743,1908,807,560,807,688,608,772,516
"64187",148,90,115,241,194,84,120,101,86,119,42
"129394",65,33,61,114,75,45,35,62,76,55,35
"56464",534,351,556,1201,595,378,463,441,374,544,343
"346",602,309,426,943,589,344,386,377,366,463,215
"380358",3,1,4,1,3,2,0,1,1,0,1
"56455",477,291,381,906,469,264,435,349,270,370,251
"195709",98,60,69,188,99,40,87,62,70,74,47
"69929",65,39,44,272,77,28,32,26,43,61,21
"925775",60,28,61,115,52,36,35,38,51,38,19
"56453",320,195,240,731,331,156,306,281,229,280,185
"48664",414,174,249,783,325,232,226,251,229,251,163
"487904",111,52,82,199,84,66,61,62,65,88,32
"2754056",34,25,31,93,41,29,28,32,25,26,24
"707209",2,3,5,14,5,2,1,2,0,4,7
"454958",11,9,11,44,10,7,9,10,7,11,14
"325776",6,1,4,6,6,8,2,4,3,1,3
"487849",7,2,1,4,3,1,3,1,1,1,0
"1219375",274,128,203,429,244,161,232,175,144,198,85
"1982678",180,110,109,343,198,96,142,119,109,138,61
"1101443",15,3,11,20,24,3,3,6,9,5,4
"1304892",2,1,0,0,2,0,0,3,1,3,0
"2259622",128,114,111,303,150,100,130,106,109,140,77
"359387",24,8,15,22,15,12,5,6,5,11,11
"207721",16,5,12,19,14,9,7,9,10,9,0
"189396",22,7,11,37,6,16,16,13,4,9,8
"316273",0,2,0,0,1,0,0,2,0,1,0
"92828",83,49,68,229,74,48,78,65,74,61,36
"317013",3,1,2,4,4,0,4,1,1,0,24
"442694",8,7,37,47,15,27,6,21,13,11,4
"2799326",1261,800,1357,3374,1299,854,1316,1121,875,1226,1267
"1896164",1110,692,3012,3174,1049,747,1193,859,779,1002,1318
"2508168",966,652,1045,2594,1004,666,1126,863,675,1089,974
"2799325",1003,626,1031,2358,983,713,1098,763,633,927,915
"2761107",962,568,884,2455,913,670,1081,745,670,931,894
"1176533",1298,943,1380,3248,1268,908,1435,1047,916,1182,1214
"2006110",1084,697,1029,2825,1222,675,1049,862,733,1014,807
"2565782",942,594,991,2340,1000,667,1007,830,812,983,808
"743721",1231,727,1143,3195,1306,733,1119,885,957,1056,1388
"128785",1976,1473,1612,35363,2181,1176,4821,1281,27917,2584,7864
"1045855",828,535,717,2448,795,523,806,610,651,675,641
"2202149",1195,787,1162,5169,1135,872,1778,1124,1006,1348,1039
"2771436",952,683,1006,8817,1037,677,1308,859,3954,996,3278
"2714945",636,457,672,2782,706,457,977,608,634,701,612
"215691",1380,829,1280,9951,1258,914,1786,1200,1205,1524,1207
"1463158",971,641,949,3638,1026,631,1214,822,754,962,834
"370777",2542,1046,1561,18924,3430,949,1389,1261,1520,1247,1019
"2511995",716,450,578,1855,823,458,769,647,408,794,194
"698414",2,1,2,13,3,0,0,1,1,1,0
"1401256",5,1,0,0,3,1,1,5,0,2,0
"644357",0,2,1,6,2,0,1,1,1,1,0
"671135",5,1,2,1,2,5,2,2,2,1,1
"1444770",70,44,58,124,86,49,57,51,53,51,36
"445710",1357,861,1060,35893,1337,776,5404,1148,642,2313,319
"2763498",652,379,486,1635,728,334,2839,572,432,953,219
"2501295",280,151,205,724,278,172,848,246,197,392,93
"1217721",731,493,638,1866,843,489,3161,688,422,1127,212
"1849581",376,242,275,1118,409,224,1219,342,276,601,105
"666685",1295,853,1017,6620,1405,736,5954,1070,646,2116,424
"2778082",1171,698,880,4433,1112,741,3939,974,513,1797,347
"582702",783,517,529,2305,746,410,7623,656,384,1357,238
"1300342",2398,1435,1922,4685,2677,1393,2622,2077,1240,2081,727
"2589080",1006,522,828,1891,940,602,1881,732,482,974,260
"1440763",908,525,702,1695,905,534,1417,748,450,940,201
"2010829",1109,714,951,2968,1263,726,3302,1024,578,1667,338
"2021234",604,423,501,1425,839,394,483,510,406,521,114
"767434",420,266,338,1010,479,258,548,341,249,439,107
"550",505,258,482,1620,553,674,233,402,345,630,89
"158836",200,112,205,324,201,161,92,127,76,131,40
"69218",121,67,101,153,125,92,51,81,60,73,18
"61645",101,68,74,138,106,61,59,62,84,58,22
"1812935",105,48,87,153,92,58,50,66,56,71,31
"2494701",61,25,31,78,65,30,27,47,20,52,8
"208224",34,17,29,73,45,23,27,22,15,27,5
"299767",34,21,26,60,30,30,25,21,12,15,52
"2071710",27,9,18,15,30,17,21,9,13,13,3
"2757714",31,28,21,39,23,17,16,21,16,8,11
"2724468",120,67,89,138,145,77,71,95,35,96,14
"2596949",134,59,90,158,127,45,55,67,43,118,24
"1914861",103,44,71,159,115,61,44,59,41,71,15
"2742676",53,24,39,62,51,24,23,27,27,12,6
"2742639",31,21,27,82,50,25,19,29,21,21,5
"399742",58,24,33,64,47,20,30,30,25,64,8
"2742619",24,14,17,42,24,10,12,17,7,10,7
"1166130",6,7,4,10,21,7,5,10,6,6,0
"2705458",12,3,10,28,13,4,8,13,8,13,1
"2500132",18,3,4,5,11,3,2,8,6,7,3
"1560339",28,5,10,8,9,3,6,6,11,3,2
"648691",0,1,1,2,5,1,0,1,1,0,0
"2565914",3,0,7,1,4,1,1,0,2,1,1
"1868135",1,1,3,10,3,3,2,0,4,1,3
"1827481",1,1,2,4,2,1,1,0,0,2,0
"2742673",2,3,2,1,1,1,4,0,0,2,1
"2742656",0,0,1,0,1,0,0,1,1,0,1
"2747372",0,0,1,1,1,1,0,2,0,0,1
"2051905",0,0,0,0,1,0,1,0,0,0,0
"881260",42,32,84,138,93,62,38,41,25,32,9
"2478464",52,30,31,59,63,27,20,35,27,32,13
"885040",38,20,34,62,36,35,21,25,11,26,12
"539813",3,2,1,5,3,1,2,3,3,4,0
"72407",12,3,11,13,19,8,7,9,4,6,1
"39831",2,1,3,4,5,2,3,2,3,1,0
"1328373",0,0,0,2,1,0,0,0,0,0,0
"1365186",0,0,0,0,1,0,0,0,0,0,0
"1420012",1,1,0,0,1,1,0,0,0,0,0
"548",290,126,246,477,328,199,123,184,116,217,44
"2681387",20,8,15,15,22,12,5,16,9,13,3
"2787706",4,3,6,5,7,2,5,2,0,1,0
"2675726",3,3,5,6,6,3,1,5,3,1,0
"2697371",3,0,1,0,4,1,1,0,4,1,0
"2015795",1,1,1,1,2,1,2,1,1,1,1
"2267618",0,1,4,1,2,2,0,0,0,0,2
"2675710",0,2,7,1,1,2,4,3,4,3,0
"571",195,107,182,368,208,120,114,145,92,143,43
"1134687",163,101,162,0,202,104,111,131,74,129,35
"1667327",9,5,6,11,9,3,3,5,2,4,1
"244366",0,64,92,121,102,81,0,0,0,0,15
"2026240",51,29,42,93,47,26,29,34,10,25,9
"2153354",41,29,36,49,43,23,19,33,21,43,2
"2489010",45,14,28,64,38,22,25,20,13,20,6
"2058152",26,17,26,63,21,26,8,15,12,15,11
"546",205,102,148,428,204,91,86,132,86,100,44
"67827",27,14,15,51,28,14,4,17,12,20,2
"1639133",10,7,13,30,16,9,5,15,9,9,71
"2816438",8,5,12,18,13,9,5,3,1,12,2
"57706",8,10,8,17,12,7,5,11,2,10,3
"133448",6,3,6,15,10,3,2,6,7,12,0
"1573676",56,27,50,95,61,29,30,44,25,45,9
"2742624",54,41,36,58,55,36,32,47,18,51,7
"2546350",19,11,18,31,23,16,6,11,12,3,5
"2781952",22,8,11,15,17,9,7,10,8,17,5
"1702170",0,0,3,20,7,2,4,3,2,2,1
"2742627",2,0,3,5,6,2,3,1,2,3,0
"1703250",0,2,3,3,3,0,2,1,2,1,0
"1920110",4,3,1,21,3,2,1,0,0,0,2
"2742675",0,0,0,1,3,3,1,1,0,6,0
"2742667",2,1,3,2,3,0,0,1,0,1,2
"2742626",0,0,4,0,2,6,3,0,1,1,0
"2742657",1,1,1,3,1,2,0,0,1,1,0
"2742625",1,2,4,0,1,6,1,0,1,3,2
"2742668",0,0,0,6,1,1,1,0,0,0,0
"2697370",0,1,0,2,1,0,0,1,0,0,1
"2742678",0,0,0,1,1,0,0,1,0,0,0
"637910",94,57,89,159,112,49,55,73,45,53,23
"67824",45,39,59,74,75,35,29,45,24,31,6
"1261127",42,20,40,66,50,26,14,26,29,23,10
"545",33,16,34,45,38,30,20,15,11,26,4
"2562449",32,19,28,115,37,21,14,19,14,32,10
"2653932",41,31,33,66,31,22,25,28,13,29,8
"1748967",4,3,4,11,6,8,5,7,3,3,2
"1563222",5,4,4,16,5,6,3,0,5,1,2
"1138308",11,10,13,12,18,7,8,13,4,8,1
"413498",151,81,102,159,146,79,76,84,64,90,13
"1074000",100,57,74,125,121,49,57,55,46,67,16
"1073999",102,64,78,144,102,58,61,85,43,79,14
"1159491",0,1,0,0,1,1,1,0,0,0,0
"1159613",19,11,15,24,24,13,9,14,8,7,3
"1906275",15,12,11,30,13,8,11,9,9,14,6
"2725560",61,36,54,97,79,51,31,54,33,67,19
"2492396",61,29,38,60,65,28,22,26,28,51,13
"2067958",41,20,52,104,48,38,19,30,17,27,6
"1300165",15,7,30,17,20,21,4,17,5,8,3
"1235834",9,4,1,16,14,1,3,8,7,6,4
"551989",54,21,38,58,57,17,22,32,27,42,9
"1177180",6,3,10,2,1,5,3,3,3,1,0
"497725",34,14,32,44,41,24,13,18,19,27,5
"1646340",45,26,25,59,41,19,24,27,45,20,7
"2714951",100,62,72,83,82,50,55,60,28,43,20
"2815358",75,59,90,83,78,58,31,58,27,45,12
"2282310",22,6,9,16,21,8,10,8,11,4,3
"2282309",21,7,15,17,19,18,25,9,5,10,2
"2681308",17,13,20,25,14,8,7,11,9,17,3
"2681309",3,8,2,15,9,4,2,1,4,5,3
"1920114",4,5,5,3,7,6,3,5,5,4,0
"2681307",21,15,6,19,7,13,7,16,5,17,2
"83655",203,93,117,265,183,96,98,114,69,109,25
"2822132",3,3,4,2,10,2,2,3,0,1,1
"83334",3,2,4,5,7,4,4,7,1,2,2
"696406",0,0,0,0,3,0,0,0,0,0,0
"2233553",0,0,0,0,3,0,0,0,0,0,0
"930406",0,0,0,0,3,0,0,1,1,1,0
"585034",1,0,0,1,2,0,0,0,0,0,0
"409438",2,1,2,0,1,2,1,0,0,1,0
"2048778",0,0,0,0,1,0,0,0,0,0,0
"2048781",0,0,0,0,1,0,0,0,0,0,0
"1392858",0,0,0,0,1,0,1,1,0,0,0
"2763104",0,4,11,0,1,18,12,0,0,0,0
"1045010",1,0,0,0,1,0,0,0,0,0,0
"244319",0,0,0,0,1,0,0,0,0,0,0
"1078034",0,1,0,1,1,0,0,0,0,0,0
"2810408",1,0,0,0,1,0,0,0,0,0,0
"2810404",0,1,0,0,1,1,2,2,0,0,0
"208962",60,28,45,69,63,24,18,36,35,25,10
"564",56,24,33,77,61,23,16,23,10,11,11
"1499973",26,16,23,42,32,21,14,16,16,16,4
"2044467",21,8,15,39,14,14,11,13,5,10,3
"575",87,47,70,100,84,55,39,47,25,64,8
"577",77,29,48,116,83,30,50,46,23,51,10
"54291",0,27,0,0,68,0,34,0,0,45,8
"1259973",17,11,26,16,22,22,9,12,12,16,4
"2259647",0,3,0,1,3,1,0,0,1,1,0
"61647",387,244,291,522,419,245,213,302,198,323,86
"701347",32,9,32,50,19,27,14,15,20,16,5
"59201",125,76,95,266,139,80,101,74,50,62,33
"59202",26,25,25,46,22,16,22,29,13,27,1
"59208",8,6,9,25,8,7,6,7,9,7,3
"59204",4,5,3,2,4,1,2,3,4,0,1
"59205",1,3,5,3,4,6,0,2,1,5,1
"59203",5,3,5,24,3,2,7,6,1,4,0
"41527",10,1,3,10,3,3,1,3,6,8,0
"1197719",1,0,0,0,2,1,0,2,0,2,0
"158822",268,155,198,415,331,146,145,202,128,188,52
"2545798",81,44,52,128,90,52,37,72,34,61,13
"158823",76,57,70,128,76,53,39,53,31,69,19
"61646",140,64,98,186,144,72,62,83,55,66,18
"2153385",20,16,17,28,37,16,20,14,13,15,4
"69220",22,18,27,49,29,15,12,18,11,12,2
"61648",54,40,45,89,76,30,34,42,28,38,9
"2774055",65,43,57,129,71,44,42,49,40,41,18
"51288",22,12,20,23,32,14,17,15,9,9,8
"566",118,78,116,244,142,72,67,99,53,76,27
"2579935",148,72,107,192,137,83,90,87,44,70,21
"158877",82,61,67,153,113,55,51,56,47,52,17
"1851514",89,52,74,114,107,64,66,68,41,59,16
"2479367",60,25,37,83,57,31,23,45,21,32,9
"82977",46,21,36,79,35,33,43,25,20,36,6
"146507",39,26,31,77,34,24,16,30,10,28,19
"84564",26,9,22,74,20,9,8,16,2,25,1
"1906659",7,3,6,11,11,6,6,10,5,3,2
"1906661",1,3,5,10,8,3,3,4,1,3,1
"1906657",7,11,7,26,7,6,4,14,7,8,4
"1682492",0,2,3,7,5,0,1,4,0,0,1
"472825",1,2,0,8,4,2,0,0,1,4,0
"199891",1,1,2,11,3,3,0,2,2,2,0
"1906660",3,0,0,4,1,1,3,2,0,2,2
"565",119,45,79,149,93,67,77,61,42,54,10
"1972431",60,28,44,96,64,29,18,28,19,40,4
"395631",4,2,3,8,13,6,2,6,6,2,2
"1756993",8,4,2,8,8,1,1,2,8,2,1
"563",110,72,77,152,87,64,47,48,42,52,13
"2675784",0,0,0,1,5,0,0,0,0,1,0
"2675785",1,0,0,2,3,2,0,1,0,3,0
"2675772",0,0,1,3,2,0,0,0,0,1,0
"2675775",0,0,1,8,2,2,1,0,2,1,0
"2675794",3,0,0,3,2,2,0,1,2,0,3
"2675793",1,2,1,1,2,3,0,1,0,0,0
"2675791",1,0,0,3,2,1,1,1,0,2,0
"2675789",4,2,4,7,2,2,0,0,2,0,0
"2675782",1,0,0,1,2,1,1,1,0,1,0
"2675783",1,0,0,1,2,0,0,0,1,0,0
"2675797",5,0,2,13,1,0,1,3,2,1,0
"2675795",0,1,0,2,1,0,0,1,0,0,0
"2675792",0,1,0,8,1,3,0,1,2,1,0
"2675788",0,0,0,2,1,0,1,0,1,0,0
"2675787",3,0,2,13,1,0,0,0,2,1,0
"2675786",1,1,0,0,1,0,0,3,1,0,0
"2675781",3,2,1,3,1,1,3,0,0,2,0
"2675780",1,0,0,1,1,2,0,0,0,0,0
"2675779",1,0,0,0,1,0,1,0,0,0,0
"2675778",1,1,1,3,1,0,0,1,0,1,0
"2675776",1,0,0,0,1,0,0,0,0,0,0
"1048758",25,33,26,37,29,0,13,26,0,19,2
"42897",0,0,2,1,1,0,0,0,0,1,0
"622",3,2,1,2,4,0,3,6,3,3,0
"621",3,0,1,0,1,0,0,0,0,0,0
"2487150",8,5,14,4,8,14,4,5,3,1,1
"401619",2,0,1,13,3,1,0,0,2,2,0
"428411",5,1,1,5,2,1,2,0,2,0,1
"476281",1,2,4,8,4,2,1,6,2,4,2
"911022",10,6,3,45,8,3,2,3,9,10,3
"1334564",7,3,3,57,7,6,6,6,0,2,1
"273526",16,5,16,11,6,9,6,5,3,4,3
"435998",7,1,2,1,3,3,1,2,3,3,3
"2420306",62,36,45,52,79,29,34,34,26,54,7
"104623",52,46,71,142,59,46,34,40,28,33,11
"671990",51,24,21,59,52,24,18,35,18,28,11
"2597702",44,24,44,66,50,37,22,27,13,38,6
"2033438",34,32,31,12,28,29,24,28,20,31,2
"2448483",19,3,11,24,14,14,7,8,12,10,5
"2447890",14,13,11,15,14,11,26,9,8,16,6
"2724469",7,2,8,5,7,5,2,0,7,2,1
"2773264",3,1,6,18,6,4,2,9,8,1,1
"2482769",4,5,4,14,6,9,3,10,1,1,2
"2785630",3,3,3,5,4,1,2,2,0,2,0
"1327989",15,6,13,12,4,13,7,4,4,1,2
"488142",6,4,5,15,4,2,1,10,4,9,0
"1758196",1,1,1,0,3,1,2,2,0,6,0
"2485839",2,0,0,6,2,1,4,0,1,2,0
"1154756",47,28,36,57,64,25,22,24,32,35,8
"682634",25,3,5,9,10,10,9,10,2,6,1
"1006598",1,0,8,6,1,2,0,1,0,0,2
"61652",157,106,198,254,167,137,111,108,53,101,23
"618",193,87,117,290,153,92,99,99,65,61,18
"47917",132,75,120,246,150,105,103,102,62,92,21
"2741499",97,58,58,138,123,44,52,65,23,46,18
"399741",10,4,9,11,6,3,4,7,3,3,2
"82995",74,34,44,108,80,40,30,41,27,52,14
"568817",10,1,4,21,10,2,2,1,4,3,1
"1346614",5,5,1,8,5,4,0,3,2,1,2
"137545",26,15,23,48,29,9,17,27,15,13,8
"61651",20,4,14,16,22,13,12,10,10,17,10
"300181",11,6,7,20,11,1,8,13,8,13,2
"458197",9,1,7,5,9,3,1,6,0,6,1
"1443113",10,4,13,3,16,6,10,2,3,1,1
"34053",4,0,1,10,3,2,3,1,1,0,1
"367190",14,8,9,26,15,6,8,14,8,8,4
"633",14,8,10,14,9,4,9,10,8,8,0
"632",10,6,2,13,7,3,6,4,2,4,2
"29486",42,22,31,79,39,22,14,29,20,28,10
"935293",34,32,28,73,35,22,21,29,33,13,8
"28152",18,11,10,33,33,10,4,16,4,11,2
"1453495",22,16,16,38,28,16,14,15,6,20,6
"29484",29,8,10,68,25,18,14,14,14,0,3
"349967",31,11,32,81,25,18,14,24,13,19,5
"29485",18,17,12,45,20,9,17,21,11,24,1
"263819",17,9,8,39,19,10,20,6,10,15,6
"2607663",11,7,11,25,16,7,15,10,4,12,5
"2339259",6,0,6,7,9,3,2,3,1,8,0
"349968",2,1,2,6,3,4,3,1,1,5,0
"419257",2,4,9,6,3,6,7,7,0,2,0
"1179669",4,3,1,1,2,3,2,0,1,2,0
"2126321",339,195,233,379,342,201,170,212,135,273,47
"745277",48,42,59,111,82,46,41,61,25,45,8
"1151116",1,1,3,3,1,0,2,1,2,1,1
"1805933",86,58,63,196,94,69,53,81,51,87,18
"741091",1,1,2,3,3,0,1,1,0,0,1
"2703885",11,2,10,26,16,3,6,6,7,10,1
"929813",189,126,148,177,195,121,124,139,94,124,28
"1646377",124,85,115,149,126,100,74,85,56,105,17
"41202",129,60,91,203,110,65,44,74,63,87,23
"1441930",55,16,44,99,41,35,16,38,39,24,9
"1878942",19,8,13,42,21,8,3,12,8,15,4
"2575375",103,80,103,153,138,76,50,95,62,91,26
"592316",95,80,93,160,105,69,63,66,36,71,20
"1484158",107,67,112,188,101,76,75,66,66,58,17
"2052056",87,46,48,177,86,50,33,51,40,58,12
"2490851",70,41,66,164,83,39,43,42,25,39,14
"2479547",38,25,36,58,49,23,22,31,27,35,5
"2768165",8,4,5,4,7,2,5,2,0,5,0
"2787629",11,1,14,8,6,6,0,10,5,10,0
"59814",302,194,222,466,314,246,174,207,117,211,51
"712898",8,3,4,13,10,6,1,3,2,6,0
"549",250,93,110,202,168,100,87,84,67,101,33
"932677",1,1,1,4,1,0,0,1,0,1,0
"1123863",0,1,2,5,1,0,0,1,11,0,0
"55209",108,59,84,173,115,71,50,56,52,66,14
"66271",11,2,5,27,19,8,9,3,7,4,1
"1891675",101,36,51,144,93,43,48,55,33,45,18
"1076550",94,36,51,97,65,30,39,38,34,40,25
"1235990",11,7,3,20,13,7,3,3,3,8,2
"470933",12,4,7,7,4,10,6,6,7,6,3
"1619313",141,89,97,242,185,70,52,88,67,102,28
"55211",98,65,72,188,112,55,51,75,59,76,22
"2681984",77,50,47,159,66,38,43,43,35,58,15
"2547962",18,12,15,21,19,14,13,16,9,10,2
"215689",26,17,23,29,15,15,2,8,15,7,3
"465817",72,35,67,94,90,60,47,51,24,49,12
"634500",26,20,21,23,36,28,24,13,11,19,2
"1407064",2,0,0,2,3,1,0,1,1,5,0
"716540",0,1,1,0,1,2,0,0,0,0,0
"1922217",44,29,29,98,56,22,21,25,29,34,8
"79967",13,13,10,71,20,7,8,0,4,5,0
"665914",166,133,136,250,195,113,102,129,61,144,28
"665913",138,101,114,218,156,102,89,96,80,123,27
"1458355",145,75,104,171,151,88,76,94,63,93,19
"1615494",108,46,86,162,108,49,48,43,26,39,19
"1241869",5,3,3,15,10,5,0,3,3,3,0
"118103",2,1,3,10,8,0,0,0,0,5,0
"135842",1,8,3,8,8,1,2,6,2,18,2
"1315998",8,7,9,7,7,8,1,6,3,2,0
"2315800",8,6,11,14,7,8,8,9,12,10,0
"2518979",0,0,1,2,6,1,0,0,1,0,0
"98785",0,1,1,4,5,0,0,0,1,0,0
"2518977",1,0,0,2,4,0,0,0,0,1,1
"1660043",2,0,0,2,4,0,0,4,0,1,0
"1258543",3,1,3,7,3,0,0,1,2,5,0
"1241860",4,0,1,2,3,1,2,3,0,2,0
"1241836",3,1,3,1,3,0,1,0,0,2,0
"1241834",0,1,0,2,3,0,2,0,2,1,0
"911343",1,3,0,5,3,0,0,3,0,4,1
"2518976",11,3,7,6,3,2,4,3,0,1,1
"2173854",1,1,2,9,3,0,2,1,1,0,1
"118101",1,2,1,4,3,1,1,0,7,1,1
"2495405",2,1,2,6,3,0,3,0,1,1,0
"557993",0,0,1,3,2,0,1,1,1,0,0
"1241865",2,0,1,8,2,0,1,4,2,0,0
"1241859",1,2,0,4,2,0,0,1,5,2,0
"118110",10,3,0,7,2,2,0,0,0,4,0
"1660040",2,3,0,6,2,0,1,0,1,0,0
"655384",0,1,0,7,2,0,1,1,1,0,0
"571428",0,1,0,6,2,0,1,0,0,2,0
"1878935",5,1,1,3,2,0,3,0,1,0,1
"1507522",0,5,0,5,1,1,3,3,2,2,0
"2315802",4,0,2,5,1,0,1,0,0,2,0
"1265350",0,0,1,3,1,2,0,1,0,1,0
"1921549",1,1,1,4,1,0,0,0,0,1,0
"2518980",1,0,1,3,1,2,1,0,0,4,0
"98793",3,3,0,3,1,0,3,2,0,1,0
"1241878",0,0,2,59,1,1,0,0,3,1,0
"98794",2,0,1,15,1,0,0,0,0,2,2
"98804",1,0,0,7,1,2,3,0,0,1,0
"118118",1,0,1,12,1,0,1,0,1,3,0
"261318",0,0,0,4,1,0,0,0,0,1,0
"571430",1,0,0,7,1,1,3,0,1,0,0
"1241832",0,2,2,3,1,1,4,2,0,0,0
"1241833",1,4,0,5,1,2,1,0,3,0,1
"1241884",0,4,1,2,1,0,3,3,0,0,1
"53336",34,12,23,61,48,22,28,14,16,20,9
"82987",33,24,46,55,41,34,23,24,22,23,8
"2487345",38,18,22,60,41,14,14,39,14,26,5
"36868",7,5,4,10,5,5,5,2,1,1,0
"590409",26,15,14,35,25,11,5,15,11,8,1
"1427366",13,4,4,56,14,10,9,10,6,11,3
"1224147",6,4,4,24,13,3,4,8,3,3,0
"1224153",9,5,9,7,9,5,2,3,5,6,4
"1223567",4,5,9,6,8,6,7,1,4,1,0
"1223573",4,3,3,4,4,4,0,1,2,4,0
"1224146",5,4,3,42,3,1,2,5,5,4,1
"1223569",54,24,40,69,58,28,40,38,24,33,5
"1223571",55,18,47,21,35,40,23,21,12,11,3
"561229",0,0,0,0,1,0,1,0,0,0,0
"204040",36,24,28,29,33,24,18,37,13,26,5
"1224149",29,3,22,14,15,25,14,23,11,17,3
"198628",16,3,9,14,11,8,1,7,10,8,2
"1223572",0,0,0,1,1,0,0,0,0,0,0
"579405",1,0,0,0,4,0,0,0,0,0,0
"1226343",2,0,0,19,3,0,0,3,4,1,0
"1223570",0,0,3,0,1,0,0,1,0,1,0
"1225780",0,1,0,3,1,3,1,0,1,2,0
"1089444",0,40,46,106,67,30,40,38,17,30,15
"568766",55,19,23,50,46,14,11,17,13,22,7
"2037915",1,1,2,7,9,2,4,1,1,2,0
"1224145",6,4,3,26,5,6,1,2,1,4,1
"1778540",72,41,40,68,63,35,29,29,22,27,9
"568768",36,44,39,201,60,30,25,36,28,42,20
"180957",105,53,61,1276,96,57,43,60,37,56,15
"555",74,41,58,168,61,38,27,33,38,52,7
"2042057",48,53,36,136,72,38,28,37,22,38,12
"218491",16,5,5,14,7,1,1,9,1,5,1
"1905730",0,26,39,0,35,0,0,0,0,31,9
"2108399",35,18,22,66,33,24,17,23,19,14,4
"1175631",26,13,23,64,32,24,9,25,12,14,3
"2488639",22,17,16,65,30,13,16,15,10,9,6
"78398",18,11,30,46,21,14,18,13,12,8,2
"1201031",5,3,6,19,6,13,5,6,4,3,3
"2722756",113,90,125,179,154,83,62,97,63,83,23
"1109412",98,63,82,265,105,61,54,64,51,76,15
"55213",69,55,51,121,91,34,35,46,32,48,13
"1172565",128,88,83,174,132,80,73,87,58,98,17
"1082704",100,67,89,146,112,73,69,78,64,87,15
"718251",0,0,0,0,1,1,1,0,0,3,1
"93378",107,78,85,133,103,72,59,83,51,82,15
"67780",83,0,75,124,92,63,0,0,39,66,13
"1288122",8,5,4,7,7,0,0,4,1,4,0
"1578828",9,2,7,6,6,3,1,3,4,6,3
"1650654",0,0,1,0,5,1,0,1,1,1,0
"667120",0,1,0,0,2,1,1,0,0,1,0
"1453496",3,3,6,5,3,1,8,3,0,6,0
"546367",34,30,48,54,27,29,21,28,19,25,3
"1848580",4,2,2,2,4,0,0,5,2,0,0
"82983",25,13,22,31,20,16,16,16,9,18,3
